ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
-813.1874490744776,-39476.99745236774,-38663.810003293256,1185.080122661451,1295.0879925686793,1590.445085379525,0.6861877383009535,30.482096721527785,24.310056573922502,0.49259488803655027,5.5868114917173134e-204,1.675053439966354e-130
