sal_9_lc1vs0_iate,earnx1_2
13616.941949582555,0.0
14561.636348288506,2100.2690340954064
2612.784853292573,3932.868667099582
1995.4200494509923,3053.680586281967
19047.129579976954,2046.251029339316
13967.332616799922,2992.120783654585
8929.994170390752,0.0
19788.292614293332,0.0
14301.752857796055,2118.573897590003
15584.990089997635,5365.065330196617
11490.44332534962,3697.419362678929
8091.321827212738,3419.557754347627
-6546.59054743239,3588.886457340872
15777.387834350324,4095.485841160312
10888.679181173531,1689.7332046934102
16086.903103419907,4695.015330128943
13992.419154180177,0.0
12041.260923857491,3106.904931556933
17435.53834667283,4776.439560420624
16736.48143870632,1843.4200896377693
16384.470219926454,3659.615621186741
6898.459366938971,3372.3347653704427
14465.21384341352,2081.638991116032
-8871.274722749533,2628.1771642788763
10733.760550851219,3607.851186278251
14583.05557328072,1870.732218011003
4426.55053044283,1729.7028973201257
12122.325832532544,0.0
13537.452226946512,1478.3796556575462
3959.8844539221905,0.0
12048.876577309296,2908.346588073364
3914.9416574317,1614.539794821313
3925.525457980086,0.0
16144.00447104589,3816.7689054896464
6571.044688796559,1606.3384876182772
9483.059543947784,3658.2082527598855
15461.23480130708,2413.2089561906287
5264.703744474601,3424.370671124884
11376.070717435485,3452.3402720697286
13969.988481105249,0.0
10730.59600958038,4125.682864239368
14046.73810062982,4321.8937920718
11992.39593475417,2369.753542050338
-3098.0258535708076,1505.40961072859
14864.158381082278,3915.351965705325
4135.930583493321,0.0
12598.981422288934,3157.6056351895754
12836.451800619394,3606.6346830364055
4582.153952174714,2822.833596078553
11230.477534117119,3025.8328012340035
5815.134298443156,0.0
5798.5057803683485,2604.8677098023486
11320.10369915316,6347.33472871316
7742.5643132719615,2467.1868027301043
7115.804916140647,3134.415413434508
8948.285733730143,3193.4853082331783
15315.535291025466,4364.777554493836
-5939.284914559379,0.0
11685.329194369138,2908.808736250944
8462.869840033749,0.0
14238.434453861655,0.0
13917.985781218777,3160.7411890081025
2998.826575074746,0.0
1499.17982908614,3384.8297496806563
11306.99822741522,2348.8163371373576
7459.066496079418,5418.552695351003
7344.49989731111,6617.428419510608
8545.827722205288,1306.3845692436475
13246.786460610689,3499.2750273780507
14240.520196341316,3858.723126490321
6610.844393678556,3113.077902832312
14093.342263612312,2200.5485599047734
3616.3766052894216,4231.579179240002
-505.2644426811871,0.0
-717.0291062804331,0.0
7940.476318410712,4317.795909240272
-12.168793221941314,4246.762280421477
10247.744681233846,0.0
12737.601298251153,3223.4731601964627
14907.08242093292,2149.1577564808863
8676.790640309297,3516.81478079724
14531.988030536764,0.0
7536.650370788451,2879.0906304539435
14452.530052057038,4696.626185857846
11205.607263936578,2466.547495433489
12779.908367605982,3588.450819413002
569.352747604858,3063.4782209120744
10018.021199847259,4678.131307647693
16990.16861442631,4922.406031565666
-2938.2743928436807,3853.7502527392735
19167.036519000663,0.0
9568.292924365505,2983.639047516873
-844.3157610722874,1319.3648820799665
14660.752466299868,0.0
17641.80057320682,5677.829459435121
-4645.971594969394,0.0
8810.451559253619,2648.2905043654487
3082.6984641762274,4603.777247259913
-7164.724164226943,0.0
4176.283064255036,3287.014884126761
8655.267210750542,0.0
15214.385747346172,3645.269069983759
8071.241097093477,2760.8554454156965
6520.306137574858,1704.2192976581366
16468.768226671033,3969.823945519271
3819.872880679216,3710.4392014253294
7979.2584227352945,2314.8831658329723
12422.929838140419,2575.98411397455
8925.186674474222,0.0
3807.721932642902,0.0
6027.51232223353,4152.087410921997
12894.896558196759,3735.033399556196
-4584.450478543794,0.0
11907.106804257917,1917.680709951706
6193.962458663478,0.0
16759.08293638954,3211.8493331746563
13480.095313319587,0.0
7673.806919897914,3545.8215128541333
13502.904825934682,0.0
1362.1438906520357,1972.0380477416304
8780.850295708522,4435.410822121605
7734.634731724438,3268.845454859618
18499.166593903807,2223.3301943292945
8553.955759036186,4673.165209289999
3542.1547028061523,3369.2908424387474
18748.168475545855,2203.7149869856808
10139.638878688156,0.0
-3297.1095848034756,3930.219379307031
14027.683849545214,0.0
258.45656057366205,0.0
5063.1870551053,4663.070643726466
13284.279042943363,4374.375313923975
9059.484795333145,1770.6372486875343
11778.766179427965,4255.923027351733
11966.798156585452,3305.3467405971546
1709.4077376097528,3226.074656683013
8904.030828784322,0.0
13885.51896218439,3225.2275773917327
13284.881245024293,2636.185361835432
4923.775529644643,0.0
5052.712654778252,3682.456821617058
11992.503553732886,2323.189004162366
9682.473441638358,2527.7226931494474
12339.719346121237,2913.9149558658696
5705.2801466353685,4140.399249496268
12882.951704596897,1492.790492427666
18634.110646558027,3543.3820402407964
-6794.672748528597,3403.868936738155
7833.208746846644,2753.73592834786
13992.635469006524,3537.282905230933
15867.972327658446,0.0
17703.343766622223,0.0
4442.189920812201,3915.86095480878
15064.856281041844,3290.591919620176
12725.496977075385,2657.6321800378305
14614.14102905184,0.0
15672.85410877606,5512.493281524605
4190.450793350154,0.0
14356.209752285791,1787.819198928339
-5603.073445441426,2181.6244055612124
4328.486566301417,3192.095858354494
10779.555417660165,0.0
10769.962972236543,2591.2335156009344
11697.012801797213,1660.9583115263315
10686.670291208175,0.0
11078.989485519667,0.0
4857.767776007376,2521.371518144651
-2587.6452251710975,2258.217097820478
6744.913777433461,0.0
14394.75309023629,4286.326522084692
3260.905623449946,3551.5936205065263
3242.998366873585,2348.382150047661
12227.174899030148,2492.7142227118647
5242.4612153926255,4098.402277569852
4637.596169828265,0.0
17385.214673610197,0.0
11460.986932679538,3888.027658623916
15031.265383197868,2961.243644622682
-1670.2496426235332,3601.0749674470608
3657.1722853648034,1927.67374727965
2873.117793613329,4585.193044152719
-1185.0414084890267,3358.1517952568383
13675.758727538292,2776.329729883507
1220.4875033831684,4876.8979702636425
17758.726142402873,4478.006178505489
4920.922541320469,1793.2430815224438
8183.412544022145,0.0
2036.563946308322,0.0
865.7901460850826,3785.471754046335
-2558.6802338606612,0.0
14135.290645884188,2415.34808037689
12951.384290870665,2251.1218945205565
9061.120160090155,4447.800628139841
4092.210122862974,0.0
10177.711589501529,3226.819825085968
13828.45343393122,0.0
9716.659503049978,2587.5507599794228
15328.372117838215,4620.706585584399
-1052.9937534782862,0.0
3310.2633012284764,2054.669213650498
15593.811868274455,2338.37672456538
-95.00404936552286,1927.8040964113889
8912.594628526578,3226.11234587543
10643.75975102984,3093.144857163536
17267.350013492865,4577.625609069293
14770.506949472328,2025.5102989783625
8673.763849764227,4945.205862687704
5029.700998370245,5495.515791670863
13561.360867369207,4790.024476421766
16186.678656468062,0.0
936.3304325953231,0.0
-6770.979140652625,3634.284509363818
15872.871679519494,4642.894940519167
15249.19072025259,2869.3408155450247
6342.9187808332435,3624.7019634472936
9545.619870273724,0.0
3816.178284731046,3842.804922934397
16238.897833907067,3976.0643349542142
10637.848796226084,4438.463298868222
6682.264813060036,0.0
15695.80290143945,2286.556120665577
12606.78102746481,3684.269992622908
2685.3957900925902,3187.3271689719327
853.326003869751,0.0
1344.8488956082251,4823.745693728371
7354.578312838129,0.0
8470.255853173463,5080.238397496136
8281.353722674112,0.0
9086.256487249206,4115.847018367319
2262.543780277082,0.0
8772.276384769866,0.0
13346.621080928948,3071.5911620735856
-5890.726784823304,3715.918664986
16286.692594393115,5442.819092593187
6912.0170316272415,2637.834559236899
3559.5890043717695,4382.757477676539
12937.401714457661,1869.3281409465865
6945.735929979941,3629.677978291705
11068.202708776425,3569.834525803153
11895.482403793445,1223.2332303371977
3553.4307178361364,0.0
105.92402021169687,0.0
1314.2792475950191,1623.440865703103
6422.274013813111,0.0
11223.92464589773,4214.011673446049
18252.76842211022,0.0
7006.8771113491,3180.916843689319
7615.298987172534,0.0
5738.7469931258765,1586.5958929984372
8728.607577082663,2438.651393307141
3822.9379611260197,4138.107090753096
13597.73783778562,3217.35817181339
9037.957855972816,4512.43626152624
2815.8538786508693,0.0
10624.996629204747,1146.8877341369655
12686.972263515187,3508.134883930853
16483.87962258768,0.0
-7309.846571631311,2220.839690638494
-2370.6664923921417,1125.653306071182
7097.2016258057065,2550.612747276968
-1124.0326207319565,2202.546982278967
12022.28907683822,0.0
-2728.922119099153,3147.5443322773635
-3972.938552188562,4405.346537930475
10020.935293769418,3724.256779653448
-4804.780537153047,0.0
8398.086379289973,1605.5832573353282
6607.398694349235,3283.075094002328
1675.9341264968377,4900.334904474788
-126.7617138791311,2676.553473342145
10300.495780339024,2516.282243047248
13101.752357947791,4903.625532599994
17887.197167422928,4649.745792073093
16276.817110874015,0.0
2646.246587078442,0.0
11190.94655759369,2622.3519395340745
2655.7405795214245,3447.1648443111512
7491.16981932639,3793.8092180705216
14012.526944566685,3510.686665510386
14996.955331593788,0.0
-3299.7849573742005,4001.699312327648
-3276.041717423309,3084.1309494821526
8377.952274223377,0.0
7208.350747923007,3474.102981075172
16358.751182154832,5531.0306484214525
6157.168777179315,2253.724488784668
18084.768822321585,3947.381892900298
5559.996600815314,0.0
3182.374161782097,2951.8070817148728
-6348.456568370023,3531.936569662005
16790.780599361693,5199.594346365518
8658.740111232295,0.0
11821.197082335877,2910.121022594469
6736.65790753479,1853.1427721503687
5415.2936543474825,5213.327477409355
-9133.841723753763,0.0
2916.5339474354355,2221.606759867226
-6767.515499251781,1995.6326689593493
7944.503292106483,3327.509871180984
-7361.440273022753,3003.999480958092
13525.513542041583,2935.3329592791674
9404.639167640704,3383.862126044148
2340.5879316023093,4190.2684354761695
-4647.204420156395,3637.432624511703
7834.805508995983,0.0
-5021.075682523833,0.0
7484.957186205469,3499.3974425934966
-1165.398634447286,3160.070558812596
10479.067669106713,2601.23605168578
1114.7364065515978,4055.33549511569
-3668.6804921943653,0.0
10369.357663529896,2526.657530899487
15665.569986617858,4090.949155952189
12824.89471056745,2020.558333435224
18704.849727790766,2885.684809476052
8359.274934862893,4819.310548627225
14333.348153662077,0.0
9270.548054193096,1370.2730706158982
-2526.3267899294087,3609.909808348628
3533.365875487513,0.0
14442.94691211229,6257.273730517166
14270.081026957287,0.0
9924.472339758297,0.0
-1578.0639411920097,2929.6465228365096
19459.03989946093,5243.864190477215
15480.662230381971,1756.077992418689
14523.375827085498,0.0
5815.4118510607295,0.0
11646.032335386322,0.0
