empl_chge_lc2vs0_iate,emplx1_4
-2.04978471516278,2.0
-2.0047233898024794,2.0
-2.219585469838362,1.0
-2.16420707599502,2.0
-1.742638396890885,2.0
-1.4385835911093787,1.0
-0.7298880763773091,2.0
-1.678977303408725,2.0
-1.089430794211483,1.0
-1.6414300397571653,2.0
-1.5393671461219818,2.0
-2.1803461627265506,2.0
-2.1089497168040863,2.0
-1.2937821012776523,1.0
-1.9707171130389955,1.0
-1.6389660156096832,1.0
-2.441161982225367,2.0
-1.8741834074541075,1.0
-1.7604017152773368,1.0
-1.487061793881637,2.0
-1.315100976504008,2.0
-2.176721304054731,3.0
-2.3541551141476065,2.0
-1.8374290723290063,1.0
-1.3276992324464099,1.0
-1.935837810233064,2.0
-1.308546189569201,2.0
-1.670104198419995,1.0
-1.8172095337994303,2.0
-1.4048415956334352,2.0
-1.2985644387148743,2.0
-1.1254947783305786,2.0
-1.4016071805600592,1.0
-1.6849309972104758,1.0
-2.0461293994498075,2.0
-2.3223642530685984,2.0
-2.2864147775630648,2.0
-1.3198082534957796,2.0
-2.175512309804013,2.0
-1.6855350235815485,1.0
-1.1687730093280762,2.0
-1.600917712233831,1.0
-0.6740999873372097,2.0
-2.1224108430406323,1.0
-1.5950626409736577,1.0
-1.8491707399835717,2.0
-1.8032842748106002,1.0
-1.9606396147999061,1.0
-2.3470247542158513,2.0
-1.0562025527246706,2.0
-1.80833998821999,2.0
-2.0549045387552587,2.0
-2.2058895231927407,2.0
-1.4816375984912267,2.0
-1.8567057105570743,1.0
-1.6426403709889308,1.0
-1.0296501922432753,1.0
-1.7174990119601203,2.0
-1.4757238249945743,2.0
-2.095927679456805,2.0
-0.9356814736135391,2.0
-2.0859558595460315,1.0
-1.559803850116122,2.0
-1.6696151270953825,2.0
-0.9856310988224151,1.0
-0.9148640448776186,2.0
-1.1547727778743195,2.0
-2.29965041896707,2.0
-1.5040194723715539,2.0
-1.7240616956269588,1.0
-2.2090395462215318,2.0
-1.0375135572217302,1.0
-2.0434889759863815,1.0
-2.026511726216121,2.0
-2.118068596382268,2.0
-1.6673339420335545,1.0
-1.7566818500547565,2.0
-2.4311432188337587,2.0
-1.497231338810331,1.0
-1.8870456467195205,2.0
-1.898541245674249,1.0
-1.3664745446854516,2.0
-2.180695770249561,2.0
-1.4420543363720482,2.0
-2.044941096883483,1.0
-0.9710975424192096,2.0
-1.7300564215420606,2.0
-2.399414601819295,2.0
-1.6481971918517442,2.0
-2.1711502292712517,2.0
-1.3851007125475934,2.0
-1.4293665704069922,2.0
-1.9368628890618593,1.0
-2.258396529302789,1.0
-1.6215575419848698,1.0
-1.792991439224768,2.0
-1.133944704924943,2.0
-1.404653641085209,2.0
-1.6888101892215868,2.0
-1.6147213260125803,1.0
-2.197626932236674,1.0
-1.9274823540044317,2.0
-2.4848864318212844,1.0
-1.0681081596743378,2.0
-1.7626438393296842,2.0
-1.8523698177961272,2.0
-1.7575616629497055,2.0
-1.051978477876285,2.0
-1.152170137851724,1.0
-1.7720407785398127,2.0
-1.5384216543876306,1.0
-1.2878816073757784,2.0
-2.2452916738281172,1.0
-1.3416465925525896,2.0
-1.7992142791571561,2.0
-2.208180835016699,2.0
-1.407681047650857,2.0
-2.4388342042703686,2.0
-1.328526163097933,2.0
-1.337915096391378,2.0
-1.0421314650148399,2.0
-1.983178207823149,2.0
-1.41421386150893,2.0
-1.578513004844013,1.0
-1.8300238514574232,2.0
-1.576738185127006,2.0
-1.9691144953897095,1.0
-1.2899237658416867,2.0
-1.317590999692997,2.0
-1.566959766438813,2.0
-0.9455299875648704,1.0
-1.9853835410787348,2.0
-1.5995684347921832,2.0
-1.504506868351506,1.0
-1.9383322910159941,2.0
-1.8140648899219287,2.0
-1.3723136365978523,2.0
-1.125681043080124,2.0
-2.5072364626251837,2.0
-1.8141304412089756,2.0
-2.2155698304198475,1.0
-1.1313372780952025,1.0
-1.8219459360657928,2.0
-0.8743084641580783,2.0
-1.1097844588850756,2.0
-1.4049834785478785,2.0
-2.1357445523958107,1.0
-1.9143059469238488,3.0
-2.2520888305132387,1.0
-2.0582896000044637,1.0
-1.5452550610407552,1.0
-2.084339649262578,2.0
-1.953716148638056,1.0
-1.7208700033337587,1.0
-1.5948379445221654,2.0
-1.823322310846123,2.0
-1.48969323829673,2.0
-1.5593816334911095,1.0
-0.8222725955311995,3.0
-1.5373266942557104,1.0
-1.8117932607767862,1.0
-2.1769113696148743,2.0
-2.0035157558624452,1.0
-1.956279375506804,2.0
-0.8870303872140639,2.0
-1.7182698368269436,1.0
-0.7417703967477062,2.0
-0.8848271808591212,2.0
-2.1681964287747286,1.0
-2.061211155075579,2.0
-1.9180653723408838,1.0
-1.3230586348255433,2.0
-1.0818061223938433,2.0
-1.2448635574441114,1.0
-1.461898997913041,1.0
-2.236557954301725,2.0
-0.8461102562889479,1.0
-1.625992571699166,2.0
-1.2498901563567077,1.0
-1.0543377224028578,2.0
-1.5540798343881348,2.0
-1.8751731572747596,2.0
-1.5076750282245464,2.0
-1.7493270150015245,1.0
-1.798203512319212,1.0
-2.1485629296296356,2.0
-1.9517551419163701,3.0
-1.6803437254927505,1.0
-1.271962102661564,2.0
-1.801455733815789,2.0
-1.9677872063483273,1.0
-1.8286689873193023,1.0
-1.6616829963679711,1.0
-1.5381961268118574,2.0
-1.7702299834849917,1.0
-1.257721743424815,2.0
-1.693611108975392,1.0
-1.7311972017513015,1.0
-2.2854163860647634,2.0
-1.3087740736836317,2.0
-2.288401507186695,1.0
-0.6319547708096833,2.0
-1.5821847443847392,2.0
-1.5997430319143224,2.0
-1.1661948977896084,3.0
-1.4768508195566437,2.0
-1.9606640214322026,1.0
-1.7771561772958875,2.0
-1.8092187072542476,1.0
-1.2504815588118883,2.0
-1.7305969769768703,1.0
-2.2351223988511206,2.0
-1.3997971464737131,1.0
-1.2111266801726537,2.0
-1.6142966456769798,2.0
-1.7972229473999266,1.0
-2.0846321582605016,2.0
-2.0571582672235316,2.0
-1.1214362760649677,2.0
-2.2436502127809783,2.0
-1.3284460590015548,2.0
-1.5262894941172158,1.0
-2.097583526483132,1.0
-1.5272157607440418,2.0
-0.48742176204449367,2.0
-1.6645889429825194,2.0
-2.100027234137924,2.0
-1.8378651213605859,2.0
-1.9392205420336088,2.0
-2.619765730615466,2.0
-1.178160750264434,2.0
-2.281078477939255,2.0
-1.8046709346153145,2.0
-1.2581767351019553,2.0
-1.317675521875963,2.0
-1.8589494748997428,2.0
-1.6614577025112698,2.0
-2.18268580730243,1.0
-2.0140806393532174,1.0
-1.9199304611560661,3.0
-1.1702365136004442,2.0
-2.1371421129021053,1.0
-2.019364000136243,1.0
-1.5549541820003687,1.0
-2.0534931625457755,1.0
-1.3078696362334254,2.0
-1.5787799485070357,1.0
-1.7849112011029604,2.0
-2.0288082808132835,1.0
-1.3386642415910792,2.0
-1.2163452421136833,2.0
-1.110631798307559,2.0
-2.2153102072075983,2.0
-2.335222558878168,1.0
-0.9698231923753136,1.0
-1.9719294928527256,2.0
-2.097880931736635,2.0
-1.4982849449382694,2.0
-1.6196513830723125,1.0
-1.7255416608025438,1.0
-1.4418657511342416,3.0
-1.625156795332189,2.0
-1.7224114157409676,2.0
-1.7026039238917328,1.0
-1.588253838844246,1.0
-1.7049518668052899,3.0
-1.2369931330635486,2.0
-1.812926286177524,2.0
-1.9544865624433572,2.0
-2.0506779387437475,1.0
-2.2456994165136166,2.0
-1.7298993637050004,2.0
-1.141960416190214,2.0
-2.169006477124101,2.0
-1.6104922638923613,1.0
-1.2914673334336686,2.0
-2.1688632315166534,2.0
-1.944114102833927,2.0
-1.8155238502012179,1.0
-1.3965757013329723,2.0
-1.5512448105431091,1.0
-1.6497447422028955,1.0
-2.3017282981386793,2.0
-1.916904434220311,1.0
-1.1660010783104724,2.0
-1.3918848843054326,2.0
-1.6172643429286873,1.0
-1.8788814295049432,2.0
-1.7107181971844871,2.0
-1.556522903647536,2.0
-1.429410371864238,2.0
-1.8185955989993134,1.0
-2.1073803171367826,1.0
-1.3260045235398332,2.0
-1.827342756402849,1.0
-1.6907272518918937,2.0
-1.0430286163754792,2.0
-2.105849601779431,2.0
-2.3110433127198267,2.0
-2.3382832969402303,2.0
-2.0788296610880757,2.0
-1.8860487184886048,2.0
-1.9481187812593415,1.0
-1.4450756383525478,1.0
-1.873006023333561,2.0
-2.0427685911501166,1.0
-1.8622321532167414,3.0
-1.3937163238023282,2.0
-0.8769530624377565,2.0
-1.6051986112037868,1.0
-1.2220023227562984,2.0
-0.95753141876078,2.0
-1.9894828106804738,3.0
-1.2637769197767574,2.0
-2.005527210222023,1.0
-1.9125325530458643,1.0
-0.901488525698528,2.0
-2.217110593689288,2.0
-1.6111171108283953,2.0
-1.8449707128952104,1.0
-2.2905592989061367,3.0
-1.6529813309001975,1.0
-1.6786015847546816,1.0
-2.460534759266828,1.0
-2.1303663808630238,1.0
-1.872507244286413,1.0
-1.8759726651608544,2.0
-2.198214076973768,1.0
-0.9280386423807049,2.0
-1.1709676862237393,2.0
-0.9522786987149987,1.0
-1.999125881982105,2.0
-1.7225649904165536,1.0
-1.9666288194429167,2.0
-1.5419634289918949,2.0
-1.9342082740676763,3.0
-2.182331170183868,1.0
-1.6745154906407085,1.0
-1.8618791003482382,2.0
-1.1990138398751138,2.0
-1.946900866961661,1.0
-1.8566125397772066,1.0
-2.2832719746377763,1.0
-2.302119366926383,1.0
-1.5235024444397418,2.0
-2.0700640620528326,1.0
-1.9232168702236379,2.0
-1.7635652632190235,1.0
-2.2095610395823284,1.0
-2.1083166712884758,1.0
-1.2296853562313346,2.0
-2.0324811572003063,2.0
-0.9938921628410214,2.0
-1.9137974995092635,2.0
-1.4910094760097627,2.0
-1.1738150935598517,2.0
-1.1944152488957447,2.0
-1.467572030244852,2.0
-1.4630332442639167,1.0
-1.4805742102650128,2.0
-1.645248373536307,2.0
-1.580779124192111,2.0
-1.6790205418846988,1.0
-2.322114755500572,2.0
-1.4970598263692054,1.0
-1.772472004057292,2.0
-1.2564364001035475,1.0
-1.7362150422308285,2.0
-1.9962901854421908,2.0
-2.180772553813939,1.0
-2.3684230880223676,2.0
-1.790013528310355,2.0
-2.2566207398555553,2.0
-1.9448013928932584,2.0
-1.384634440744275,2.0
-2.334827599218224,2.0
-1.20821968431172,1.0
-1.1827161102210895,1.0
-1.5679835854754693,1.0
-1.5925165507688477,2.0
-2.038912207497896,2.0
-1.4989225083895987,2.0
-1.7995724412155072,1.0
-2.1547165588533885,3.0
-2.4204757909850363,1.0
-1.378077056299163,2.0
-2.1318763476817217,2.0
-1.3607954156114082,2.0
-1.4173033543601192,2.0
-1.9243771558265212,2.0
-2.0126366965981326,2.0
-1.4736391323220697,3.0
-1.374821221301019,1.0
-1.8762454931959638,1.0
-1.0940125616971814,2.0
-1.7351224346406562,2.0
-1.76830542749433,1.0
-1.5973914986671804,1.0
-1.8157980244768739,2.0
-1.2537256486380595,2.0
-1.991610634213659,2.0
-2.285873247133699,1.0
-1.7943554340246726,2.0
-1.0063457138309093,2.0
-1.5544295242991766,1.0
-1.421004546219788,2.0
-1.667581511602367,2.0
-1.452426040725868,2.0
-1.7396430669336387,2.0
-1.632952855023508,1.0
-1.6537106259363692,1.0
-1.7106519344939901,2.0
-1.9625524964671723,1.0
-2.115571527798366,2.0
-1.4026508200814407,2.0
-1.983342020502056,2.0
-1.9052365500080972,2.0
-1.3186696451494881,2.0
-1.614493704507895,1.0
-2.48082127966433,1.0
-1.8964991102333681,1.0
-1.0424585845300043,2.0
-2.362758619084626,2.0
-2.0312804150161576,2.0
-1.8096150857852416,2.0
-1.898547957854838,1.0
-1.9300613422552768,2.0
-1.318383709003376,1.0
-1.3701442053027693,2.0
-2.511140551913969,1.0
-2.087714458948569,2.0
-2.0738061355461226,2.0
-2.155927909197686,2.0
-1.5559193652120797,2.0
-1.3987058414574147,2.0
-1.686214969519058,1.0
-1.592931179137549,1.0
-0.9388010617851065,2.0
-1.1773983279625764,2.0
-1.231884876102354,1.0
-2.110246495617588,2.0
-2.1639225513386093,2.0
-1.449743983521554,1.0
-1.8186789904775287,2.0
-1.1128105327932216,1.0
-1.7389154703545358,2.0
-1.610214010011411,2.0
-1.4608299111246192,2.0
-1.0244402371535237,2.0
-1.1614297242567235,2.0
-2.208835858234664,2.0
-1.8280747900797965,1.0
-1.576705028398245,2.0
-2.1805813049925273,1.0
-1.9231585923017407,2.0
-1.3678046705015476,2.0
-1.4000926244585754,1.0
-1.0156669366078384,2.0
-2.126404025621507,2.0
-1.9486218084012155,2.0
-2.216446968848576,2.0
-1.2664737653876867,2.0
-2.38244315305501,2.0
-1.5985168181043337,1.0
-1.6395147257890537,3.0
-1.9739255570809553,3.0
-1.7140517687417538,2.0
-1.2477762504024974,2.0
-1.4389687623684604,2.0
-1.4837114061170853,1.0
-1.591969769606608,2.0
-1.8119046508837249,2.0
-2.105357490499484,2.0
-1.0181543448264518,2.0
-1.1708472709655142,2.0
-1.1015580998724912,3.0
-1.5794482721059235,1.0
-2.3705697826914642,2.0
-1.6215713334060968,2.0
-1.697341803980535,1.0
-1.1151075885077146,1.0
-1.1212344278356228,2.0
-1.1189885390573489,2.0
-1.9155700451737268,1.0
-2.285563311679255,1.0
-1.8746056948019518,1.0
-1.585874848245422,1.0
-1.6918322665100904,1.0
-1.7648690194690146,2.0
-1.468586964048829,2.0
-1.5253845167325033,1.0
-1.16785792839191,2.0
-0.9353349364280757,2.0
-1.6615350201559582,2.0
-1.8480196694422497,2.0
-2.2988025730207116,2.0
-2.025277089540188,2.0
-1.3158489497112265,1.0
-1.7958900513407283,1.0
-1.3056031713423168,2.0
-1.1348749425550122,1.0
-2.2807876095364454,2.0
-1.3195586969328752,2.0
-1.5037103208866924,2.0
-2.098045961834563,2.0
-1.9605258580483649,1.0
-1.804015539481735,2.0
-1.7636019517425159,2.0
-2.2122805771385066,1.0
-2.105587256542087,2.0
-1.3688879525198343,2.0
-2.083255596178585,2.0
-2.3064092383400814,1.0
-1.7876082306665158,2.0
-2.085533741401534,2.0
-0.774294746930373,2.0
-2.0653477002498697,1.0
-1.9496769869605688,1.0
-1.0102121897916385,1.0
-2.1393905099317982,1.0
-1.0169656185900546,2.0
-1.8288673241731486,2.0
-1.8727914448249277,2.0
-1.3882192666394864,2.0
-1.676039187551525,1.0
-1.587829505189094,2.0
-2.2146636741883747,1.0
-1.2505451541811885,2.0
-1.2577197852266626,2.0
-1.756539342199729,1.0
-1.771604264002745,1.0
-1.2275478406842548,1.0
-1.1840920402523945,2.0
-1.5250856903396048,1.0
-1.7494473880008852,2.0
-1.6973783595995553,1.0
-1.5197577068768031,2.0
-1.5420209956087683,1.0
-1.7982229316713014,1.0
-2.0233764732043573,2.0
-1.5297599673678048,2.0
-1.782747343053188,1.0
-2.393719827751412,1.0
-1.6090600698498256,1.0
-1.4550889694907663,1.0
-1.8778856301923383,1.0
-1.3237935504977538,1.0
-1.836751733086705,1.0
-1.318776842842711,2.0
-1.7228830217702527,2.0
-1.8445244780478645,2.0
-1.7076709987291008,1.0
-1.7066082471223474,1.0
-2.0304825728838773,2.0
-1.2269582920318785,2.0
-1.6270576448719043,2.0
-1.4261326288540974,2.0
-1.4596934311759409,2.0
-1.6318548371175532,2.0
-1.309152676975498,2.0
-1.060123701085686,2.0
-2.154098164526274,2.0
-1.5134176901843928,1.0
-2.050932120374607,1.0
-0.9933450230902201,2.0
-1.9898253545932953,1.0
-1.8557603990241207,1.0
-1.8251381373287985,1.0
-1.8101617755999349,1.0
-1.5494572651919172,1.0
-0.937241724432567,2.0
-1.566645196163201,1.0
-1.8167022244559596,2.0
-1.851044545048755,3.0
-1.107343955041137,1.0
-1.325912895562817,2.0
-1.037795887312281,2.0
-1.0959668564258,1.0
-1.826768936552888,1.0
-2.0996044548167347,1.0
-1.6655725288335148,2.0
-1.6972389469805604,3.0
-2.373489314559755,2.0
-1.2106135321336478,2.0
-2.0402926182233676,2.0
-1.979836298866118,1.0
-1.8816279796688749,1.0
-2.2438528696473403,2.0
-2.349022950992278,1.0
-2.086540363787715,2.0
-1.9138443279712138,2.0
-1.8711557775370649,2.0
-2.0779378171839853,1.0
-2.006781575962015,1.0
-1.1161575189843735,2.0
-1.9801707314646,3.0
-1.413484423551466,2.0
-1.7837867401956848,2.0
-1.4694785435151378,3.0
-0.7723521977920736,2.0
-1.8362298132253132,2.0
-1.8056738976821318,1.0
-2.2882837595894805,3.0
-2.100116967285931,2.0
-1.8417313607913028,2.0
-1.8248565622270778,2.0
-1.7952667335807337,2.0
-1.5678195489179259,1.0
-1.9770419978304508,3.0
-1.5344056373754145,2.0
-1.980671386657675,2.0
-2.3318306893080747,3.0
-1.930521741198195,1.0
-1.7338053794015167,1.0
-2.117199889910832,2.0
-1.5639144234712026,2.0
-2.1674914910522993,1.0
-1.255809573614555,2.0
-2.2317250528208152,1.0
-1.422091461469615,1.0
-1.7117292607621568,2.0
-1.988405505510482,3.0
-2.3847243499601194,2.0
-1.5520784971022226,1.0
-2.4224537285760035,2.0
-1.2640847883500006,1.0
-1.020514818895463,1.0
-1.5488907618555021,1.0
-1.2476129715979258,2.0
-1.8324879011116897,2.0
-2.2898327031397505,1.0
-1.6874691957247723,1.0
-1.2611316072470116,2.0
-1.4748915986699467,2.0
-1.4082779354336346,2.0
-1.8466730184384037,2.0
-1.4962182395021348,1.0
-0.9446378746788857,2.0
-1.6555306724804861,2.0
-1.9119273739492282,2.0
-2.1742602897803867,1.0
-1.3606876152917247,1.0
-2.0904517547321446,2.0
-1.7299206429720644,3.0
-2.200186879609685,2.0
-1.796011263213456,1.0
-1.7675478248844811,1.0
-2.014625318157953,2.0
-1.566867277250304,1.0
-1.705887838993784,2.0
-1.6197468867739915,2.0
-1.2668677558658736,1.0
-1.8196887758670868,2.0
-1.9277384337843366,2.0
-0.8578410903629737,2.0
-2.1381214902901453,2.0
-1.3365358915233116,2.0
-2.2009054104531764,2.0
-1.3487994346612688,1.0
-0.42485722250024927,2.0
-1.3826796450390495,2.0
-1.9834244043552798,1.0
-1.6075937601876897,1.0
-1.750283792809756,3.0
-1.5358644406590471,2.0
-1.3796670260085726,1.0
-2.035848928352252,1.0
-2.2436994709569342,2.0
-1.925141143504242,1.0
-0.9338213159428728,2.0
-2.0990118140487466,2.0
-1.8016509168952268,2.0
-1.5732128954579234,2.0
-2.4321205598950635,2.0
-1.0006479673210542,2.0
-1.7660880255207667,1.0
-1.7024418070234815,2.0
-1.583546743184336,1.0
-1.6301021840126197,1.0
-1.7542672150992236,2.0
-1.7880944310799176,1.0
-1.8281334111909446,2.0
-1.127670722544181,2.0
-1.7092429324653549,1.0
-1.6864593191006894,1.0
-1.5627683881462104,1.0
-0.9548771810205072,2.0
-1.9117726987587804,1.0
-0.8465149601771271,2.0
-1.7662277100767123,1.0
-1.6095787664020873,2.0
-2.05577442557364,2.0
-2.2010861814143565,2.0
-1.749733612418652,2.0
-1.4918873388332516,1.0
-2.1669747646193414,2.0
-1.7949526153014526,2.0
-2.021067480469902,2.0
-1.2872572246666671,1.0
-1.5093220508505651,1.0
-1.6895035307070962,2.0
-1.0819377628541011,2.0
-1.9580286326574474,1.0
-2.258159930560563,1.0
-1.7555724755292599,2.0
-2.1143117475268607,1.0
-1.7704302942929784,1.0
-1.7503131191908134,1.0
-1.4450600082112335,1.0
-1.6319832047137968,2.0
-1.158474334298486,2.0
-0.881860976389595,3.0
-1.8617070784154954,2.0
-1.1364556557302645,1.0
-2.053725419417862,2.0
-2.143637443233046,2.0
-2.3997372135602175,2.0
-2.2742071935780785,1.0
-1.4467270372998327,2.0
-1.5595845135191726,2.0
-1.8556664099534361,2.0
-2.1908032171020517,2.0
-1.4172816510439261,1.0
-1.607954954203005,1.0
-0.9733698488499934,2.0
-1.145561020450614,1.0
-2.0896254707525097,2.0
-0.9229838115942374,2.0
-2.2214259537887866,2.0
-1.5723217135333445,2.0
-1.456358976453358,2.0
-1.5216470290611315,2.0
-2.2740374068261158,1.0
-1.1300790112345642,1.0
-1.6940924813809097,2.0
-1.514187233564955,1.0
-1.5202329010665494,2.0
-2.1834463848749204,2.0
-2.2311195532123995,2.0
-2.156680189958118,2.0
-1.6754618435544248,2.0
-2.0646224718754547,1.0
-1.290894769802318,2.0
-1.4869390679227208,1.0
-2.092553114526588,2.0
-2.213679851193705,2.0
-1.0449785083494103,2.0
-1.6331362092793367,1.0
-2.370060087582269,2.0
-2.2216246994077236,1.0
-1.5474522416597825,2.0
-1.771326589632746,3.0
-2.4769643439160305,2.0
-0.9738261261722918,2.0
-1.0675896730511103,2.0
-2.2567268159124665,1.0
-2.081456599704861,2.0
-1.5453469223721625,2.0
-1.962518997233079,2.0
-1.852846542388646,2.0
-2.2632196695498794,2.0
-1.7386638217111576,1.0
-2.098762074874913,1.0
-1.6853880796505298,1.0
-2.1436649804475576,2.0
-0.9680800912928486,2.0
-1.688154491774346,2.0
-2.4589845152704606,2.0
-0.7516220875675274,2.0
-1.0380029713087688,2.0
-2.1064024037537648,2.0
-1.8053203173353216,2.0
-2.0294425813444787,2.0
-1.6973804539035382,1.0
-1.7444789062677308,2.0
-1.6147339452901135,1.0
-1.8395222868875685,1.0
-1.8344044200788705,1.0
-2.2935602266993627,2.0
-1.6632457360031345,2.0
-1.0517152081976953,2.0
-1.504255291337288,1.0
-1.298993411276679,2.0
-1.9202683880284006,3.0
-1.680034739098012,3.0
-1.5022724930448899,2.0
-1.5909204737475338,3.0
-1.5675475447219112,1.0
-1.3293319115194504,2.0
-1.5283545376829941,2.0
-1.926450450041179,1.0
-1.1043325656202605,1.0
-1.064404048677824,2.0
-1.719519960209753,1.0
-1.2391777099871342,1.0
-1.217229889024826,2.0
-0.8785781779504422,2.0
-1.6504584624041136,1.0
-1.5243877239370678,1.0
-1.5101124947597937,1.0
-1.1311225185849927,2.0
-1.8932298579093514,2.0
-0.5962452785689363,2.0
-1.6521416150144799,2.0
-2.4017281015052703,2.0
-1.4136570853014634,1.0
-1.8284469694866865,1.0
-1.7622090284758554,2.0
-2.315285483894464,1.0
-1.1272537179141033,1.0
-0.8582031742954797,2.0
-1.8406868892896953,2.0
-1.4529820190238691,2.0
-1.7746753234294272,1.0
-1.6684752577299449,1.0
-2.079374316598281,2.0
-1.239946653626183,2.0
-1.6685699089498587,3.0
-1.7639335393719762,1.0
-1.2131239340291884,2.0
-1.9331755750605892,2.0
-1.6478325450636992,2.0
-1.415260234643315,2.0
-1.9195901041361596,1.0
-1.4732784224411426,2.0
-1.303010263429608,2.0
-2.2512610667668556,1.0
-1.5011070193044418,1.0
-1.4514807149700497,2.0
-1.3154594083296873,2.0
-1.3882278394570513,2.0
-1.8948557942003146,1.0
-2.360553886459239,1.0
-1.8973888410193236,2.0
-1.999562494817983,1.0
-2.3274842273388314,1.0
-1.0155086083491833,2.0
-1.3366580115164424,1.0
-1.5153724391046974,2.0
-1.6771449435503354,1.0
-1.513763577563891,1.0
-0.8529203043524907,2.0
-1.831530293585143,2.0
-1.8586575643381633,1.0
-1.6674094624114368,1.0
-1.7184160692039758,2.0
-1.8772241985106362,2.0
-2.3623813526686765,1.0
-1.8846367700837674,1.0
-1.3098085964427328,1.0
-1.6424250077542033,1.0
-1.5056984577595145,1.0
-2.0950088087597494,1.0
-1.302046714789693,2.0
-1.401283070825325,1.0
-1.5877991773174829,2.0
-1.0527062673364425,2.0
-0.9378418731642405,1.0
-2.041914839698046,2.0
-1.9656314387312253,2.0
-1.5269692355993025,2.0
-1.2630720332664724,1.0
-1.874772792334503,1.0
-1.8944660220359149,2.0
-1.7905715958059636,2.0
-2.104682961900888,2.0
-2.0575417521156165,2.0
-1.6454042374244129,1.0
-0.8611580468874882,2.0
-2.165825804819957,2.0
-1.9011295574677527,2.0
-1.5458027847252163,2.0
-1.4632575901238372,2.0
-1.8871096732456687,1.0
-1.3502989409925665,2.0
-2.272502897789226,1.0
-1.992123714364508,2.0
-2.14650682242981,1.0
-1.9273095614226576,2.0
-1.5161102626843326,1.0
-1.9096181639708851,2.0
-1.7361558714000647,2.0
-1.7712549909403987,2.0
-2.1054805997099306,2.0
-2.0456182100599865,2.0
-2.3731006465759372,1.0
-1.8287290835765735,1.0
-1.196594473129346,2.0
-2.0197681664772253,1.0
-1.4660572859040917,1.0
-2.2012195968085986,1.0
-1.3492910915399272,1.0
-1.961561471409941,2.0
-2.3552524545401896,1.0
-2.275271350152848,2.0
-1.3424747238921502,3.0
-1.9371088356594175,2.0
-0.7284147641555055,2.0
-1.9302804063540238,2.0
-1.7114099932991051,2.0
-1.8180700530228162,2.0
-1.8795084648349585,1.0
-1.8009878364340746,2.0
-2.1530510365037405,2.0
-1.4677911715052794,3.0
-2.0892676386936544,2.0
-2.4735973286441264,2.0
-1.8551657921394944,1.0
-1.8587545516767543,1.0
-1.4702208727462271,2.0
-1.3210726594803255,2.0
-1.6929305129729066,1.0
-1.3286846522403575,2.0
-1.9229792304974773,3.0
-2.019673115036332,1.0
-2.506535032450458,2.0
-1.705751767319109,1.0
-2.1353700092933936,2.0
-2.2520484948492974,1.0
-1.6427449976350759,1.0
-1.2029685918927229,1.0
-2.2216402928549313,1.0
-1.8242227959892887,1.0
-1.8878381951560026,1.0
-0.9123102542566339,2.0
-1.8138149348755488,2.0
-1.5999125738456959,2.0
-2.102946985002249,2.0
-1.7454005256727883,2.0
-0.9580954147733771,1.0
-2.0192481529794164,2.0
-1.5068939456547867,2.0
-1.166513025575097,2.0
