empl_chge_lc2vs0_iate,earnx1
-1.9376496207548197,994.6296221045262
-2.238960356800459,1300.4341348500961
-1.8585970665202245,0.0
-1.410617367783847,492.3538817265027
-1.3836025531647245,2596.67381526939
-2.052424475709446,1743.3766496691196
-2.065700065711724,1039.4234270616687
-2.0620953962890276,1419.020133168046
-1.8259478400722136,308.4632670927226
-2.0366692107262065,2554.7601949945533
-1.1314351738716761,2765.2373708602654
-2.0293050506635963,1786.5038800825016
-1.8413723261506325,4123.048044576214
-2.0074398579806503,1395.1766837062169
-2.4153632431323193,420.0107521787132
-1.5658822012922855,4376.964995151424
-2.4325452666157776,1184.945230744679
-1.6502813734014006,3715.7380208798586
-1.6797697940982528,378.0834741638525
-1.0406366745532112,3108.316098318286
-1.1145505971045704,769.9988660048341
-2.262544255721852,910.239285757953
-1.554666642353807,2629.4232436294387
-1.376268746056748,2238.7570409712052
-1.8113572275301342,709.4347828549727
-1.581501086672156,873.995710204487
-0.6408259925741845,1690.0940197030131
-1.3374769793853838,1226.2186615134185
-2.237900305453701,652.8030681832854
-1.2825541338960904,2937.58194917987
-2.0348101491532136,2933.2900913523317
-1.6459665259415144,1989.3244952047917
-2.121881014624725,1307.7446573057587
-1.6808991920914487,646.2121959290417
-2.061767815162848,0.0
-1.6117188850588486,3511.8582761996868
-1.8737097584909477,1569.1363630581277
-1.5959364354087606,3450.7952958329715
-0.8507978145837756,2248.629193036797
-1.9135449977946033,1490.2089667020414
-1.9129149557318414,406.920043469496
-1.7106883914395463,2034.7310956304932
-1.8468575616695153,1410.0891997538715
-1.9945782009518185,3750.5435069296996
-1.0251735052807986,2230.4758566951286
-1.7672017184575124,3511.577444488947
-1.1519851152125784,1023.6929418040424
-1.7408799977510574,2252.5949929505014
-2.253994033450608,267.7472318830555
-1.3687491155658338,920.309880102695
-2.277920524900105,509.41359623887024
-1.0191933357095952,905.626167649221
-1.450149391332401,1239.6646884008817
-1.5643637043905876,3896.952074690589
-0.8405310189723075,3020.9048532883157
-2.1706116044989394,1770.433009746093
-1.3329324771486222,4439.016976393531
-2.204664209712405,1106.9566236985715
-1.9286433938952237,2143.1652462243183
-1.5000179160083675,0.0
-1.5308085697942326,377.3089922005976
-2.333426190305067,216.7868816428233
-1.5782936100076532,3644.500333135782
-1.8451354636893933,2185.9098637779325
-1.605040105173947,1193.643901914762
-1.9148739783014328,3724.4087790946874
-1.2893269968006988,730.1109358289319
-2.2047242125017923,1590.5991722408305
-2.4001684279765207,1532.5232360976688
-1.6525794664768756,1216.9844187595627
-1.1502744492133226,859.0392251769102
-1.4922317990635463,3142.994292176163
-1.7457575394127933,3797.5893637938043
-1.1128527948353741,1555.2976861453074
-1.505255386022944,1547.748552673466
-1.7344016022005901,882.5059022403984
-2.0645279200216593,1829.0698868061627
-1.7889196800039517,402.43950306456145
-1.5461513043231399,317.9757201062457
-1.0448444891495237,3865.406348016244
-1.6617126529447623,2894.03642180361
-1.6259150177996613,845.923201710562
-2.04978471516278,1650.205873539704
-2.0047233898024794,1825.4446931141981
-2.219585469838362,1626.0212949641452
-2.16420707599502,1208.7697053764982
-1.742638396890885,566.9900906170922
-1.4385835911093787,4682.290441887248
-0.7298880763773091,240.7149933096506
-1.678977303408725,664.2237846495149
-1.089430794211483,2867.53144755519
-1.6414300397571653,442.8385125205293
-1.5393671461219818,2807.971395043837
-2.1803461627265506,1256.3626574195055
-2.1089497168040863,741.724720768645
-1.2937821012776523,3584.26512505135
-1.9707171130389955,3010.611175433708
-1.6389660156096832,2587.518122154427
-2.441161982225367,687.2798371207239
-1.8741834074541075,3325.3846116490586
-1.7604017152773368,3885.5165319657294
-1.487061793881637,3118.5094691884606
-1.315100976504008,0.0
-2.176721304054731,1610.7965528499467
-2.3541551141476065,264.3620012173714
-1.8374290723290063,4390.757956561702
-1.3276992324464099,3380.3116101393994
-1.935837810233064,1470.816911242664
-1.308546189569201,987.8505609529896
-1.670104198419995,4423.153950565993
-1.8172095337994303,453.1240323812552
-1.4048415956334352,1603.3845352473768
-1.2985644387148743,812.25284176691
-1.1254947783305786,2338.380544304794
-1.4016071805600592,3702.113668595031
-1.6849309972104758,1845.613788518637
-2.0461293994498075,2278.5928093437556
-2.3223642530685984,1116.7100898874148
-2.2864147775630648,1976.718486798094
-1.3198082534957796,2231.6965290476446
-2.175512309804013,0.0
-1.6855350235815485,3866.8370323292775
-1.1687730093280762,2786.9547836456713
-1.600917712233831,2737.726228122845
-0.6740999873372097,1210.3887612929552
-2.1224108430406323,2935.0728491090777
-1.5950626409736577,5098.50802474683
-1.8491707399835717,1852.009870391848
-1.8032842748106002,2403.482914224001
-1.9606396147999061,2912.1876937018733
-2.3470247542158513,349.9102956762794
-1.0562025527246706,1451.6389287363331
-1.80833998821999,2968.241775512749
-2.0549045387552587,848.9642863203137
-2.2058895231927407,1481.5593096410134
-1.4816375984912267,2287.6647925387065
-1.8567057105570743,3631.9355356134656
-1.6426403709889308,3782.4596800225363
-1.0296501922432753,6362.737570356154
-1.7174990119601203,762.1782834752955
-1.4757238249945743,2483.636468948697
-2.095927679456805,323.10971172688
-0.9356814736135391,3501.0444075125847
-2.0859558595460315,2899.807413048714
-1.559803850116122,2808.9262860911217
-1.6696151270953825,1670.6519623891286
-0.9856310988224151,2008.4562101978286
-0.9148640448776186,824.6381678632073
-1.1547727778743195,2271.652792940131
-2.29965041896707,965.0818207133022
-1.5040194723715539,3260.6181967652697
-1.7240616956269588,1601.9966033277824
-2.2090395462215318,1552.4779077354196
-1.0375135572217302,5401.506085271435
-2.0434889759863815,1768.3211875139689
-2.026511726216121,1132.450330298676
-2.118068596382268,1295.7139776466354
-1.6673339420335545,2049.0429534886102
-1.7566818500547565,369.9836114847665
-2.4311432188337587,1016.5442111006439
-1.497231338810331,5762.950825687305
-1.8870456467195205,2819.6263751200436
-1.898541245674249,1927.3873908231017
-1.3664745446854516,1707.6516158269728
-2.180695770249561,547.9668643344776
-1.4420543363720482,2037.8588702496995
-2.044941096883483,3120.4363176035786
-0.9710975424192096,2121.7126508007327
-1.7300564215420606,716.0403143150915
-2.399414601819295,1431.8153357684591
-1.6481971918517442,0.0
-2.1711502292712517,385.4807261373969
-1.3851007125475934,3779.4091105159764
-1.4293665704069922,2727.4852430071255
-1.9368628890618593,2870.1822341511916
-2.258396529302789,2356.4295769814844
-1.6215575419848698,2738.95480606595
-1.792991439224768,1627.593744438242
-1.133944704924943,949.3940812283056
-1.404653641085209,692.8488494225033
-1.6888101892215868,331.8696869126604
-1.6147213260125803,3029.616204338545
-2.197626932236674,2982.616064481837
-1.9274823540044317,1315.286206979426
-2.4848864318212844,1482.1490031728272
-1.0681081596743378,939.2268944027182
-1.7626438393296842,603.4308483137222
-1.8523698177961272,1334.0850565112876
-1.7575616629497055,3167.71738518014
-1.051978477876285,1959.6076006652474
-1.152170137851724,820.661284374195
-1.7720407785398127,3084.2656743397692
-1.5384216543876306,3420.293098650708
-1.2878816073757784,461.8176619933457
-2.2452916738281172,2910.804111904956
-1.3416465925525896,2461.034054043623
-1.7992142791571561,1617.4818030686042
-2.208180835016699,449.0799680451471
-1.407681047650857,0.0
-2.4388342042703686,568.6223157680399
-1.328526163097933,1823.1502725425617
-1.337915096391378,1993.5508431523601
-1.0421314650148399,2023.3301690686221
-1.983178207823149,687.6503583590205
-1.41421386150893,1679.2839986239997
-1.578513004844013,3428.343883918677
-1.8300238514574232,1932.7332065951532
-1.576738185127006,423.95669865876806
-1.9691144953897095,2908.754207381827
-1.2899237658416867,372.65067705106804
-1.317590999692997,2360.6772111983055
-1.566959766438813,1498.9699204089275
-0.9455299875648704,4600.988245868159
-1.9853835410787348,2279.524947393438
-1.5995684347921832,1685.1931769574321
-1.504506868351506,3865.713367085638
-1.9383322910159941,3037.689136324786
-1.8140648899219287,790.4595653371924
-1.3723136365978523,864.7076490673016
-1.125681043080124,2581.373133243757
-2.5072364626251837,1140.922181961937
-1.8141304412089756,0.0
-2.2155698304198475,1494.0735526552053
-1.1313372780952025,2022.5755915130192
-1.8219459360657928,2651.3926509424473
-0.8743084641580783,2401.451578152223
-1.1097844588850756,686.8306313240284
-1.4049834785478785,2434.3039880750066
-2.1357445523958107,1711.4295059497197
-1.9143059469238488,1802.045212591241
-2.2520888305132387,3092.972447147685
-2.0582896000044637,3264.424091312966
-1.5452550610407552,2270.0385586999773
-2.084339649262578,2374.7266221524214
-1.953716148638056,1847.741753931573
-1.7208700033337587,4474.891732966826
-1.5948379445221654,1507.5644802896536
-1.823322310846123,1149.1303892239218
-1.48969323829673,2804.0385503712096
-1.5593816334911095,2547.1069426087215
-0.8222725955311995,1023.8649898554056
-1.5373266942557104,3812.927812817642
-1.8117932607767862,4376.119205345862
-2.1769113696148743,1122.1296026313669
-2.0035157558624452,1918.6080047391436
-1.956279375506804,1464.2516842426799
-0.8870303872140639,1267.6639052309945
-1.7182698368269436,3985.557489340855
-0.7417703967477062,679.4952669726948
-0.8848271808591212,4535.7985825126225
-2.1681964287747286,1734.509501379833
-2.061211155075579,2370.410525034095
-1.9180653723408838,1571.86821725501
-1.3230586348255433,3586.589018401565
-1.0818061223938433,2593.1801873952504
-1.2448635574441114,4971.594185376921
-1.461898997913041,4088.3913430587727
-2.236557954301725,0.0
-0.8461102562889479,5033.589450513247
-1.625992571699166,2726.040056840817
-1.2498901563567077,4299.394076046059
-1.0543377224028578,3089.861664298832
-1.5540798343881348,2806.9001533442606
-1.8751731572747596,1544.0145829409407
-1.5076750282245464,2798.063194971444
-1.7493270150015245,3759.243501379009
-1.798203512319212,3383.8592705523947
-2.1485629296296356,1603.462065990001
-1.9517551419163701,1081.7484862816777
-1.6803437254927505,2697.9953220317375
-1.271962102661564,3293.2538096459043
-1.801455733815789,1809.3347921923976
-1.9677872063483273,2605.6071482983416
-1.8286689873193023,4329.65103342104
-1.6616829963679711,1549.4493365868739
-1.5381961268118574,499.260066207544
-1.7702299834849917,3321.009416798026
-1.257721743424815,672.6755474551101
-1.693611108975392,3988.667815822371
-1.7311972017513015,2558.7148108012134
-2.2854163860647634,2166.0297038005265
-1.3087740736836317,2192.000012290935
-2.288401507186695,2264.3862451006826
-0.6319547708096833,438.79224248669306
-1.5821847443847392,1705.6606264124594
-1.5997430319143224,2562.9335238753756
-1.1661948977896084,0.0
-1.4768508195566437,1580.6315636694433
-1.9606640214322026,1047.5160237701482
-1.7771561772958875,1137.1933965677895
-1.8092187072542476,1494.0061834178857
-1.2504815588118883,1552.3325130583132
-1.7305969769768703,4717.393542089178
-2.2351223988511206,1128.0629106853007
-1.3997971464737131,2283.489705186741
-1.2111266801726537,2524.0837912504844
-1.6142966456769798,350.4412812924824
-1.7972229473999266,679.0155333746104
-2.0846321582605016,1357.5843425664739
-2.0571582672235316,620.8065497042886
-1.1214362760649677,1021.7451653167782
-2.2436502127809783,2154.2695500838463
-1.3284460590015548,2211.263020231283
-1.5262894941172158,5416.25569113622
-2.097583526483132,3153.2009358152122
-1.5272157607440418,1882.7649869149086
-0.48742176204449367,1087.3934790874027
-1.6645889429825194,1940.7720193757382
-2.100027234137924,558.389108850736
-1.8378651213605859,2489.8772880665547
-1.9392205420336088,1005.8718335878502
-2.619765730615466,1128.3923255841892
-1.178160750264434,3326.024831864829
-2.281078477939255,1366.3956656014977
-1.8046709346153145,923.3890384918084
