sal_9_lc2vs0_iate,earnx1_4
5002.12072535216,0.0
2333.694370181294,0.0
-1209.4361386853727,2598.3347622139872
1357.126032102096,3155.069480087081
1025.8153641810868,0.0
4789.808420354146,3699.660109039318
3201.729492317505,0.0
-4368.087100133629,3953.200125228008
11094.893192672818,0.0
-1903.0311055453167,6239.275783028075
8861.516269349662,3945.4064607075584
4080.4617919035745,0.0
-5950.799700368052,4140.308290515412
4277.838024626774,0.0
6878.863381604721,1726.2905174443558
-2881.178959967005,0.0
-644.4257154004176,0.0
1624.9946608007785,0.0
739.453801854524,5217.069890087923
-44.405003966874574,0.0
4275.757134578092,0.0
8360.842670058159,4098.708327829714
5222.381513106283,0.0
-42.40001203765405,2872.685510563497
8256.698733975945,4403.507376082771
9301.694395929615,2205.6493728927635
773.8190272034471,1761.2553608913458
-14506.009908279198,5135.681762755934
9931.912652049274,0.0
-2525.9902713693446,0.0
10116.426817603979,3515.082042165102
3491.6324704941144,0.0
-1428.6926293557478,3280.035679166388
-120.30409285974656,4564.05193036799
3862.583789802544,1771.1526456372014
11528.290075061966,4418.321573201467
-4208.4926714595895,0.0
2056.8822033795195,0.0
6797.155406089764,3868.7147156008855
5182.713542345606,0.0
7105.144165192007,0.0
5640.774558769839,0.0
6837.773151095449,0.0
-2291.258945573389,0.0
-1954.9941951851579,4337.608280218176
-3493.1502872143737,3159.060653869544
-8178.688951978636,3281.2225368199074
7337.963313576706,0.0
4439.089933903569,0.0
9704.149133723502,3494.5660494314443
1385.3333354925655,0.0
2232.0061498816412,3032.4465433707246
-16222.076400892178,7073.108285307266
5614.275349358474,0.0
-8328.94742855412,0.0
8923.193960557835,3420.042957550487
202.98277484125128,0.0
-1445.2495489232033,0.0
7483.990396266965,3232.018134051096
3170.023595509796,0.0
-5800.975892878386,0.0
6560.162855797693,5336.55625485264
1165.5810024671764,0.0
2417.1618459071224,3853.202509629561
6848.366504668422,0.0
-955.0086573138396,0.0
-12881.037013264679,0.0
4940.759875921211,0.0
7766.198153790139,0.0
5979.843681212924,0.0
1447.8418517706214,0.0
6358.504916062309,0.0
-732.663985973199,0.0
-3597.1608908981166,0.0
558.1333711594327,0.0
