empl_ttl_lc2vs0_iate,emplx1_1
6.163441855289333,1.0
6.878800175333169,1.0
9.149766558368407,3.0
10.266228597454887,1.0
6.951079501388164,1.0
9.276540923628799,1.0
7.587936880337879,1.0
7.8239298758118245,1.0
9.05462691847279,1.0
8.463603806471887,1.0
12.238035735549097,1.0
8.440010064652737,1.0
8.050065177574316,1.0
8.2896217224377,1.0
6.291101268481792,1.0
6.92899149797147,1.0
8.426213814631765,1.0
11.46385489592294,1.0
9.178250708932286,1.0
11.518279579254521,1.0
10.466459886200404,1.0
7.694643474159699,1.0
11.21283396314876,1.0
7.9991331377692205,1.0
7.8891407861503735,1.0
6.6931878857196985,1.0
10.93660616540008,1.0
9.782235246124374,1.0
7.931684855077413,1.0
11.84180630648341,1.0
7.086924827785264,1.0
7.865561097345541,1.0
6.868759102058374,1.0
8.499836797783319,1.0
7.395286182766324,2.0
11.28378208432106,1.0
7.675038135836944,1.0
9.617147448808797,1.0
10.976510798370676,1.0
7.923018652954744,1.0
7.061783179782433,1.0
6.939410332171203,1.0
8.118218280697032,1.0
8.189016549476088,1.0
9.69768990961851,1.0
7.346375147974815,1.0
9.90441106339564,1.0
6.405912153003442,1.0
8.294342172997709,1.0
8.287528001714033,1.0
7.663514534262633,1.0
10.500518999022152,1.0
9.221198663496091,1.0
8.219600881683478,1.0
10.702213873666865,1.0
6.478314231639317,1.0
12.431458174677608,1.0
7.1795271862451004,1.0
8.063379017997919,1.0
8.28712537876436,3.0
9.580632096524058,1.0
8.600102786138653,1.0
6.055977332407222,1.0
8.28179377650188,1.0
9.460201935379366,1.0
7.730822168213375,1.0
8.904470076277926,1.0
7.605012115365937,1.0
7.900141785019246,1.0
7.384268257787621,2.0
9.293774331134758,1.0
11.60051210735136,1.0
7.30676886572005,1.0
9.050585209552782,1.0
8.707314336405636,1.0
8.723857045341706,1.0
8.174621595361153,1.0
10.024150581837524,1.0
9.976441157733113,1.0
12.946431242840182,1.0
8.803543464068701,1.0
8.319533050854536,1.0
5.36276071674245,1.0
8.029235731669095,1.0
7.751171251940067,1.0
8.082566372138862,1.0
7.633294555314956,1.0
12.101343456275874,1.0
8.96856112163362,1.0
8.187085734408871,1.0
10.368634827191713,1.0
9.907694107861598,1.0
7.829818379922157,1.0
7.031629432286003,1.0
8.68829868347227,1.0
11.74122960068575,1.0
7.161526849282808,1.0
10.105068916502445,1.0
8.046446463066893,1.0
7.06301375449098,1.0
9.39175110175957,1.0
8.617240414283625,1.0
9.444249928645432,2.0
5.733976039991673,1.0
8.805817272542962,1.0
8.687291336810182,1.0
10.207439762842522,1.0
7.96909290519577,1.0
9.25816572054531,1.0
11.994097740541992,1.0
9.126744962282533,1.0
9.404951933815681,1.0
9.335318912040423,1.0
11.483905928017865,1.0
10.331424060353719,1.0
6.774085844064124,1.0
7.317276267842874,1.0
6.68430849436116,1.0
7.777594439037373,1.0
6.835548445482379,1.0
7.558626056300699,3.0
7.8758327450024135,1.0
12.57661725204813,1.0
10.480233349783763,1.0
9.559881136947284,1.0
6.670784701326481,1.0
11.854104392890793,1.0
6.509676390157287,1.0
8.468316087372282,1.0
7.6445517608099385,1.0
8.145465570941312,1.0
10.969210738165032,1.0
6.88733926541412,1.0
6.222550558711289,1.0
7.228755582265736,1.0
8.074870063426724,1.0
8.651669467089821,1.0
10.97640134885825,1.0
10.19560399886941,1.0
8.443560217223135,1.0
