empl_ttl_lc1vs0_iate,earnx2
-4.94805426166886,0.0
-4.578111859088715,0.0
-3.230183773696281,0.0
1.3276327758599846,0.0
-5.504426802571932,0.0
0.19740218502416762,0.0
-3.7681734953965305,0.0
-4.058591155271899,540.5292221533524
-0.612743072735806,0.0
-1.3866245580209615,0.0
5.684290253260674,0.0
-3.9245604592515027,0.0
-4.249977880810943,1228.7335340854088
-2.7508514322438367,0.0
-5.343410681848838,0.0
-5.859476615922035,0.0
-3.5603169489435893,0.0
3.9605823782354577,0.0
-0.2781985129849933,965.8503379932461
1.2274432011773229,1502.7000496557
3.8812397465118122,743.4988660048341
-3.3427260873530398,0.0
4.9152560967964956,1567.4865435882898
-4.71026634939384,0.0
-4.215989504466777,731.6847828549727
-5.861797327600664,0.0
3.195668435079152,0.0
5.222338304708721,0.0
-2.9020687387710535,0.0
4.280266659497552,702.8414013080481
-3.7225476618861912,0.0
-3.486853278044228,0.0
-1.3057265460516698,1337.9946573057587
-3.2785683578171336,0.0
-3.342427794012711,0.0
1.3763720464244351,1054.856986464721
-4.010554469233904,0.0
-2.6537893485242208,0.0
4.728494152405938,0.0
-2.9711600162350447,0.0
-5.293375960119727,0.0
-5.378046175097144,1710.275913025411
-2.9478466195738484,0.0
-2.616589569519482,1188.2006749697766
-1.1791202450774634,941.0107736229702
-4.311464470350409,0.0
-0.12053856032070254,955.4429418040424
-5.553943871730289,0.0
-2.5097217097954987,0.0
-2.955066446938946,881.809880102695
-3.1294046369614796,0.0
1.1985676546152861,0.0
1.9355864102435405,0.0
-4.196079625440849,1129.902604299713
6.449172312966962,870.2730383209896
-3.0829091482839517,0.0
4.891619174263027,0.0
-4.391780743250741,1131.9066236985716
-3.4463184400290006,0.0
-4.47581358746775,0.0
1.3776060924220008,1590.0336091143665
-1.913303056766548,0.0
-6.274316227690828,0.0
-4.837873860188848,0.0
3.386321604051256,0.0
-3.489929017616989,1079.2784244259665
1.63337041131164,0.0
-1.4524888182921774,0.0
-3.4897655460277974,0.0
-3.8998745555076644,0.0
5.436816063188527,0.0
3.7496934542546665,0.0
-4.248230258791732,699.3713044043346
0.3138072392002005,0.0
-4.149337294975304,0.0
-2.4455956673903776,806.2559022403984
-3.5938970168129813,0.0
0.12389493903963,0.0
1.0171740108050566,0.0
6.390183591814025,1725.9521238724642
-3.450569901201286,890.8636534716501
-3.8400120684612906,853.423201710562
-4.406178341738958,0.0
-2.9490994516832165,0.0
-1.9759975006251942,0.0
-3.1223764769021933,0.0
-3.9963374702913477,0.0
1.3313914137511298,0.0
5.8144092617826555,0.0
-0.6622089022793183,0.0
3.849187277029741,518.4271933300842
0.09658460201370977,0.0
-4.6117175715266345,663.1543926878377
-4.449272870511718,0.0
-2.736970506720067,0.0
7.193584233035986,2196.159451190892
-3.8302579895709554,0.0
3.20544308579557,0.0
-2.5526540996384313,311.2415988003016
-2.186318953991026,1942.8596076604335
-1.2875165043921646,1181.1751560047758
-4.0054989881365115,0.0
-0.09933864261648351,0.0
-4.973522661912384,0.0
-1.5365758327191974,0.0
-3.9842499680379646,1339.908367683414
3.976228403146549,0.0
-3.481802111213266,0.0
2.051912397968515,0.0
1.209600134149532,1311.9220553104692
3.6863759561993543,444.8740323812552
-0.7506920493004086,0.0
2.7223543517259374,299.6053507362125
3.47577607850244,0.0
2.347982875400124,2118.5710349919664
-3.835688449799336,609.0351908202622
-2.294756710314047,561.008285187817
-5.388084664678197,0.0
-2.5804622695616173,504.2597188884076
-5.825823605192124,0.0
-2.945849181596061,0.0
-3.3863182264720795,0.0
5.302877003082863,0.0
1.9493689406136316,861.9848112305598
4.7848177038834745,0.0
-3.422833772512836,1698.4077882800043
2.0196300685915873,0.0
-4.789290297255821,0.0
-3.1225787908962204,721.524386536471
-2.7542017409301556,859.8088860190923
-2.1347439539077815,332.4102956762794
3.0914216505186207,0.0
-4.795990592082758,0.0
-4.998245575217604,0.0
-4.278209409956684,0.0
-4.092050333249997,0.0
-3.2722100341891887,0.0
2.443892398087218,1154.3587908605257
-2.5676675061993346,0.0
-0.39525542153435855,0.0
-2.2361339405144123,0.0
-3.3962974403455943,0.0
4.671032224318577,0.0
-2.583898500732019,881.927705688603
-2.990697211185264,0.0
-2.0414398987498465,2689.1307379420623
4.806125932089195,0.0
6.748201447424043,0.0
3.7894679019779454,0.0
-3.3856079351713264,986.3818207133024
2.075202057958157,1996.1352707668302
2.5151356119067643,0.0
-1.7045473165222553,0.0
-1.736027195568866,2294.667515159643
1.9544020158678408,0.0
-4.195100790939596,0.0
-2.9251161280755014,0.0
-3.9771125514851056,0.0
0.7804339915306638,380.2336114847665
-4.196207775703746,0.0
-5.963996222178753,1611.6593270153612
-2.9154894476629343,0.0
-4.819217837848504,0.0
0.6434907489571391,0.0
-2.2451766695921678,564.4668643344776
-5.40333234578869,0.0
-1.8240732902348062,0.0
5.839423864447731,0.0
-3.8809808342433607,1686.7967543562195
-2.9357525134036044,0.0
-3.4082253853417237,1678.7776393547206
-1.9240905170665115,1034.3537427297526
-6.525376664134832,3766.7191105159764
-2.8982356651317174,0.0
