upper,effects,lower,ate,ate_l,ate_u
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49388.74780413487,-61706.0502784449,-74023.35275275492,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49344.95563923137,-61675.88074638107,-74006.80585353078,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49352.00541423651,-61645.718011660465,-73939.43060908442,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49326.67881740897,-61615.94209533028,-73905.2053732516,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49302.19657829169,-61586.130665553974,-73870.06475281625,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49312.841916557765,-61558.1660278733,-73803.49013918884,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49271.76447045401,-61529.60773940437,-73787.45100835474,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49263.47243587357,-61501.11714360692,-73738.76185134027,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49254.48286191448,-61472.84055558836,-73691.19824926223,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49240.07333819667,-61446.47813116923,-73652.88292414178,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49244.70907008069,-61421.51597977808,-73598.32288947547,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49211.64367708494,-61397.06178016778,-73582.47988325062,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49226.320561834684,-61372.50410524504,-73518.6876486554,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49211.3601766835,-61348.05214854979,-73484.74412041607,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49198.336513996896,-61323.81558977454,-73449.29466555218,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49182.27072250975,-61299.58915382646,-73416.90758514318,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49154.45666030135,-61275.10252777636,-73395.74839525137,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49130.298605691685,-61250.850891340066,-73371.40317698845,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49119.11739213855,-61226.64433367475,-73334.17127521095,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49101.05202961694,-61202.40831038005,-73303.76459114316,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49093.423145169945,-61178.18028445191,-73262.93742373388,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49078.82001689766,-61154.82070004446,-73230.82138319126,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49084.35055235779,-61131.457324400726,-73178.56409644366,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49113.115695099135,-61108.13568272299,-73103.15567034685,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49136.95150043898,-61084.867611864705,-73032.78372329043,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49134.79899065913,-61061.55091281392,-72988.3028349687,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49129.25202466668,-61038.41045149075,-72947.56887831482,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49125.32534906044,-61015.28615158317,-72905.2469541059,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49100.65344159497,-60992.92423962472,-72885.19503765447,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49074.851658053536,-60970.38518654857,-72865.9187150436,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49074.65315429887,-60948.098844280656,-72821.54453426244,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49088.03174635485,-60925.8077276076,-72763.58370886036,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49090.58465596601,-60903.481803558214,-72716.37895115041,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49065.99063712392,-60880.788010323035,-72695.58538352215,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49063.488613288086,-60858.83465514681,-72654.18069700555,-44817.8703504065,-42914.88637172124,-46720.85432909176
-49059.223676990834,-60836.72572204281,-72614.22776709478,-44817.8703504065,-42914.88637172124,-46720.85432909176
