sal_avg_lc1vs0_iate,earn_x0
-1908.310015637578,1783.3340957230396
-9083.872791494337,5247.8412130416
-998.0694382643395,1954.067945909768
-6671.742299915236,3717.762762764028
-12379.881014613524,3730.628913915546
-4216.2192773216475,2850.358859236115
-6693.013615916121,1962.3359456044548
-11071.2085680109,3191.9844382771344
-2478.543754149246,2356.677937832977
-488.413374051133,1927.312818530065
-13691.72052806198,4078.8466129156727
-14128.533776318436,5570.604652873919
-15912.337258743926,4303.230519991682
-6756.4589075064405,3551.425460526461
-8183.009400915584,3161.242877039385
-9451.040630731291,2246.229367808749
93.47101372796897,2665.341748330304
-915.5316926913898,1694.2666555083847
-13203.22852541862,4882.270050546917
-8542.443471992334,2666.414538199012
-11755.0004357309,2535.700202709849
-10728.017803723185,4204.321609033007
-4820.271094648853,5482.539193747483
-5014.965581160821,5554.281552964938
-5736.63685391739,3957.189338597216
-12197.97238310924,3657.58910917282
-4411.591303861553,4525.330675296616
-8965.257763357766,2998.843156769769
-4581.807766112252,3349.8767164775386
-5883.638922952283,4998.582237027666
-1220.4746276351075,2287.2340088983306
785.5890665439154,1732.1305685095042
-4930.2394592706505,4565.111832836696
-7355.3104714523215,2355.3331725744583
-6842.912065521707,3335.818100411458
-8311.348487358666,2090.538944189469
-15470.406179081358,3576.239420399156
-1384.8947845838254,2290.0885041457955
-5625.061268035523,3580.978336064954
-5395.67485102924,3328.9348431807844
-15147.025265905453,5886.548366004454
-2822.5401888264714,3841.0264312231934
-6903.310919547794,4526.096339006029
-423.39900864083916,1870.989041296116
-3055.2002107567846,2841.8780195251275
-13555.96118554968,2981.5398159523443
-3565.720696760329,5143.418605607182
-2868.266246380026,5283.558065696736
-4596.493203592745,3496.5223325279394
-6738.5403138022575,2673.796180394193
-6028.078368799315,1578.7905448720578
-14046.276332787986,4919.708976780888
-5652.72043934389,5453.493988815752
-6392.651848260659,3295.121249496337
-11651.224493031139,2884.5774762211736
-5094.066725552313,3125.9590895114
-3774.519378786783,4824.38760926056
-11254.285114087923,5799.78722546146
-4794.233587543226,3575.133855919857
-2693.174591155995,2140.3731976782374
-5392.059907346633,3142.6406122475087
-986.6002414598258,2152.048125324025
-281.54675123060633,1813.0082063885563
-9157.941354466155,2821.9461745332987
-13578.04074563397,5025.367827949204
-7487.506792336428,4386.973704511427
-3109.370698012696,3415.5380692843787
-3913.2121345586183,5195.980659642239
-14162.201534433103,1259.678397980015
-12089.657537156761,6686.216113428339
-4952.782302663369,5077.511257549892
-21019.058765765585,5519.636627504174
-14377.80278587337,3796.05038439556
-1768.7706594950723,3249.2358013011
-13032.786842559997,1538.9442508966167
-1578.4339274905042,2688.8928557256445
-2951.3700701380494,2296.112860970646
-15797.855253188935,3966.569216300575
-4429.474466530128,1583.9828108849397
-4838.923590867564,4915.751566337
-4005.9592596586826,3750.9412377903896
-2919.7176323197973,1530.9268696746594
-4806.106171835136,4464.384861577962
-3854.880291943179,3858.452636930076
-5716.18291391208,2296.676563208467
-1170.2571990466831,2604.7728329049028
436.6982479815158,1565.583678732255
-3219.776626640809,3038.548892632572
-1996.0484140403523,2275.4457373252235
-18129.880000110792,4368.846373671762
-18359.97289274449,4234.032847167048
-8083.324319560274,3830.268092703714
-1210.0758095611673,3299.510771472298
-8592.231622147412,1520.7622341803935
-5871.968701092864,3478.575695157348
-11569.190347748565,4811.89035109648
-6968.749078568313,4114.27146980576
-3664.6796309003876,3116.9485300451265
-5548.876307371849,5119.999388567482
-5627.451770555056,3790.000019904447
-8283.52835393668,7158.385106741009
-7160.9910878070605,3589.7432306578016
-310.37168021049644,2139.896997109067
-1435.81757479522,2908.029325621346
-7042.406618480247,3461.8849029077364
-4984.466581442169,4677.457828167936
-56.33232408046345,1713.216884693304
-890.7201069562046,2224.841820679109
-5623.532942652186,3775.5565750261817
-5396.959513890426,3530.0621150941547
-6354.2047238725245,4766.474621985613
-13081.173822566274,2247.6965079140823
-3516.0683503919918,2913.379679156417
-13179.946094300194,3990.0552725585903
-1402.111887458308,3150.180210192486
-5064.680268330811,5926.043442751324
-15142.03915054749,3757.90641335836
-12184.736648898739,3606.163103217209
-11721.25805756469,3219.999964868307
-3554.0336516271745,3989.29439018373
-2336.861100870028,3843.5260729714137
-3087.421922571015,4586.318901060982
-8116.2432350993,1709.2481321060989
-4256.0200047777635,5261.235315013504
-3166.2687227382407,2714.189468515769
-5083.098479900222,5145.138239037911
-7249.239492437258,4394.239509061204
-7654.06532204916,7130.3894192439975
-5036.03412197274,3820.086283272653
-2927.630551073811,3262.54581604275
-1845.1371319304158,2703.015208253114
157.73924563196465,1740.3309433555823
-1310.7774424573422,2481.4696173805696
-3778.114919996483,1707.0234910306249
-2314.6919275686764,2269.4955096698563
-12962.884879629297,2961.847311151507
-3063.3670505006544,2903.9894606895086
-20362.931802059928,4241.018978009243
-15476.810906670038,3340.927144288812
-7412.540871392797,1327.371832824722
-11445.4817573018,4179.925259788434
-2723.537583021282,2179.6858033524068
-2675.1133827060294,5187.150362812888
-4006.180352637505,3787.868899773505
-3638.1642275587865,2937.1935399849103
-1908.294428524015,1627.2878941810266
-9689.44098313031,3749.854736061554
-2557.6141537202516,1295.7224801236755
-16016.323432450354,5761.535722251205
-9480.106396580893,1718.231878957023
-6308.700603407122,4845.689864882145
-979.3349252982796,1552.103041000307
-3821.86625847277,4350.653757085938
-10013.19827576287,2713.719138612854
-6690.749180257396,2796.465847900944
-13466.165737206347,3912.08408972091
-4166.463158603381,4479.487836918295
-6964.490701030812,4452.352798436132
-5169.819878103175,4807.791390257953
-2257.6984564895297,3127.2395746181987
-13247.345947612273,5320.753468473539
-1294.5215235593964,2287.06228170242
-4270.438668968396,3288.459821603086
-5388.595103984488,2666.646670018606
-17338.561453190447,4549.4122068276365
-8050.913766130763,2970.082423322825
-3428.049271649319,5764.902282657213
-5141.046663683175,4502.02412734875
-9916.177181186193,2571.060292784651
-4320.656988476179,4671.530763286086
-4407.522207813248,4459.106030266229
-2230.1933231354724,3768.3920633031626
-2217.3322666341087,2847.6682725886626
-2434.1966156409608,2583.045246137085
-1330.1147751756966,2517.744792491452
-5202.01330874447,2080.713478900391
-5142.564051904001,4652.765508752063
-51.97855476979453,1875.733907177512
-16293.842130432646,4191.340158604486
-6083.449440380387,4739.51447543163
-1697.25343347294,1736.890820306422
-5329.038740216332,5113.780135623781
-10995.475890302167,4144.867461663675
-1936.9311912179614,1793.474039468452
-7147.902861578556,3660.424856753273
-5789.560563698852,4997.916143671524
-3384.6712028387556,2371.3365257675987
-4309.1454297339005,3893.719277384605
-18055.148318792264,4079.066925689916
-12295.465366261202,3603.0849667526536
-3357.19115057234,2707.624057794424
-96.74307384329427,1835.304062267456
-55.19507577970222,1516.2843286279742
-3596.1298118226423,3032.318267702713
-4652.364577773316,5476.07526698884
-11656.60853093363,5117.197667741731
-6822.059793696728,1777.4453028475411
-3062.0748199785485,6569.255052606761
-14704.13996861499,3880.6375602999074
-22613.33495117436,5293.129089770943
-11681.714306483213,3658.984460454524
-2690.328832907178,2365.952618851858
-145.76452319616465,1775.152548745936
-9534.153239810177,3377.575763482369
-8783.251104575225,3269.6339081039555
-11848.243754399995,3446.3884108026305
-6825.626377529973,3986.49688568505
-5914.429739644209,1904.9982129652217
-18599.305977015687,5488.397412401399
-11797.697044277511,3137.194628604961
-11779.350052012396,6719.780599641947
-1228.144689300819,1013.3669121434854
-5070.627808423444,4762.625452789481
-2013.7771281006735,4423.666755199856
-4184.450382434787,3157.744585997647
-4429.686481721787,2864.7353872524923
-15704.460182145112,4579.124176126763
-17538.792802188327,3916.502845397613
-15469.449232276142,3632.635293245376
-6605.8529427610465,2667.964886149344
-6822.9162540114085,4444.952580551825
-2804.1733946980526,2851.732057548812
-14581.692431403177,5314.673232974407
-2898.821256782981,1274.8829939037812
-12532.896318914685,4542.766583580385
-9409.879074009157,1826.4538856984016
-811.951978044432,2589.483574249601
-6835.83232084338,3642.0731069578046
-7881.885374983099,1754.4402113538954
-4014.51886706782,6319.049112658819
-8848.296479403356,3206.137889718025
-4922.656449051392,5206.400543702254
-7944.97828854921,4113.6543317463
-3316.8892568799674,3691.7414363604016
-15515.62960784151,2815.214605823864
-20928.293569871956,5276.363921105204
-10876.75302727928,4721.153229797328
-15384.926845707749,4482.383684921541
-2208.539319741446,1463.3111570308365
-4678.384697793139,5693.038080767456
-5325.26382253275,4804.325789070075
-20550.250884253855,5532.303457708081
-13565.752192353077,4858.885848149679
-13920.475668151386,1812.5299505343453
-3002.2481816884783,2197.2166611541024
-4031.360242911709,3094.2372301307287
-8808.473852875817,3904.267740496143
-10102.307806520617,2333.35955528885
-5954.354116014112,3076.291202154179
-834.0120585124301,1534.3015979788695
-8727.131418268327,3182.422834539112
-6971.425860202112,3067.157403010899
-18402.801206939464,5128.48644275893
-17242.613398071877,5760.086787609079
-14923.882998099945,4856.201277442132
-5249.849177096246,2332.720984940141
-6792.929377688577,2307.208829912242
-6525.790521230949,4508.908171713534
-15448.370582953497,3712.2785318145498
-8992.764398352394,3520.983606418566
-7627.7835946544765,6589.585259466673
-8520.930671184014,5048.938539817511
-563.6565441697796,2293.540354273813
-11149.090747767623,2391.0625009847417
-17383.33206356701,4709.242415472956
-7822.022903112245,2935.188870674464
-2240.4664548704013,2707.4065139776512
-6999.3454986042525,4179.989513117348
854.0491751777736,2054.404407242251
-4172.757175669629,3419.551969446092
-4827.962497706103,3590.109026290866
-20328.30628333887,4607.616693006633
179.93305316258136,1705.73255591391
-7097.035159534632,3448.4201409345087
-5106.777566478966,3977.222121869992
-4588.038865725401,1700.5984274528705
-11884.86326199716,2778.690556145525
-6265.209999379702,3212.7117106865453
-6140.083691610969,3754.180526511075
-9357.132773341014,5457.465620762459
-1077.826536331635,2419.0053003571484
-10621.559893547777,3298.1708050057755
-5028.92848210696,4913.669692985521
-7075.662948813216,2672.303525235296
-8751.812149945432,2104.1536625576573
-3099.572125634313,5443.643891678216
-725.2681902015559,2158.041474563672
-4552.88559658112,3366.668043395304
-9775.89109350858,2469.9075962405022
-8843.300149767407,2244.571060283922
-14507.234004725078,4428.222016776577
-5470.599287948854,4141.986248553655
-20249.100494719503,4367.213068061877
-7580.671063053526,3872.079631825569
-5677.719525156944,3173.1913872842924
-2985.9782101468663,4817.445510603705
-4134.77720835058,3730.8864053911775
-10102.496198394962,1649.0482224223977
-4030.7429259494365,5321.158856202261
-12751.77322724172,4410.332627101061
-3534.2888404419527,3803.462372499537
-6909.004513306612,1584.8105544084565
-1383.0933088536685,2258.342483310258
-4719.557733115278,3474.37088334498
-20228.16106050703,4988.912253251324
-20154.06996006283,5061.0576271404525
-5407.687868960819,1688.498199545568
-9282.951957435827,3098.1084110746283
-1685.250217339345,3462.9032488074063
-8002.189413050945,3503.4027145439254
-1505.1932702048953,3168.5570295558346
-163.1673253667782,1627.948546243952
-3364.229114852491,4450.147958512657
-12382.373611012477,2284.9881746272977
-785.2656016715882,2987.759690156241
-11640.28117251274,5253.388906531289
-11242.977710466548,3264.3197949082687
-9273.244449386284,3862.605926536408
-3677.4248579031373,4277.492204028361
-6716.901219636151,4258.647042218431
-10287.624947000357,2920.068431466564
-11098.278693646747,3056.3442101131395
-2152.3303372994674,2692.5600908110705
-12967.934148519556,4690.753983623313
-7838.683888259628,3904.6842444886224
-10298.123622814575,3690.068244791986
-3768.7738584967756,3681.9410227674034
-5105.713567523018,5236.463854470755
-5395.137279406862,3749.11783198802
-5842.417922098269,3600.211218439389
-3478.2529983768654,5252.198457886016
-16469.919254384844,3132.8238892064574
-5090.7367118510465,5571.537595524023
-6412.188938437743,4887.155740620958
-2126.6436903543436,4725.181150340166
-18716.298248804593,4202.030124187615
-18466.448424001956,5361.110916069591
-12797.577331980196,1619.1525663246714
-13327.799092772619,3834.000106270834
-4226.485652105521,2986.7821283029666
-4804.748310744681,3686.153615838196
1194.0434589090614,1937.6311760940584
-5720.66564614251,3695.857584994324
-3357.9227056011405,2358.956827711644
-13508.648013609103,2199.730728363026
-1349.949124080772,3078.905998186609
-5661.023288830345,4887.931465819436
-3564.0472339018597,2701.0786111678617
-5505.914221874664,3699.603690199984
-2140.77813731048,2546.8916716218646
-3790.6347991416933,2448.2392354028675
-6906.446417577072,4612.380095453282
-4191.59070648288,2551.150469053535
-217.50414105855657,1550.0065731801797
-324.4153535022249,1869.421085899422
-13033.596202381646,4518.9909805716325
-2802.519107376115,2535.6075620058728
-11595.110095012258,4908.448580048198
-7061.107339875247,4063.732605815576
-4335.72016988378,5948.756524811192
-9068.693718997742,3733.349470608264
-6376.66007604625,3186.055040956425
-5077.695211014554,3953.131421094064
-1851.369301939516,3037.2797093641307
-5424.4691883584,4235.619009286658
-7440.315465169034,2104.371579306648
-466.8693287251152,1906.51098833871
-6076.861719903968,4437.331126604985
-15158.08268129647,4627.434966067636
-345.9548637861244,2138.594168365498
-4566.201747230991,5283.1868332258
-4279.348258360926,4993.736780628447
259.818097261558,1701.4119474240272
-1072.0231667021515,2171.32687150879
-5737.331406914178,3301.334040674331
-6026.481655128593,3772.377808947261
-3107.4482519535068,3789.451410205812
-3074.1106843205566,2190.492067273776
-11671.155414348235,4902.976701167563
-5123.687208246411,3490.160704372752
-3733.63496940585,6314.874283718609
-5090.046314249408,4138.344642411715
-5203.400546725425,2802.7169673944145
-3704.2742463124423,2934.692295366106
-6210.365746286256,4485.398107001684
-966.6440061212469,1759.360394621816
-9224.913670956226,1706.3744024657324
-18670.561969752744,3843.750834425286
-13722.053139772592,4121.303007375886
-14444.355520263085,4447.78858074262
-8999.65545879015,1489.2594287064337
-3843.336820733084,2596.3508032408085
-17227.20553377229,5755.664402292709
-10321.073220665112,3253.3650781763595
-6285.26855740175,3584.765103162441
-13660.553946703412,2671.86114574818
-3921.7643673284892,4283.442101162407
-12904.248237718628,3034.0891410113213
-15071.090992090803,3525.853609327359
-6644.231587323618,3846.382746712399
-1951.4879162243396,2028.74107172353
-1958.8129126163522,3100.685450800967
-1954.431860891429,3846.8500825482665
-956.7519150471438,2248.9202770731586
-4764.917144147628,4389.512401477675
-3156.678973509528,3162.035519830872
-13636.844949685137,4672.610722772405
-5089.585021288243,2938.473399503209
-381.75481818053504,2312.031813155281
-16280.71806828749,5024.282765262176
-4190.076540213204,4888.153038358666
-4515.327060372217,3094.67246660026
-16278.173398129758,3973.940552466616
-6629.478277144476,3356.629497384745
-3943.0299898050603,3558.3900844445498
-9866.98087712207,6651.979633848764
-5617.872243598027,2764.9064623447607
-15395.508036094405,5483.610315896104
-5511.373599534315,3768.01300795772
-11911.48166490336,5123.665823805877
-16546.23974872805,3522.0134481911296
-9389.747995401638,2181.783493105167
-2490.5231286882863,3087.3129075703546
-5290.95325076227,5182.368600443413
-1789.832532866987,2897.799928016755
-8350.629791368505,1845.9155455534176
-12565.851097279392,5177.249296003342
-3611.368895360154,2210.045335536119
-3160.4273083338785,3288.47402294129
-4092.3266513059525,3740.042012703182
-14305.763846117105,2288.128957887004
-329.22132879383275,1358.9479763406084
-3641.7268438915253,4494.576556910375
-8604.512730170918,3005.5396304254905
-1812.4775095178616,2589.898168460566
-18515.041897015977,4410.902198112434
-4339.65173636213,4882.605082963368
-14006.05656187819,4541.559564323134
-8249.955986238187,7462.34737401284
-3936.6379086953975,4065.668525960624
-3724.7312005067997,3161.475056567706
-4839.155920789715,4828.077320098412
-8941.267333289972,1991.286896196541
-10027.808965388951,3132.924932488161
-1116.7150087366201,1790.4351813345131
-3096.2155559747735,4175.896100794079
-2746.0566670300395,5342.826196417653
-10720.364400572636,6258.665641960159
-4473.279735240896,4430.8597739788165
-14705.375014209054,3676.919038856145
-9730.080563925556,3052.496226323585
-6880.833047391676,2384.067051477054
-2419.6823100288384,2619.4519062213303
-5873.9574890492695,2526.600866446764
-5730.993447162773,3260.6204723904034
-7084.483078169513,1760.400561177071
-1069.3471572078292,2676.399006238648
-2345.675361204915,1507.5854524806502
-3319.6144811151657,3174.7441628983247
-15521.48440904756,5379.579902014297
-16406.390510099984,4619.717000501759
-2767.2507136746462,4362.291259186201
-18705.528106170586,4950.609784520803
783.8205406733853,1846.535173096354
-2382.6443541126837,1523.2871798234387
-4313.4433853111605,4680.930896977807
-1563.4847888858574,1503.4916416502415
-2858.1618198331325,3862.433166416426
-6762.923043735171,4699.238338093605
-12463.632193904388,3935.9437596663206
-7638.508927584453,2701.696468669368
-17188.782326051616,3490.767484290975
-11369.334139864824,5704.316110238087
-4119.110626717643,3434.7511349120177
-18992.844319271117,4536.452447377993
-4578.749643905232,1140.664299959583
-2579.96198903777,3264.64637505522
-2965.953557012483,1531.0144262789695
