empl_chge_lc1vs0_iate,region
-0.7604092465012386,18.0
-0.11185547637945126,35.0
-0.31030951448473726,42.0
-0.042001161281879584,79.0
-0.2564727230277318,74.0
1.2798626492313971,16.0
1.3744033406828897,9.0
0.4393253145675858,8.0
0.2520760556505752,76.0
1.2813133095014002,1.0
-0.17830970800196355,54.0
0.488354305899961,56.0
0.8977481276732371,8.0
0.42771816986111305,65.0
1.7818203811513023,80.0
-0.43032295697805634,73.0
2.0672599694067495,24.0
1.7124992317112833,61.0
0.0598140448832285,3.0
0.39680963774856937,71.0
-0.5083194015332816,38.0
-0.7908218522395627,83.0
-0.35831852545098014,42.0
-0.5697174669686298,50.0
-0.5226305415699308,81.0
0.02373220752979499,71.0
0.1358519562316618,30.0
-0.6106306395216484,37.0
0.4043434392193355,73.0
-1.2455444806369937,71.0
-0.26876514122903833,48.0
1.240311221825382,19.0
0.1255046188774543,81.0
-0.2521910363766201,61.0
-0.34518168750943024,77.0
0.13956607038999402,55.0
0.21100342082287815,14.0
0.03491596124432872,43.0
0.027495616379895282,16.0
1.7140279048056835,63.0
1.277350463659136,21.0
-0.4566508521213885,51.0
-0.25279686435394455,68.0
-0.626865246299077,15.0
1.603655344310208,4.0
-0.5087206443978228,37.0
0.3025563712808667,57.0
-0.3438109252263478,39.0
-0.30545083254527733,78.0
2.131881082921487,48.0
-0.2519671152829971,23.0
-1.0977997976493292,56.0
1.1702257891832324,66.0
-0.3754593492249419,73.0
1.190816306807966,8.0
-0.8657199146701047,12.0
0.2713829186208226,78.0
-1.0099472975093653,18.0
-0.6295862482136583,58.0
-0.15842686084599006,39.0
-0.4410162132078039,10.0
1.3743544562381744,14.0
1.6433490873805907,49.0
-0.12087316795298747,78.0
-1.1700032825582216,36.0
-0.7550180842145164,39.0
-0.38950276685155627,83.0
-1.0813897672565602,53.0
1.5716872440717904,40.0
0.9860972654495334,80.0
0.7140477535892208,3.0
-0.3395281951416309,73.0
0.34449877140205665,33.0
0.5957320708873255,11.0
1.3028785092529644,40.0
-0.39723119827491754,24.0
0.259748888726495,6.0
-0.4692303604458663,35.0
0.4513759390388428,47.0
0.3262057573040552,54.0
-1.0845418890169711,45.0
1.2947125103430663,68.0
-0.3323272182457376,47.0
0.04498593692539621,85.0
-1.023484448134907,76.0
-0.15009094383707777,39.0
-0.6427679802460358,14.0
-0.16737558960421306,35.0
0.9017421090809764,72.0
1.4968202945142615,2.0
1.7994453647843491,9.0
-0.29110577969271695,11.0
-0.34024018410253665,40.0
1.0023138117320833,51.0
0.7395906215081762,45.0
-0.5128750389269361,49.0
-0.03374251136278961,79.0
0.01740140887718411,68.0
1.382707857750219,34.0
-1.0133278974936415,81.0
1.024205927614933,7.0
-0.7051208852201047,74.0
-1.2396719685238242,58.0
-0.585424359095751,12.0
1.036534711165145,59.0
-0.08866448038943701,69.0
0.11425042252749662,62.0
0.5794996054965906,32.0
-0.44004872742109435,60.0
0.011844933353621467,71.0
-0.7618445436032777,16.0
1.6537811364735115,47.0
-0.03415654709873561,10.0
1.5641921753861316,3.0
-0.7224493330794559,84.0
0.05256728923829712,53.0
-0.7304896604914602,61.0
0.1331390757612051,6.0
-0.13348329504394174,22.0
-1.0244195011470354,53.0
-0.8730748347252979,27.0
-0.0038592661800176953,4.0
0.26540873848994556,13.0
1.5190599949738257,24.0
-0.5258546074754699,55.0
-0.11099038529064537,82.0
0.47726227905400037,33.0
0.5290129961850412,76.0
0.568077147088732,35.0
-0.6758676223482689,48.0
-0.39065818328059393,8.0
-0.4449406289371305,59.0
-0.2681903753347157,3.0
1.1077713810891443,48.0
1.848069171292285,12.0
-0.38676154219869185,59.0
0.12976574087917397,14.0
-0.9880238151279169,84.0
0.13031498617081805,39.0
-0.3414086258002908,7.0
0.04428279341965358,32.0
-0.7966009112827925,81.0
0.10686618153152827,65.0
-0.6718604216267983,48.0
-0.6818920508089554,69.0
-0.3446520637359298,56.0
-1.1042042837335346,1.0
0.07079594417083251,47.0
0.15225750433530413,36.0
1.9272018417460508,78.0
-0.07945153002515687,27.0
-0.6338337331310283,30.0
-0.3584738295193875,79.0
0.1681986106647151,24.0
1.2919032160263904,5.0
0.5433076389101172,44.0
-0.18412500200275633,33.0
-0.10488295242735057,35.0
-0.21982391867723705,49.0
-0.44475213113466966,38.0
1.3817420556172548,16.0
0.7233184533524302,61.0
1.041374875242932,37.0
1.0920531723970026,43.0
-0.3945721814949858,60.0
0.15615335288422763,60.0
-1.1458034989999826,29.0
1.7965917013640342,41.0
0.5808578254593543,9.0
0.808507048611125,63.0
-0.3524831471103217,18.0
1.4132133399455884,20.0
1.570585848420228,53.0
-0.5956688967781423,62.0
0.9077003567149422,31.0
1.0008942517698183,9.0
2.0672148157484895,85.0
-0.6262072828175609,75.0
1.1425110127537046,15.0
0.675209774556847,21.0
-0.807872612632007,67.0
0.2652270923134252,78.0
1.8752316257220132,42.0
0.5480169365959645,19.0
-0.13342537364527995,69.0
0.5045507041401939,12.0
0.19391118703620464,58.0
-0.5438030721412672,12.0
-0.4148802672436287,2.0
0.31268486137766494,32.0
-0.4272478793050328,77.0
-0.7180540620823768,61.0
-0.6100632744921836,73.0
0.7758381537248291,24.0
0.21514968029502923,19.0
0.14222585896966322,68.0
1.448028220623564,62.0
-1.1494964200622921,17.0
0.7944801254702242,39.0
0.5666290665358628,45.0
-1.029684520431262,6.0
-0.33927224726155614,77.0
-0.146416953035564,35.0
-0.3022777237441951,68.0
-1.0423349598935119,34.0
-0.0061801694399651885,83.0
-0.054389694128190724,7.0
0.28586566701091853,13.0
-1.1148908092098757,55.0
1.6001512405210414,75.0
0.21388602632180487,59.0
-0.2338981853748693,56.0
-0.6025007294683045,69.0
-0.35073924539335377,74.0
-0.015930780193887606,6.0
-0.024611961250388503,61.0
1.1612367141283704,48.0
0.1044282539826264,7.0
1.1700987956519842,63.0
1.2349196478411677,30.0
0.5322008060352856,18.0
1.5614211239423597,82.0
-0.3384606543179849,31.0
0.4294680086822304,37.0
-0.38307320373460285,61.0
-0.20798901208818993,31.0
0.11958876047658817,42.0
-0.3256492323936835,56.0
-0.3372910321589112,26.0
1.2046045918105255,60.0
-0.3077146528210265,41.0
1.4505812092912278,31.0
0.35981784803524647,10.0
-0.6559826333115906,22.0
1.1114214648935357,3.0
-0.12127719528585995,19.0
1.294423956645876,50.0
-0.38277862508393434,24.0
0.25651027113115205,45.0
-0.5830601600770752,67.0
0.17072620419714435,82.0
1.685851061080828,37.0
-0.3662987726635355,44.0
-0.18348802567786765,69.0
-0.6694081269138948,35.0
-0.8089370481090818,85.0
-0.45345285515579403,57.0
-1.0671016228252683,71.0
1.2824608318782174,59.0
-0.5177205490882325,23.0
-0.049607068155985756,78.0
0.8946082303960711,13.0
1.631225889332028,41.0
-0.7762628974431619,30.0
0.23951296302540614,80.0
-0.3276729885712165,40.0
-0.8086628401703682,43.0
-0.4162391375524498,77.0
-0.8773883632027039,50.0
0.6653389424417251,50.0
-0.061031740226965336,10.0
1.0097394411213338,22.0
0.09112718208258785,22.0
-0.44128451886217473,65.0
-0.9587726339948343,64.0
-0.22932238334472393,32.0
-0.26136674024000073,43.0
0.8677914706538414,59.0
0.2560610654206859,70.0
1.0041284878792902,12.0
-0.23108463904065618,16.0
1.3556869312152995,66.0
0.10625487800331168,2.0
0.5225334203191869,56.0
-0.4016317155141991,66.0
0.11539302086230058,14.0
-0.5823333898621093,21.0
1.606825556561881,61.0
-0.7104817339605678,44.0
0.43612674882101893,5.0
-0.061931859912770115,47.0
-0.5863987511406991,70.0
-1.2445816526823732,7.0
-0.16187314898329158,44.0
1.3458745810352148,45.0
0.5395109168137517,35.0
-0.15716970293275423,77.0
-0.4821672062580466,51.0
-0.3607420395947347,24.0
-1.1425997406070507,42.0
1.909793458198755,24.0
-0.30969928935927193,22.0
1.040585515711801,17.0
-0.27372114681575327,53.0
0.4291581943996291,57.0
-0.29390761655663744,49.0
-0.5122072135493624,9.0
-0.40384381507842226,34.0
-0.6543890364935783,65.0
0.7728447907797761,50.0
1.607759987491313,5.0
0.015668914280557222,36.0
1.5089178783221526,23.0
0.3177223748903491,43.0
0.1190545714299685,37.0
-0.5159856771750363,29.0
-1.3260529095785376,18.0
-0.22471100607491085,13.0
-0.4164632195337129,68.0
1.2825333699233994,76.0
0.18224997872069487,25.0
0.6196800183040125,83.0
0.7337238638980796,44.0
-0.012444402217457906,41.0
-0.7529141109453197,33.0
-0.9849573105787514,69.0
-0.5134246334207081,73.0
0.199658026317433,26.0
0.567440883985987,56.0
0.5659409756377507,26.0
-0.3412983311525868,34.0
-0.10576178937928447,11.0
0.12950452549243346,14.0
0.39553736513584703,38.0
1.5290199506509776,2.0
-0.7569514124425076,78.0
-0.4942925197697785,74.0
-1.0817845263730823,71.0
0.3706591064925237,26.0
-0.49120982549395764,41.0
-0.39294662091037286,83.0
0.4590140142172,57.0
-0.7205640101459702,58.0
-0.25334268436016727,10.0
0.758086358943951,3.0
0.22940057745165437,33.0
0.8230852223607479,30.0
