empl_chge_lc1vs0_iate,region
0.19348226718683503,43.0
-0.6561314834979083,47.0
-0.84494281868543,61.0
0.945692841418351,56.0
-1.0064907230465774,71.0
0.5348488850662148,68.0
-0.17750663801513133,15.0
-0.5012945001812743,15.0
0.5140829216959502,12.0
0.28396070907677595,38.0
1.3832264855414242,52.0
-0.8769711535691751,49.0
-0.20315471068873964,38.0
-0.30900037196505603,83.0
-0.6885925620519506,53.0
-1.2742951940684368,62.0
-0.013785470693807866,42.0
0.7669310625337044,77.0
0.6112494780097184,7.0
0.6735771192693415,60.0
1.0389574174377803,83.0
-0.13201401606238844,82.0
1.759654190162267,24.0
-1.1551552381266537,22.0
-1.2779368405702924,23.0
-1.2282012228479373,43.0
1.1030083464080185,42.0
2.2366299789057447,4.0
-0.19474240830381317,85.0
0.7004783076462677,15.0
-0.5795729727442487,7.0
-0.7740850018451025,47.0
0.2556931532509614,3.0
-0.7456553522870846,58.0
-0.37347974753997915,69.0
0.7769388974168199,51.0
-0.7652187664344375,19.0
-0.07621465039704661,40.0
1.5318977829809315,63.0
-0.4464310376354319,30.0
-0.5853448782456725,79.0
-1.28401740963856,67.0
-0.21566380838760535,77.0
-0.4340267573781114,67.0
-0.31346775306921404,52.0
-0.44239693323754126,43.0
-0.20932286758749127,64.0
-0.6587384725625713,18.0
-0.07349412323191945,45.0
-0.9997574944937051,51.0
-0.254379047303225,26.0
0.2857753351560003,14.0
0.9832261792628562,27.0
-0.8006883604148183,55.0
1.646412659587566,17.0
0.020150261832001526,17.0
1.322590485712704,75.0
-0.16830086380884582,60.0
-0.5839209503821947,62.0
-0.8265403245508942,22.0
1.7509948299627835,47.0
0.16046801893791363,16.0
-1.187653762339714,38.0
-0.24389060410859928,5.0
1.1272153546722774,80.0
-0.02258445740998727,21.0
1.2120198316363247,33.0
0.3463006888629179,51.0
-0.11837925775810193,17.0
-0.5247772229501366,77.0
2.079864172086026,78.0
0.39544014428129354,33.0
-0.4196759849535544,9.0
1.1524337334662893,42.0
-1.1521166745290445,35.0
-0.9634167948022159,64.0
-0.5453422981201134,62.0
0.6666494513194443,67.0
0.5096580440423704,33.0
1.4517159452015946,79.0
-0.7428061191956841,83.0
-0.9324086589977639,61.0
-0.0708192196109973,31.0
-1.1342814806760286,66.0
-0.24015640346631162,36.0
-0.4281509720397187,28.0
-0.017549189285268996,54.0
0.08314187591059807,39.0
1.9700375599991249,70.0
-0.26604671348066145,26.0
1.4431274486522965,74.0
1.0253038315072935,2.0
-0.9335430663136792,50.0
-0.3383814866922218,19.0
-0.6863659672846407,49.0
1.4563309729326495,54.0
-0.5012921884964866,74.0
1.2244150014060864,23.0
0.10325358397794482,76.0
0.167782965639094,58.0
-0.06522088831465278,68.0
-0.7387763401160594,19.0
0.39889371790338285,65.0
-0.22620092924556698,47.0
0.27973286551168286,39.0
-0.6813837673007856,25.0
1.042715275942969,61.0
-0.6102665915996517,50.0
1.6547640212993209,47.0
0.06710447210823561,78.0
1.261506079449823,36.0
-0.12452002668364232,71.0
1.1981694137222523,55.0
1.6480667532783304,30.0
0.4723977096511649,35.0
0.5764040837909852,54.0
0.020034179529311358,17.0
-0.9016373642386782,48.0
-0.15112230893682,69.0
-1.1126734393718425,65.0
-0.8117893988746361,23.0
-0.12859496040714946,19.0
1.1457490981889908,38.0
1.63680142012793,5.0
1.8363203343579357,45.0
-0.19694942423269074,7.0
0.43030078084021356,17.0
-0.7990705614977177,64.0
-0.5148589590097756,19.0
-0.11736448261705099,11.0
0.31612780724826584,20.0
1.0323661874412438,53.0
-0.30143405623396685,1.0
-0.07583006583612778,41.0
-0.4020993588794355,27.0
-0.4956229535645935,70.0
-0.24584878810364721,52.0
1.1443442737082392,66.0
-0.5792170374671181,9.0
1.1185622456268927,36.0
-0.37968106589607786,84.0
-0.20596170594076893,74.0
0.8458362451584277,42.0
-0.06852917512813511,45.0
-0.4794923788640046,26.0
-0.4139784740465601,32.0
1.2846120180458254,34.0
2.213154106676043,56.0
1.1691090957142825,8.0
-0.059416253187400625,63.0
0.6866369254480924,9.0
1.8550118144210082,34.0
0.4086139545449891,54.0
-0.3265132929023289,1.0
1.2655477209888675,43.0
-0.41708982225665525,61.0
-0.3694795696032014,66.0
-0.6112833783025833,1.0
0.6713983887754189,70.0
-0.3557326605351567,17.0
-1.0548318988013126,5.0
-0.3382453586252589,22.0
0.17362599073451823,28.0
0.2627595589949704,24.0
-0.17525815291986152,9.0
-0.8351048940856525,4.0
0.053919042064154765,8.0
1.188040281935225,54.0
-0.5899738269541508,72.0
-0.3300977369326793,38.0
-1.1611768272210239,68.0
0.13485727190327318,50.0
-0.9908396711873769,81.0
-0.22362743265405316,68.0
-0.49971106677545185,18.0
-0.07640406077893286,25.0
1.2980150783484128,37.0
-0.6749952017873703,48.0
0.9948274358378627,30.0
-0.6325029125316368,50.0
-0.3421230745870592,30.0
1.1635353610171466,78.0
-0.5598374283989749,44.0
0.12001373485580047,52.0
-0.028461016288629515,5.0
0.24144532783802145,47.0
-0.47641380344042217,76.0
-0.2962262381678943,68.0
-1.0857090509042953,30.0
0.7483645888171206,15.0
0.13624918887458604,58.0
-0.38010474440721476,74.0
0.3283197378268938,27.0
0.5475278677026801,62.0
-0.5154480268395065,27.0
-1.0192832953317996,2.0
1.6089312321865774,5.0
0.022552726959217284,40.0
-1.0852608718381964,26.0
0.16592349465410455,18.0
1.2119411297043705,20.0
-0.5385320199559834,34.0
1.6021858597899237,27.0
0.5871079785662138,56.0
0.9317316718556532,59.0
1.8214598340820336,60.0
1.2201890103358917,47.0
1.1754158694816734,4.0
-0.5755908405703942,73.0
2.28557735885733,4.0
1.1243515345897643,5.0
1.2939298727902735,14.0
1.2334627501471103,42.0
-0.2507840242565751,41.0
-1.3095010983001845,13.0
-0.4970212227043061,74.0
-0.469945711954763,10.0
-0.6232534837189898,76.0
-1.2283022747321612,12.0
-0.3314777714201562,44.0
-0.24586107706160748,60.0
-0.5048948388995059,17.0
-0.310789094181207,54.0
1.7778707271191847,23.0
-0.23232199540153217,19.0
1.6873808069270135,9.0
2.351548843310189,29.0
2.029339612565404,52.0
-0.47866682773781416,14.0
-0.342689354686431,65.0
0.5831588589156157,41.0
0.2498735218532288,61.0
-0.7162638637473553,21.0
-0.21016075844182774,39.0
0.12988083641383985,46.0
-1.2058568308887472,80.0
-1.0923251611922,6.0
-0.8759514353355213,3.0
1.0131837910513348,1.0
0.16256143147032298,13.0
0.14775629262065218,66.0
-0.38765098287685174,40.0
-0.556412453844022,40.0
-0.7211557068409242,41.0
-0.5925363722011875,9.0
0.28342038752115845,23.0
1.2343906739454145,51.0
-0.8132922276638016,17.0
1.8467921621771064,39.0
-0.6490389249928259,45.0
0.4311525907064374,81.0
0.16578174774497645,33.0
-0.8586578371627345,35.0
-1.089939317536575,51.0
0.09620464249901778,53.0
-0.13422869342558696,59.0
0.6172462396027238,11.0
-0.21290585497616804,25.0
0.23822129478338994,25.0
0.7483163355495199,49.0
1.1626680439687598,62.0
0.05221097427824628,58.0
0.7954536717207568,17.0
-0.2326397716849321,21.0
-0.12671976412367414,25.0
-0.057425568383002557,75.0
-0.48739399339919454,8.0
-0.7791062707617453,6.0
0.14640645417702053,29.0
0.5279851760867604,69.0
-0.38640381494758347,18.0
-0.4121249710024224,83.0
-0.7496808647653933,10.0
-0.4793656647850843,78.0
1.1002300580298985,64.0
1.4042182506261214,81.0
-0.8524369461661578,85.0
1.548822113718355,69.0
-0.3630961563784083,35.0
0.14237058389507495,72.0
-0.06856985490466455,67.0
1.6059517830492327,67.0
-0.1299815696203137,33.0
2.304833803680964,40.0
-1.2578879948052002,66.0
-0.13119635279863218,78.0
0.576936782222822,44.0
0.6063416074054438,27.0
-0.7864816992585447,35.0
-0.7882399704791857,17.0
-0.8959863945993203,19.0
0.9073499918569088,32.0
-0.9554625120750612,23.0
0.00997085656665253,22.0
1.8109979598264232,31.0
1.1004581214325337,27.0
-0.20338062933222334,58.0
-0.9505106855401613,76.0
-0.41447460264059194,30.0
-0.4693417592733887,23.0
2.014141480921896,68.0
0.014084816693330393,43.0
1.6609691172257781,24.0
-1.1874474493326101,51.0
-0.5804183644762436,26.0
1.3038889713820339,51.0
1.531568343524345,42.0
-1.269792652256086,48.0
-0.18101233674068518,47.0
-0.8437917678840452,38.0
0.0030824047517136743,51.0
-0.20071121694957578,66.0
0.3565560411790459,20.0
-0.011006635989662672,10.0
0.02275909353077038,68.0
0.12316073612121259,12.0
0.5683725363591317,79.0
-0.4772839167607881,71.0
-0.7406377626213657,19.0
-0.05009949591598689,21.0
-0.48640742062938547,38.0
0.29747410202710917,15.0
-0.43079833007027285,63.0
-0.39634078182530835,28.0
-0.15239752266432338,49.0
0.9227151092838431,85.0
0.09417064140207343,25.0
1.3991608597993594,28.0
1.0899234595500398,63.0
0.04963676852759347,20.0
0.26963388781668945,18.0
0.9810379492401721,85.0
0.44357155509944907,24.0
0.6551264118353802,19.0
-0.07017090942380133,48.0
0.4030019770628898,24.0
1.4049295835374025,17.0
-0.9698400505344451,30.0
-0.01058048549833368,72.0
0.2839000478506415,20.0
0.9852281261171985,79.0
1.4570570925036852,40.0
-0.11885629604783238,3.0
-0.9740863739890973,83.0
-0.8633715655852123,14.0
-0.13652583652611855,84.0
1.55308543683083,66.0
-1.0136879498029208,71.0
1.224268818012617,12.0
-0.04930966133728992,9.0
-0.7568416110762373,52.0
-0.26489396226721507,67.0
-0.4138010531539234,34.0
-0.2705169100699272,17.0
0.8704968466720518,30.0
0.21834134782011982,39.0
1.8568498809378586,72.0
1.7518673069529649,66.0
0.13493151281959914,24.0
-0.13336618793454408,37.0
-0.028080603908829938,79.0
0.32827883696115023,48.0
-0.8217694268923149,67.0
-0.09082639139043297,39.0
-0.35669101707119844,25.0
-0.31658822778335394,71.0
1.595548854926378,50.0
-0.9651141501506768,65.0
-0.7687857382222777,31.0
-0.4454292460125654,6.0
1.0573255339495442,79.0
1.0236874363908204,69.0
0.5747612227410086,17.0
-0.6197726593739497,61.0
0.2765117150849633,48.0
2.1143030743628,5.0
0.022408825881058136,3.0
-0.17055120904257112,73.0
0.19437401828682904,76.0
-0.1530069636677015,65.0
-0.19896140458569933,13.0
-0.2138656893555415,42.0
-0.22713275104145425,62.0
-0.03712976329231324,47.0
1.1786263953340053,11.0
0.17584432208321493,51.0
0.09657485650132669,35.0
-0.4014516635895068,84.0
-1.048040808823425,84.0
2.1465458883704223,37.0
-0.07095379962650548,25.0
-0.5143741415132022,63.0
0.9206001039587048,17.0
1.6436748782669743,73.0
-0.766645499074406,40.0
1.9741441600643843,10.0
-0.8106224793551364,30.0
-0.09906658710287863,74.0
1.2789658389123568,80.0
0.5134609374411488,15.0
-0.7518400425492139,79.0
-0.4237369973996098,36.0
0.5736175090502118,5.0
-0.5578009706631811,53.0
-0.38309279947980707,13.0
0.3716605812855516,60.0
-0.5961923099396981,55.0
-0.10553987004858495,66.0
-0.21099170735163633,77.0
-0.3563565900196177,80.0
1.3016146754106195,39.0
0.8849785844763421,50.0
-0.06565299988685591,76.0
-0.7051134384838462,36.0
1.3158918914482276,4.0
-0.13008277196577012,36.0
0.015127648642702773,8.0
-0.3841259467723968,41.0
-0.27751305316180036,19.0
-0.7062829516326847,36.0
-0.005542499125697153,4.0
-0.8528785576958,54.0
0.2935917412554222,71.0
-0.010944649829708608,2.0
-0.6686793961556499,19.0
0.2641117466090226,41.0
-0.11116278908328242,68.0
-0.5708725786199833,7.0
-0.10811366908599698,62.0
0.17049798629697177,33.0
0.020263595126679523,41.0
-0.5291191689914834,25.0
2.3020800413610645,14.0
-0.4003292091782346,20.0
0.9691758439126232,45.0
-0.6422315910703945,63.0
-0.9957924762223234,24.0
2.0691262705291895,60.0
1.4916862526217647,36.0
1.200564988105522,54.0
-0.25252602188293954,82.0
-0.513178703163545,60.0
-1.2763997385251429,78.0
1.715507654083009,72.0
-0.740377684262796,7.0
-0.19536216567680867,34.0
-0.5531037334820798,52.0
0.37084575549857357,9.0
-0.7560437009167638,35.0
0.09859463796251544,33.0
-0.46746495986988035,17.0
-0.4841959766193621,12.0
-0.44174224507161997,74.0
-0.22928763968670327,5.0
0.5726615699889728,48.0
-0.14532665661089156,33.0
1.7394771850321393,65.0
-0.6691517677579297,46.0
1.7173724582150478,69.0
1.873372924493971,30.0
1.0708606211295062,22.0
0.5147099373219797,31.0
0.245100617901289,30.0
-1.1946786256295363,3.0
-0.4576190162517755,1.0
-0.409126018950853,28.0
-0.055950423459310894,17.0
0.42491117172671633,55.0
-0.018979431328124907,84.0
0.4460880866208458,37.0
0.9656668174165871,59.0
-0.6538601158644618,39.0
-0.40731562240435937,6.0
-0.702107212238042,33.0
1.0510401358725285,16.0
0.9391489371761625,78.0
1.4842085814621637,65.0
-0.7297274093427916,29.0
-0.17698753509411375,24.0
-0.6494853521967684,54.0
-0.49697180878936703,51.0
0.579779157236435,56.0
-0.34012482742224337,14.0
-0.06900128627017249,34.0
0.4596523299276889,4.0
1.016346143458439,74.0
1.1202698212045947,68.0
-1.1968267266489452,35.0
-0.19419575004155626,17.0
1.6205306938232957,77.0
-0.6771010807024906,33.0
-0.4684552605428029,12.0
-0.7338456050355576,27.0
-0.5750774147186918,37.0
-0.41659173557418827,30.0
-0.5323213652362289,58.0
0.7478608096339434,37.0
-0.7273579307787555,55.0
-0.1712736906968156,72.0
1.1445829333267126,34.0
-0.5704467160249447,59.0
-0.14987709403128613,43.0
-0.2642558171403059,21.0
0.3889320791046681,27.0
-0.21752413101214188,36.0
0.24740729400053052,47.0
-0.7664450323124162,11.0
0.21648234397624072,11.0
-0.27905237871702837,38.0
1.5502422866223189,67.0
1.0580436259180637,12.0
-0.2711480754446987,10.0
-0.20605253908809323,18.0
-0.6310448157282371,82.0
-0.305817497479672,38.0
-0.6708575376419847,42.0
0.13087227028157178,35.0
0.6161851318922889,6.0
-0.9969238930200087,30.0
1.90283315057173,47.0
1.275317451595,8.0
0.5762631284469479,71.0
-0.11095239714142502,16.0
-0.34217179392875596,79.0
1.1214572135744185,21.0
1.0454282275996551,23.0
1.4241942750925998,78.0
-0.18469972568064721,19.0
1.0769369224345364,36.0
0.7295457570538699,19.0
1.004463443335644,76.0
-0.03680177899113768,85.0
-0.1701085693369102,72.0
-0.5105270759049922,38.0
-1.0237789707311284,20.0
-0.13871576527109325,77.0
-0.3203527618562373,23.0
0.6538542974961521,57.0
1.5495609527018117,56.0
1.891230937082862,66.0
0.17268060102734195,78.0
-0.33287205943910136,77.0
-0.5686587727719197,62.0
0.189335059739423,78.0
0.2785141549483857,30.0
0.09068218138581807,46.0
0.9216553766404922,54.0
-0.8620415821753645,16.0
0.4332140446500507,52.0
1.1478966827705466,54.0
-1.0423260837494195,28.0
1.0689055581392495,75.0
-0.2784354261428702,21.0
0.17595429432951915,25.0
-0.5639284878088442,73.0
1.9543066398457358,63.0
0.6688189355133312,11.0
0.4293289372469432,74.0
0.48579591356304436,77.0
-0.04918182062029147,75.0
-0.9405597604861258,16.0
-0.5646031339434906,52.0
1.4209914838989803,34.0
0.44567655635139036,37.0
2.2546462138956507,3.0
0.16335071069630214,83.0
-0.009344424150518948,25.0
0.2393379752563678,25.0
1.1755735954590447,6.0
0.13484854992488904,66.0
-0.05246848381989677,63.0
1.41427436770609,5.0
-0.02883205647085124,18.0
1.0429126236825585,33.0
0.9331482773073906,5.0
0.1952217540057864,64.0
0.17182968750458472,18.0
0.6993655828732366,60.0
-0.8350528899824249,46.0
1.9889742514703137,31.0
0.6831638570717469,78.0
-0.8639323689862086,18.0
-0.33625381512989627,12.0
-0.3434191726148802,5.0
1.316435160865492,20.0
0.38161691625938504,84.0
0.1227728891606652,37.0
-0.1992280324654109,25.0
0.11858921365326114,21.0
-0.4107551667529261,54.0
-0.0184219377850231,7.0
-0.3628436837228186,41.0
1.2395163748707334,81.0
-0.01279497218458503,38.0
0.06638867631915035,67.0
-0.19332715669302586,72.0
0.7516639896362116,41.0
1.5496645093333792,75.0
0.28706706249904407,63.0
0.30175275240686955,37.0
-0.23797272837553168,2.0
-0.33885928440363355,15.0
0.5571561096725671,46.0
-0.8797050889080882,31.0
0.5434130012040703,19.0
0.8579406036173496,15.0
-1.1141609939370176,9.0
-0.053058984758924954,58.0
-0.26733344789146996,81.0
1.549542492516618,10.0
1.457014531683924,2.0
0.2835473694323791,65.0
-0.27549582294346897,36.0
1.650732093203303,25.0
0.23641097346919782,69.0
0.5273528616515797,69.0
-1.4387638887583796,15.0
-0.2626627481450391,54.0
1.66506408680828,2.0
-1.170895664423139,26.0
0.09472929334651992,76.0
-0.5933125631967334,14.0
1.0846113437148344,9.0
0.0885842537566432,69.0
-0.2105627465478765,29.0
0.885773476086803,80.0
1.2803060954190975,41.0
0.4717293003619231,53.0
1.3574640340976183,31.0
-0.7032174712208583,47.0
0.641440977807156,36.0
-0.6740294329722115,55.0
-0.015757721977174566,52.0
-0.8492791127786843,37.0
1.9785198717885215,25.0
-0.8412688683197864,40.0
-0.30286185604195487,60.0
1.7324141225389156,52.0
0.7714289422630631,82.0
-0.47542590819972325,7.0
-0.5151455143668977,61.0
1.1281520931564604,84.0
1.1069906778946303,54.0
-0.7041233019472596,46.0
-0.09701999583238391,32.0
0.6660238071658335,38.0
1.0508384053396376,20.0
-0.1572803477407631,70.0
-0.695954417306171,2.0
0.07551960421318704,66.0
-0.06368108518197246,15.0
-0.935078105004769,52.0
1.5577298603803664,35.0
-1.048100144693381,47.0
0.017181939160589355,48.0
-1.0669789416143902,34.0
0.9433220987620254,16.0
0.6557490133717441,27.0
2.090027509657272,38.0
1.3885593276866495,40.0
-0.18447298236605342,33.0
-0.18815225123669285,78.0
-0.42185583548884326,51.0
-0.5861567628909958,54.0
-0.01637026820423304,79.0
2.172767815096826,78.0
-0.753469411627164,69.0
-0.4847816867959238,34.0
-0.31291859038010383,64.0
-0.2597260439968817,38.0
-0.2616417075666331,76.0
0.10040781743236937,58.0
-0.6610355572574144,49.0
-0.08506245970560378,19.0
-0.4761069697776448,3.0
-0.3450449504786596,14.0
0.4797197848179222,42.0
0.17977069065927054,11.0
0.3884337338933337,21.0
0.32025541286329234,31.0
-1.1640609550795795,23.0
0.621455976280279,75.0
-0.039809566102673444,32.0
-0.3088891298815652,12.0
-0.715041539055155,63.0
-0.7364228534310673,28.0
1.385333774447108,2.0
-0.007878675347586628,51.0
0.03989078163314552,17.0
0.3423556568779543,25.0
0.10137163466248555,72.0
-0.3821529227620153,29.0
-1.2279872810225232,64.0
-0.25028207875666053,41.0
-0.33078406888219614,64.0
-0.04174792888875262,27.0
-0.3745826153821198,31.0
-0.6058606026782414,39.0
-0.050851149626865655,59.0
-0.2721321000051051,40.0
-0.17300355655862176,66.0
-0.7835742841348774,15.0
