ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
0.14976878664306703,-1.684921673290141,-1.8346904599332081,0.17104275918639625,0.1557868802595827,0.20289151791527316,0.8756219050457108,10.815555651943283,9.042716417052826,0.3812358233429496,2.9153918226169515e-27,1.5308783694587422e-19
