empl_ttl_lc1vs0_iate,school
2.443892398087218,10.0
-2.5676675061993346,12.0
-0.39525542153435855,10.0
-2.2361339405144123,10.0
-3.3962974403455943,10.0
4.671032224318577,10.0
-2.583898500732019,10.0
-2.990697211185264,10.0
-2.0414398987498465,9.0
4.806125932089195,10.0
6.748201447424043,8.0
3.7894679019779454,9.0
-3.3856079351713264,9.0
2.075202057958157,9.0
2.5151356119067643,9.0
-1.7045473165222553,9.0
-1.736027195568866,12.0
1.9544020158678408,9.0
-4.195100790939596,10.0
-2.9251161280755014,10.0
-3.9771125514851056,12.0
0.7804339915306638,10.0
-4.196207775703746,9.0
-5.963996222178753,12.0
-2.9154894476629343,9.0
-4.819217837848504,10.0
0.6434907489571391,10.0
-2.2451766695921678,9.0
-5.40333234578869,12.0
-1.8240732902348062,9.0
5.839423864447731,10.0
-3.8809808342433607,10.0
-2.9357525134036044,10.0
-3.4082253853417237,12.0
-1.9240905170665115,9.0
-6.525376664134832,12.0
-2.8982356651317174,10.0
-3.7689013057658336,12.0
-3.657351657002427,8.0
1.1054301236187065,10.0
-3.9635794062600826,10.0
-0.6575358761725973,12.0
-1.0549530169501642,12.0
-4.859357644660357,12.0
2.695967769142177,9.0
-3.789473198961394,10.0
-5.312958761372919,12.0
-3.001068757194064,8.0
1.8580197523462871,10.0
-3.3267697586820573,10.0
-4.710930827280663,12.0
-5.672662178698555,12.0
3.119279809118429,10.0
1.2334641111728715,10.0
-1.5464767859255493,10.0
0.8846024877090359,10.0
0.5483731527076205,12.0
-3.5872585767655596,10.0
-6.129132733428465,12.0
2.586055586019465,9.0
-3.006482736183037,9.0
-5.360154867782068,12.0
-3.2754358296285417,8.0
-0.12242576165035746,10.0
-1.8321317005955065,12.0
6.778383269599431,8.0
-3.430757263444404,10.0
0.3988516534721058,10.0
3.7985075210144816,9.0
-0.3532012074791677,10.0
-0.06712805079224937,12.0
-4.69465637484021,12.0
5.4014671529013665,9.0
1.9933471088557306,10.0
2.257628118216031,9.0
5.3328510216888105,10.0
-3.599926475514914,10.0
-6.02580791672063,12.0
-4.087424262173296,12.0
-4.456120488328173,10.0
-2.098928599130648,9.0
-4.7293451343931,12.0
-0.8199923672674787,12.0
-3.5422539254069783,9.0
-2.0795152595447846,8.0
-3.5123309224653827,10.0
5.42985163057913,9.0
-1.7224151203419693,9.0
6.297568714241242,9.0
5.497706146338965,9.0
3.0398059508032005,10.0
-3.2829535308042677,10.0
-4.6963646787342235,10.0
-1.8270437227196439,10.0
-1.3276463083995922,8.0
-5.096880742352144,12.0
-3.1109981298720415,8.0
-3.8806701846481606,10.0
-4.229016315321572,12.0
-5.167740311578169,12.0
-4.617690634643842,12.0
3.61852053702568,10.0
-0.34936895270848556,12.0
-0.33789798830967177,12.0
-1.562689292787315,12.0
-4.150981198349912,10.0
-5.312215122395466,12.0
-4.0104100369286115,10.0
-1.1677762421445999,9.0
2.753601345696985,10.0
-5.238522494668645,12.0
5.7820500802829775,9.0
-2.9990774924327823,12.0
-1.5436167052238092,8.0
-2.253680882207651,9.0
-5.492204650527715,12.0
-5.338695764190625,12.0
0.4099257629961537,12.0
0.272103813581142,9.0
2.8716747633084747,10.0
-4.618145775944324,12.0
-0.6383058514248776,12.0
1.2733468422469771,10.0
6.077324551980071,10.0
1.4980953252309934,12.0
5.6278964487955445,8.0
-2.4331686039356297,8.0
-1.211143157242677,12.0
-2.71974968245827,10.0
-3.25652839817716,12.0
-5.498342312152808,12.0
-4.512683429882857,12.0
-1.214815143765771,12.0
-0.7286531190889631,12.0
-3.8195246641595273,10.0
-5.192844139742523,12.0
-3.908385187422441,10.0
2.4218161281265935,10.0
3.3886111716437974,9.0
-4.397670991452435,12.0
1.9370400293385381,10.0
-3.202072738343905,10.0
-3.9989631905078067,10.0
-1.9372031175391091,8.0
4.407895465923728,9.0
-3.6213206799207627,9.0
6.50490757232947,9.0
-6.140164103639021,12.0
-3.397623742570224,10.0
2.312671255111637,10.0
0.6156473137367242,12.0
-4.508205524360792,12.0
-5.639502430004038,12.0
-3.5012230893579055,10.0
1.7473986232546723,9.0
-6.05360458925263,12.0
-2.011956465865725,9.0
0.6994977974461709,10.0
3.614430014115727,9.0
-4.391876464007556,12.0
-3.5505560028175864,10.0
-5.43002291255682,10.0
-3.050202636778661,10.0
6.860859059223523,8.0
-1.3674241686841095,9.0
2.3812630022863575,10.0
-5.6440124312781155,12.0
-3.8127222396058302,10.0
-0.9817240845532977,10.0
1.7797336484081074,10.0
-5.3324492497838945,12.0
-2.6564966269549344,9.0
-5.428848085752703,12.0
-2.75491906747549,8.0
-3.00600139768932,9.0
1.898242702390692,10.0
-1.9563687013520346,9.0
-3.9440501010710864,12.0
1.8049284025555874,10.0
1.3433489028328995,9.0
-4.259617813032691,12.0
-3.550084653640216,10.0
-3.6228194831355234,10.0
-3.116118090076659,9.0
-3.9048051214527986,10.0
-0.8751615828624315,12.0
-4.091898712751072,10.0
-2.598807015951532,10.0
3.749472592947343,9.0
-3.7134513464925525,10.0
0.848398272740899,10.0
3.2305918712099384,9.0
-4.2484042290120625,12.0
-4.06591157167027,10.0
2.773470761133646,9.0
1.8953602894806894,10.0
2.4588556120175236,10.0
-1.5142385898266997,10.0
-0.5583808084974462,8.0
1.5309932795307508,10.0
-5.77137815649188,12.0
-3.89380444054099,10.0
1.2726261861978991,8.0
0.7657928968474046,10.0
4.420137802344582,8.0
-0.20833921090816832,12.0
-3.3979648313726942,10.0
-2.9375737524152665,10.0
-2.313691915140936,9.0
3.452202523243396,9.0
-3.9079294954897437,10.0
0.45903167775348885,10.0
-2.77765069060186,10.0
-3.7929227759504416,10.0
-5.097856488795054,10.0
-5.428756865698443,10.0
-2.779708523699015,8.0
0.8650434400063216,12.0
-1.3470609903713058,8.0
1.2717397511267414,10.0
5.449298550811998,8.0
-4.1057441937885555,10.0
-2.2799147158558646,8.0
-2.4356890442447425,10.0
1.4733173941328142,10.0
-4.410599476829763,12.0
-1.7726505402608712,10.0
-5.344425811761387,10.0
-3.7059000003996307,10.0
3.845983467653297,10.0
-5.629497611626541,12.0
-5.253804065167406,12.0
-2.827327361383268,10.0
-0.47007927100044755,10.0
0.13419640107677688,10.0
1.9924686873941257,10.0
-3.107887949508968,10.0
-2.9392552614380136,10.0
3.513910483094543,9.0
-1.0474647228894423,12.0
-3.3161580064317686,10.0
0.8318671556681245,10.0
-2.4883231285211695,9.0
-2.836182655243464,9.0
-2.495592100483428,9.0
-3.881747748499915,10.0
-4.460986804424421,10.0
1.4885993862159717,10.0
0.3871114629349366,8.0
-0.9283323616781565,9.0
-2.7475427986454206,10.0
-3.4720384049100517,10.0
7.165042003869438,8.0
-0.14182548375193615,12.0
-4.782358551443862,10.0
5.4904617972008545,10.0
3.3237574702387005,10.0
-3.8533116225894,12.0
5.994489675214532,8.0
-4.705798512424085,12.0
-3.7959424836531843,12.0
3.6281310348992304,10.0
-1.5696255674299642,8.0
-5.052254530003686,10.0
-2.719143221421075,10.0
-2.732141786903701,9.0
-3.3638409835578162,12.0
-3.6408245958348546,10.0
-1.626316485960896,9.0
-4.524585730301871,10.0
-5.051062862716848,10.0
-3.3979934600027084,9.0
-4.009990335206917,9.0
4.503346306299948,9.0
4.681498620133462,10.0
-0.178536285328331,12.0
-4.431796354834315,12.0
2.6915488630994475,9.0
-2.1162114354187995,8.0
0.2888266760580791,9.0
-1.521947889752776,9.0
-2.583617080601151,9.0
-4.5387099717820565,10.0
-2.1474045761101834,9.0
-1.967445884071581,12.0
-1.1046360661382306,9.0
-5.126955936879025,10.0
-4.1414185129873005,10.0
-1.0970368027807986,8.0
-2.649066681806379,10.0
-4.3366027133896035,12.0
-4.296951352318446,10.0
-2.482744980674674,10.0
-2.1945666035991374,10.0
-2.293724311162114,9.0
5.187010374084466,9.0
-4.079695300872553,10.0
2.4329041790555648,9.0
-4.292889717739166,12.0
-4.616842139614132,12.0
3.4681787631576935,10.0
2.578898393798064,10.0
3.703916004016473,8.0
-3.780278801189927,10.0
-4.256311078161298,12.0
-6.464689102106623,12.0
2.0391583239979196,9.0
-4.385537074471456,10.0
-3.6442650070495746,9.0
-3.303239482818933,12.0
-1.870682324025188,9.0
-2.3565598636369844,12.0
-1.763862204513741,10.0
-2.9956929437293,10.0
-3.893078748278193,9.0
-4.827950781659995,10.0
-5.1243009569213305,12.0
-1.9767936963148445,9.0
-4.1454069838724985,12.0
4.349936090885312,9.0
-3.272371853332306,10.0
5.721475891080037,10.0
6.39292893295946,8.0
1.1921423072844162,10.0
1.539048705091383,8.0
-3.9191634859331215,10.0
-5.04763094193383,12.0
-4.768518833712657,12.0
-3.1279763025301346,8.0
-3.9237546696381704,9.0
0.7026998173411971,10.0
-2.671430749056292,8.0
1.6934921192716477,10.0
3.225705777327759,8.0
-1.7304030225112719,10.0
-4.112629741582362,10.0
-3.741588768969919,12.0
1.5564816217025448,10.0
0.017174327457958327,10.0
1.786508404388957,10.0
-3.607887499093878,10.0
-4.299352180623878,10.0
-4.963660183051558,10.0
-3.9290132368769037,10.0
1.7641385702599393,9.0
-4.902020921330533,10.0
-2.1690190795704964,8.0
-1.727463905348996,12.0
2.9074210880405884,10.0
1.2257991417298666,10.0
-4.838452930126771,12.0
-2.7338926437613713,10.0
1.534454123719523,10.0
-3.1158861668446165,10.0
-4.051497485628115,9.0
-4.676303285157022,12.0
-4.164956267573654,12.0
-4.97259073053099,12.0
-4.60330157887548,10.0
-0.7558592707129586,12.0
-2.4940792212042604,10.0
-4.031645712540168,10.0
3.2933451460579217,10.0
-3.2510272973711993,9.0
-3.266146887587328,9.0
-2.826754556005829,9.0
0.40106234434740395,10.0
-2.216552392717929,8.0
-1.1364372188384961,8.0
-2.8163271223985333,10.0
-2.7888310916726704,10.0
-3.9057182993895565,10.0
4.474577271989352,10.0
3.40534350617678,8.0
-3.2871155195634847,8.0
-4.637658769350547,10.0
-4.4271112724197215,12.0
-4.20265405792476,10.0
-3.0814904724970713,10.0
0.2881758014122098,10.0
0.6719255423346691,10.0
-6.568161889442717,12.0
3.4601606511106544,10.0
5.282020500861752,10.0
2.6174073053069526,10.0
-4.0366410812684475,10.0
-4.582837895846126,10.0
2.3478792578762073,10.0
1.0865331381424488,10.0
3.496863474794425,10.0
-2.0893506864101488,9.0
-0.16243927690797033,12.0
2.64846132185768,10.0
3.401071222852516,9.0
-0.04547200251367256,12.0
-3.80992078553577,8.0
-4.9323263910287185,10.0
-5.514590856616369,12.0
-1.7959273190793446,9.0
-2.41617721069741,10.0
2.6892679935071317,10.0
6.052856520440151,8.0
5.268377685239561,9.0
-2.4086291442618633,9.0
-2.5478843843157835,9.0
-3.954108595859961,9.0
1.357244247124426,10.0
-2.979168257618822,8.0
1.1278060212057381,10.0
3.2942345871902647,8.0
-4.582024462815156,12.0
-1.6897827082749757,10.0
1.6589515785164877,10.0
-6.373647269674371,12.0
1.9622659363756714,10.0
-3.8832787097165946,10.0
-1.4285230057525895,10.0
-3.685893706218857,10.0
6.570548108712626,8.0
4.597736320773852,10.0
0.6963286392553258,10.0
2.498433506603069,9.0
-3.1298083500482434,9.0
-3.344742678192409,10.0
-4.528799661946982,10.0
4.496361032875733,10.0
1.8204775325576117,12.0
6.868244083353314,9.0
-3.3135215966017486,10.0
-2.9758542915930457,10.0
-0.1262482386038284,9.0
1.825375877544806,10.0
-2.0557323475345015,10.0
-4.620388939137838,10.0
0.37260871520707495,10.0
-0.05996062702057969,12.0
4.012743138073272,10.0
3.1016642057424324,10.0
1.7565328173522823,8.0
-0.7324011617215809,12.0
-0.9909784664961091,8.0
-2.319476992690084,10.0
3.784431388732647,10.0
1.0086881187071666,10.0
-3.3018082382553815,12.0
-1.3154411757510225,12.0
-5.49959160026593,10.0
2.827376241167716,9.0
3.091618288378948,10.0
-0.7012388210445643,8.0
-5.415163772243275,12.0
-1.1939734200590362,10.0
-4.490096122337092,12.0
-2.5305333317049015,9.0
-2.7813089576165506,10.0
4.526101552720037,9.0
-5.257726061442645,10.0
-1.0879998676815426,8.0
-2.9347539051269527,9.0
-2.0907224166523393,8.0
3.6266866753599123,10.0
-2.7384929561613554,10.0
-2.7312336184240094,10.0
-0.8824166413796628,12.0
-5.257663166660087,10.0
2.227952886094991,12.0
-3.5278245581385717,10.0
-0.44307625044962995,10.0
2.5442679856999173,9.0
-6.004665757045915,12.0
-3.800415545129083,12.0
-3.1115328183205184,10.0
1.5459529010717303,10.0
1.5985059135738493,10.0
1.3543080205909495,10.0
-2.68605012228058,10.0
4.754924624547002,10.0
-0.16081504738744323,12.0
-1.1229224735945462,12.0
-5.283555918558607,12.0
-2.5310567818621337,10.0
3.4491467446243265,9.0
-5.0073556961677195,12.0
0.4929477007014551,10.0
-3.7662759388281044,10.0
1.4379886024903044,10.0
-4.2599297720800084,12.0
-2.2496413650663367,9.0
5.089357546104323,9.0
4.204123124346394,10.0
-0.06430039491045525,10.0
1.2214580701477937,10.0
-5.465210883681552,12.0
-0.17542656148847557,12.0
-4.259540116598308,12.0
-4.50976393231336,10.0
-5.4223542761839,12.0
4.812823358491759,8.0
-4.855095621064352,12.0
0.15841868451744823,12.0
3.1009067571218636,9.0
0.29262625022115696,10.0
-4.183149163591842,12.0
-2.693586499229308,10.0
2.3280661252016155,9.0
2.8792836897527248,10.0
-4.226646877101689,10.0
0.5870748677372064,10.0
-0.4163972456516343,9.0
1.889138264303508,10.0
-2.414539023561926,10.0
-4.578230930412071,10.0
-3.512463730766281,10.0
-1.9942837301306084,10.0
-5.274694874512052,12.0
6.094628445687494,9.0
-5.898084529935444,12.0
-2.3018638774314897,10.0
-6.603442928097429,12.0
5.630116212740459,9.0
3.1496391316589847,10.0
6.295598787187169,8.0
3.096863788161045,10.0
-2.1166968607054075,10.0
-2.8847109576155354,9.0
-4.5191034188833346,12.0
-2.6519265540683605,10.0
-2.6717384497036916,8.0
5.677310165785743,9.0
-4.426798242511768,12.0
-3.9127731576940104,9.0
-3.2834900855775535,10.0
-1.6908441150195217,8.0
-4.498093332932674,10.0
-3.445839681468159,9.0
-1.4553344418542595,10.0
-4.0506810033792116,10.0
-4.215397800178413,12.0
-4.199465155162877,10.0
1.9724954844297633,9.0
-4.185442356137267,10.0
1.285402876376132,8.0
-0.8697966752399457,9.0
-5.5094072108581855,12.0
1.0486381470348118,12.0
-1.803053167129896,9.0
-2.204360219389142,9.0
-4.060083736358665,9.0
-3.4345651038673846,9.0
1.1533941148629254,10.0
-3.8354394189333245,10.0
-1.764126881877653,9.0
2.3473561225208526,10.0
-4.403571085487387,12.0
-4.77592527191818,10.0
-3.922201960081952,10.0
-4.1313556866511085,10.0
-5.103462778387858,10.0
-0.8555543545693531,12.0
-2.4253469928092652,10.0
-3.813203861001538,12.0
-3.0703999341768884,8.0
-0.03486795811430943,12.0
-1.8632702984078333,9.0
-4.718002002322483,12.0
-4.164315656491606,10.0
-2.5923083224887664,9.0
-2.7805457050187634,9.0
-3.5590655468351557,10.0
-4.279246053847592,9.0
2.459416165362348,10.0
6.933864714430991,8.0
2.244727974509967,9.0
2.725740928959718,10.0
2.672692676704007,9.0
-4.06447447476577,9.0
3.235083425557784,10.0
2.1753656612516084,10.0
-0.8895874407032909,12.0
5.259121056123862,8.0
-3.3761384954354794,10.0
4.712534739596363,9.0
4.415589188476834,10.0
-1.4522867706837872,10.0
-2.8313361507901345,10.0
-3.5745979200061804,10.0
-4.552315732934243,12.0
-5.546053014606726,10.0
-2.084474819371826,10.0
-3.098097424318858,10.0
0.4980390937887891,9.0
-3.3545013525588776,10.0
-4.761363216701895,12.0
3.4201506616566135,10.0
-4.167926148788123,12.0
-3.904452404247317,12.0
4.151059745535479,9.0
-2.204601101908631,10.0
-2.4965589568720796,9.0
-2.1369326300855085,12.0
-1.6490824149874799,8.0
2.2665808343634186,9.0
-1.6566229367925231,8.0
0.6856338272390512,10.0
5.958954866039089,9.0
2.60011750178995,9.0
-3.626460928976835,10.0
-2.855376841873995,10.0
-4.919573395820627,10.0
1.752835496549883,10.0
-0.15516440721868552,12.0
-3.937604800979748,10.0
-2.9152957606648195,9.0
-2.941278682494433,10.0
5.9951819025697874,9.0
-4.445462478092577,10.0
-3.528671774881948,10.0
0.4929528363720912,10.0
-4.129705187956702,10.0
4.304325027493724,10.0
-4.842494406320793,10.0
1.1631983003406186,10.0
-2.56231027974892,12.0
-4.371613841943724,10.0
-3.601876406765669,10.0
-5.0049652609036075,10.0
2.7749260390238693,8.0
2.243997385739581,10.0
-5.0477798345646665,12.0
-5.227159698876707,12.0
-4.033441411562128,12.0
-0.9372087955972894,12.0
-3.6783800671651945,10.0
4.781497130965573,10.0
1.2914656699632983,10.0
-0.5883151516164742,10.0
-4.338142791997398,12.0
-1.9116634071140641,8.0
-1.0140964941236157,12.0
1.1474629439390072,10.0
-4.986262116950782,10.0
-2.4725896384416317,10.0
-2.7761054496162116,10.0
2.1245391423944664,9.0
3.0149245611024043,8.0
-4.200012363309174,12.0
4.684040760599509,10.0
-4.912250985725811,12.0
-2.738032382830116,9.0
-4.723717262323453,10.0
-3.877702873822643,10.0
-5.233646031980636,12.0
-1.5355212471785347,10.0
2.1381094402700542,10.0
0.03373519699493088,10.0
7.140707962671426,8.0
-0.33957270370413006,12.0
-2.5495572609760764,10.0
4.222735137550789,9.0
-0.8305039704737567,8.0
-3.5382141246021575,10.0
-1.8870128010795093,8.0
-2.4656310169581497,8.0
3.393976396318651,8.0
-5.338189854924592,12.0
1.9237414271090283,9.0
-4.768848052246385,10.0
-5.182555763626831,12.0
-3.6364896855678075,10.0
4.515313583733087,9.0
-0.29383034354479065,12.0
-2.597188335683062,8.0
1.1859264297729855,12.0
-2.0344254802457273,9.0
-0.2796613648050035,9.0
-3.808773461643332,10.0
3.4507322022022584,9.0
-2.8487865586625114,9.0
5.195053141572877,9.0
-3.118162084458607,10.0
0.9659271115683143,10.0
-4.146635706475787,12.0
-2.39620574719957,9.0
-3.2090474582149646,9.0
-4.987883393459942,12.0
-4.918922901654716,12.0
-5.205698368591528,10.0
0.6302220833949059,10.0
5.317020161126713,9.0
-4.733038837480167,12.0
-3.392239927397201,9.0
0.9900284908068713,12.0
1.4786786624034436,9.0
-1.5959109427591711,8.0
-5.549805071377704,10.0
-2.8149180644257967,9.0
-2.474467532883889,10.0
-2.681714176917369,9.0
3.1727977439587587,10.0
4.178849378987126,9.0
-4.4272637594065385,10.0
-1.7980862068706809,9.0
-4.69829235918634,12.0
-1.036833233080804,9.0
-3.6679408215960336,10.0
-2.6985009868512195,9.0
-5.110087333780245,12.0
-1.137396236751668,8.0
-4.222975636162368,12.0
-4.14252334098035,10.0
-1.5857807612116277,12.0
-4.8321938879430055,12.0
-2.7725907563097416,8.0
0.023547521320716136,12.0
6.061643981241941,9.0
-3.036643842836355,9.0
-3.65982040332739,10.0
-2.940051433162132,9.0
-1.8523727970790147,10.0
2.2888266713869685,9.0
4.236892058501377,10.0
-2.9519893361204277,10.0
-1.6936900874516585,9.0
-5.101399250909944,10.0
-3.716375124053755,12.0
5.326358141127221,8.0
2.5479966680692128,10.0
3.040873551998176,8.0
1.8259739344102885,10.0
-3.465309718507436,10.0
-0.025329566356314892,12.0
-5.012393344373582,12.0
4.378641969443403,8.0
1.609954263738139,10.0
0.611052961685445,10.0
-3.665150800828557,10.0
5.134359202954388,9.0
4.377760788802407,10.0
-4.354843196838144,10.0
5.274377302486443,10.0
3.9332243352260687,10.0
6.2059200732994455,9.0
-3.813619515130979,12.0
2.1361532416704545,10.0
3.3038785577059007,10.0
-3.2368329888208316,12.0
-2.8972359759250725,10.0
3.5418304382233976,10.0
-1.5094748912137341,12.0
-2.5487066560637306,9.0
-0.41987172819249086,12.0
-4.110053276803089,10.0
-3.332747439467362,10.0
-2.992611157644661,10.0
2.056322111350471,12.0
-0.3182059289320449,12.0
-2.870447577731101,9.0
-4.938661338665397,12.0
-0.36220321557425716,12.0
0.7500169374882,10.0
-2.2571754929607573,9.0
4.555288226421181,10.0
-4.928699860598675,12.0
2.6965090066973403,9.0
1.7620558424087647,10.0
-2.93173672281089,10.0
-3.0919302099313515,10.0
0.5583588201189764,10.0
-3.7356263895038566,10.0
-6.655212542053753,12.0
0.7357160119327779,10.0
-3.18645064868861,9.0
1.3286041622186504,10.0
-3.881312523180976,12.0
1.4731654130413205,10.0
-0.7645276353348445,10.0
-5.631874227218446,10.0
-3.3208300377576006,10.0
-3.1493218898440194,10.0
-3.8427721963640025,10.0
-1.768826460344338,8.0
4.083617846626088,10.0
0.9904568670271465,10.0
5.281561065245274,10.0
0.28511181423998444,10.0
2.9335533326044665,10.0
2.6422594459892648,10.0
-5.315015336441778,10.0
-1.8951374603832867,12.0
-4.098469621036708,10.0
-3.163159495398601,10.0
-1.3159365168880546,9.0
-3.66228776544186,8.0
-0.9430543278354624,9.0
-1.8634320984711668,12.0
-3.922180911296234,10.0
1.5152438929868872,10.0
-1.8504436054156683,8.0
-4.430422371291685,12.0
4.033017913527991,10.0
-3.328643545639727,10.0
3.8571844535982738,10.0
-1.086964205665665,12.0
-1.9480934178126688,8.0
-2.402990739524772,9.0
-2.4922555499285703,9.0
6.188500579654237,9.0
-3.6671800431640906,10.0
-3.576786378703322,10.0
-3.184404725449941,10.0
-5.0322160821290085,12.0
-5.564928101308001,10.0
-5.789096156401348,12.0
1.057864246831892,10.0
-2.993544186994429,9.0
-2.8151851167112194,10.0
2.7032148231288566,8.0
2.8111796911471396,10.0
-4.270189495303227,10.0
0.7853303116207151,9.0
-2.9052596588680526,10.0
-3.5831539891236774,10.0
-2.6406135594675684,10.0
-2.5787404130824,9.0
5.790011169804853,10.0
-4.195155749669959,12.0
0.7423567168980285,10.0
-1.3188051483578598,9.0
-2.9425232281412566,9.0
-1.8914289265606294,9.0
-4.425609811980419,10.0
-4.083785918014666,10.0
1.9359278603434285,10.0
-1.3641915790213783,8.0
5.730039139788198,9.0
-2.669317415044541,8.0
4.2489000748380885,10.0
-2.920491607662772,10.0
-2.286368162367915,8.0
-2.626022481016757,10.0
-0.0014921717493887598,10.0
-4.620301458999122,12.0
3.9496153477386207,10.0
-3.097352240342386,9.0
-2.197169920827773,12.0
-4.9193975331987865,12.0
-2.050272740386348,10.0
-4.57837732462193,12.0
-3.266650153206836,10.0
2.78158209317433,9.0
-1.2713908164688643,8.0
-3.443093005614631,9.0
-3.1856512044866987,10.0
-4.543885470281109,10.0
-3.28170910744082,12.0
7.289783145410791,8.0
-3.003862290615729,10.0
6.226541330086663,9.0
-3.2960778107884825,10.0
-0.9222330739054352,9.0
-2.600453275682445,9.0
-4.796593799140942,10.0
-5.4190079558301365,12.0
-4.7603069281691175,10.0
3.1147707072723896,10.0
3.6141004251715727,10.0
-1.4041545293485573,8.0
0.48718650972664146,10.0
-0.997545831507876,9.0
0.0733479950044087,12.0
-4.196698102993355,10.0
-5.21675800050677,12.0
-4.103434863906529,10.0
-1.8082222518816948,9.0
3.1229748387554244,10.0
-4.981961118859707,10.0
1.255831519395938,12.0
1.1137795085205808,10.0
-2.397750895029304,9.0
-4.834386753841398,12.0
-5.798727270849879,12.0
-3.9768858330842476,10.0
-2.592077886750452,9.0
2.780424501544593,10.0
4.917592922835414,10.0
-6.153293331538096,12.0
-3.8600393305231293,10.0
-3.132468009077958,10.0
0.7155902542130694,10.0
4.06856156380612,8.0
-4.074397056627178,10.0
-2.096643527363712,8.0
-4.632859048231376,10.0
-2.2502133952655012,9.0
-2.5300398987915727,12.0
-2.469929344441072,10.0
-1.8704779355069163,9.0
-3.6226425968490226,12.0
-1.2000464665831618,12.0
0.030097019400272096,10.0
-0.11840102980952949,10.0
1.2113250294936613,10.0
-0.21340621446883157,10.0
-1.020295791838948,12.0
-2.8312897415884914,9.0
-5.1707534539992395,10.0
0.8301133756234216,10.0
4.70368038933373,8.0
-4.487083992421025,10.0
-4.95549322899591,10.0
-4.957338189952118,12.0
-1.997893903356383,9.0
3.23278600199146,9.0
-5.38047866332978,10.0
-1.3605140782720189,12.0
1.5207922614499358,9.0
2.0142294177177957,9.0
1.2534553763912606,10.0
-2.8673178821035528,10.0
5.4105244058591895,10.0
-1.1939900419156904,9.0
1.0315717132328213,10.0
