empl_ttl_lc1vs0_iate,earn_x0
-4.94805426166886,1193.332697145667
-4.578111859088715,3244.6781523613786
-3.230183773696281,3719.2213222458727
1.3276327758599846,3085.6925448433512
-5.504426802571932,4004.131002137021
0.19740218502416762,1755.8269456412604
-3.7681734953965305,2584.370630726857
-4.058591155271899,3413.5281476890164
-0.612743072735806,1933.0884472848177
-1.3866245580209615,3968.939722213053
5.684290253260674,4292.975371818628
-3.9245604592515027,4686.399666895838
-4.249977880810943,4759.08314777485
-2.7508514322438367,3485.7685658506025
-5.343410681848838,2430.071681191421
-5.859476615922035,6995.563964901388
-3.5603169489435893,1800.598031556699
3.9605823782354577,4116.599833906231
-0.2781985129849933,2272.22316109235
1.2274432011773229,4645.666832185667
3.8812397465118122,4911.659106698894
-3.3427260873530398,2285.6646826609804
4.9152560967964956,2845.918390197516
-4.71026634939384,5615.714002697792
-4.215989504466777,4666.231885699818
-5.861797327600664,5196.638068029913
3.195668435079152,4076.92783250837
5.222338304708721,1749.6442113020514
-2.9020687387710535,1342.3696338424595
4.280266659497552,4490.609342053655
-3.7225476618861912,3043.1471959793835
-3.486853278044228,5155.20693112442
-1.3057265460516698,3362.485159182663
-3.2785683578171336,4016.4146395269454
-3.342427794012711,2790.325407162434
1.3763720464244351,3760.962602912711
-4.010554469233904,3844.823230717023
-2.6537893485242208,3925.744144977282
4.728494152405938,3494.914466391914
-2.9711600162350447,3914.4693519501134
-5.293375960119727,2504.4669564633064
-5.378046175097144,5127.58637675137
-2.9478466195738484,3562.886665982977
-2.616589569519482,4346.035705503462
-1.1791202450774634,5810.071824153135
-4.311464470350409,3785.74193468117
-0.12053856032070254,6312.9529453602845
-5.553943871730289,2434.186954334409
-2.5097217097954987,1479.981545887037
-2.955066446938946,5557.065867351301
-3.1294046369614796,1104.7599895524174
1.1985676546152861,5894.174450994807
1.9355864102435405,2843.929690002449
-4.196079625440849,4204.431798818756
6.449172312966962,3367.087933725305
-3.0829091482839517,2758.136380043928
4.891619174263027,4848.983973726757
-4.391780743250741,2644.3239547182543
-3.4463184400290006,3348.914555933196
-4.47581358746775,3839.682281385358
1.3776060924220008,2467.059948003984
-1.913303056766548,1236.9125442854886
-6.274316227690828,5868.199214033304
-4.837873860188848,2123.3307829249434
3.386321604051256,2944.7052830965613
-3.489929017616989,4086.564922510373
1.63337041131164,1236.4920310371217
-1.4524888182921774,2203.298269765708
-3.4897655460277974,2242.9010708714964
-3.8998745555076644,2976.345607665452
5.436816063188527,2272.331181046973
3.7496934542546665,4828.744599623171
-4.248230258791732,4165.808696028897
0.3138072392002005,2500.315969941594
-4.149337294975304,4574.99517557822
-2.4455956673903776,5258.3726816026565
-3.5938970168129813,3270.529189816006
0.12389493903963,2434.5966870970765
1.0171740108050566,1786.5048007083049
6.390183591814025,4163.551036313568
-3.450569901201286,5599.091023144334
-3.8400120684612906,5274.488011403746
-4.406178341738958,2588.3768914809834
-2.9490994516832165,4984.429703094995
-1.9759975006251942,2905.0417548316573
-3.1223764769021933,3032.276959379162
-3.9963374702913477,1435.250251714145
1.3313914137511298,5350.084099674365
5.8144092617826555,1416.433288731004
-0.6622089022793183,4316.491897663433
3.849187277029741,3159.514622200561
0.09658460201370977,2857.256750136862
-4.6117175715266345,4187.695951252252
-4.449272870511718,1942.731746497484
-2.736970506720067,4363.1648051243
7.193584233035986,4102.243463528355
-3.8302579895709554,3192.489464462401
3.20544308579557,2960.379801999077
-2.5526540996384313,1821.6106586686767
-2.186318953991026,3525.110567871369
-1.2875165043921646,4273.646766912285
-4.0054989881365115,5005.150621529395
-0.09933864261648351,4166.827593997135
-4.973522661912384,2466.037967760853
-1.5365758327191974,1392.4133414491428
-3.9842499680379646,4794.484188827246
3.976228403146549,3751.7426100040575
-3.481802111213266,3733.3803090074
2.051912397968515,2463.1960026471934
1.209600134149532,4941.75256753342
3.6863759561993543,2959.1602158750347
-0.7506920493004086,4176.901486798269
2.7223543517259374,1970.7023382414168
3.47577607850244,3607.59350893063
2.347982875400124,3980.372097176493
-3.835688449799336,2005.871285241926
-2.294756710314047,3473.3885679187806
-5.388084664678197,2801.278027465041
-2.5804622695616173,3180.064792589384
-5.825823605192124,5955.268136243457
-2.945849181596061,4029.063675124101
-3.3863182264720795,4251.443448339634
5.302877003082863,4376.287514555002
1.9493689406136316,2914.4940641390226
4.7848177038834745,3007.191003591542
-3.422833772512836,3171.015817943025
2.0196300685915873,5723.4384249604
-4.789290297255821,2869.2253710300465
-3.1225787908962204,4296.829243576472
-2.7542017409301556,3155.162002986955
-2.1347439539077815,2189.401971175196
3.0914216505186207,3764.2748020453705
-4.795990592082758,4701.282450358163
-4.998245575217604,2338.9285731119826
-4.278209409956684,2203.096480877128
-4.092050333249997,3525.529953768866
-3.2722100341891887,4041.3365993475
2.443892398087218,4137.11279849873
-2.5676675061993346,7140.324224398464
-0.39525542153435855,1888.5507874313764
-2.2361339405144123,3978.142203617335
-3.3962974403455943,1615.7314115125334
4.671032224318577,5713.4417634892
-2.583898500732019,3086.749538023775
-2.990697211185264,4385.364117998522
-2.0414398987498465,4377.644339969802
4.806125932089195,5378.628361660634
6.748201447424043,1931.0782440644648
3.7894679019779454,3555.0888770035867
-3.3856079351713264,2288.560613092506
2.075202057958157,5310.097974352306
2.5151356119067643,1581.78916347634
-1.7045473165222553,2354.727117399696
-1.736027195568866,5918.104208776785
1.9544020158678408,1796.579736764528
-4.195100790939596,2802.223139718544
-2.9251161280755014,3295.4554934628763
-3.9771125514851056,3722.339124487471
0.7804339915306638,2138.2240765651104
-4.196207775703746,2601.928364168456
-5.963996222178753,6323.573096570325
-2.9154894476629343,4338.226220740814
-4.819217837848504,2040.3741533227096
0.6434907489571391,4471.393377297148
-2.2451766695921678,3329.7790955631845
-5.40333234578869,5336.830195138055
-1.8240732902348062,3443.4292234999743
5.839423864447731,5468.090696668703
-3.8809808342433607,4121.935428767277
-2.9357525134036044,3476.709266023497
-3.4082253853417237,4348.132331540891
-1.9240905170665115,2421.5381742493128
-6.525376664134832,5836.328468882115
