ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
-7732.4744462442195,-44817.8703504065,-37085.39590416228,1217.345590173239,970.9280342372401,1329.9129282395184,6.351913958257178,46.15982726836739,27.88558191794882,2.1274306972259124e-10,0.0,4.643675385409327e-171
