ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
8588.516221879827,678.8589888586569,-7909.65723302117,1053.0267026888491,2080.9244963827487,2306.5648255771225,8.156028902163161,0.3262295148328116,3.429193554550155,3.4661428428604434e-16,0.7442507804974343,0.0006054020376911399
