empl_ttl_lc1vs0_iate,reg_pro
-4.94805426166886,25.442805384741487
-4.578111859088715,24.48031723822925
-3.230183773696281,38.30479248816428
1.3276327758599846,27.23029492891736
-5.504426802571932,35.43969589984596
0.19740218502416762,36.021807982956105
-3.7681734953965305,35.48794104479353
-4.058591155271899,35.48794104479353
-0.612743072735806,37.424879126959546
-1.3866245580209615,23.634277318491872
5.684290253260674,20.98878429639096
-3.9245604592515027,26.28022836679576
-4.249977880810943,23.634277318491872
-2.7508514322438367,39.70178544635895
-5.343410681848838,29.0419683726385
-5.859476615922035,33.9596994808174
-3.5603169489435893,36.18644355251131
3.9605823782354577,33.190710519682085
-0.2781985129849933,37.31673442662566
1.2274432011773229,22.876594638877435
3.8812397465118122,39.70178544635895
-3.3427260873530398,36.3573875871551
4.9152560967964956,20.146641489655405
-4.71026634939384,38.77222685532345
-4.215989504466777,25.46180534860576
-5.861797327600664,25.442805384741487
3.195668435079152,36.18644355251131
5.222338304708721,30.518765731198098
-2.9020687387710535,27.11781509568906
4.280266659497552,35.48794104479353
-3.7225476618861912,37.31673442662566
-3.486853278044228,24.48031723822925
-1.3057265460516698,27.20170607688317
-3.2785683578171336,36.59621121258517
-3.342427794012711,32.02921160100115
1.3763720464244351,38.061462197476885
-4.010554469233904,25.91532590252785
-2.6537893485242208,27.66410460043495
4.728494152405938,34.59482682258063
-2.9711600162350447,24.75709700399736
-5.293375960119727,34.0840234334754
-5.378046175097144,24.82275449516596
-2.9478466195738484,33.190710519682085
-2.616589569519482,24.82275449516596
-1.1791202450774634,20.98878429639096
-4.311464470350409,25.442805384741487
-0.12053856032070254,34.87097908415335
-5.553943871730289,25.9568290114522
-2.5097217097954987,36.895008747355305
-2.955066446938946,38.061462197476885
-3.1294046369614796,36.36929448528463
1.1985676546152861,23.84441056974409
1.9355864102435405,37.21455824969987
-4.196079625440849,38.296041677123725
6.449172312966962,30.93066410111383
-3.0829091482839517,30.93066410111383
4.891619174263027,30.88527758713494
-4.391780743250741,22.876594638877435
-3.4463184400290006,33.9596994808174
-4.47581358746775,38.77222685532345
1.3776060924220008,24.48031723822925
-1.913303056766548,37.12391018969001
-6.274316227690828,23.634277318491872
-4.837873860188848,24.043591501893573
3.386321604051256,39.689354456040704
-3.489929017616989,24.377349804657285
1.63337041131164,36.66915348581493
-1.4524888182921774,38.061462197476885
-3.4897655460277974,30.93066410111383
-3.8998745555076644,33.190710519682085
5.436816063188527,33.2979334027342
3.7496934542546665,36.66915348581493
-4.248230258791732,33.465850046515826
0.3138072392002005,36.18644355251131
-4.149337294975304,38.59436571998607
-2.4455956673903776,34.87097908415335
-3.5938970168129813,33.9596994808174
0.12389493903963,24.82275449516596
1.0171740108050566,36.66915348581493
6.390183591814025,34.0840234334754
-3.450569901201286,39.70178544635895
-3.8400120684612906,38.30479248816428
-4.406178341738958,25.975826758331387
-2.9490994516832165,25.6381268714252
-1.9759975006251942,29.199819087564737
-3.1223764769021933,26.55757221818568
-3.9963374702913477,34.78150641425992
1.3313914137511298,34.24810373671474
5.8144092617826555,39.16550782865332
-0.6622089022793183,36.36929448528463
3.849187277029741,38.14609730811835
0.09658460201370977,28.60821615898056
-4.6117175715266345,32.14515376327497
-4.449272870511718,25.91532590252785
-2.736970506720067,26.28022836679576
7.193584233035986,34.78150641425992
-3.8302579895709554,38.14609730811835
3.20544308579557,25.46180534860576
-2.5526540996384313,37.01842441720488
-2.186318953991026,36.59621121258517
-1.2875165043921646,36.021807982956105
-4.0054989881365115,25.91532590252785
-0.09933864261648351,30.221990924441656
-4.973522661912384,24.48031723822925
-1.5365758327191974,34.24810373671474
-3.9842499680379646,20.12142523431465
3.976228403146549,38.30479248816428
-3.481802111213266,32.14515376327497
2.051912397968515,24.48031723822925
1.209600134149532,33.2979334027342
3.6863759561993543,29.199819087564737
-0.7506920493004086,35.43969589984596
2.7223543517259374,38.296041677123725
3.47577607850244,24.75709700399736
2.347982875400124,38.59436571998607
-3.835688449799336,34.78150641425992
-2.294756710314047,30.93066410111383
-5.388084664678197,32.03486507724899
-2.5804622695616173,32.02921160100115
-5.825823605192124,30.221990924441656
-2.945849181596061,25.46180534860576
-3.3863182264720795,25.91532590252785
5.302877003082863,23.634277318491872
1.9493689406136316,24.043591501893573
4.7848177038834745,36.895008747355305
-3.422833772512836,37.31673442662566
2.0196300685915873,30.93066410111383
-4.789290297255821,34.87097908415335
-3.1225787908962204,25.91532590252785
-2.7542017409301556,21.445839558321627
-2.1347439539077815,39.63041727705111
3.0914216505186207,29.0419683726385
-4.795990592082758,26.716134404846965
-4.998245575217604,28.179167977526696
-4.278209409956684,37.21455824969987
-4.092050333249997,39.16550782865332
-3.2722100341891887,20.98878429639096
2.443892398087218,25.6381268714252
-2.5676675061993346,33.465850046515826
