sal_7_lc1vs0_iate,empl_x0
5953.581473813945,41.0
8464.159484895521,19.0
6955.343047811722,65.0
-2020.5311061799866,58.0
10542.252531731996,60.0
586.1306613070973,72.0
4807.944093878532,35.0
7682.542326626744,48.0
1447.4128988806024,86.0
3889.160303714727,68.0
-13394.278717608084,95.0
8937.643842383708,28.0
9798.967674830696,72.0
5767.038233563757,54.0
9222.468931014642,35.0
12962.039103616275,89.0
4298.5463141792625,46.0
-6621.019697649846,100.0
133.68620445255715,90.0
-3060.6652236598966,77.0
-10470.388925968799,44.0
5694.045952312681,56.0
-7517.611412784086,98.0
11040.959300204564,42.0
11872.05034125171,63.0
10152.859535544063,50.0
-7127.511350725146,92.0
-11020.03432546015,38.0
5034.745716134099,36.0
-10578.027809877753,103.0
9021.633432821927,58.0
8406.276128862872,70.0
278.76665326555303,65.0
8026.2134060793005,53.0
6758.007200695988,70.0
-1742.2094198848172,78.0
8594.167566480068,61.0
8082.334098990295,94.0
-10557.429991132147,71.0
6943.199170499402,79.0
9244.221824454078,45.0
11191.36275667878,80.0
6735.662395158109,60.0
7358.825751417266,78.0
5162.883729185534,64.0
8336.795607308964,91.0
2286.2286628231523,106.0
9865.436773882437,41.0
5945.2864227698765,71.0
9483.486279094846,70.0
5602.926294863125,32.0
278.7240398223512,62.0
-3430.0447231433486,68.0
11411.257030759025,47.0
-13931.246226538718,105.0
2317.3674088288203,25.0
-13012.4128266551,47.0
6456.48340913016,67.0
8592.023239682687,62.0
9119.19420782378,28.0
-3219.7497230973618,53.0
2397.4886960786343,66.0
12706.676142674845,97.0
8538.243984216904,79.0
-5304.0038690836245,105.0
6508.104397677311,17.0
-3988.5053650855634,65.0
1615.289563760261,81.0
4415.3708165775615,78.0
8835.536156199285,66.0
-12044.882760781256,91.0
-10803.475381155049,71.0
9145.399011089045,56.0
-2099.7586157564037,61.0
10908.435183384005,37.0
9230.27621807873,57.0
8265.641815684608,72.0
305.3775326601158,97.0
-1121.5174551133005,98.0
-14952.84147696511,109.0
8888.239247329333,48.0
7487.523067365499,82.0
4515.458127579723,50.0
8050.305828954646,49.0
5618.28913955684,92.0
