empl_chge_lc2vs0_iate,reg_pro
-1.9376496207548197,25.442805384741487
-2.238960356800459,24.48031723822925
-1.8585970665202245,38.30479248816428
-1.410617367783847,27.23029492891736
-1.3836025531647245,35.43969589984596
-2.052424475709446,36.021807982956105
-2.065700065711724,35.48794104479353
-2.0620953962890276,35.48794104479353
-1.8259478400722136,37.424879126959546
-2.0366692107262065,23.634277318491872
-1.1314351738716761,20.98878429639096
-2.0293050506635963,26.28022836679576
-1.8413723261506325,23.634277318491872
-2.0074398579806503,39.70178544635895
-2.4153632431323193,29.0419683726385
-1.5658822012922855,33.9596994808174
-2.4325452666157776,36.18644355251131
-1.6502813734014006,33.190710519682085
-1.6797697940982528,37.31673442662566
-1.0406366745532112,22.876594638877435
-1.1145505971045704,39.70178544635895
-2.262544255721852,36.3573875871551
-1.554666642353807,20.146641489655405
-1.376268746056748,38.77222685532345
-1.8113572275301342,25.46180534860576
-1.581501086672156,25.442805384741487
-0.6408259925741845,36.18644355251131
-1.3374769793853838,30.518765731198098
-2.237900305453701,27.11781509568906
-1.2825541338960904,35.48794104479353
-2.0348101491532136,37.31673442662566
-1.6459665259415144,24.48031723822925
-2.121881014624725,27.20170607688317
-1.6808991920914487,36.59621121258517
-2.061767815162848,32.02921160100115
-1.6117188850588486,38.061462197476885
-1.8737097584909477,25.91532590252785
-1.5959364354087606,27.66410460043495
-0.8507978145837756,34.59482682258063
-1.9135449977946033,24.75709700399736
-1.9129149557318414,34.0840234334754
-1.7106883914395463,24.82275449516596
-1.8468575616695153,33.190710519682085
-1.9945782009518185,24.82275449516596
-1.0251735052807986,20.98878429639096
-1.7672017184575124,25.442805384741487
-1.1519851152125784,34.87097908415335
-1.7408799977510574,25.9568290114522
-2.253994033450608,36.895008747355305
-1.3687491155658338,38.061462197476885
-2.277920524900105,36.36929448528463
-1.0191933357095952,23.84441056974409
-1.450149391332401,37.21455824969987
-1.5643637043905876,38.296041677123725
-0.8405310189723075,30.93066410111383
-2.1706116044989394,30.93066410111383
-1.3329324771486222,30.88527758713494
-2.204664209712405,22.876594638877435
-1.9286433938952237,33.9596994808174
-1.5000179160083675,38.77222685532345
-1.5308085697942326,24.48031723822925
-2.333426190305067,37.12391018969001
-1.5782936100076532,23.634277318491872
-1.8451354636893933,24.043591501893573
-1.605040105173947,39.689354456040704
-1.9148739783014328,24.377349804657285
-1.2893269968006988,36.66915348581493
-2.2047242125017923,38.061462197476885
-2.4001684279765207,30.93066410111383
-1.6525794664768756,33.190710519682085
-1.1502744492133226,33.2979334027342
-1.4922317990635463,36.66915348581493
-1.7457575394127933,33.465850046515826
-1.1128527948353741,36.18644355251131
-1.505255386022944,38.59436571998607
-1.7344016022005901,34.87097908415335
-2.0645279200216593,33.9596994808174
-1.7889196800039517,24.82275449516596
-1.5461513043231399,36.66915348581493
-1.0448444891495237,34.0840234334754
-1.6617126529447623,39.70178544635895
-1.6259150177996613,38.30479248816428
-2.04978471516278,25.975826758331387
-2.0047233898024794,25.6381268714252
-2.219585469838362,29.199819087564737
-2.16420707599502,26.55757221818568
-1.742638396890885,34.78150641425992
-1.4385835911093787,34.24810373671474
-0.7298880763773091,39.16550782865332
-1.678977303408725,36.36929448528463
-1.089430794211483,38.14609730811835
-1.6414300397571653,28.60821615898056
-1.5393671461219818,32.14515376327497
-2.1803461627265506,25.91532590252785
-2.1089497168040863,26.28022836679576
-1.2937821012776523,34.78150641425992
