earn_x0_lc2vs0_iate,school
402.61869073504147,10.0
366.0100724439353,10.0
163.8518999549147,10.0
296.89686479473323,10.0
176.4278736922687,12.0
520.9404115534439,8.0
389.0508508547497,10.0
314.98864408537213,10.0
160.44918410335296,9.0
181.1053914497443,10.0
87.15588390627511,10.0
87.00624820264386,9.0
185.5783285605771,10.0
79.79599521132161,12.0
297.9929767378393,9.0
137.46607725225033,10.0
247.31665372288555,10.0
157.71967612483422,12.0
447.7048995409559,9.0
390.13713693149646,9.0
259.00225868964753,9.0
46.50696629488766,12.0
172.91537985940738,12.0
245.9612133025576,12.0
252.56719883045682,10.0
344.4549021950641,9.0
364.08901457277244,9.0
217.19876985209783,10.0
198.31551701605414,10.0
122.17094534587318,12.0
301.4181478258839,8.0
67.08348904212573,9.0
315.3018547576386,10.0
84.64366400657397,10.0
200.12884786676256,10.0
67.49240935784307,10.0
199.1054902780786,10.0
241.07530876343623,8.0
269.14734737689673,12.0
7.555602283883104,12.0
400.1005354285779,9.0
132.99515649976325,9.0
-24.967151808784593,12.0
88.88604854023309,12.0
309.3232911041556,12.0
6.803231120547196,12.0
181.69455770506966,9.0
363.60250603239234,12.0
392.47704816335784,9.0
217.4648409051372,10.0
198.49686863041967,9.0
208.7559482436707,12.0
167.9478891268436,9.0
187.81554013011157,9.0
148.72327564199637,10.0
311.75524382163326,10.0
142.61480803941663,10.0
209.51868748524294,12.0
338.387729667707,10.0
221.38059597129808,8.0
65.34130368694866,12.0
124.51866729395871,12.0
422.9669392882884,8.0
133.86546316805394,10.0
313.66997541030685,10.0
340.4179413427343,8.0
228.61559251196803,8.0
311.5524664352671,10.0
463.0142686127832,9.0
125.0197672540038,10.0
158.16017258704585,10.0
222.48568765556837,10.0
115.6100756842153,12.0
313.96397046859516,10.0
18.66921270476908,10.0
229.65042773086665,10.0
197.771345164454,12.0
47.23410477642199,10.0
104.84165267656712,10.0
357.90698652512833,12.0
303.6996304248426,10.0
136.22639727804966,10.0
229.0580255014072,8.0
369.51649657820246,10.0
27.49908833161328,10.0
366.75151147316257,9.0
441.51364741509235,9.0
152.13491418642184,10.0
135.24382020303187,12.0
306.1772110215108,10.0
254.17728659383437,12.0
280.55004763435113,10.0
178.93274676602618,9.0
117.29114606225002,12.0
124.8665603515255,9.0
359.80794478110056,9.0
84.98544199086425,10.0
165.84306467943082,10.0
109.64503650781728,12.0
146.74019879848922,10.0
368.01530665870973,10.0
325.8495435417833,9.0
-26.361016166624893,12.0
116.33920930276079,9.0
317.8837612823156,10.0
505.6617235873639,10.0
-2.2733054729034734,10.0
234.67382534898525,8.0
244.43941967301612,10.0
381.57029569151484,10.0
125.6921243432688,10.0
185.4005322692725,9.0
67.71145622202295,10.0
140.69754329151453,10.0
426.222502511348,10.0
156.1653547449095,9.0
-30.27439747304868,12.0
105.42686062002,9.0
103.84252368528394,10.0
174.1130053566383,10.0
165.97991406161688,10.0
497.177163855852,9.0
153.08892373356437,10.0
94.79256953157926,10.0
290.4133318400806,10.0
97.27040452183832,9.0
192.86804834893394,10.0
342.696026950566,8.0
290.1987328032491,10.0
47.98883166490941,9.0
377.330470930885,10.0
240.09609706119426,9.0
107.82357832707424,12.0
149.47240411986186,10.0
15.824284030847934,10.0
42.682811049945485,12.0
381.9070795811854,10.0
178.49516117961394,10.0
140.19827262283036,10.0
78.30135617481835,10.0
122.29830008611549,10.0
200.01583776166478,10.0
223.99290645574288,9.0
88.74764315345824,10.0
453.92102781419123,8.0
163.69594761525258,9.0
317.4607551799055,9.0
142.45304812785145,9.0
240.41486042402988,9.0
354.92941692532486,9.0
-80.40801446225566,12.0
96.40326342945428,9.0
373.76938832674017,10.0
-59.77753456770467,12.0
264.86829740756673,10.0
321.38861178441243,9.0
27.361643489165544,12.0
138.6910328137334,9.0
77.29043950227617,10.0
376.9674999400562,10.0
44.98990574416166,12.0
90.53178378284409,9.0
139.12402871353356,10.0
284.1018261269279,10.0
294.3994760438756,10.0
164.227664018221,12.0
276.3745147857674,9.0
71.5737627660493,12.0
224.82759926436634,10.0
124.06332117077804,12.0
-3.503103128152901,8.0
197.1934933445655,10.0
311.4473962815957,10.0
351.15007823257105,12.0
310.2887340102926,12.0
298.5427843275675,12.0
193.74625331995443,9.0
85.99889046168056,10.0
324.4064517557798,12.0
188.20492577064624,8.0
267.7863228520638,10.0
186.40511540329322,10.0
295.0186030594172,12.0
150.49245747908873,12.0
123.7685095521474,10.0
198.1113572359581,10.0
216.38167101369817,10.0
154.05175586907302,10.0
223.3538506518871,12.0
127.62244080061942,10.0
-16.67260726254642,12.0
263.4214774023095,9.0
237.05686356747592,9.0
319.35336451845245,12.0
210.36195063498548,8.0
211.8159861735437,10.0
34.73659537463459,12.0
183.64189624327182,8.0
475.9596437447233,10.0
225.55191062487262,10.0
143.35363454996082,9.0
203.87726225451138,10.0
336.0380317445515,12.0
71.27023489963828,12.0
336.41373030434033,9.0
192.2331361821383,10.0
323.5100640329045,9.0
66.14385443246476,10.0
48.0759062747469,10.0
237.22214163584854,12.0
224.2300844841237,12.0
167.06868814064558,10.0
243.38074461799204,9.0
262.6788761646626,12.0
42.288277501986954,12.0
289.9153737977954,9.0
158.13815484926295,8.0
204.39212571333167,10.0
189.26759548031725,9.0
163.14532087801172,9.0
205.8023699402297,9.0
337.0323285105784,9.0
152.69444632259572,10.0
217.49139572827912,10.0
216.7414417073485,10.0
39.63719786622195,10.0
176.68858473917123,8.0
-32.94649220523536,12.0
147.92317840952643,8.0
169.38007554215886,10.0
61.23010305330814,12.0
260.87605613116574,12.0
184.8306107685978,12.0
118.91284411570794,10.0
238.87017216343514,12.0
312.66501949880205,12.0
37.06046026757895,12.0
29.96109019965263,10.0
381.2286849050996,12.0
-9.934125489194315,10.0
356.98339036331265,9.0
308.66857471541516,10.0
101.62522545763358,12.0
458.98010257883254,9.0
7.6330414484534685,12.0
147.70773059014766,8.0
160.31698394662203,9.0
113.44610150790699,12.0
87.73524788753241,12.0
129.81067409332775,12.0
100.10909237817549,9.0
134.34301242511066,10.0
203.35729308697412,12.0
23.93789901377886,12.0
-21.69749025848199,10.0
192.3801330750312,10.0
209.73385758212606,12.0
217.2712668035835,8.0
267.73074313399377,8.0
66.06349788712629,12.0
166.99474098445836,10.0
168.16986550120794,12.0
173.6546887475015,12.0
283.04755389007363,12.0
88.92437474174974,12.0
145.57563156631,12.0
192.15824729038204,10.0
129.89562564436713,12.0
48.20537688831598,10.0
341.69243270777525,10.0
233.07061692118992,9.0
68.21543182023063,12.0
416.78697372117813,10.0
142.8806451824321,10.0
127.93821312478269,10.0
141.72456669765262,8.0
169.8324697893163,9.0
128.99498105579553,9.0
229.62927118217883,9.0
233.67636333676853,12.0
209.51771467019768,10.0
297.73502029014776,10.0
203.61617544110157,12.0
95.87663404735247,12.0
307.6320990668363,12.0
100.28666576500618,10.0
162.72304094735082,9.0
55.05513790059808,12.0
497.3229507290706,9.0
98.64444600887543,10.0
50.578238574346585,9.0
97.98566145624883,12.0
174.77250375282733,10.0
274.66608760704173,10.0
237.66143727303054,10.0
405.92127464020746,8.0
82.13413237366444,9.0
230.36232746953448,10.0
-20.37068678832952,12.0
140.13287076701232,10.0
210.9031253177926,10.0
365.28337140939516,10.0
44.58112196273373,12.0
235.31346767160827,9.0
124.20255843350631,12.0
549.741662673833,8.0
94.03267922699354,10.0
495.12268048312853,9.0
426.1789554565928,12.0
187.25584428207986,10.0
285.8955601440962,9.0
195.38238747397372,12.0
33.6165560171637,10.0
175.5777522000214,10.0
55.11817176891938,12.0
148.524408513771,9.0
378.30458720535876,10.0
246.36470304247877,12.0
125.76434386839776,10.0
201.9129840722885,10.0
170.4439175382563,9.0
153.03634414023492,10.0
299.95401174827964,10.0
179.10599036885046,9.0
394.7255998703974,12.0
86.32273315271232,10.0
134.68497332613998,9.0
321.7790651593608,10.0
317.7914072683354,10.0
259.28955808285974,10.0
209.37933244051123,8.0
284.57091591183496,10.0
155.2732739363469,12.0
462.81571694186414,10.0
132.86738094759914,8.0
66.31970279387203,10.0
131.47333539683711,8.0
150.90682922883477,12.0
70.03846849312606,10.0
127.99874823061438,10.0
200.50608895968844,9.0
203.29371182389463,9.0
253.02164508529376,10.0
486.73265653798,10.0
187.7411437335739,10.0
76.07351979356588,10.0
58.38600035873333,10.0
359.48877022592956,10.0
110.92022905898011,8.0
280.0038749632433,12.0
204.52778758938513,8.0
161.69842918881537,10.0
184.46959972727663,8.0
264.70077076773407,10.0
366.25730029259194,8.0
240.59350508686504,10.0
152.34682086791952,10.0
101.24511403220818,12.0
115.53297793214631,10.0
324.38256510664684,10.0
122.39460858328515,10.0
139.0928710586158,10.0
87.12925155256681,12.0
81.82433795327796,12.0
114.13960212182573,10.0
283.28087211460917,10.0
298.6839311774312,10.0
25.815238404515867,10.0
187.11581009976035,10.0
178.8890066372183,10.0
379.75860352103984,9.0
130.87619579992213,12.0
112.54424037539582,10.0
131.4124075006741,10.0
128.9439955565989,9.0
231.25888742744638,9.0
324.93597533856814,9.0
114.1961188180272,10.0
244.9796136117439,10.0
180.62480780563448,10.0
22.366080265534038,8.0
131.00260540926416,9.0
78.82302628851822,10.0
150.47473151231117,10.0
230.6431540225055,8.0
7.3549346706722645,12.0
104.19026542142194,10.0
151.36156865123718,10.0
263.1933967920986,10.0
138.25679514897985,12.0
345.00064493718025,8.0
152.14339539903975,12.0
140.69376806401226,12.0
457.3851470047015,10.0
375.5917435895125,8.0
35.98283669227362,10.0
89.10483554994318,10.0
340.5207795659952,9.0
220.40346074955727,12.0
199.9387755931839,10.0
112.96180746903462,9.0
321.8898842467919,10.0
25.805516117645375,10.0
199.2344689712062,9.0
206.12332638351182,9.0
376.7522009084567,9.0
211.84227303600423,10.0
46.64909313966848,12.0
282.503730474873,12.0
172.11058622055964,9.0
269.4711431110817,8.0
378.74498954917794,9.0
261.12086586465006,9.0
130.89818995021693,9.0
96.2709483823881,10.0
211.11968811324545,9.0
115.42347241247353,12.0
198.0202275655048,9.0
98.79206833304619,10.0
92.53749335310685,10.0
72.38162744292714,8.0
197.99665561084618,10.0
286.2804669546726,12.0
274.6865052367848,10.0
138.42376292082008,10.0
64.46731764167163,10.0
97.08419314752263,9.0
509.46065599753683,9.0
268.6592966549738,10.0
315.7471981209212,9.0
164.74875119180552,12.0
333.9300018793833,12.0
116.61527213373097,10.0
375.30742898083656,10.0
207.83327919576723,8.0
117.24103991237408,10.0
83.68134700738528,12.0
219.37262912898433,12.0
330.5895656493051,9.0
132.83608062296165,10.0
320.35368903678426,9.0
106.92942097730145,12.0
211.03810208669972,9.0
73.55035530321584,12.0
134.332012953512,10.0
303.35171046692903,10.0
85.16593106329074,9.0
228.6545757962697,10.0
76.24917301715634,12.0
417.9543449543353,9.0
233.4745258738454,12.0
269.48633448946475,9.0
52.57593545743462,10.0
84.31633217706016,10.0
142.6049147737213,8.0
222.0078425032117,10.0
257.8779002476473,8.0
400.3283368318404,10.0
11.277267623986972,12.0
120.3404698840503,12.0
62.20596977697119,9.0
323.14967330214205,10.0
197.8736963270397,8.0
-8.394594209922957,10.0
307.4684037434898,8.0
178.47843999455148,10.0
239.02837800590984,10.0
257.4875577863282,12.0
148.96210401535404,10.0
173.880142470369,10.0
404.44119872780715,10.0
73.71597223767057,10.0
148.64042039381326,10.0
108.4780508292178,10.0
439.85441827630535,10.0
331.15829746430427,9.0
364.69063708243567,10.0
126.01829027566973,8.0
