earn_x0_lc2vs0_iate,olf_x0
284.553906156621,59.0
87.84638285041939,50.0
298.6500794579955,36.0
307.3902826458218,18.0
332.08597892497244,75.0
23.33896275076512,19.0
92.43610699402012,33.0
181.60497947702981,29.0
248.86977020966376,21.0
142.60867535293943,16.0
184.0536964434311,20.0
476.44250579942053,29.0
201.84772271981302,49.0
374.3667406922148,55.0
171.5528944960471,73.0
95.59425314120608,26.0
259.7148591126237,54.0
13.341274378856298,30.0
192.9830551225301,5.0
348.03225068275344,8.0
99.40728752914441,34.0
255.1427437936415,57.0
-87.24713676724343,24.0
72.82689374251959,38.0
190.52450717567302,41.0
63.37420449869535,15.0
285.54970861221346,57.0
184.77336355924336,25.0
199.01570624179976,11.0
197.03827194243058,33.0
39.36336194132247,11.0
181.18132655860205,46.0
208.33872663272015,23.0
39.05543662808083,75.0
54.568519589102834,44.0
263.91946507783143,12.0
323.2195956883802,22.0
118.87122122313443,17.0
97.80643420372735,49.0
293.0078191142527,60.0
175.8106476243373,22.0
59.586021721138025,2.0
348.1538191296056,70.0
361.87685264931497,55.0
78.27353532727506,2.0
202.16912333860793,35.0
273.97570331017573,59.0
148.07272033718243,30.0
28.132167286481533,9.0
448.93067096531024,61.0
240.6849567746454,39.0
124.8312879575632,21.0
150.55035912365824,46.0
27.66093005051141,24.0
-22.530893706549534,35.0
196.68556213504607,70.0
313.01427480644304,32.0
187.771116200983,32.0
330.79111868635147,61.0
28.568068702300934,55.0
154.0245604929903,29.0
147.9271491389018,63.0
172.75401017495074,22.0
312.48087952083745,42.0
85.30647496662601,48.0
309.1156015531418,27.0
77.65506494228536,71.0
350.81905319216963,45.0
289.24082447754824,56.0
410.4626323976404,4.0
153.27277790390988,33.0
189.51070448039957,47.0
-10.07968508490535,26.0
141.7498853721538,64.0
165.76329792919282,34.0
89.84415335324184,52.0
269.68125648200925,5.0
101.67887049072579,48.0
276.5839283671331,46.0
97.62509014069099,40.0
410.76014558817945,54.0
508.61773792646704,6.0
76.50776295529954,42.0
97.27293090878791,40.0
20.02167756675621,54.0
358.9706693637575,45.0
94.35911703155314,47.0
120.34700214727422,15.0
172.89889216919073,35.0
266.2346896112584,17.0
57.941929927871115,25.0
154.58740303459265,39.0
209.2813021329598,62.0
367.9905182776091,24.0
323.8628484911929,81.0
85.82904681256466,69.0
128.6950241525745,28.0
53.433502249347725,34.0
135.93042251567294,56.0
28.09167228123428,51.0
119.1950791173138,59.0
147.73883521915792,60.0
313.56900943402167,40.0
176.36173640487152,80.0
111.482048086697,32.0
255.22053749779462,26.0
131.55492622711432,58.0
187.28359725266932,17.0
176.6047080058569,43.0
243.49688414141076,32.0
284.564187880183,56.0
396.9754359620813,10.0
192.311354724475,52.0
275.3658033865477,4.0
109.19018677246092,28.0
191.74725276362506,57.0
96.54858853817721,23.0
238.89816329094805,14.0
93.18362932438598,19.0
16.252365183087704,5.0
67.03252627114762,47.0
224.85994590855825,35.0
-31.052168443647872,40.0
296.8917419794872,13.0
68.70901092322845,24.0
204.92662939890647,37.0
94.9931622637348,54.0
100.18904556398891,21.0
85.62216791180072,58.0
257.0748029340115,6.0
13.258811811685499,57.0
187.81983416239933,19.0
153.4495839753482,53.0
319.81679707918704,72.0
441.51535162972385,66.0
189.8825108315361,34.0
432.0956051856325,1.0
230.34336123389966,71.0
48.60616950610802,62.0
203.81760180227468,17.0
98.04603683519511,70.0
160.13491731477063,31.0
273.8613119863629,51.0
103.66652264749166,18.0
303.565063426248,41.0
160.2688917153298,84.0
135.37623686201255,17.0
336.46846523719887,19.0
503.54005214401747,51.0
33.27480392413571,17.0
99.51328830731472,37.0
-53.13647611756073,64.0
151.00922058240565,47.0
328.6833265942233,59.0
258.4049216327609,26.0
127.52710529726312,87.0
184.32656946435463,76.0
475.86655164623835,4.0
487.5297359916284,59.0
206.60642365838328,18.0
6.218206782126003,17.0
449.91309068336056,43.0
143.63963127475466,46.0
245.13328083309796,41.0
360.5260966302095,20.0
209.81201251526173,52.0
119.16913261546215,50.0
286.1312660924999,52.0
344.8002536560762,32.0
142.16416775326846,27.0
77.36956621848907,49.0
39.97759088177716,71.0
96.30074157966067,42.0
256.51447392698924,28.0
458.6015317954533,48.0
23.96676346897351,46.0
209.42100872349658,49.0
245.00803832736523,43.0
157.81065406815,2.0
101.79654334224057,42.0
268.02612049551794,12.0
265.7220849838509,7.0
110.24161366783521,48.0
139.591749084944,4.0
224.79981070258697,17.0
288.4201266879399,54.0
397.7786882103477,14.0
229.36884689770403,13.0
286.3459819552428,10.0
71.82898378944702,57.0
278.2874880567721,28.0
349.237257451653,62.0
82.11935727600599,57.0
150.0429349094668,52.0
206.56030142530744,52.0
155.87687506961475,62.0
84.8267079841159,39.0
128.70760934889174,33.0
107.0914881700725,30.0
237.72902683420415,50.0
141.01830019554592,4.0
196.12761761248743,38.0
217.2649555008853,18.0
55.3237914382116,32.0
352.1218977046743,65.0
61.8798471235487,45.0
75.64452408533134,44.0
237.2112976911481,11.0
168.02532707129689,5.0
329.90261081208484,14.0
196.53671287087687,30.0
358.2048053896615,48.0
310.55564191586734,57.0
155.92304489547956,22.0
112.48880421990532,20.0
234.71824213864295,68.0
389.9421307417447,34.0
73.28359347468569,10.0
73.33901667403057,33.0
105.78730568637496,47.0
150.35379699701832,43.0
278.20393190811126,3.0
239.50353666901586,56.0
295.1042279810733,57.0
412.1739455990929,38.0
29.73203706283354,29.0
391.0579180485532,37.0
60.32443152655014,50.0
183.47497112439436,38.0
117.18606337110339,5.0
97.30907363827016,64.0
181.68630073518003,46.0
35.606190696495105,7.0
344.93286611434314,16.0
122.52224321318624,46.0
50.00749808538305,14.0
129.86736701299276,46.0
61.29732690060496,26.0
100.48519658826348,60.0
121.96333475967202,8.0
161.80281621425956,55.0
142.80803484585516,54.0
198.79463885214648,65.0
399.1396551530488,54.0
213.85380267187708,21.0
198.3536380674437,27.0
334.3090318655113,57.0
376.35639226413326,62.0
258.3142120014287,16.0
0.176243940150016,53.0
173.70859076515276,28.0
124.16456102737416,34.0
319.61735725006537,4.0
68.87156223035058,34.0
208.7747193637398,58.0
198.58667623987094,64.0
194.38375017321493,23.0
140.11650932549634,41.0
145.36114348506766,33.0
57.9143096299793,1.0
170.6576952124714,55.0
382.5256885731835,26.0
101.08669002252009,33.0
293.395479062301,5.0
87.96783742604725,34.0
380.10655643175227,49.0
106.3830181397322,47.0
227.86338115901376,58.0
106.04264534152989,69.0
172.8348561735395,55.0
12.756506759905164,63.0
302.7824811117051,10.0
169.24931398453054,48.0
-80.5704039030166,49.0
194.55012629323193,42.0
355.8824889021658,4.0
89.63278930311048,26.0
311.601643420722,56.0
307.16882337119375,35.0
275.1029435251821,69.0
228.00938998804477,46.0
343.750836247563,62.0
351.59168301503513,46.0
224.108330141701,73.0
130.22535791702845,56.0
257.3407408191481,41.0
129.44023318979964,57.0
170.04672530034657,54.0
327.90649359169754,40.0
258.6044906648222,51.0
280.2090163009318,65.0
191.48256051380696,60.0
190.53709040869012,77.0
240.83135894338804,26.0
157.96277516492296,38.0
244.44719241051018,46.0
238.25797624435288,47.0
324.5635593322937,12.0
148.90364423134832,47.0
267.2217614522191,57.0
147.02943268661465,56.0
129.6949782552402,75.0
375.5095218901841,22.0
130.5655244807633,45.0
329.069588263249,9.0
532.6529517529345,13.0
191.00336698162218,27.0
292.9830867956345,43.0
114.68249976876723,31.0
419.2005855704343,21.0
395.37995136557254,65.0
312.7638323825335,65.0
104.89915186770352,30.0
76.24116008977819,66.0
145.95636218200025,61.0
302.89722092373916,13.0
145.01896840724703,59.0
139.47618914175212,46.0
344.7789576739333,39.0
253.87414353228172,34.0
513.7912672511193,10.0
166.24998403889106,29.0
196.51163258464544,56.0
308.81838693303166,24.0
141.36835064160698,46.0
295.02018150606375,6.0
132.39102357148442,4.0
155.30535103416094,45.0
-6.42556765187058,87.0
244.53844423806243,44.0
169.26154888854887,25.0
322.00115625894114,23.0
181.0314407750862,47.0
263.6530107555136,19.0
245.04977693617258,11.0
248.1429913027639,38.0
302.7174127031101,2.0
63.60872150985472,77.0
98.41852295095802,43.0
303.79206952279594,39.0
254.0490995819916,21.0
83.8529292163144,22.0
139.6186843387631,37.0
237.80588477549557,55.0
151.9141099305299,68.0
118.23740571563405,4.0
196.74223514135116,52.0
283.36509070598396,47.0
103.57704115704986,55.0
147.7070787536939,29.0
35.67162025978786,29.0
-31.709101305609465,31.0
452.1067811856759,25.0
301.4496393575919,41.0
220.9950157505674,55.0
340.0051560459473,53.0
160.27719281237313,11.0
6.867161948679154,84.0
383.07886126900644,52.0
107.70413734834587,12.0
160.7516153767584,17.0
164.5147950544898,14.0
342.14626670650676,63.0
122.24943992196913,69.0
97.55243164629843,18.0
90.97959673470606,57.0
268.54754931804666,31.0
157.30863098692254,25.0
96.0159436157087,61.0
143.4146638335702,35.0
287.66589116879607,28.0
245.64341847300062,29.0
195.13871264265916,25.0
-26.88928570152393,40.0
202.69829815405362,57.0
-27.801827640763463,38.0
191.67990194304508,44.0
257.0545502393396,35.0
158.04900508724478,35.0
168.20761353337485,25.0
346.0405233439602,55.0
267.6697747125215,10.0
162.43819564528397,64.0
92.13165351089437,70.0
352.091652689478,34.0
207.24357418276688,49.0
87.03073309212974,66.0
219.35408057604306,4.0
131.3003198458282,41.0
139.3669966742616,47.0
107.95244238048346,55.0
31.683786701985923,19.0
418.72908127432197,40.0
316.25288311372645,59.0
202.24862477868103,51.0
121.32412159439559,63.0
134.09958970810982,38.0
183.18666470021788,15.0
213.11311020544093,34.0
354.92975191409465,25.0
119.94694950353764,39.0
30.06250478528625,54.0
133.33162651166953,57.0
145.3898327307623,21.0
64.33930171922876,53.0
120.3436447917411,46.0
120.10390409504515,42.0
341.60867760739194,14.0
21.933268164189087,44.0
188.88898897807513,34.0
110.49437135401621,39.0
215.7218349343542,57.0
160.6800521796379,41.0
82.25375239924227,53.0
442.2206039442138,50.0
114.86454138966883,37.0
345.41849884565477,83.0
134.08146960387631,62.0
453.87367910063756,39.0
272.18610259068373,37.0
414.21887494804326,30.0
285.89475695912876,11.0
305.4259295948177,29.0
181.20809821279255,35.0
135.43165629634,60.0
60.08596234790996,35.0
122.9456558104409,58.0
136.15048178505026,19.0
264.49677322461685,75.0
165.0511733510269,12.0
530.0658788546465,37.0
138.6264145400221,26.0
398.19044046916287,57.0
311.00561874989245,63.0
207.98678421235388,37.0
68.09956661659481,39.0
71.88288475958723,25.0
427.5037640562212,5.0
86.31642902357481,56.0
101.17421109232362,1.0
134.11295865561488,65.0
59.466033834050805,13.0
452.543299301624,54.0
274.31266197869763,40.0
198.79394387681307,71.0
183.69671969696913,45.0
94.60947925239515,66.0
106.21385613858841,44.0
113.11321210162043,49.0
424.3527112668717,29.0
277.269665001803,45.0
105.64166722010873,20.0
285.2430641074533,28.0
132.39929567630136,68.0
151.84205752300363,39.0
287.90562377318685,20.0
279.5511918883557,50.0
35.63763055307927,18.0
90.08767467358669,29.0
320.0964228816903,50.0
535.6185307542455,13.0
98.29050746432061,47.0
172.22249325166143,13.0
127.17867852785521,50.0
76.85593811178649,57.0
219.96773870669188,27.0
15.179061480849555,46.0
276.25877728634146,30.0
122.75901695419593,71.0
166.74622572499112,17.0
118.88169596013496,8.0
137.19710210610978,23.0
174.94172292533116,43.0
53.63298653845891,39.0
300.915457662356,45.0
181.13261788514617,34.0
46.39239144425699,26.0
364.25169219853126,50.0
184.50332956705867,26.0
149.79337181465849,48.0
325.5796866384658,34.0
305.2575977784546,37.0
244.36510106542687,32.0
309.0497726127059,20.0
187.17706665107528,59.0
81.97336862791747,17.0
41.4373258058905,48.0
337.17846405402867,62.0
188.34652513491704,33.0
145.94737008325825,17.0
285.37216751190005,64.0
286.3202297739797,13.0
441.06386880001867,47.0
217.33176182703738,11.0
461.0108514748489,7.0
179.23020055889265,30.0
352.6398230634654,63.0
263.2850758998271,72.0
136.10165308614123,22.0
59.50511847412281,50.0
161.09549160595668,55.0
268.75977445195866,26.0
85.42986968027469,6.0
98.34742070045445,50.0
47.50127393629962,44.0
246.0708374213365,16.0
157.35832846644473,60.0
256.0869506343738,35.0
274.4538965516691,42.0
48.43295386097907,10.0
294.90826380426955,64.0
207.2771829555629,5.0
237.1228066909547,3.0
300.86831113416406,60.0
190.83965255871718,56.0
138.5364030762209,52.0
421.7635444066161,40.0
417.12916448923323,46.0
244.47526424306045,58.0
140.42275724654982,57.0
195.33037655160553,47.0
4.871153486010996,19.0
198.35480318486887,21.0
237.74445908080153,27.0
170.510599166542,40.0
181.03653795667185,58.0
312.49934505580893,47.0
360.6054532265827,11.0
92.44424996373007,31.0
435.3712071378685,50.0
33.17809029298107,33.0
123.54557221210501,9.0
95.12199662559004,34.0
374.46405039555634,22.0
415.40694360069324,10.0
282.2022630887517,44.0
106.12228631034876,57.0
225.73905573166988,6.0
459.340307489996,8.0
517.7321157942256,38.0
442.520021738986,66.0
327.5891490646094,9.0
208.92906444628332,38.0
361.307643568804,39.0
298.3011013424192,18.0
245.59859944762263,56.0
395.57070685472945,70.0
191.91785956566554,14.0
271.49352444192283,25.0
125.66795574878472,68.0
16.8296826884997,33.0
131.47746265973603,51.0
315.80899821258186,27.0
338.5346478965257,55.0
274.3247925696819,34.0
117.81443403173819,42.0
129.0086669325883,11.0
384.9127550742111,38.0
159.83017838161817,27.0
232.0501099549573,36.0
96.31048745427626,22.0
224.84520420101882,22.0
166.6474301163687,22.0
111.86800499115341,59.0
351.96624789397396,8.0
242.81527791872162,9.0
467.81363697862133,61.0
311.4036349308697,54.0
68.64485591193414,52.0
12.75472011629165,37.0
157.85269566535476,58.0
156.04945574698206,70.0
145.13840404991507,4.0
155.89854492878573,57.0
451.0597294404069,58.0
136.7788617655669,31.0
53.14956674421531,68.0
247.38028772859826,20.0
349.48818871475027,68.0
126.7176793105447,34.0
308.5098427060204,49.0
94.16504116996933,31.0
99.97991156215062,41.0
185.97997059218932,40.0
99.67427598740215,62.0
113.16431106608837,41.0
142.7492787550335,70.0
57.1171534338302,66.0
123.9102067076459,21.0
116.348730416921,12.0
187.24095754051226,30.0
125.16647400610745,60.0
310.4334735240616,25.0
149.0373876557764,32.0
132.96379799578943,6.0
74.56371838079693,21.0
456.99182007212465,19.0
158.4307192511792,27.0
253.27428171313957,45.0
276.12908090923185,55.0
251.40115844210544,15.0
404.8793043582907,42.0
309.04516742153425,50.0
117.14196780847436,14.0
215.82128951243067,5.0
149.43802217027104,28.0
259.1570952320974,47.0
411.668007570402,65.0
240.37866981695413,34.0
141.15395607141207,19.0
228.32990998059284,31.0
172.0871075191066,49.0
266.59948379666145,12.0
414.909489503882,42.0
72.81676786375458,27.0
-15.717904548106773,58.0
77.89865885269316,22.0
188.06668545287283,79.0
75.52315967925475,32.0
164.12806166136775,60.0
398.10678228590257,84.0
143.28629013474136,28.0
167.55518203876488,49.0
144.52877705733442,35.0
180.33218147183644,77.0
303.118711949132,68.0
106.3302807982797,42.0
349.0760349965678,64.0
79.33230852070051,40.0
49.664626950771975,50.0
56.97992768213658,19.0
230.5608735944453,53.0
408.12422952519717,38.0
264.4220358364044,38.0
194.76604060687222,31.0
90.9319068365075,47.0
151.85752962072672,32.0
266.41456373152,43.0
116.09940313797722,1.0
73.12416812360048,54.0
