earn_x0_lc1vs0_iate,olf_x0
156.31912368004288,56.0
-47.76277221922166,85.0
-94.12342565483794,51.0
-32.3021317934352,54.0
20.55188541546346,38.0
98.85411149889494,83.0
107.55755648585146,52.0
148.8866448975196,12.0
61.620340973228195,39.0
104.93306696480042,14.0
-5.046819628973992,71.0
38.16473645240555,41.0
-230.9205347631026,62.0
-35.547851072027925,17.0
-4.357292290932492,67.0
43.080419372131935,1.0
-131.21239859747516,16.0
21.731350498068252,31.0
-233.06400975005874,54.0
124.52862335858794,40.0
100.75433173966576,6.0
24.44136683007048,56.0
-179.10267702672058,44.0
-33.13111285458024,47.0
87.49323845482243,26.0
179.40237848106366,59.0
-52.28638034936682,63.0
117.64631544369661,15.0
176.74290005294196,59.0
-15.10715456898265,38.0
-31.101214389273906,32.0
-310.58022292638395,57.0
207.2129649507325,27.0
67.4470253846752,33.0
-47.18049328134481,57.0
95.21561559652822,21.0
96.16699170979265,42.0
59.19961771370559,18.0
30.200116893416748,68.0
-117.82342489869063,30.0
120.20071311712506,41.0
-23.39966194158803,30.0
-183.47141871940153,37.0
103.0223635919354,26.0
-70.46416212728364,2.0
38.259240138067014,75.0
-27.404257655357668,33.0
102.77538867377054,40.0
26.220581776212526,75.0
-102.82592152520888,37.0
-48.514664541160776,34.0
52.61139816906416,71.0
73.34866058218162,12.0
-41.11811762613917,75.0
6.240226835397067,49.0
99.550141016878,33.0
-11.720932893692398,57.0
139.02958171341848,71.0
-34.74784076215728,54.0
-92.42299417894748,35.0
-20.00575947475454,9.0
-56.78163883495472,24.0
125.22675959712392,14.0
33.80834253637862,81.0
-24.261393014058513,47.0
186.75901694929672,31.0
-72.65726563751952,38.0
156.54934069092633,44.0
83.69270933456568,23.0
63.04624448111855,26.0
32.4868147078149,63.0
62.64775220437883,41.0
-141.95913301177043,69.0
-74.85538156002531,55.0
-52.930007458455464,29.0
-13.274189779066305,7.0
-151.50904976551905,3.0
-21.836899437974694,9.0
-136.10268705194005,62.0
-101.7459468463145,38.0
86.21257534758365,54.0
80.8653008687009,69.0
66.35683643063298,5.0
-89.66075783670718,49.0
119.52613323279047,28.0
-81.85306634897414,29.0
91.61203386126823,33.0
96.58908308359173,35.0
-103.37299217080448,25.0
-33.84359539908871,47.0
98.43154338080635,41.0
-62.80998482316997,64.0
-0.6461359340675621,14.0
140.6974357759836,66.0
65.43016836373249,24.0
-132.33240237006572,63.0
29.032494610366882,57.0
-7.300282536895736,20.0
-14.832467786150232,57.0
-7.4287865748784725,48.0
13.2622999086434,54.0
-50.2327254303209,59.0
-17.334487532156288,71.0
261.3492666033748,58.0
25.1000906266312,65.0
74.93645004603542,38.0
-107.14381481293134,14.0
-149.73050108837484,47.0
102.55452996641895,38.0
53.06285492509363,14.0
-13.075441206595372,28.0
93.7057183795166,18.0
-154.08419270067077,69.0
