earn_x0_lc1vs0_iate,age
156.31912368004288,34.0
-47.76277221922166,44.0
-94.12342565483794,42.0
-32.3021317934352,47.0
20.55188541546346,46.0
98.85411149889494,37.0
107.55755648585146,44.0
148.8866448975196,45.0
61.620340973228195,35.0
104.93306696480042,34.0
-5.046819628973992,46.0
38.16473645240555,49.0
-230.9205347631026,47.0
-35.547851072027925,46.0
-4.357292290932492,38.0
43.080419372131935,41.0
-131.21239859747516,48.0
21.731350498068252,30.0
-233.06400975005874,35.0
124.52862335858794,42.0
100.75433173966576,40.0
24.44136683007048,38.0
-179.10267702672058,46.0
-33.13111285458024,45.0
87.49323845482243,34.0
179.40237848106366,34.0
-52.28638034936682,40.0
117.64631544369661,37.0
176.74290005294196,47.0
-15.10715456898265,33.0
-31.101214389273906,41.0
-310.58022292638395,48.0
207.2129649507325,40.0
67.4470253846752,46.0
-47.18049328134481,45.0
95.21561559652822,41.0
96.16699170979265,37.0
59.19961771370559,49.0
30.200116893416748,50.0
-117.82342489869063,38.0
120.20071311712506,44.0
-23.39966194158803,43.0
-183.47141871940153,48.0
103.0223635919354,36.0
-70.46416212728364,37.0
38.259240138067014,41.0
-27.404257655357668,45.0
102.77538867377054,36.0
26.220581776212526,46.0
-102.82592152520888,50.0
-48.514664541160776,48.0
52.61139816906416,40.0
73.34866058218162,33.0
-41.11811762613917,31.0
6.240226835397067,34.0
99.550141016878,39.0
-11.720932893692398,45.0
139.02958171341848,36.0
-34.74784076215728,38.0
-92.42299417894748,33.0
-20.00575947475454,50.0
-56.78163883495472,45.0
125.22675959712392,47.0
33.80834253637862,45.0
-24.261393014058513,33.0
186.75901694929672,31.0
-72.65726563751952,47.0
156.54934069092633,43.0
83.69270933456568,34.0
63.04624448111855,35.0
32.4868147078149,41.0
62.64775220437883,40.0
-141.95913301177043,42.0
-74.85538156002531,42.0
-52.930007458455464,49.0
-13.274189779066305,46.0
-151.50904976551905,37.0
-21.836899437974694,31.0
-136.10268705194005,48.0
-101.7459468463145,32.0
86.21257534758365,31.0
80.8653008687009,41.0
66.35683643063298,49.0
-89.66075783670718,36.0
119.52613323279047,44.0
-81.85306634897414,33.0
91.61203386126823,32.0
96.58908308359173,30.0
-103.37299217080448,48.0
-33.84359539908871,45.0
98.43154338080635,33.0
-62.80998482316997,35.0
-0.6461359340675621,32.0
140.6974357759836,32.0
65.43016836373249,46.0
-132.33240237006572,40.0
29.032494610366882,31.0
-7.300282536895736,36.0
-14.832467786150232,34.0
-7.4287865748784725,50.0
13.2622999086434,41.0
-50.2327254303209,36.0
-17.334487532156288,35.0
261.3492666033748,45.0
25.1000906266312,40.0
74.93645004603542,30.0
-107.14381481293134,47.0
-149.73050108837484,48.0
102.55452996641895,46.0
53.06285492509363,31.0
-13.075441206595372,40.0
93.7057183795166,48.0
-154.08419270067077,31.0
-61.564409760087564,36.0
106.60861484332915,39.0
76.40174950937755,43.0
-109.97658175468723,36.0
-175.16077774393455,43.0
106.14772958963366,36.0
96.04762443976924,32.0
94.88088704776254,30.0
144.71035164509317,35.0
21.490350761466402,34.0
57.06664885117982,44.0
3.690018453418986,49.0
-54.8737177062396,48.0
-40.86503388231847,46.0
-33.33825300743844,37.0
46.352956059578844,37.0
-44.977325575706345,49.0
73.99957670851137,34.0
-47.84952722260209,43.0
45.89632281530706,35.0
-29.294846519995456,45.0
34.489808750312164,42.0
28.336145453559425,47.0
-23.24800343092312,43.0
3.1562663577578007,47.0
-56.98706436562114,42.0
68.53999472680096,37.0
37.97949079144935,35.0
-1.8373966917229723,38.0
-26.199460302647452,39.0
-72.18147994947243,34.0
105.54264923661964,31.0
20.56428362661741,45.0
-12.466829661855684,46.0
-3.299533119823252,42.0
98.64089826806787,41.0
69.45724421524989,30.0
10.871130692300426,49.0
53.48936656383853,50.0
-27.0058257653667,33.0
-208.58981184092812,45.0
-41.353185923554186,46.0
-194.069686696369,47.0
45.45878608544621,50.0
27.14273968934907,36.0
-30.183353282092867,31.0
288.09783814971274,43.0
-42.7480279636934,33.0
106.2347331900501,39.0
19.069931367818185,31.0
-33.07323983979818,46.0
90.36653481018591,44.0
-92.59729904158075,48.0
-132.43318666295883,35.0
-30.470985777877672,42.0
83.01214752763829,45.0
150.43433602112756,36.0
-19.532149557662223,50.0
108.62028393149689,38.0
114.0209503005961,35.0
-67.28769037057864,38.0
-35.220053042187615,48.0
-46.419057128312254,40.0
15.165341061779543,46.0
105.77351121954362,46.0
105.90019273214057,32.0
18.67416962181244,40.0
-14.696976855510172,44.0
-128.65719010965688,40.0
-79.87269275361399,50.0
-8.107387489263829,47.0
44.22157861856806,39.0
-234.05311671481937,40.0
123.96041893206836,35.0
204.4718550639033,47.0
-184.863311808368,40.0
87.8305854396932,45.0
-153.6085599501606,50.0
212.49651726380742,43.0
-107.5790311980716,38.0
134.7444162530532,40.0
-95.43527096212108,44.0
142.37505324848183,41.0
-48.3312311539039,50.0
51.59698347147878,38.0
35.115980509681435,32.0
0.3437514790620071,44.0
78.79757678230794,43.0
16.742746013287842,46.0
45.82767154199615,30.0
191.5834443137376,41.0
63.537600797650626,36.0
56.12950888175263,48.0
117.50590685755247,50.0
65.35585069611864,30.0
21.288451945546882,39.0
49.78985693910019,50.0
119.84710033098023,34.0
7.591109648897316,44.0
-142.64984793778027,40.0
-28.321287062190805,48.0
-0.9019346460252677,47.0
216.3547768224794,43.0
-134.88075947349748,47.0
13.195907132681878,37.0
-13.79156361712694,34.0
-42.282920390699445,42.0
96.4276767105246,33.0
-36.904084191945685,34.0
-12.770628195662596,37.0
-56.273720352574124,42.0
32.72982957906976,38.0
33.69933791793828,31.0
191.36765861427574,35.0
7.19442522098376,42.0
-7.04964279711551,48.0
-19.312707218116486,32.0
-115.1409017321302,47.0
-30.591214875558023,47.0
41.5956402223119,49.0
-16.776595519901548,41.0
82.47822882035427,41.0
61.31610297047652,32.0
-9.95600048738143,44.0
-113.18537819940218,45.0
144.85899961388594,42.0
20.09142102536981,47.0
68.99058403954125,34.0
170.0134523798535,33.0
36.66597297851331,46.0
66.92659447471698,30.0
43.17451111306946,50.0
14.814600305840884,32.0
28.23859929410662,34.0
-163.52102120987732,48.0
27.828611593789446,42.0
-112.96120983787546,39.0
27.103844614693628,48.0
66.72371742913803,37.0
167.3938097260565,44.0
45.916415927970775,38.0
-91.63519176467184,47.0
37.42286035843739,30.0
82.94672532611361,31.0
-15.053328050042097,37.0
45.70208482396981,43.0
-13.456158520830911,48.0
59.20276553617083,35.0
49.77528457605902,39.0
25.641777868768486,49.0
120.24173923029184,33.0
44.19258963836715,50.0
40.791786062107406,43.0
15.496739591000335,39.0
136.3602590429913,40.0
-14.717434104032634,41.0
36.37483970556684,33.0
-67.80218025943705,42.0
-1.7276106638336337,47.0
14.042595372468242,36.0
109.19509972707084,50.0
-65.2214321430333,32.0
18.17489753364292,41.0
2.835554668032472,42.0
-39.310326678714716,42.0
-46.38395863532779,31.0
147.3096202603653,44.0
72.78199340781566,38.0
155.5366056487481,38.0
4.002167936319637,33.0
-146.4150222383296,45.0
-85.10022063133219,50.0
-133.2954094049296,48.0
-27.27645418391802,45.0
35.55750919448053,41.0
251.07975641097389,40.0
42.52866561019658,37.0
-57.992474378196846,43.0
-139.45910217740834,43.0
-212.03659633777943,42.0
-7.829619600332933,46.0
-156.54368979332816,40.0
128.3096335984244,32.0
-21.497685892170377,39.0
117.10642168168418,39.0
1.4005939219428,49.0
41.840088197012705,45.0
143.4561498146787,43.0
42.82721767958293,32.0
13.47973671188538,50.0
-134.2501165963859,43.0
35.840683755498844,44.0
182.21190504062113,34.0
47.196760274635835,47.0
273.58100416847896,40.0
-3.9563092237281694,31.0
97.52276067782992,43.0
48.789647474041686,43.0
-170.55750016768738,42.0
-51.2506519256832,46.0
138.16020184969756,34.0
55.000675744404305,46.0
62.22764301429824,40.0
76.96513693046222,31.0
-134.36950226344982,42.0
-30.205132828877538,41.0
-147.20216422179203,30.0
69.63142275596635,48.0
39.77670082302017,33.0
-36.56837464868818,40.0
167.76801072345793,50.0
63.661264180146844,31.0
-241.14604878870117,40.0
20.6768015823164,44.0
207.4094749475666,44.0
-68.17541585012569,35.0
19.73500239053984,33.0
110.73331375108461,32.0
-27.065489085400372,35.0
-1.4751397410410334,50.0
131.45542811982392,41.0
55.6828609609023,42.0
-55.776261215066626,45.0
-81.95102274550614,49.0
-50.30906444276437,35.0
7.724093592578811,48.0
13.009064763046155,50.0
50.836666806579444,40.0
126.8843021685534,44.0
99.16083719619598,45.0
247.69051501067315,39.0
33.28978428216706,35.0
-2.7840934829752086,43.0
10.548673774646545,45.0
129.394943915039,46.0
12.90014848122695,49.0
76.34123831568422,37.0
91.70154831303554,35.0
51.40274824581462,34.0
101.9683806139865,36.0
203.79071251821387,41.0
115.5716957054363,41.0
-85.11505541533404,31.0
105.57854894872833,45.0
-155.89371806457316,43.0
61.96269228682101,31.0
201.65328293363442,42.0
-61.37695262949077,47.0
10.28301318794431,32.0
-28.600041052612426,40.0
75.55762988200024,41.0
-9.437788176791202,36.0
45.717732638357006,46.0
94.70958514992662,41.0
-123.25658049047433,50.0
92.66188602434576,45.0
127.10708612059696,30.0
246.26135495202192,39.0
96.37733705495206,49.0
87.22065684945244,45.0
57.31124406058104,50.0
0.745973297394741,43.0
-18.693286001319166,42.0
-143.8163617517764,39.0
-187.6063861905206,43.0
-120.51817097818241,44.0
-39.99157122909634,46.0
32.388240342253084,48.0
43.55973010504766,33.0
145.3452130362876,42.0
-204.68556648973836,50.0
-99.89602581409116,38.0
1.727000783721678,34.0
48.88576245550206,49.0
24.8573953824702,36.0
39.96394548912761,35.0
-69.13415470621672,48.0
164.49342511967166,35.0
-99.33334360210713,45.0
79.22713785480846,31.0
192.72387454925484,30.0
42.07877099116405,33.0
21.174039044194046,44.0
-3.1495235264854173,48.0
127.88308267145317,35.0
123.90656426130772,30.0
181.14739234131065,42.0
41.30988906020809,36.0
-39.49189313523354,39.0
-87.83848320072246,47.0
61.101994168437706,43.0
-95.15802111298714,49.0
115.98909929407101,31.0
25.4278856014229,34.0
-22.735044924161144,46.0
-57.07930117944847,47.0
-89.14290468254833,42.0
16.481533901183752,39.0
-218.4871618772993,50.0
132.60402137264617,36.0
125.95145972503266,42.0
-33.660592207754576,44.0
131.13384482280696,42.0
27.855722677476592,46.0
57.19433312671187,34.0
-33.040728116593016,48.0
47.09015926307572,46.0
176.53557294500092,37.0
44.61513892203311,49.0
101.57640042789711,38.0
