earn_x0_lc1vs0_iate,school
156.31912368004288,10.0
-47.76277221922166,10.0
-94.12342565483794,10.0
-32.3021317934352,10.0
20.55188541546346,12.0
98.85411149889494,8.0
107.55755648585146,10.0
148.8866448975196,10.0
61.620340973228195,9.0
104.93306696480042,10.0
-5.046819628973992,10.0
38.16473645240555,9.0
-230.9205347631026,10.0
-35.547851072027925,12.0
-4.357292290932492,9.0
43.080419372131935,10.0
-131.21239859747516,10.0
21.731350498068252,12.0
-233.06400975005874,9.0
124.52862335858794,9.0
100.75433173966576,9.0
24.44136683007048,12.0
-179.10267702672058,12.0
-33.13111285458024,12.0
87.49323845482243,10.0
179.40237848106366,9.0
-52.28638034936682,9.0
117.64631544369661,10.0
176.74290005294196,10.0
-15.10715456898265,12.0
-31.101214389273906,8.0
-310.58022292638395,9.0
207.2129649507325,10.0
67.4470253846752,10.0
-47.18049328134481,10.0
95.21561559652822,10.0
96.16699170979265,10.0
59.19961771370559,8.0
30.200116893416748,12.0
-117.82342489869063,12.0
120.20071311712506,9.0
-23.39966194158803,9.0
-183.47141871940153,12.0
103.0223635919354,12.0
-70.46416212728364,12.0
38.259240138067014,12.0
-27.404257655357668,9.0
102.77538867377054,12.0
26.220581776212526,9.0
-102.82592152520888,10.0
-48.514664541160776,9.0
52.61139816906416,12.0
73.34866058218162,9.0
-41.11811762613917,9.0
6.240226835397067,10.0
99.550141016878,10.0
-11.720932893692398,10.0
139.02958171341848,12.0
-34.74784076215728,10.0
-92.42299417894748,8.0
-20.00575947475454,12.0
-56.78163883495472,12.0
125.22675959712392,8.0
33.80834253637862,10.0
-24.261393014058513,10.0
186.75901694929672,8.0
-72.65726563751952,8.0
156.54934069092633,10.0
83.69270933456568,9.0
63.04624448111855,10.0
32.4868147078149,10.0
62.64775220437883,10.0
-141.95913301177043,12.0
-74.85538156002531,10.0
-52.930007458455464,10.0
-13.274189779066305,10.0
-151.50904976551905,12.0
-21.836899437974694,10.0
-136.10268705194005,10.0
-101.7459468463145,12.0
86.21257534758365,10.0
80.8653008687009,10.0
66.35683643063298,8.0
-89.66075783670718,10.0
119.52613323279047,10.0
-81.85306634897414,9.0
91.61203386126823,9.0
96.58908308359173,10.0
-103.37299217080448,12.0
-33.84359539908871,10.0
98.43154338080635,12.0
-62.80998482316997,10.0
-0.6461359340675621,9.0
140.6974357759836,12.0
65.43016836373249,9.0
-132.33240237006572,9.0
29.032494610366882,10.0
-7.300282536895736,10.0
-14.832467786150232,12.0
-7.4287865748784725,10.0
13.2622999086434,10.0
-50.2327254303209,9.0
-17.334487532156288,12.0
261.3492666033748,9.0
25.1000906266312,10.0
74.93645004603542,10.0
-107.14381481293134,10.0
-149.73050108837484,8.0
102.55452996641895,10.0
53.06285492509363,10.0
-13.075441206595372,10.0
93.7057183795166,9.0
-154.08419270067077,10.0
-61.564409760087564,10.0
106.60861484332915,10.0
76.40174950937755,9.0
-109.97658175468723,12.0
-175.16077774393455,9.0
106.14772958963366,10.0
96.04762443976924,10.0
94.88088704776254,10.0
144.71035164509317,9.0
21.490350761466402,10.0
57.06664885117982,10.0
3.690018453418986,10.0
-54.8737177062396,9.0
-40.86503388231847,10.0
-33.33825300743844,8.0
46.352956059578844,10.0
-44.977325575706345,9.0
73.99957670851137,10.0
-47.84952722260209,9.0
45.89632281530706,12.0
-29.294846519995456,10.0
34.489808750312164,10.0
28.336145453559425,12.0
-23.24800343092312,10.0
3.1562663577578007,10.0
-56.98706436562114,10.0
68.53999472680096,10.0
37.97949079144935,10.0
-1.8373966917229723,10.0
-26.199460302647452,9.0
-72.18147994947243,10.0
105.54264923661964,8.0
20.56428362661741,9.0
-12.466829661855684,9.0
-3.299533119823252,9.0
98.64089826806787,9.0
69.45724421524989,9.0
10.871130692300426,12.0
53.48936656383853,9.0
-27.0058257653667,10.0
-208.58981184092812,12.0
-41.353185923554186,10.0
-194.069686696369,9.0
45.45878608544621,12.0
27.14273968934907,9.0
-30.183353282092867,10.0
288.09783814971274,10.0
-42.7480279636934,12.0
106.2347331900501,9.0
19.069931367818185,10.0
-33.07323983979818,10.0
90.36653481018591,10.0
-92.59729904158075,12.0
-132.43318666295883,9.0
-30.470985777877672,12.0
83.01214752763829,10.0
150.43433602112756,12.0
-19.532149557662223,8.0
108.62028393149689,10.0
114.0209503005961,10.0
-67.28769037057864,12.0
-35.220053042187615,12.0
-46.419057128312254,12.0
15.165341061779543,9.0
105.77351121954362,10.0
105.90019273214057,12.0
18.67416962181244,8.0
-14.696976855510172,10.0
-128.65719010965688,10.0
-79.87269275361399,12.0
-8.107387489263829,12.0
44.22157861856806,10.0
-234.05311671481937,10.0
123.96041893206836,10.0
204.4718550639033,10.0
-184.863311808368,12.0
87.8305854396932,10.0
-153.6085599501606,12.0
212.49651726380742,9.0
-107.5790311980716,9.0
134.7444162530532,12.0
-95.43527096212108,8.0
142.37505324848183,10.0
-48.3312311539039,12.0
51.59698347147878,8.0
35.115980509681435,10.0
0.3437514790620071,10.0
78.79757678230794,9.0
16.742746013287842,10.0
45.82767154199615,12.0
191.5834443137376,12.0
63.537600797650626,9.0
56.12950888175263,10.0
117.50590685755247,9.0
65.35585069611864,10.0
21.288451945546882,10.0
49.78985693910019,12.0
119.84710033098023,12.0
7.591109648897316,10.0
-142.64984793778027,9.0
-28.321287062190805,12.0
-0.9019346460252677,12.0
216.3547768224794,9.0
-134.88075947349748,8.0
13.195907132681878,10.0
-13.79156361712694,9.0
-42.282920390699445,9.0
96.4276767105246,9.0
-36.904084191945685,9.0
-12.770628195662596,10.0
-56.273720352574124,10.0
32.72982957906976,10.0
33.69933791793828,10.0
191.36765861427574,8.0
7.19442522098376,12.0
-7.04964279711551,8.0
-19.312707218116486,10.0
-115.1409017321302,12.0
-30.591214875558023,12.0
41.5956402223119,12.0
-16.776595519901548,10.0
82.47822882035427,12.0
61.31610297047652,12.0
-9.95600048738143,12.0
-113.18537819940218,10.0
144.85899961388594,12.0
20.09142102536981,10.0
68.99058403954125,9.0
170.0134523798535,10.0
36.66597297851331,12.0
66.92659447471698,9.0
43.17451111306946,12.0
14.814600305840884,8.0
28.23859929410662,9.0
-163.52102120987732,12.0
27.828611593789446,12.0
-112.96120983787546,12.0
27.103844614693628,9.0
66.72371742913803,10.0
167.3938097260565,12.0
45.916415927970775,12.0
-91.63519176467184,10.0
37.42286035843739,10.0
82.94672532611361,12.0
-15.053328050042097,8.0
45.70208482396981,8.0
-13.456158520830911,12.0
59.20276553617083,10.0
49.77528457605902,12.0
25.641777868768486,12.0
120.24173923029184,12.0
44.19258963836715,12.0
40.791786062107406,12.0
15.496739591000335,10.0
136.3602590429913,12.0
-14.717434104032634,10.0
36.37483970556684,10.0
-67.80218025943705,9.0
-1.7276106638336337,12.0
14.042595372468242,10.0
109.19509972707084,10.0
-65.2214321430333,10.0
18.17489753364292,8.0
2.835554668032472,9.0
-39.310326678714716,9.0
-46.38395863532779,9.0
147.3096202603653,12.0
72.78199340781566,10.0
155.5366056487481,10.0
4.002167936319637,12.0
-146.4150222383296,12.0
-85.10022063133219,12.0
-133.2954094049296,10.0
-27.27645418391802,9.0
35.55750919448053,12.0
251.07975641097389,9.0
42.52866561019658,10.0
-57.992474378196846,9.0
-139.45910217740834,12.0
-212.03659633777943,10.0
-7.829619600332933,10.0
-156.54368979332816,10.0
128.3096335984244,8.0
-21.497685892170377,9.0
117.10642168168418,10.0
1.4005939219428,12.0
41.840088197012705,10.0
143.4561498146787,10.0
42.82721767958293,10.0
13.47973671188538,12.0
-134.2501165963859,9.0
35.840683755498844,12.0
182.21190504062113,8.0
47.196760274635835,10.0
273.58100416847896,9.0
-3.9563092237281694,12.0
97.52276067782992,10.0
48.789647474041686,9.0
-170.55750016768738,12.0
-51.2506519256832,10.0
138.16020184969756,10.0
55.000675744404305,12.0
62.22764301429824,9.0
76.96513693046222,10.0
-134.36950226344982,12.0
-30.205132828877538,10.0
-147.20216422179203,10.0
69.63142275596635,9.0
39.77670082302017,10.0
-36.56837464868818,10.0
167.76801072345793,9.0
63.661264180146844,12.0
-241.14604878870117,10.0
20.6768015823164,9.0
207.4094749475666,10.0
-68.17541585012569,10.0
19.73500239053984,10.0
110.73331375108461,8.0
-27.065489085400372,10.0
-1.4751397410410334,12.0
131.45542811982392,10.0
55.6828609609023,8.0
-55.776261215066626,10.0
-81.95102274550614,8.0
-50.30906444276437,12.0
7.724093592578811,10.0
13.009064763046155,10.0
50.836666806579444,9.0
126.8843021685534,9.0
99.16083719619598,10.0
247.69051501067315,10.0
33.28978428216706,10.0
-2.7840934829752086,10.0
10.548673774646545,10.0
129.394943915039,10.0
