earn_x0_lc1vs0_iate,sect_al
156.31912368004288,10.07365179352578
-47.76277221922166,16.80156397820652
-94.12342565483794,14.29366380159172
-32.3021317934352,17.60447013640254
20.55188541546346,16.34262365410707
98.85411149889494,5.584227618370866
107.55755648585146,10.884169853481596
148.8866448975196,6.876545722211219
61.620340973228195,8.022938998903351
104.93306696480042,14.375711469500713
-5.046819628973992,9.333905091584258
38.16473645240555,5.108505545983842
-230.9205347631026,16.239913412438217
-35.547851072027925,14.081589276478278
-4.357292290932492,11.544087762845813
43.080419372131935,9.185204750144113
-131.21239859747516,16.317502705010668
21.731350498068252,17.477112864169058
-233.06400975005874,15.716579181964525
124.52862335858794,8.994935032749678
100.75433173966576,5.218827226790301
24.44136683007048,14.288659287211557
-179.10267702672058,15.692530474215395
-33.13111285458024,7.913015801979398
87.49323845482243,6.142786405873864
179.40237848106366,14.147604730552498
-52.28638034936682,16.176601459739913
117.64631544369661,11.000470633430488
176.74290005294196,14.05652253986378
-15.10715456898265,8.24275834530662
-31.101214389273906,7.728752120030903
-310.58022292638395,5.019228465525159
207.2129649507325,11.91035613150846
67.4470253846752,7.770074417325333
-47.18049328134481,17.951867968058835
95.21561559652822,5.132740986437116
96.16699170979265,8.901953679004293
59.19961771370559,12.325678788631842
30.200116893416748,14.446609179035548
-117.82342489869063,12.595382164037684
120.20071311712506,6.06882738323647
-23.39966194158803,13.189723668675953
-183.47141871940153,14.652281510498652
103.0223635919354,17.368179616295293
-70.46416212728364,14.137774779290114
38.259240138067014,17.529853879408723
-27.404257655357668,7.863236197357244
102.77538867377054,11.61972469445422
26.220581776212526,17.026004518860216
-102.82592152520888,8.363464107554325
-48.514664541160776,10.92354258696166
52.61139816906416,12.776723628408444
73.34866058218162,8.236443850825474
-41.11811762613917,5.637380383048353
6.240226835397067,16.86852506771081
99.550141016878,7.825027595307594
-11.720932893692398,11.089981435603669
139.02958171341848,11.526992970305113
-34.74784076215728,10.466891721204302
-92.42299417894748,17.318579771385657
-20.00575947475454,17.019447742226482
-56.78163883495472,8.62573509918215
125.22675959712392,15.77053968373836
33.80834253637862,13.24387872366722
-24.261393014058513,10.315705396356236
186.75901694929672,17.6982329127732
-72.65726563751952,13.091803613294514
156.54934069092633,10.106893051838778
83.69270933456568,15.476978700966145
63.04624448111855,10.167569709079974
32.4868147078149,15.355172624534047
62.64775220437883,10.642562818606049
-141.95913301177043,7.506132412402403
-74.85538156002531,13.371527587668366
-52.930007458455464,5.288124522852412
-13.274189779066305,9.968173814820616
-151.50904976551905,15.312285008133465
-21.836899437974694,6.261874670776804
-136.10268705194005,16.211045561266953
-101.7459468463145,8.84718404554691
86.21257534758365,16.24149366023247
80.8653008687009,17.449297299740845
66.35683643063298,15.616029127852032
-89.66075783670718,15.162354302500775
119.52613323279047,8.811025597714025
-81.85306634897414,6.865292874080373
91.61203386126823,15.780847019648997
96.58908308359173,6.907809363309408
-103.37299217080448,12.984455320652028
-33.84359539908871,13.12957809832156
98.43154338080635,10.138592521859527
-62.80998482316997,10.68108127247229
-0.6461359340675621,9.256130945881676
140.6974357759836,15.26838073125554
65.43016836373249,14.380460965173572
-132.33240237006572,17.834272153715688
29.032494610366882,13.274359049494487
-7.300282536895736,14.343044403525958
-14.832467786150232,10.11396574670279
-7.4287865748784725,14.806371994198072
13.2622999086434,17.21851297954508
