earn_x0_lc1vs0_iate,emplx2_2
156.31912368004288,2.0
-47.76277221922166,2.0
-94.12342565483794,2.0
-32.3021317934352,2.0
20.55188541546346,2.0
98.85411149889494,2.0
107.55755648585146,1.0
148.8866448975196,2.0
61.620340973228195,2.0
104.93306696480042,2.0
-5.046819628973992,2.0
38.16473645240555,2.0
-230.9205347631026,2.0
-35.547851072027925,2.0
-4.357292290932492,2.0
43.080419372131935,2.0
-131.21239859747516,1.0
21.731350498068252,2.0
-233.06400975005874,2.0
124.52862335858794,3.0
100.75433173966576,1.0
24.44136683007048,2.0
-179.10267702672058,2.0
-33.13111285458024,2.0
87.49323845482243,2.0
179.40237848106366,2.0
-52.28638034936682,2.0
117.64631544369661,1.0
176.74290005294196,2.0
-15.10715456898265,2.0
-31.101214389273906,1.0
-310.58022292638395,2.0
207.2129649507325,2.0
67.4470253846752,2.0
-47.18049328134481,2.0
95.21561559652822,2.0
96.16699170979265,2.0
59.19961771370559,2.0
30.200116893416748,2.0
-117.82342489869063,1.0
120.20071311712506,2.0
-23.39966194158803,2.0
-183.47141871940153,2.0
103.0223635919354,2.0
-70.46416212728364,2.0
38.259240138067014,2.0
-27.404257655357668,2.0
102.77538867377054,2.0
26.220581776212526,2.0
-102.82592152520888,2.0
-48.514664541160776,2.0
52.61139816906416,2.0
73.34866058218162,3.0
-41.11811762613917,2.0
6.240226835397067,2.0
99.550141016878,1.0
-11.720932893692398,2.0
139.02958171341848,2.0
-34.74784076215728,1.0
-92.42299417894748,2.0
-20.00575947475454,2.0
-56.78163883495472,2.0
125.22675959712392,2.0
33.80834253637862,2.0
-24.261393014058513,2.0
186.75901694929672,2.0
-72.65726563751952,2.0
156.54934069092633,2.0
83.69270933456568,2.0
63.04624448111855,2.0
32.4868147078149,1.0
62.64775220437883,2.0
-141.95913301177043,2.0
-74.85538156002531,2.0
-52.930007458455464,2.0
-13.274189779066305,2.0
-151.50904976551905,2.0
-21.836899437974694,2.0
-136.10268705194005,1.0
-101.7459468463145,2.0
86.21257534758365,2.0
80.8653008687009,2.0
66.35683643063298,2.0
-89.66075783670718,2.0
119.52613323279047,2.0
-81.85306634897414,2.0
91.61203386126823,2.0
96.58908308359173,1.0
-103.37299217080448,1.0
-33.84359539908871,2.0
98.43154338080635,2.0
-62.80998482316997,2.0
-0.6461359340675621,1.0
140.6974357759836,2.0
65.43016836373249,2.0
-132.33240237006572,1.0
29.032494610366882,1.0
-7.300282536895736,2.0
-14.832467786150232,2.0
-7.4287865748784725,2.0
13.2622999086434,3.0
