earn_x0_lc1vs0_iate,earnx2
23.785276655316352,0.0
-22.50828681940891,0.0
-22.60161223226305,0.0
-16.087916876895356,0.0
-6.191985696412242,0.0
-5.55282566247331,0.0
-24.4714840550198,0.0
-8.032845525292458,540.5292221533524
-2.2460782496876845,0.0
8.322979550908645,0.0
1.192432663504377,0.0
-13.57738557493525,0.0
-49.514180567731046,1228.7335340854088
-20.70744351553887,0.0
-37.72558844562158,0.0
-99.34538689358874,0.0
-20.416265855803772,0.0
7.514340041979516,0.0
-23.49233229603891,965.8503379932461
-37.664103420173376,1502.7000496557
-48.69692444108341,743.4988660048341
-14.309769617743768,0.0
-12.019441379588073,1567.4865435882898
-126.86582173377258,0.0
-45.529567160823206,731.6847828549727
-68.39780746469978,0.0
-1.5525405094400782,0.0
13.588847426484108,0.0
-7.978580304243792,0.0
-5.483599822904864,702.8414013080481
17.85128980560158,0.0
-90.24419529275747,0.0
-15.696515625834031,1337.9946573057587
-41.47631303637668,0.0
-3.1150487975053274,0.0
12.707457374224987,1054.856986464721
-14.536315047530522,0.0
-10.539616194315492,0.0
10.082031911666897,0.0
-7.590198447384282,0.0
-17.73563185425084,0.0
-90.75435476857672,1710.275913025411
-24.80890089076523,0.0
-10.32519506318614,1188.2006749697766
-131.83294644516116,941.0107736229702
26.64076422206964,0.0
-123.68731342853914,955.4429418040424
-15.306129075933768,0.0
3.5602461991421706,0.0
-65.69275096410865,881.809880102695
-12.537893646453085,0.0
-93.49139060611333,0.0
-20.20504620042535,0.0
13.161769065211669,1129.902604299713
20.801161971978615,870.2730383209896
-26.170806086168312,0.0
-55.80212397815964,0.0
-14.946220208994504,1131.9066236985716
-15.468169404355558,0.0
-16.115089949227183,0.0
-3.4481127226976582,1590.0336091143665
2.284922492695955,0.0
-61.47520070744508,0.0
9.718157270027461,0.0
5.382679534768361,0.0
5.6340645027672025,1079.2784244259665
10.297376289349927,0.0
27.729066760331023,0.0
-48.53576416559633,0.0
-9.195977512401004,0.0
5.270941541251489,0.0
-19.80981954578732,0.0
14.143360292550394,699.3713044043346
-12.504267510507276,0.0
-61.41003918691109,0.0
-52.198116637409385,806.2559022403984
-0.8649235917727118,0.0
-28.413040177798678,0.0
-22.98555958796487,0.0
1.7242015179188703,1725.9521238724642
-74.74429398033828,890.8636534716501
-54.376647820098015,853.423201710562
-4.953590020747555,0.0
-61.711485481445095,0.0
0.2801951965167575,0.0
-19.414149937986863,0.0
-27.017031059870988,0.0
-22.552808693825625,0.0
27.455016923528888,0.0
-16.2557340474973,0.0
21.403605764849658,518.4271933300842
-20.091961425088524,0.0
-15.575769292967337,663.1543926878377
9.337599860441458,0.0
-6.202268429730168,0.0
11.099361745927787,2196.159451190892
37.74083034651278,0.0
0.3648775138139797,0.0
-46.39992585527801,311.2415988003016
12.506241369612127,1942.8596076604335
-9.732903052976342,1181.1751560047758
