earn_x0_lc1vs0_iate,earn_x0
23.78527665531658,1193.332697145667
-22.50828681940889,3244.6781523613786
-22.601612232263022,3719.2213222458727
-16.087916876895328,3085.6925448433512
-6.1919856964122175,4004.131002137021
-5.552825662473424,1755.8269456412604
-24.471484055019687,2584.370630726857
-8.032845525292473,3413.5281476890164
-2.246078249687514,1933.0884472848177
8.322979550908695,3968.939722213053
1.1924326635043485,4292.975371818628
-13.577385574935136,4686.399666895838
-49.51418056773085,4759.08314777485
-20.70744351553887,3485.7685658506025
-37.7255884456215,2430.071681191421
-99.34538689358862,6995.563964901388
-20.416265855803772,1800.598031556699
7.5143400419796365,4116.599833906231
-23.492332296038796,2272.22316109235
-37.664103420173205,4645.666832185667
-48.69692444108318,4911.659106698894
-14.309769617743768,2285.6646826609804
-12.019441379588017,2845.918390197516
-126.86582173377269,5615.714002697792
-45.529567160823206,4666.231885699818
-68.39780746469978,5196.638068029913
-1.5525405094400497,4076.92783250837
13.588847426484222,1749.6442113020514
-7.978580304243565,1342.3696338424595
-5.483599822904807,4490.609342053655
17.851289805601695,3043.1471959793835
-90.24419529275735,5155.20693112442
-15.696515625834024,3362.485159182663
-41.47631303637661,4016.4146395269454
-3.1150487975052457,2790.325407162434
12.707457374225072,3760.962602912711
-14.53631504753055,3844.823230717023
-10.5396161943154,3925.744144977282
10.082031911666894,3494.914466391914
-7.590198447384267,3914.4693519501134
-17.735631854250727,2504.4669564633064
-90.75435476857695,5127.58637675137
-24.808900890765187,3562.886665982977
-10.32519506318603,4346.035705503462
-131.83294644516104,5810.071824153135
26.64076422206979,3785.74193468117
-123.68731342853926,6312.9529453602845
-15.306129075933768,2434.186954334409
3.5602461991422842,1479.981545887037
-65.69275096410843,5557.065867351301
-12.537893646453085,1104.7599895524174
-93.49139060611333,5894.174450994807
-20.20504620042528,2843.929690002449
13.161769065211764,4204.431798818756
20.80116197197873,3367.087933725305
-26.17080608616829,2758.136380043928
-55.802123978159415,4848.983973726757
-14.946220208994447,2644.3239547182543
-15.468169404355514,3348.914555933196
-16.115089949227155,3839.682281385358
-3.448112722697516,2467.059948003984
2.2849224926960687,1236.9125442854886
-61.4752007074452,5868.199214033304
9.718157270027405,2123.3307829249434
5.382679534768393,2944.7052830965613
5.634064502767316,4086.564922510373
10.297376289350154,1236.4920310371217
27.729066760331136,2203.298269765708
-48.53576416559628,2242.9010708714964
-9.195977512400956,2976.345607665452
5.270941541251716,2272.331181046973
-19.80981954578715,4828.744599623171
14.143360292550465,4165.808696028897
-12.504267510507333,2500.315969941594
-61.41003918691098,4574.99517557822
-52.19811663740927,5258.3726816026565
-0.8649235917726541,3270.529189816006
-28.41304017779862,2434.5966870970765
-22.98555958796493,1786.5048007083049
1.724201517918953,4163.551036313568
-74.74429398033817,5599.091023144334
-54.3766478200979,5274.488011403746
-4.9535900207475265,2588.3768914809834
-61.71148548144504,4984.429703094995
0.28019519651680724,2905.0417548316573
-19.414149937986807,3032.276959379162
-27.01703105987076,1435.250251714145
-22.552808693825625,5350.084099674365
27.455016923528888,1416.433288731004
-16.25573404749727,4316.491897663433
21.403605764849786,3159.514622200561
-20.09196142508845,2857.256750136862
-15.575769292967315,4187.695951252252
9.337599860441571,1942.731746497484
-6.202268429730111,4363.1648051243
11.09936174592788,4102.243463528355
37.74083034651292,3192.489464462401
0.3648775138140081,2960.379801999077
-46.39992585527784,1821.6106586686767
12.506241369612269,3525.110567871369
-9.732903052976187,4273.646766912285
-70.36455133872164,5005.150621529395
-6.763382272416123,4166.827593997135
-14.56506235098999,2466.037967760853
-29.343713131197433,1392.4133414491428
-57.12872745414029,4794.484188827246
69.5669080127877,3751.7426100040575
-17.708142374198573,3733.3803090074
-6.868591009983987,2463.1960026471934
-67.26275112293129,4941.75256753342
-38.82256982737432,2959.1602158750347
-15.103329320538393,4176.901486798269
-0.8695016803977751,1970.7023382414168
-5.7731077061948035,3607.59350893063
23.5595298997941,3980.372097176493
-16.48816726120691,2005.871285241926
-20.083293196920238,3473.3885679187806
-16.458844366632196,2801.278027465041
-1.2745151540618576,3180.064792589384
-147.85259185306234,5955.268136243457
-41.02599306591384,4029.063675124101
28.7798194492565,4251.443448339634
6.9217178630114375,4376.287514555002
15.994012212478381,2914.4940641390226
-4.599273143093569,3007.191003591542
7.196317403817062,3171.015817943025
-17.33989616206918,5723.4384249604
-27.697561869680015,2869.2253710300465
-27.28051525695316,4296.829243576472
0.5362616650259895,3155.162002986955
-4.183667012685305,2189.401971175196
11.713737430877217,3764.2748020453705
-37.45709157288218,4701.282450358163
-9.345823621815612,2338.9285731119826
-16.305013694507522,2203.096480877128
15.587138744549895,3525.529953768866
-2.52874082067855,4041.3365993475
-0.8115576437217307,4137.11279849873
-99.23796811084878,7140.324224398464
-13.87740828076602,1888.5507874313764
-27.378628216662097,3978.142203617335
-35.0647704866542,1615.7314115125334
-56.66280284902416,5713.4417634892
-17.093917375254478,3086.749538023775
-12.050131334468645,4385.364117998522
-29.69682877943626,4377.644339969802
-77.12642479892628,5378.628361660634
-5.615677952437011,1931.0782440644648
-1.2155391726343368,3555.0888770035867
-23.261993355078516,2288.560613092506
-83.47090282572549,5310.097974352306
24.810059974442424,1581.78916347634
-5.233583190487025,2354.727117399696
