earn_x0_lc2vs0_iate,voc_deg
402.61869073504147,0.0
366.0100724439353,0.0
163.8518999549147,1.0
296.89686479473323,1.0
176.4278736922687,0.0
520.9404115534439,1.0
389.0508508547497,1.0
314.98864408537213,1.0
160.44918410335296,1.0
181.1053914497443,1.0
87.15588390627511,1.0
87.00624820264386,1.0
185.5783285605771,1.0
79.79599521132161,1.0
297.9929767378393,1.0
137.46607725225033,0.0
247.31665372288555,0.0
157.71967612483422,1.0
447.7048995409559,1.0
390.13713693149646,1.0
259.00225868964753,1.0
46.50696629488766,1.0
172.91537985940738,1.0
245.9612133025576,1.0
252.56719883045682,1.0
344.4549021950641,0.0
364.08901457277244,1.0
217.19876985209783,1.0
198.31551701605414,1.0
122.17094534587318,1.0
301.4181478258839,1.0
67.08348904212573,1.0
315.3018547576386,1.0
84.64366400657397,1.0
200.12884786676256,1.0
67.49240935784307,0.0
199.1054902780786,1.0
241.07530876343623,1.0
269.14734737689673,0.0
7.555602283883104,1.0
400.1005354285779,1.0
132.99515649976325,1.0
-24.967151808784593,0.0
88.88604854023309,0.0
309.3232911041556,1.0
6.803231120547196,0.0
181.69455770506966,1.0
363.60250603239234,1.0
392.47704816335784,0.0
217.4648409051372,1.0
198.49686863041967,0.0
208.7559482436707,1.0
167.9478891268436,1.0
187.81554013011157,1.0
148.72327564199637,1.0
311.75524382163326,1.0
142.61480803941663,1.0
209.51868748524294,0.0
338.387729667707,1.0
221.38059597129808,1.0
65.34130368694866,1.0
124.51866729395871,0.0
422.9669392882884,1.0
133.86546316805394,1.0
313.66997541030685,0.0
340.4179413427343,1.0
228.61559251196803,1.0
311.5524664352671,1.0
463.0142686127832,0.0
125.0197672540038,1.0
158.16017258704585,0.0
222.48568765556837,1.0
115.6100756842153,1.0
313.96397046859516,1.0
18.66921270476908,1.0
229.65042773086665,1.0
197.771345164454,0.0
47.23410477642199,1.0
104.84165267656712,1.0
357.90698652512833,1.0
303.6996304248426,1.0
136.22639727804966,1.0
229.0580255014072,1.0
369.51649657820246,1.0
27.49908833161328,1.0
366.75151147316257,0.0
441.51364741509235,1.0
152.13491418642184,1.0
135.24382020303187,1.0
306.1772110215108,1.0
254.17728659383437,0.0
280.55004763435113,1.0
178.93274676602618,1.0
117.29114606225002,1.0
124.8665603515255,1.0
359.80794478110056,1.0
84.98544199086425,1.0
165.84306467943082,1.0
109.64503650781728,1.0
146.74019879848922,0.0
368.01530665870973,1.0
325.8495435417833,1.0
-26.361016166624893,0.0
116.33920930276079,1.0
317.8837612823156,0.0
505.6617235873639,1.0
-2.2733054729034734,1.0
234.67382534898525,1.0
244.43941967301612,1.0
381.57029569151484,1.0
125.6921243432688,0.0
185.4005322692725,1.0
67.71145622202295,1.0
140.69754329151453,0.0
426.222502511348,0.0
156.1653547449095,1.0
-30.27439747304868,1.0
105.42686062002,1.0
103.84252368528394,1.0
174.1130053566383,1.0
165.97991406161688,1.0
497.177163855852,1.0
153.08892373356437,0.0
94.79256953157926,1.0
290.4133318400806,1.0
97.27040452183832,1.0
192.86804834893394,1.0
342.696026950566,1.0
290.1987328032491,1.0
47.98883166490941,1.0
377.330470930885,1.0
240.09609706119426,1.0
107.82357832707424,0.0
149.47240411986186,0.0
15.824284030847934,1.0
42.682811049945485,1.0
381.9070795811854,1.0
178.49516117961394,1.0
140.19827262283036,0.0
78.30135617481835,1.0
122.29830008611549,1.0
200.01583776166478,1.0
223.99290645574288,1.0
88.74764315345824,1.0
453.92102781419123,1.0
163.69594761525258,1.0
317.4607551799055,1.0
142.45304812785145,1.0
240.41486042402988,0.0
354.92941692532486,1.0
-80.40801446225566,1.0
96.40326342945428,1.0
373.76938832674017,1.0
-59.77753456770467,1.0
264.86829740756673,1.0
321.38861178441243,1.0
27.361643489165544,1.0
138.6910328137334,1.0
77.29043950227617,1.0
376.9674999400562,1.0
44.98990574416166,1.0
90.53178378284409,1.0
139.12402871353356,1.0
284.1018261269279,0.0
294.3994760438756,1.0
164.227664018221,1.0
276.3745147857674,1.0
71.5737627660493,1.0
224.82759926436634,1.0
124.06332117077804,1.0
-3.503103128152901,1.0
197.1934933445655,0.0
311.4473962815957,1.0
351.15007823257105,0.0
310.2887340102926,1.0
298.5427843275675,1.0
193.74625331995443,1.0
85.99889046168056,1.0
324.4064517557798,1.0
188.20492577064624,1.0
267.7863228520638,1.0
186.40511540329322,0.0
295.0186030594172,1.0
150.49245747908873,1.0
123.7685095521474,1.0
198.1113572359581,1.0
216.38167101369817,1.0
154.05175586907302,1.0
223.3538506518871,0.0
127.62244080061942,0.0
-16.67260726254642,1.0
263.4214774023095,0.0
237.05686356747592,0.0
319.35336451845245,0.0
210.36195063498548,0.0
211.8159861735437,1.0
34.73659537463459,0.0
183.64189624327182,1.0
475.9596437447233,1.0
225.55191062487262,1.0
143.35363454996082,1.0
203.87726225451138,0.0
336.0380317445515,0.0
71.27023489963828,1.0
336.41373030434033,1.0
192.2331361821383,1.0
323.5100640329045,0.0
66.14385443246476,1.0
48.0759062747469,0.0
237.22214163584854,1.0
224.2300844841237,1.0
167.06868814064558,1.0
243.38074461799204,1.0
262.6788761646626,1.0
42.288277501986954,1.0
289.9153737977954,0.0
158.13815484926295,1.0
204.39212571333167,0.0
189.26759548031725,1.0
163.14532087801172,1.0
205.8023699402297,1.0
337.0323285105784,0.0
152.69444632259572,0.0
217.49139572827912,0.0
216.7414417073485,0.0
39.63719786622195,0.0
176.68858473917123,1.0
-32.94649220523536,0.0
147.92317840952643,1.0
169.38007554215886,1.0
61.23010305330814,0.0
260.87605613116574,1.0
184.8306107685978,0.0
118.91284411570794,0.0
238.87017216343514,1.0
312.66501949880205,1.0
37.06046026757895,1.0
29.96109019965263,1.0
381.2286849050996,1.0
-9.934125489194315,1.0
356.98339036331265,0.0
308.66857471541516,1.0
101.62522545763358,1.0
458.98010257883254,1.0
7.6330414484534685,1.0
147.70773059014766,1.0
160.31698394662203,1.0
113.44610150790699,0.0
87.73524788753241,1.0
129.81067409332775,1.0
100.10909237817549,1.0
134.34301242511066,1.0
203.35729308697412,0.0
23.93789901377886,1.0
-21.69749025848199,1.0
192.3801330750312,1.0
209.73385758212606,1.0
217.2712668035835,1.0
267.73074313399377,1.0
66.06349788712629,0.0
166.99474098445836,1.0
168.16986550120794,1.0
173.6546887475015,0.0
283.04755389007363,0.0
88.92437474174974,1.0
145.57563156631,0.0
192.15824729038204,0.0
129.89562564436713,1.0
48.20537688831598,1.0
341.69243270777525,1.0
233.07061692118992,1.0
68.21543182023063,1.0
416.78697372117813,1.0
142.8806451824321,1.0
127.93821312478269,1.0
141.72456669765262,0.0
169.8324697893163,1.0
128.99498105579553,1.0
229.62927118217883,0.0
233.67636333676853,1.0
209.51771467019768,1.0
297.73502029014776,1.0
203.61617544110157,1.0
95.87663404735247,0.0
307.6320990668363,0.0
100.28666576500618,1.0
162.72304094735082,0.0
55.05513790059808,0.0
497.3229507290706,1.0
98.64444600887543,1.0
50.578238574346585,1.0
97.98566145624883,0.0
174.77250375282733,1.0
274.66608760704173,1.0
237.66143727303054,1.0
405.92127464020746,1.0
82.13413237366444,1.0
230.36232746953448,1.0
-20.37068678832952,1.0
140.13287076701232,1.0
210.9031253177926,1.0
365.28337140939516,1.0
44.58112196273373,1.0
235.31346767160827,0.0
124.20255843350631,0.0
549.741662673833,1.0
94.03267922699354,1.0
495.12268048312853,1.0
426.1789554565928,0.0
187.25584428207986,1.0
285.8955601440962,1.0
195.38238747397372,1.0
33.6165560171637,1.0
175.5777522000214,1.0
55.11817176891938,1.0
148.524408513771,1.0
378.30458720535876,0.0
246.36470304247877,0.0
125.76434386839776,1.0
201.9129840722885,0.0
170.4439175382563,1.0
153.03634414023492,0.0
299.95401174827964,0.0
179.10599036885046,1.0
394.7255998703974,0.0
86.32273315271232,1.0
134.68497332613998,1.0
321.7790651593608,1.0
317.7914072683354,1.0
259.28955808285974,1.0
209.37933244051123,1.0
284.57091591183496,0.0
155.2732739363469,1.0
462.81571694186414,1.0
132.86738094759914,1.0
66.31970279387203,0.0
131.47333539683711,1.0
150.90682922883477,0.0
70.03846849312606,1.0
127.99874823061438,1.0
200.50608895968844,1.0
203.29371182389463,1.0
253.02164508529376,1.0
486.73265653798,1.0
187.7411437335739,1.0
76.07351979356588,1.0
58.38600035873333,1.0
359.48877022592956,1.0
110.92022905898011,1.0
280.0038749632433,1.0
204.52778758938513,1.0
161.69842918881537,0.0
184.46959972727663,1.0
264.70077076773407,1.0
366.25730029259194,1.0
240.59350508686504,1.0
152.34682086791952,1.0
101.24511403220818,0.0
115.53297793214631,1.0
324.38256510664684,1.0
122.39460858328515,1.0
139.0928710586158,0.0
87.12925155256681,1.0
81.82433795327796,0.0
114.13960212182573,1.0
283.28087211460917,1.0
298.6839311774312,1.0
25.815238404515867,1.0
187.11581009976035,1.0
178.8890066372183,1.0
379.75860352103984,1.0
130.87619579992213,0.0
112.54424037539582,1.0
131.4124075006741,1.0
128.9439955565989,1.0
231.25888742744638,1.0
324.93597533856814,1.0
114.1961188180272,1.0
244.9796136117439,1.0
180.62480780563448,1.0
22.366080265534038,1.0
131.00260540926416,1.0
78.82302628851822,1.0
150.47473151231117,1.0
230.6431540225055,1.0
7.3549346706722645,1.0
104.19026542142194,1.0
151.36156865123718,1.0
263.1933967920986,1.0
138.25679514897985,0.0
345.00064493718025,0.0
152.14339539903975,0.0
140.69376806401226,1.0
457.3851470047015,1.0
375.5917435895125,0.0
35.98283669227362,1.0
89.10483554994318,1.0
340.5207795659952,1.0
220.40346074955727,0.0
199.9387755931839,1.0
112.96180746903462,1.0
321.8898842467919,0.0
25.805516117645375,0.0
199.2344689712062,1.0
206.12332638351182,1.0
376.7522009084567,1.0
211.84227303600423,1.0
46.64909313966848,0.0
282.503730474873,0.0
172.11058622055964,1.0
269.4711431110817,1.0
378.74498954917794,1.0
261.12086586465006,1.0
130.89818995021693,1.0
96.2709483823881,1.0
211.11968811324545,1.0
115.42347241247353,1.0
198.0202275655048,1.0
98.79206833304619,0.0
92.53749335310685,1.0
72.38162744292714,1.0
197.99665561084618,1.0
286.2804669546726,0.0
274.6865052367848,0.0
138.42376292082008,1.0
64.46731764167163,1.0
97.08419314752263,1.0
509.46065599753683,1.0
268.6592966549738,1.0
315.7471981209212,1.0
164.74875119180552,0.0
333.9300018793833,1.0
116.61527213373097,0.0
375.30742898083656,0.0
207.83327919576723,0.0
117.24103991237408,1.0
83.68134700738528,0.0
219.37262912898433,0.0
330.5895656493051,0.0
132.83608062296165,1.0
320.35368903678426,1.0
106.92942097730145,1.0
211.03810208669972,1.0
73.55035530321584,1.0
134.332012953512,1.0
303.35171046692903,1.0
85.16593106329074,0.0
228.6545757962697,1.0
76.24917301715634,1.0
417.9543449543353,1.0
233.4745258738454,1.0
269.48633448946475,1.0
52.57593545743462,0.0
84.31633217706016,1.0
142.6049147737213,1.0
222.0078425032117,0.0
257.8779002476473,1.0
400.3283368318404,1.0
11.277267623986972,0.0
120.3404698840503,0.0
62.20596977697119,1.0
323.14967330214205,1.0
197.8736963270397,1.0
-8.394594209922957,1.0
307.4684037434898,1.0
178.47843999455148,1.0
239.02837800590984,1.0
257.4875577863282,0.0
148.96210401535404,0.0
173.880142470369,1.0
404.44119872780715,0.0
73.71597223767057,1.0
148.64042039381326,1.0
108.4780508292178,1.0
439.85441827630535,1.0
331.15829746430427,1.0
364.69063708243567,1.0
126.01829027566973,1.0
164.58706549833502,1.0
312.7956991829872,1.0
204.72221582811443,1.0
-41.04298837446731,1.0
126.46008726385338,1.0
245.44346431044013,1.0
205.03697814853695,1.0
147.74575973292212,1.0
128.8653803469038,0.0
207.96029480347812,0.0
177.81251229331673,1.0
188.21947895617956,1.0
112.28293932500358,1.0
171.1365896910213,1.0
159.04584533307846,1.0
189.41754806278269,1.0
168.41028298647132,1.0
113.4755796291195,0.0
120.29753911882426,1.0
265.1406663167949,1.0
185.2362783423171,1.0
269.8556201675845,1.0
227.14295693414525,1.0
163.13508273074154,1.0
123.47523790310777,1.0
211.95759395727072,1.0
176.1468131465956,0.0
225.41385242992786,0.0
368.91868831514125,0.0
202.82458977692767,1.0
-40.981814078924685,1.0
59.38383166000574,0.0
174.71774364633868,1.0
-0.6958999740741092,1.0
370.6962360952436,0.0
62.25038906148694,1.0
196.42203089092956,1.0
310.3844419140791,1.0
323.24588566643024,1.0
85.37745300804932,1.0
355.4710155417963,1.0
108.5645004158992,1.0
284.553906156621,1.0
87.84638285041939,1.0
298.6500794579955,0.0
307.3902826458218,1.0
332.08597892497244,0.0
23.33896275076512,1.0
92.43610699402012,1.0
181.60497947702981,1.0
248.86977020966376,1.0
142.60867535293943,1.0
184.0536964434311,1.0
476.44250579942053,1.0
201.84772271981302,1.0
374.3667406922148,1.0
171.5528944960471,1.0
95.59425314120608,1.0
259.7148591126237,0.0
13.341274378856298,0.0
192.9830551225301,0.0
348.03225068275344,1.0
99.40728752914441,1.0
255.1427437936415,0.0
