ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
23.514528384240514,195.5331954185512,172.01866703431068,65.66702784139318,72.17545112012937,77.96668676209198,0.35808729521055227,2.7091371426706328,2.206309825107863,0.7202780620529763,0.006745959762186726,0.027362540385672277
