earn_x0_lc2vs0_iate,prof_al
402.61869073504147,5.199828473677943
366.0100724439353,9.972500710882604
163.8518999549147,15.3398888031624
296.89686479473323,4.202088819305654
176.4278736922687,6.634496340496886
520.9404115534439,15.28429555509485
389.0508508547497,11.93528310010809
314.98864408537213,16.2401455468251
160.44918410335296,13.528772408744375
181.1053914497443,4.558770137425667
87.15588390627511,17.25371450774734
87.00624820264386,13.477180792474709
185.5783285605771,7.601526697287597
79.79599521132161,14.0776378051572
297.9929767378393,14.857835296222223
137.46607725225033,17.949696992028777
247.31665372288555,16.727012275144972
157.71967612483422,11.713334595702674
447.7048995409559,12.776524669721166
390.13713693149646,17.013925080035023
259.00225868964753,8.666842109846822
46.50696629488766,15.11366605291241
172.91537985940738,15.783582755202806
245.9612133025576,4.4822920087565405
252.56719883045682,8.807148343048238
344.4549021950641,10.856385245915352
364.08901457277244,5.068244989985891
217.19876985209783,14.957066506343072
198.31551701605414,10.71612012586223
122.17094534587318,15.172429968889086
301.4181478258839,10.817314626104004
67.08348904212573,16.004217193077253
315.3018547576386,12.19167338268177
84.64366400657397,5.778198923238849
200.12884786676256,7.677540104410807
67.49240935784307,15.172962256158666
199.1054902780786,9.192573852018228
241.07530876343623,9.153353147604026
269.14734737689673,12.645720268156488
7.555602283883104,5.389155891860705
400.1005354285779,17.794495433776333
132.99515649976325,13.84187704621014
-24.967151808784593,10.248717798493946
88.88604854023309,12.604926070500095
309.3232911041556,17.531750531914025
6.803231120547196,12.14500536114396
181.69455770506966,10.129719679509446
363.60250603239234,13.37446026677708
392.47704816335784,11.954153957643742
217.4648409051372,13.884474580134546
198.49686863041967,16.9882955389471
208.7559482436707,16.772582396058425
167.9478891268436,12.851085094944375
187.81554013011157,12.381906472780384
148.72327564199637,14.292152258717186
311.75524382163326,10.262430713167742
142.61480803941663,7.810027123458474
209.51868748524294,12.64975448622513
338.387729667707,15.350115924058713
221.38059597129808,15.355151032563809
65.34130368694866,12.82012091140108
124.51866729395871,18.39196656034227
422.9669392882884,10.464441985110302
133.86546316805394,12.251114743177151
313.66997541030685,7.871148225823708
340.4179413427343,9.156795386091188
228.61559251196803,8.809114913979647
311.5524664352671,15.520657526881095
463.0142686127832,18.446746317946246
125.0197672540038,4.563001207730723
158.16017258704585,13.53764428322824
222.48568765556837,10.177996385227257
115.6100756842153,18.27967031457033
313.96397046859516,11.176771846730755
18.66921270476908,10.015698583614524
229.65042773086665,5.372236861658555
197.771345164454,8.401776702279598
47.23410477642199,7.913606763763119
104.84165267656712,9.272629485295424
357.90698652512833,5.995737467203908
303.6996304248426,5.77557631519888
136.22639727804966,13.751636004962364
229.0580255014072,8.678050735931455
369.51649657820246,15.014704994338096
27.49908833161328,8.121364194918598
366.75151147316257,4.7195546145621154
441.51364741509235,15.13530313313607
152.13491418642184,17.496355373355208
135.24382020303187,5.937265846128759
306.1772110215108,16.01097453772138
254.17728659383437,11.799550632158397
280.55004763435113,18.93672503468628
178.93274676602618,16.848849053736792
117.29114606225002,9.94678043353354
124.8665603515255,6.950486302819106
359.80794478110056,7.765976173923645
84.98544199086425,12.374641903823068
165.84306467943082,11.131305894680246
109.64503650781728,18.167455364190264
146.74019879848922,14.451927237061268
368.01530665870973,11.43911395523176
325.8495435417833,7.560984279109718
-26.361016166624893,14.068313548558551
116.33920930276079,11.504050073355828
317.8837612823156,10.32310657270989
505.6617235873639,9.152136891219708
-2.2733054729034734,15.504195306721424
234.67382534898525,18.69518883237335
244.43941967301612,9.470177806763186
381.57029569151484,4.389921628708727
125.6921243432688,12.482285493797662
185.4005322692725,5.226541861943557
67.71145622202295,14.939620611459844
140.69754329151453,9.834972975669494
426.222502511348,4.276809779299971
156.1653547449095,8.528590720151444
-30.27439747304868,7.371502988285614
105.42686062002,16.404496492236763
103.84252368528394,4.471148093112562
174.1130053566383,9.294358146771316
165.97991406161688,11.053229518579675
497.177163855852,4.245458156893623
153.08892373356437,6.14279023346996
