earn_x0_lc2vs0_iate,earn_x0
126.63122253894579,1193.332697145667
36.851058608103585,3244.6781523613786
3.2939705960494052,3719.2213222458727
16.663052189337847,3085.6925448433512
17.756163344088158,4004.131002137021
25.349303371850283,1755.8269456412604
20.031667744862673,2584.370630726857
14.665438964788706,3413.5281476890164
17.340316273156475,1933.0884472848177
14.412969131303726,3968.939722213053
13.343480530266376,4292.975371818628
-5.434673696521656,4686.399666895838
-38.604641355196065,4759.08314777485
-15.060706845706733,3485.7685658506025
-23.061523511219605,2430.071681191421
-117.11821364081084,6995.563964901388
26.786091136754237,1800.598031556699
24.38561756209655,4116.599833906231
-1.9818873958425343,2272.22316109235
4.759819238263162,4645.666832185667
-0.611707137283247,4911.659106698894
-11.587332542510694,2285.6646826609804
36.012409265116474,2845.918390197516
-110.37055273629085,5615.714002697792
8.012231588521843,4666.231885699818
-35.12077191671426,5196.638068029913
19.85969005527008,4076.92783250837
59.38322803541354,1749.6442113020514
98.07238597100957,1342.3696338424595
34.609973001821345,4490.609342053655
30.211875158493626,3043.1471959793835
-67.68768149015216,5155.20693112442
9.384158650703519,3362.485159182663
11.115965170351998,4016.4146395269454
0.7897519258528298,2790.325407162434
30.23233911056319,3760.962602912711
6.379767042568787,3844.823230717023
3.526360030370501,3925.744144977282
17.065418529725953,3494.914466391914
-1.7942470498055059,3914.4693519501134
-16.060414825233494,2504.4669564633064
-98.42071454770678,5127.58637675137
12.182750473168923,3562.886665982977
24.715104756757086,4346.035705503462
-160.72113579895506,5810.071824153135
36.107025566404374,3785.74193468117
-70.4984120113212,6312.9529453602845
-34.14123583226308,2434.186954334409
77.39537477034867,1479.981545887037
-40.58021004129023,5557.065867351301
95.70769803343683,1104.7599895524174
-73.37095489028775,5894.174450994807
-29.997068883810844,2843.929690002449
40.671644820127476,4204.431798818756
27.604607457646054,3367.087933725305
-3.827903433471036,2758.136380043928
-11.477810278325705,4848.983973726757
14.86371916674473,2644.3239547182543
-0.8153192997331006,3348.914555933196
27.032615414878023,3839.682281385358
18.338001523176302,2467.059948003984
66.05265916571886,1236.9125442854886
-61.33277569958511,5868.199214033304
6.449322407813327,2123.3307829249434
20.202807603591143,2944.7052830965613
10.112949415408288,4086.564922510373
93.16393635530983,1236.4920310371217
19.02922352732628,2203.298269765708
-9.463404169081628,2242.9010708714964
8.649489412010023,2976.345607665452
22.788394707578618,2272.331181046973
-5.964063693285539,4828.744599623171
32.301224803097,4165.808696028897
4.14022289590136,2500.315969941594
-12.078519619490237,4574.99517557822
-33.25322795490604,5258.3726816026565
-13.238935112463878,3270.529189816006
-9.044096711074275,2434.5966870970765
61.29091860278771,1786.5048007083049
14.256663958510561,4163.551036313568
-82.55581988783865,5599.091023144334
-7.833226506750293,5274.488011403746
9.209651366864222,2588.3768914809834
-67.39917161861854,4984.429703094995
-0.8495124471176396,2905.0417548316573
-16.28390432171426,3032.276959379162
56.79847562223995,1435.250251714145
-86.68557585288363,5350.084099674365
128.31599402639245,1416.433288731004
74.45125976857696,4316.491897663433
29.579005782174704,3159.514622200561
8.627148796600345,2857.256750136862
15.106940043795518,4187.695951252252
21.171737295645187,1942.731746497484
56.52278873532617,4363.1648051243
44.23262415966977,4102.243463528355
14.440912917838972,3192.489464462401
19.530438472453028,2960.379801999077
31.52022100882391,1821.6106586686767
12.56093992570662,3525.110567871369
27.327175131658805,4273.646766912285
