earn_x0_lc2vs0_iate,reg_al
126.63122253894579,10.050615537983502
36.851058608103585,13.741563324684204
3.2939705960494052,8.825482962327687
16.663052189337847,10.959246550795884
17.756163344088158,14.804185875909267
25.349303371850283,6.677699816615499
20.031667744862673,7.51243705615898
14.665438964788706,7.51243705615898
17.340316273156475,8.466574711031729
14.412969131303726,8.489792942049156
13.343480530266376,6.2022476666536495
-5.434673696521656,5.715020948158258
-38.604641355196065,8.489792942049156
-15.060706845706733,14.40186392129919
-23.061523511219605,16.55187586437651
-117.11821364081084,15.642798481867777
26.786091136754237,5.783144560228929
24.38561756209655,13.57303201294301
-1.9818873958425343,14.49019113834319
4.759819238263162,5.86067097313722
-0.611707137283247,14.40186392129919
-11.587332542510694,6.8852325544836805
36.012409265116474,11.03190922138772
-110.37055273629085,6.129921717099373
8.012231588521843,17.826556324068328
-35.12077191671426,10.050615537983502
19.85969005527008,5.783144560228929
59.38322803541354,10.812397531915511
98.07238597100957,15.4126894841696
34.609973001821345,7.51243705615898
30.211875158493626,14.49019113834319
-67.68768149015216,13.741563324684204
9.384158650703519,19.45958127571632
11.115965170351998,11.031587821201295
0.7897519258528298,6.824294917274682
30.23233911056319,12.627328492201132
6.379767042568787,15.9029059034019
3.526360030370501,9.636531068070866
17.065418529725953,10.603827650086728
-1.7942470498055059,12.316557609793488
-16.060414825233494,10.08192028414992
-98.42071454770678,14.36506945499525
12.182750473168923,13.57303201294301
24.715104756757086,14.36506945499525
-160.72113579895506,6.2022476666536495
36.107025566404374,10.050615537983502
-70.4984120113212,19.07062212473508
-34.14123583226308,11.296729393764217
77.39537477034867,12.546763015475303
-40.58021004129023,12.627328492201132
95.70769803343683,13.589459515373113
-73.37095489028775,15.077459475794244
-29.997068883810844,16.065847450474042
40.671644820127476,18.46806689735796
27.604607457646054,5.6673130249313965
-3.827903433471036,5.6673130249313965
-11.477810278325705,6.240418498934321
14.86371916674473,5.86067097313722
-0.8153192997331006,15.642798481867777
27.032615414878023,6.129921717099373
18.338001523176302,13.741563324684204
66.05265916571886,7.246800499530508
-61.33277569958511,8.489792942049156
6.449322407813327,5.985391787419051
20.202807603591143,14.18646213821365
10.112949415408288,7.398732050700365
93.16393635530983,16.415188823968002
19.02922352732628,12.627328492201132
-9.463404169081628,5.6673130249313965
8.649489412010023,13.57303201294301
22.788394707578618,12.312436218058837
