earn_x0_lc2vs0_iate,emplx1_1
126.6312225389459,1.0
36.85105860810359,1.0
3.2939705960494052,3.0
16.663052189337847,1.0
17.756163344088144,1.0
25.349303371850056,1.0
20.03166774486273,1.0
14.665438964788635,1.0
17.34031627315653,1.0
14.412969131303754,1.0
13.34348053026639,1.0
-5.434673696521543,1.0
-38.604641355196094,1.0
-15.06070684570674,1.0
-23.06152351121952,1.0
-117.11821364081061,1.0
26.78609113675435,1.0
24.385617562096606,1.0
-1.9818873958424206,1.0
4.759819238263049,1.0
-0.6117071372831333,1.0
-11.587332542510694,1.0
36.01240926511656,1.0
-110.37055273629085,1.0
8.012231588521786,1.0
-35.120771916714375,1.0
19.85969005527005,1.0
59.38322803541371,1.0
98.07238597100962,1.0
34.60997300182129,1.0
30.211875158493555,1.0
-67.68768149015216,1.0
9.38415865070349,1.0
11.115965170352027,1.0
0.7897519258529062,2.0
30.232339110563217,1.0
6.379767042568716,1.0
3.5263600303705047,1.0
17.065418529725957,1.0
-1.7942470498054917,1.0
-16.06041482523338,1.0
-98.42071454770701,1.0
12.182750473168952,1.0
24.715104756757086,1.0
-160.72113579895495,1.0
36.10702556640444,1.0
-70.4984120113212,1.0
-34.141235832263135,1.0
77.39537477034867,1.0
-40.58021004129,1.0
95.70769803343683,1.0
-73.37095489028752,1.0
-29.997068883810854,1.0
40.67164482012745,1.0
27.604607457646082,1.0
-3.8279034334710573,1.0
-11.477810278325705,1.0
14.863719166744744,1.0
-0.8153192997331176,1.0
27.032615414878023,3.0
18.338001523176416,1.0
66.05265916571886,1.0
-61.33277569958511,1.0
6.4493224078133835,1.0
20.202807603591086,1.0
10.112949415408295,1.0
93.16393635530983,1.0
19.029223527326394,1.0
-9.46340416908157,1.0
8.649489412010041,2.0
22.78839470757879,1.0
-5.964063693285425,1.0
32.30122480309694,1.0
4.140222895901331,1.0
-12.07851961949018,1.0
-33.253227954905924,1.0
-13.238935112463837,1.0
-9.044096711074246,1.0
61.290918602787826,1.0
14.25666395851055,1.0
-82.55581988783854,1.0
-7.833226506750293,1.0
9.209651366864279,1.0
-67.39917161861854,1.0
-0.8495124471175792,1.0
-16.283904321714253,1.0
56.79847562223995,1.0
-86.68557585288352,1.0
128.31599402639233,1.0
74.45125976857696,1.0
29.57900578217479,1.0
8.627148796600402,1.0
15.106940043795504,1.0
21.17173729564513,1.0
56.52278873532612,1.0
44.23262415966979,1.0
14.440912917838972,1.0
19.5304384724531,1.0
31.520221008823967,1.0
12.560939925706592,1.0
27.327175131658827,1.0
-16.85254690661378,1.0
46.90844227208308,2.0
31.070515226489704,1.0
71.74023229522408,1.0
-31.177554816799045,1.0
17.53989507099609,1.0
1.347231952724698,1.0
26.933570765223834,1.0
-84.47870284392371,1.0
7.517283054424723,1.0
11.74999680363652,1.0
42.1487850760455,1.0
16.34909456033701,1.0
35.82264034336052,1.0
-31.263846964774075,1.0
15.113817338591007,1.0
-6.818136903254838,1.0
9.388616834363749,1.0
-148.03955003133467,1.0
9.565360201169682,3.0
26.737962524838736,1.0
9.397544459265347,1.0
24.26210030911031,1.0
12.316616284631102,1.0
19.232498130378275,1.0
-88.12004424480403,1.0
2.050314672100619,1.0
-0.4994258315313118,1.0
39.345929458216105,1.0
-7.151925128628022,1.0
-5.840355140227182,1.0
-25.277867031901224,1.0
-10.315744108231343,1.0
20.08027817055057,1.0
5.92414143838216,1.0
37.31442438462678,1.0
2.161141916816252,1.0
-164.28421564400207,1.0
9.79877470856411,1.0
16.08685651069005,1.0
79.49917622573969,2.0
-29.250477233801234,1.0
16.987457572130367,1.0
30.783764846949936,1.0
31.228961994840233,1.0
-111.60136440537849,2.0
26.956774800012397,1.0
3.2410018056690646,1.0
-32.26308600478575,1.0
-72.06288805786295,1.0
70.17981092125433,1.0
5.783025747578506,1.0
-172.3706852473424,1.0
14.003034135909957,1.0
-1.3331802576377982,1.0
7.142168773562638,1.0
-14.725225137434276,1.0
14.294845597587823,1.0
5.148047366157385,3.0
-148.37216855535746,1.0
5.40921207688946,1.0
-23.849820291527294,1.0
28.874310802694623,1.0
3.049296784656761,1.0
-80.5555500054752,1.0
9.097249068963478,1.0
-14.728051416560675,1.0
38.60402179969111,1.0
11.326067740736761,1.0
33.905269781291196,2.0
7.852918796814237,1.0
-84.98886463500924,1.0
16.50722871918964,1.0
12.367795011703407,1.0
-30.434113135299185,1.0
23.97029925028542,1.0
14.986801681553004,1.0
-1.3203089791529123,1.0
58.60564289082623,2.0
20.573956354350003,1.0
37.512814572655174,1.0
7.257945106336578,1.0
58.2881321076095,1.0
95.85439295132073,1.0
-53.05202823015941,1.0
9.400764493027452,1.0
14.818125126582686,1.0
-38.59489041775646,1.0
-60.0600903766923,1.0
-79.13820248148852,2.0
-3.49793637748769,1.0
44.35000370978031,1.0
1.9581916217097586,1.0
15.10354115652828,1.0
-166.48854890532937,1.0
34.31885248859507,1.0
-29.457645801954925,3.0
70.44538071480264,3.0
70.12595089856859,1.0
-0.16464783809385608,1.0
-47.390350162173036,1.0
8.480176751620535,1.0
55.443813989386285,1.0
20.55657574449708,1.0
39.39634069598921,1.0
30.724441691265866,1.0
10.732720080488491,1.0
0.849795962111699,1.0
-12.223655732134347,1.0
14.81893811320201,1.0
23.054231809456695,1.0
-66.48490405658299,1.0
6.734778996369258,1.0
9.970590132313447,1.0
32.40435612943395,1.0
-12.18838751683586,1.0
-16.013592296366596,1.0
-56.19606765699757,1.0
-5.455768224766203,1.0
93.76742667388044,1.0
49.04392177472306,3.0
-12.007959821457831,1.0
12.873046427677707,1.0
13.008888848106672,1.0
15.504225650056386,1.0
91.13659495988043,1.0
25.313212310401553,1.0
11.779306916016582,1.0
19.24343567572147,1.0
5.202014868562358,1.0
25.027311692655296,1.0
-15.005660113165995,1.0
7.003059957373888,1.0
-26.213377416370406,1.0
-72.6565311705462,1.0
-5.519521992735605,1.0
1.8315720129889748,1.0
12.36377084546909,1.0
11.231199780014634,1.0
-109.37071040595913,1.0
2.272252889564051,1.0
-42.5290797684396,1.0
-23.247318319060795,1.0
-21.226467370631763,1.0
10.885273089771815,1.0
33.719796420025176,1.0
6.045108514017727,1.0
91.4576619340022,1.0
-110.76924582904064,1.0
22.179814176359855,1.0
7.625048049234067,1.0
-10.832848120492486,1.0
-102.76676395493598,1.0
21.247871447043497,1.0
-98.01567270356622,1.0
24.553573885017407,1.0
55.28038622973446,2.0
-89.8439639391903,1.0
-8.057933651610462,1.0
-21.366830948893266,1.0
-2.9971768085861754,1.0
24.335525660076144,1.0
22.473309380517208,1.0
2.9222489773903533,1.0
21.61963322320527,1.0
18.064173003856304,1.0
-9.81949857052021,1.0
94.26528208986832,1.0
9.765135075448569,1.0
-66.47692682376487,1.0
-4.781397360823064,1.0
1.7429117746295333,1.0
-24.62479899786493,1.0
74.36161400437902,1.0
15.639850491810307,1.0
20.3293126883288,1.0
29.84934737878666,1.0
27.880158207125064,1.0
-7.134795291955243,1.0
14.423804821686739,1.0
9.86349412686927,1.0
-32.784415437877385,1.0
9.40803012080245,1.0
