earn_x0_lc1vs0_iate,empl_x0
-16.604287813620402,58.0
1.4259810313131283,86.0
-16.665868504910236,50.0
18.51782436221437,86.0
-14.18759041146177,12.0
10.738547417734175,37.0
-1.3897865863070127,85.0
-13.365931720937624,61.0
4.710725635932363,96.0
-6.661615012305447,61.0
-0.48855238166809123,72.0
-4.524414858374598,107.0
1.3151619902345715,74.0
-23.35373056041088,74.0
-44.33550626359754,52.0
-50.92182878614858,50.0
-39.0600720215204,75.0
-72.42112069604161,68.0
17.150580220266335,100.0
6.111249108391348,83.0
-21.397050583600944,82.0
-28.21263255547825,69.0
-46.91787063034485,55.0
-15.220498710329252,36.0
-44.80632893215579,43.0
10.892595119162706,111.0
-14.474151070379541,22.0
6.602499429670711,90.0
-51.61270473179377,66.0
21.44238976140457,27.0
13.863303926093039,42.0
-29.326230557691076,64.0
-55.01265369223569,48.0
-27.43384904095307,52.0
16.70612749766598,70.0
-9.061133156183331,47.0
36.15314307510903,84.0
-34.90292069521689,69.0
6.877547092042214,83.0
-25.990724991532005,68.0
-8.888367496733395,73.0
-49.848092288834664,90.0
-45.439632762946815,53.0
-91.58419681712724,97.0
2.9776268666851706,67.0
-47.42873800509105,56.0
14.919402147418282,61.0
-80.78457564790665,52.0
-23.153222191512953,96.0
-17.061846337305944,63.0
22.940827246812603,100.0
-21.430723222056802,24.0
-15.669920600109208,47.0
33.66263599216448,69.0
-32.88468402522679,75.0
-13.817955617313316,59.0
-20.560752302008908,58.0
-42.85082638836593,109.0
-11.52822875945472,83.0
-17.682085222931647,43.0
19.813136815038078,74.0
-16.86696289239137,87.0
-15.155777368307696,59.0
16.568103003363262,77.0
-33.489272848561995,69.0
-27.55380652204039,114.0
-16.538486436280294,87.0
2.0990734764991927,48.0
-66.0562826216327,69.0
-36.33383907236714,95.0
10.38535522780279,77.0
0.24617075382920284,105.0
-19.686116071880463,43.0
3.6061445717458867,81.0
-0.25676095541062693,87.0
-62.22766634369884,41.0
-5.544855285100823,55.0
13.304652981446907,76.0
-43.18351554418595,71.0
-0.7950808224468631,112.0
14.168929058885997,78.0
23.46338538563299,71.0
-5.817386593796385,51.0
18.99110482094568,78.0
5.169457986210745,72.0
-33.01524081840253,37.0
-13.815185404309773,75.0
-41.97122971656125,70.0
-35.968732586405054,55.0
40.89291845317564,74.0
-10.253307990913441,69.0
-20.34472207552122,59.0
-80.71214177297293,61.0
-55.7098638748094,61.0
3.449445992660234,57.0
-26.108791262847873,55.0
-8.009045271923583,50.0
-63.443326648843254,77.0
-88.60862194611366,85.0
18.24658797458102,62.0
23.251112137279986,100.0
18.678519475916374,55.0
-23.336267658352426,79.0
-79.06626280046407,81.0
5.22898053733672,79.0
-26.52174941348079,91.0
-32.177942718297516,49.0
-34.07380184377416,88.0
-18.300185861277782,60.0
-16.231952566242796,93.0
-71.815526019169,51.0
-21.950628281710976,86.0
26.980374923619763,76.0
-47.42099721035652,97.0
10.517092387646358,74.0
-84.12714187728488,83.0
-47.27050970884858,58.0
-71.75029904275789,94.0
-16.78086984349575,54.0
-14.63152424201081,91.0
3.2032171394398574,88.0
-51.17667814149843,92.0
7.309814388578388,99.0
5.224686795709104,94.0
7.8604196275040294,44.0
-45.75205950512668,76.0
11.944341333051142,97.0
45.23596675418014,60.0
-1.7236459637434933,90.0
32.70991485916923,56.0
22.30936654178072,68.0
-23.54369536684095,50.0
32.278313349752466,40.0
-8.371100086019037,39.0
-37.112805198446154,41.0
9.175591404576437,104.0
0.3194681308714564,107.0
10.146691622210275,83.0
-30.921892179118863,31.0
-5.9522433482251245,70.0
-22.5894611978797,52.0
-68.69528887134163,56.0
4.467065160617807,89.0
7.653793937185327,48.0
-57.778830929523735,55.0
-26.77178998644925,86.0
-81.72709813542292,118.0
33.823351877089834,103.0
-8.78255878988972,45.0
2.6243602285924226,30.0
34.351337738951386,68.0
-30.761493907779368,53.0
-16.307822279897437,94.0
-41.46642477321302,55.0
32.372234284369256,56.0
44.513464577221114,67.0
-58.56492558865193,57.0
-4.063845819899711,85.0
-28.273384121465227,54.0
-6.272760704970054,100.0
20.755231313689265,73.0
-91.74177526406334,54.0
15.562331727370179,70.0
-25.8864987834463,46.0
3.0890251012518535,53.0
-2.62096502355287,68.0
3.1853182590502898,76.0
-25.87531563977609,54.0
26.977653223090783,58.0
-65.47259440949625,46.0
-13.917400952247263,42.0
-36.866385591896915,93.0
-14.474809084800427,87.0
-63.099068968955635,80.0
-18.245181701219956,89.0
-31.198623038498397,97.0
-11.354129418813557,42.0
-28.0683711248588,74.0
-10.671849944250482,54.0
-2.6900670983443433,59.0
-11.391826271559353,72.0
4.58560250766511,90.0
-26.00396382200247,90.0
5.962269450588135,88.0
29.650364201033284,71.0
25.77633779951657,98.0
-8.87262706094242,69.0
13.219925275565515,60.0
-95.21979968303776,43.0
33.35073399358154,65.0
-18.733513898916236,44.0
-45.17371029969604,70.0
-2.7129473318952932,53.0
-24.47573611716598,40.0
-93.35742030085191,81.0
-46.79154990860775,54.0
-2.699994809299426,69.0
-16.9382119863061,42.0
-5.589287724458131,82.0
-9.570789955842827,73.0
-12.878353250354138,53.0
6.945366687283979,69.0
-29.93963267935638,80.0
-8.445608326627763,66.0
-68.34387838038458,24.0
-19.24194610298403,52.0
-43.25476802892524,68.0
-25.624880918702615,66.0
2.440183706613155,76.0
-13.824775343900967,62.0
-8.510801864534074,53.0
13.708799432467401,55.0
-112.8247993029629,41.0
-26.52172523055407,62.0
-11.329556702479778,50.0
-1.9522364002690438,78.0
-16.017013927098688,53.0
9.362556445730903,51.0
-23.374057075397555,84.0
-1.3171573717733622,72.0
-20.011965392750653,74.0
-4.540160933548975,67.0
-22.124919191767674,82.0
7.202046413281096,89.0
-16.854771784561645,94.0
-38.71439966974725,42.0
-5.9554099232273074,89.0
-38.82171357173473,107.0
-30.975792009271487,62.0
-15.092382196964195,41.0
0.8107073494423531,57.0
-32.932203188167136,79.0
33.1991054091485,95.0
8.132732175861129,44.0
3.1895421987499333,40.0
0.8385737777607218,67.0
-35.01693774862085,52.0
-31.23788408241228,50.0
23.56801603270037,83.0
14.111367122087836,48.0
-60.61897535209994,53.0
-63.91245316229629,108.0
-24.741181745013023,76.0
-66.92016084987085,66.0
6.115617451342814,55.0
-65.17353211600948,68.0
26.62492650255743,72.0
-9.825361081526609,82.0
0.45475172279282106,49.0
-32.441631527250905,101.0
-35.26416463172802,86.0
4.411661443835975,104.0
0.9928425364072844,63.0
0.5097597368233551,57.0
-95.01094394131906,59.0
-7.236494026950854,80.0
-92.33327855752373,100.0
30.836633458646702,36.0
-6.099567908591752,81.0
-0.10903621143791042,65.0
-11.996063127715429,81.0
-1.5239058183850638,99.0
-24.608797647906812,101.0
16.351478825998633,96.0
16.295944405525333,88.0
-16.946669845922855,47.0
-22.385281815526184,52.0
-33.840917330417795,33.0
-76.5985630054845,85.0
-10.109043805861575,54.0
-11.552297294233398,82.0
-28.174027858757825,91.0
-19.49077651689197,91.0
-19.100052956982122,71.0
-36.625199194861125,45.0
-120.17659676749918,90.0
-2.677860972303165,81.0
-51.51948098748568,56.0
-3.5326376052079596,87.0
-15.793226475797184,60.0
-8.765638398899505,82.0
-46.008151442310464,92.0
-10.898576416683682,84.0
-25.468775039373938,86.0
-22.023580256156833,64.0
-45.75349392180044,89.0
-64.17274003548971,36.0
-8.050193967281643,66.0
-48.45110827789125,97.0
-38.77574362880193,78.0
-7.775003541483727,101.0
-0.16476884097748723,52.0
-31.31908800077526,57.0
14.530652587235807,80.0
-1.1609304273283385,101.0
-15.73478962881336,48.0
-21.77061585979304,56.0
11.32567647591047,115.0
-64.04330440207383,62.0
-46.58769675330211,58.0
-45.12382267327695,69.0
-20.561445037846,95.0
12.395646075071909,53.0
-21.801663325296772,68.0
8.590969639786962,77.0
11.337916301149448,61.0
-94.66161212161865,80.0
-71.04693395196705,68.0
13.035616074988184,47.0
4.1742155701211345,75.0
-33.86437270175679,74.0
-16.1853873836069,53.0
19.17420413561493,51.0
-1.7041130391777415,75.0
-33.2289409992386,46.0
3.1938159128373513,83.0
-13.336208302368888,63.0
-29.379350328908743,63.0
14.244353211233602,88.0
4.664645902415401,43.0
6.215235571522371,69.0
-2.642794210039483,61.0
-7.985376357824265,114.0
15.234946739827066,66.0
15.273062865116444,51.0
-66.26024383587207,76.0
-15.731832849572186,48.0
10.009950842523928,74.0
-33.417998723508276,62.0
-13.874619580772617,90.0
-14.526447860215228,110.0
-68.53110172748768,69.0
-21.79078295039261,50.0
31.442652230715154,62.0
-5.301814476178265,45.0
11.985579244934456,113.0
-18.75448347337519,60.0
12.706194007012048,77.0
-13.827832556747829,45.0
-14.250462469206667,67.0
26.713851184546343,68.0
-49.11866459253582,86.0
34.22125069065174,82.0
-5.457675816905521,86.0
-91.73193103520327,86.0
-6.37030485137096,66.0
-9.393695817397969,47.0
7.5352484222485145,78.0
-32.64369212903176,34.0
-36.34160610673878,33.0
-77.67313736550557,77.0
-71.53013898683776,68.0
-27.51942808938429,45.0
-18.57462641485869,64.0
-0.7172633329239346,42.0
-2.0867618249919406,57.0
0.38456188711261063,69.0
-24.9007374009841,35.0
7.925915313047227,71.0
20.686299551624757,75.0
-28.840670137257945,48.0
-50.62102641644583,98.0
4.448557152264215,57.0
-10.805075695088853,83.0
-19.99891677517452,42.0
-5.011484312774428,90.0
-52.10384653177357,45.0
13.037643261653377,114.0
-48.07623559843485,81.0
-23.03835962718037,62.0
19.128430515934646,84.0
-42.97543290105334,91.0
-5.50917901604636,95.0
2.8900455312116833,114.0
22.166318669447932,54.0
-16.81422105508227,78.0
-77.55618891474683,74.0
-14.674865197169126,92.0
18.122794330226725,95.0
-17.933345065832555,74.0
-25.639362625729746,49.0
31.952082070121254,95.0
-82.35190978010598,48.0
11.6305668884346,108.0
-14.494295973817405,49.0
-10.826119494661977,101.0
23.34808899745498,57.0
-0.9929269736854849,38.0
7.666391918327221,53.0
-12.559154239890631,75.0
8.779896176591592,99.0
-17.94762061733701,39.0
-29.03455388795399,57.0
-23.58885101330847,92.0
23.23714825536491,49.0
-38.47843798794037,84.0
-20.142233277623433,61.0
-25.515811951765556,101.0
-7.770741695330798,77.0
-30.906286343566194,17.0
-47.7610795529431,93.0
-18.217005063995657,80.0
-4.284467749627197,57.0
-38.93231968275336,93.0
-5.25572952499067,77.0
-152.0898844608795,39.0
6.584579913852562,62.0
-11.121501534119965,59.0
-16.91914676545707,90.0
1.3021768062505794,32.0
-25.918874444200185,20.0
16.71166211525184,100.0
21.507032773174274,39.0
-37.65772032925406,102.0
-42.96638681704792,84.0
25.192935459096475,64.0
-40.80640101881227,71.0
-49.8502791746742,55.0
2.51375070755239,81.0
-27.159416963720048,59.0
13.42631913343591,49.0
-24.328127266813098,59.0
5.997741980370286,80.0
-33.02699222135675,92.0
-52.70210961790656,54.0
-39.081578435896844,42.0
-72.0209414118226,63.0
-5.216646315834765,81.0
-25.09612687862452,63.0
-13.412264603340176,79.0
-35.90358437585704,68.0
-17.507160284418433,65.0
31.90983209293404,62.0
31.052049599244356,111.0
40.15502264294944,67.0
-10.94458555872201,104.0
-13.031317092085715,89.0
-9.438198278995799,52.0
-28.4403395454965,97.0
-14.062525661143972,91.0
-10.815057584637813,61.0
-15.83548381445678,92.0
-3.2548958956481613,95.0
1.0587747802951684,94.0
3.433794025551819,44.0
-8.733453428903744,90.0
-7.653201005230699,52.0
14.166450834601022,63.0
5.673127877100832,49.0
-14.73192114242886,51.0
-24.04408012436349,55.0
-17.81242921198435,76.0
-46.804616349270304,65.0
-11.04658018348809,84.0
-26.08177450672494,51.0
-42.226781293386125,112.0
-52.028013765354046,80.0
3.3369174201632132,99.0
-6.084796008527096,73.0
-8.951652682826818,49.0
4.2482179223267025,72.0
-101.75027383648569,69.0
-12.017990565835085,92.0
-23.17793099026494,94.0
2.8326807793182667,94.0
-82.33802600633629,74.0
3.2321853476458102,62.0
-25.74596997871862,60.0
20.886750045524906,74.0
-54.987967642228796,96.0
-3.42608092944376,41.0
-3.745203650217775,80.0
-65.99664556832943,94.0
21.014408027751244,77.0
8.155058163913601,72.0
-3.8083273680976646,66.0
-27.72387270611398,100.0
-27.257938616290517,51.0
-1.4464258034296336,63.0
15.897108811388993,81.0
-31.743512176199943,89.0
-37.2384707710936,63.0
-55.66234583322665,49.0
-20.08666972089614,58.0
-88.33758167414555,98.0
17.61334169843471,52.0
4.994318912734067,51.0
-13.71926373855473,104.0
-30.571387540016985,56.0
-2.895488624122436,96.0
11.13475352386854,69.0
-5.001615812994735,96.0
-61.26498734916947,66.0
-148.97199315480998,75.0
-32.82188663373779,44.0
-11.120805165916185,94.0
21.2779327835012,52.0
-61.95503177924667,66.0
-24.022239305438006,46.0
-38.31777910970308,46.0
-4.595858967420728,76.0
2.3698930092297132,74.0
-1.968066326918887,48.0
3.5985215939210775,42.0
-25.482875634370814,90.0
-26.2624711391839,56.0
-24.552096542867645,90.0
-11.158581783241061,78.0
-55.20408620984523,97.0
-28.534137491805325,72.0
27.61204785936991,47.0
-31.304288104219893,37.0
1.1431663125641762,89.0
4.812624734465345,63.0
-34.9171392555252,81.0
9.670817841420657,112.0
-7.056091958612825,56.0
-4.330731882858757,73.0
-96.57752041071797,85.0
19.104170964898074,111.0
-31.37766807378614,62.0
18.5020629366918,54.0
-16.21471625771934,69.0
12.302435051733028,40.0
-14.355678174238221,48.0
-12.029114763460578,44.0
-110.64007832694904,35.0
-11.08111668109683,87.0
-5.002119938472802,71.0
-134.9774686976217,69.0
-25.999670484649812,63.0
-30.238268085186576,95.0
-57.581467582319874,90.0
-63.874244365007115,56.0
-16.45756962711576,84.0
5.3708554598786975,39.0
-34.78675844184917,50.0
-11.860193813156698,55.0
-9.279567169083101,55.0
-2.560976691365795,26.0
-15.03647993969824,48.0
-25.24425557111715,75.0
-36.737505952682056,54.0
9.180935565832968,54.0
-27.903110160495032,79.0
-8.048588173349657,51.0
-7.400145090954563,53.0
-45.09557140566918,56.0
9.149684138427915,27.0
-17.211244504976605,83.0
-33.41500370022608,60.0
-14.098398875972123,58.0
-12.087979755362369,65.0
-12.780675167183638,89.0
-70.867141334101,57.0
-14.953235321563511,62.0
-37.02846209837193,59.0
-13.899353379992306,45.0
-12.400015587440187,93.0
-50.227330038670516,55.0
15.655632252369912,107.0
-3.128515017973342,103.0
-9.474786422634054,69.0
-19.56784667399123,56.0
-74.18927722615939,66.0
-6.165490231509551,85.0
-10.695230442350308,46.0
-29.87693268783056,36.0
4.72756235412519,79.0
-16.661275219468905,47.0
-75.12373569133274,52.0
-22.586152126364027,105.0
-76.46759424125298,59.0
-44.08572574867242,55.0
-4.68579043825747,74.0
-87.58561291269848,70.0
19.38421261354273,96.0
-19.534000781070148,70.0
-36.58708941602646,48.0
-10.6613389970911,73.0
23.460737733832325,73.0
21.871878021536418,104.0
-14.7170630585872,103.0
19.64141636776769,74.0
-8.527101518841675,27.0
-11.628114056109155,56.0
-2.7561670504456295,81.0
-13.451946732254754,78.0
24.11703952264066,63.0
-5.343072445506181,95.0
7.507554040878115,93.0
6.899581319437829,79.0
30.513879494323632,97.0
-79.34511790281431,37.0
13.640141826585705,54.0
-27.06984196841671,72.0
-32.024195596415154,91.0
40.27230759330208,75.0
20.244775512048676,71.0
-7.870215580061192,42.0
-53.82908168237063,46.0
-28.893722705796733,108.0
4.905283052550544,46.0
-10.528350323631955,68.0
-126.46341477204749,44.0
30.240034804459512,68.0
-15.50773584455078,72.0
-100.70706223191905,76.0
-8.864181438057273,87.0
-28.01091274362929,67.0
-13.80012043033166,48.0
-0.3130131773748417,44.0
-27.579230263320426,94.0
17.37829650605022,22.0
6.321568777789082,52.0
-24.51883847415158,87.0
19.03076887672426,90.0
-85.0094405627791,93.0
-21.651549760594747,48.0
4.496013451105664,34.0
-14.553725217924125,102.0
-20.185359666477083,58.0
-7.739485829213265,86.0
0.2184850988323015,77.0
-125.89211999175973,42.0
-14.403033065561388,67.0
-39.86644066931717,68.0
-13.229368914787528,90.0
-7.422676048979373,89.0
-111.75559716153236,60.0
-5.149571352921001,42.0
-132.81743964887164,63.0
-20.987089934249894,54.0
3.1773976542531273,71.0
-7.1181425373464435,79.0
-82.82129065462823,79.0
-22.959207931561366,42.0
1.692114518469566,101.0
-6.416970049501401,42.0
-4.610333411051101,45.0
-26.887638295149763,71.0
7.7426312039576715,49.0
31.67633582798114,47.0
-2.136079078574758,95.0
-27.44014378322902,78.0
-22.394926123667346,51.0
-15.074395778643577,49.0
-16.846413326211973,86.0
-23.95484518882948,67.0
-14.279813484825297,61.0
2.0466167417362726,46.0
27.2828101948798,34.0
-14.414619856672982,69.0
-5.092866946662127,88.0
15.860201138999628,64.0
-36.32053808097419,93.0
18.24716949887039,59.0
-59.62861145466525,50.0
27.679487638154633,58.0
-1.01013665095212,84.0
-18.53537507782739,62.0
-85.18150632710189,59.0
-16.575035027167417,71.0
-24.097851415858017,90.0
-125.73401060796152,54.0
-5.773681759197236,79.0
-51.109125812108516,69.0
7.084320459847376,59.0
13.590511902508332,69.0
-29.02544100288678,47.0
-7.236869023104504,48.0
-41.2209538576077,79.0
-4.537613896178527,63.0
-17.57954299879154,33.0
-11.844797231994818,42.0
-32.699944260557686,78.0
-20.341291797123525,61.0
-10.396631445682608,78.0
-26.46617521568453,109.0
26.360590623593566,80.0
-19.508420538014292,65.0
-70.05658305898316,51.0
5.3030435782309695,79.0
-25.315245823002442,41.0
-3.267418040374679,100.0
-11.510271156134593,44.0
-25.171003430590844,90.0
-11.538797699826432,69.0
-11.722967969221969,85.0
-22.735382665520035,41.0
-10.867919038845713,44.0
-41.439769442076226,73.0
-22.418415409619797,61.0
16.378860507985095,83.0
-3.6056036950929595,97.0
9.790327181649225,58.0
-49.33823669540243,102.0
5.12192836377578,45.0
22.085825608595286,98.0
-22.764087332150044,60.0
20.471203549351344,62.0
-6.966199147512853,35.0
-12.56515119270182,57.0
-8.658477322771184,38.0
14.66306704684907,72.0
-54.499465521194224,48.0
23.307043959796204,88.0
-2.272287348799125,53.0
-47.02985121708318,94.0
-26.751516550676342,77.0
3.488985732854619,35.0
1.9485686420458421,70.0
20.796720301448545,79.0
4.041495455963798,57.0
7.711258236499901,87.0
-14.889569793802117,76.0
-77.94374508146268,62.0
31.40102317270121,97.0
-19.027300987862656,50.0
-36.72650267312267,88.0
-6.714356606810673,53.0
8.936498532261027,56.0
0.1375443254881361,86.0
-59.83416533894217,70.0
-37.49212259963144,72.0
-33.024246514040414,26.0
13.119601728429927,97.0
11.105951643569938,111.0
12.134234135908713,89.0
6.848898184273935,54.0
11.372010785868756,71.0
-118.25119243078314,74.0
-14.03292192612458,76.0
-130.7069549389505,75.0
-43.665585427278245,49.0
-37.13288339432131,90.0
27.301494321119776,69.0
49.752368468489465,74.0
-19.838668756873858,73.0
-5.618887913888955,87.0
-5.456688134560725,76.0
-39.906660375393955,43.0
-70.83492883518034,91.0
-27.77170824769675,59.0
1.9237727385868482,47.0
-19.121449591032132,86.0
-19.90293558053429,92.0
-3.6271490471548304,43.0
16.23951690979942,96.0
-6.33729323540696,63.0
22.360150865820955,98.0
-25.303670760198884,90.0
-33.593234005150066,71.0
-31.95149960027345,54.0
-5.669015952673391,24.0
-8.724403597962038,76.0
-78.43737661557589,66.0
4.508247145679768,55.0
7.416529360794698,86.0
-24.596983330729678,99.0
-2.0961257127077317,64.0
-56.02247360159515,64.0
-4.565514679123652,95.0
9.589106377918817,40.0
-12.152503945206192,64.0
20.382327131414286,62.0
-18.364530811886254,93.0
-5.947010457545474,37.0
-9.664396424086135,101.0
-26.824096454768267,101.0
-27.82231544624679,48.0
-18.68593198812931,58.0
-22.278408053958366,47.0
-6.286693695916426,65.0
-19.1640066223232,64.0
1.7840354307413122,39.0
-58.679814863226284,62.0
-41.156390212056124,90.0
19.335907972297832,53.0
-106.80704399266176,78.0
-13.977019116096074,88.0
13.465863124521888,86.0
4.773497135764686,76.0
9.806178083362852,62.0
-3.2903165758045816,66.0
17.445794893473305,89.0
-17.854649993181724,79.0
5.055504221028457,69.0
-21.495177524157754,77.0
3.8255789867862404,93.0
-0.6528609850988119,65.0
-7.378830741965913,84.0
-27.78604635901786,89.0
-21.07562602561825,68.0
8.651366505607754,44.0
-19.75971068335332,95.0
0.02090318604859931,107.0
22.162058702333844,78.0
-20.67571710963955,36.0
21.082088691149693,94.0
-54.299363862817586,79.0
-9.23046994519332,75.0
4.774365254713473,99.0
-32.353881976764,59.0
-4.062751873479641,39.0
8.033415650951692,93.0
-12.168888315052683,83.0
-6.520509573424539,44.0
-120.13726615745009,64.0
-72.46864562020914,66.0
9.718476307533251,90.0
-48.66294228970577,51.0
12.770161204845081,72.0
