earn_x0_lc1vs0_iate,prof_al
23.785276655316352,5.199828473677943
-22.50828681940891,9.972500710882604
-22.60161223226305,15.3398888031624
-16.087916876895356,4.202088819305654
-6.191985696412242,6.634496340496886
-5.55282566247331,4.774020377092698
-24.4714840550198,15.28429555509485
-8.032845525292458,11.93528310010809
-2.2460782496876845,16.2401455468251
8.322979550908645,13.528772408744375
1.192432663504377,4.558770137425667
-13.57738557493525,17.25371450774734
-49.514180567731046,13.477180792474709
-20.70744351553887,5.844777126963486
-37.72558844562158,7.601526697287597
-99.34538689358874,14.0776378051572
-20.416265855803772,14.857835296222223
7.514340041979516,17.949696992028777
-23.49233229603891,16.727012275144972
-37.664103420173376,11.713334595702674
-48.69692444108341,12.776524669721166
-14.309769617743768,17.013925080035023
-12.019441379588073,8.666842109846822
-126.86582173377258,15.11366605291241
-45.529567160823206,15.783582755202806
-68.39780746469978,4.4822920087565405
-1.5525405094400782,8.807148343048238
13.588847426484108,10.856385245915352
-7.978580304243792,5.068244989985891
-5.483599822904864,14.957066506343072
17.85128980560158,10.71612012586223
-90.24419529275747,15.172429968889086
-15.696515625834031,10.817314626104004
-41.47631303637668,16.004217193077253
-3.1150487975053274,12.19167338268177
12.707457374224987,5.778198923238849
-14.536315047530522,7.677540104410807
-10.539616194315492,15.172962256158666
10.082031911666897,9.192573852018228
-7.590198447384282,9.153353147604026
-17.73563185425084,12.645720268156488
-90.75435476857672,5.389155891860705
-24.80890089076523,17.794495433776333
-10.32519506318614,13.84187704621014
-131.83294644516116,10.248717798493946
26.64076422206964,12.604926070500095
-123.68731342853914,17.531750531914025
-15.306129075933768,12.14500536114396
3.5602461991421706,10.129719679509446
-65.69275096410865,13.37446026677708
-12.537893646453085,11.954153957643742
-93.49139060611333,13.884474580134546
-20.20504620042535,16.9882955389471
13.161769065211669,16.772582396058425
20.801161971978615,12.851085094944375
-26.170806086168312,12.381906472780384
-55.80212397815964,14.292152258717186
-14.946220208994504,10.262430713167742
-15.468169404355558,7.810027123458474
-16.115089949227183,12.64975448622513
-3.4481127226976582,15.350115924058713
2.284922492695955,15.355151032563809
-61.47520070744508,12.82012091140108
9.718157270027461,18.39196656034227
5.382679534768361,10.464441985110302
5.6340645027672025,12.251114743177151
10.297376289349927,7.871148225823708
27.729066760331023,9.156795386091188
-48.53576416559633,8.809114913979647
-9.195977512401004,15.520657526881095
5.270941541251489,18.446746317946246
-19.80981954578732,4.563001207730723
14.143360292550394,13.53764428322824
-12.504267510507276,10.177996385227257
-61.41003918691109,18.27967031457033
-52.198116637409385,11.176771846730755
-0.8649235917727118,10.015698583614524
-28.413040177798678,5.372236861658555
-22.98555958796487,8.401776702279598
1.7242015179188703,7.913606763763119
-74.74429398033828,9.272629485295424
-54.376647820098015,5.995737467203908
-4.953590020747555,5.77557631519888
-61.711485481445095,13.751636004962364
0.2801951965167575,8.678050735931455
-19.414149937986863,15.80033488792717
-27.017031059870988,15.014704994338096
-22.552808693825625,8.121364194918598
27.455016923528888,4.7195546145621154
-16.2557340474973,15.13530313313607
21.403605764849658,17.496355373355208
-20.091961425088524,13.193079316043622
-15.575769292967337,5.937265846128759
9.337599860441458,16.01097453772138
-6.202268429730168,18.93672503468628
11.099361745927787,16.848849053736792
37.74083034651278,9.94678043353354
0.3648775138139797,6.950486302819106
-46.39992585527801,7.765976173923645
12.506241369612127,12.374641903823068
-9.732903052976342,11.131305894680246
-70.3645513387217,18.167455364190264
-6.763382272416138,14.451927237061268
-14.565062350990019,11.43911395523176
-29.343713131197433,7.560984279109718
-57.12872745414046,14.068313548558551
69.56690801278764,11.504050073355828
-17.708142374198587,10.32310657270989
