earn_x0_lc2vs0_iate,reg_pro
402.61869073504147,25.442805384741487
366.0100724439353,24.48031723822925
163.8518999549147,38.30479248816428
296.89686479473323,27.23029492891736
176.4278736922687,35.43969589984596
520.9404115534439,35.48794104479353
389.0508508547497,35.48794104479353
314.98864408537213,37.424879126959546
160.44918410335296,23.634277318491872
181.1053914497443,20.98878429639096
87.15588390627511,26.28022836679576
87.00624820264386,23.634277318491872
185.5783285605771,29.0419683726385
79.79599521132161,33.9596994808174
297.9929767378393,36.18644355251131
137.46607725225033,33.190710519682085
247.31665372288555,37.31673442662566
157.71967612483422,22.876594638877435
447.7048995409559,39.70178544635895
390.13713693149646,36.3573875871551
259.00225868964753,20.146641489655405
46.50696629488766,38.77222685532345
172.91537985940738,25.46180534860576
245.9612133025576,25.442805384741487
252.56719883045682,36.18644355251131
344.4549021950641,30.518765731198098
364.08901457277244,27.11781509568906
217.19876985209783,35.48794104479353
198.31551701605414,37.31673442662566
122.17094534587318,24.48031723822925
301.4181478258839,27.20170607688317
67.08348904212573,36.59621121258517
315.3018547576386,32.02921160100115
84.64366400657397,38.061462197476885
200.12884786676256,25.91532590252785
67.49240935784307,27.66410460043495
199.1054902780786,34.59482682258063
241.07530876343623,24.75709700399736
269.14734737689673,34.0840234334754
7.555602283883104,24.82275449516596
400.1005354285779,33.190710519682085
132.99515649976325,24.82275449516596
-24.967151808784593,20.98878429639096
88.88604854023309,25.442805384741487
309.3232911041556,34.87097908415335
6.803231120547196,25.9568290114522
181.69455770506966,36.895008747355305
363.60250603239234,38.061462197476885
392.47704816335784,36.36929448528463
217.4648409051372,23.84441056974409
198.49686863041967,37.21455824969987
208.7559482436707,38.296041677123725
167.9478891268436,30.93066410111383
187.81554013011157,30.93066410111383
148.72327564199637,30.88527758713494
311.75524382163326,22.876594638877435
142.61480803941663,33.9596994808174
209.51868748524294,38.77222685532345
338.387729667707,24.48031723822925
221.38059597129808,37.12391018969001
65.34130368694866,23.634277318491872
124.51866729395871,24.043591501893573
422.9669392882884,39.689354456040704
133.86546316805394,24.377349804657285
313.66997541030685,36.66915348581493
340.4179413427343,38.061462197476885
228.61559251196803,30.93066410111383
311.5524664352671,33.190710519682085
463.0142686127832,33.2979334027342
125.0197672540038,36.66915348581493
158.16017258704585,33.465850046515826
222.48568765556837,36.18644355251131
115.6100756842153,38.59436571998607
313.96397046859516,34.87097908415335
18.66921270476908,33.9596994808174
229.65042773086665,24.82275449516596
197.771345164454,36.66915348581493
47.23410477642199,34.0840234334754
104.84165267656712,39.70178544635895
357.90698652512833,38.30479248816428
303.6996304248426,25.975826758331387
136.22639727804966,25.6381268714252
229.0580255014072,29.199819087564737
369.51649657820246,34.78150641425992
27.49908833161328,34.24810373671474
366.75151147316257,39.16550782865332
441.51364741509235,36.36929448528463
152.13491418642184,38.14609730811835
135.24382020303187,32.14515376327497
306.1772110215108,25.91532590252785
254.17728659383437,36.895008747355305
280.55004763435113,26.28022836679576
178.93274676602618,34.78150641425992
117.29114606225002,38.14609730811835
124.8665603515255,25.46180534860576
359.80794478110056,37.01842441720488
84.98544199086425,36.59621121258517
165.84306467943082,36.021807982956105
109.64503650781728,25.91532590252785
146.74019879848922,30.221990924441656
368.01530665870973,24.48031723822925
325.8495435417833,34.24810373671474
-26.361016166624893,20.12142523431465
116.33920930276079,38.30479248816428
317.8837612823156,32.14515376327497
505.6617235873639,24.48031723822925
-2.2733054729034734,33.2979334027342
234.67382534898525,29.199819087564737
244.43941967301612,35.43969589984596
381.57029569151484,38.296041677123725
125.6921243432688,24.75709700399736
185.4005322692725,38.59436571998607
67.71145622202295,34.78150641425992
140.69754329151453,30.93066410111383
426.222502511348,32.03486507724899
156.1653547449095,32.02921160100115
-30.27439747304868,30.221990924441656
105.42686062002,25.46180534860576
103.84252368528394,25.91532590252785
174.1130053566383,23.634277318491872
165.97991406161688,24.043591501893573
497.177163855852,36.895008747355305
153.08892373356437,37.31673442662566
94.79256953157926,30.93066410111383
290.4133318400806,34.87097908415335
97.27040452183832,25.91532590252785
192.86804834893394,21.445839558321627
342.696026950566,39.63041727705111
290.1987328032491,29.0419683726385
47.98883166490941,26.716134404846965
377.330470930885,28.179167977526696
240.09609706119426,37.21455824969987
107.82357832707424,39.16550782865332
149.47240411986186,20.98878429639096
15.824284030847934,25.6381268714252
42.682811049945485,33.465850046515826
381.9070795811854,29.199819087564737
178.49516117961394,39.53053733424087
