empl_ttl_lc2vs0_iate,age
-11.16935815399472,39.0
-10.752780069079416,48.0
-11.658271757045926,37.0
-9.380148981545716,44.0
-12.010198658305374,38.0
-10.97520736035304,47.0
-12.875361863067988,30.0
-11.49255142586962,31.0
-11.555401260230365,37.0
-10.266215987776167,43.0
-10.972334192894175,48.0
-11.300578406142892,35.0
-10.225560306254206,39.0
-8.570036123309169,49.0
-8.805702011230718,33.0
-11.184207893574607,50.0
-11.490946867079776,43.0
-9.159233319761839,39.0
-9.030483102331985,40.0
-10.066392859636348,41.0
-9.662861710715175,33.0
-10.263974369552276,42.0
-10.00602403159911,47.0
-10.047472947551896,36.0
-10.984300155282552,50.0
-9.855176776237151,32.0
-9.223798950098052,41.0
-10.909149847575364,42.0
-9.296252148169762,42.0
-10.754268931184154,31.0
-8.374173989707776,44.0
-10.651415283129205,38.0
-11.927398945498098,38.0
-10.312970795507404,33.0
-9.16142907366502,45.0
-9.403886541542555,50.0
-10.603975553321636,48.0
-9.365216324862917,45.0
-9.685096406644199,41.0
-10.189429069633,40.0
-10.449940888824164,37.0
-10.73232463245694,43.0
-9.603151043325155,43.0
-10.816367908488532,42.0
-8.974083782633512,46.0
-10.297773864315223,40.0
-10.124977638371059,32.0
-10.230482290271954,39.0
-11.727102110567095,39.0
-9.685883518030677,49.0
-9.678025175280197,45.0
-9.266551468225027,43.0
-9.653415473304449,32.0
-9.533101300365246,50.0
-9.624801681241884,43.0
-9.543462292050755,44.0
-9.161316154326116,34.0
-9.127475155395926,47.0
-11.820894148831881,47.0
-10.075995638259517,40.0
-8.984769134886065,31.0
-11.577094558939384,43.0
-9.817298591024283,43.0
-9.657397995904484,42.0
-10.012988842608621,46.0
-9.31840585582992,34.0
-10.159907184091107,40.0
-8.979903712333643,31.0
-11.081938854427861,42.0
-9.615384870846443,41.0
-9.823505602331988,30.0
-11.829948646775026,48.0
-9.874296231819658,33.0
-9.814568306080812,40.0
-11.076380615456106,50.0
-9.0791486092597,31.0
-9.344166905102647,40.0
-9.715085392845667,44.0
-11.33275930094336,44.0
-11.529789284680426,35.0
-10.465364928717364,33.0
-9.456197747205504,32.0
-10.297665461817681,35.0
-8.273518621198129,50.0
-9.811562973773784,41.0
-10.052191228730639,42.0
-10.674801794720691,45.0
-10.108863242408463,49.0
-11.230916455384932,35.0
-10.58835332088391,48.0
-10.197142617126035,50.0
-10.349528383718761,40.0
-10.894737731676166,44.0
-9.721295287133062,45.0
-9.699786078483418,39.0
-9.64588850672072,35.0
-10.427468503777519,43.0
-9.210488605514547,45.0
-9.001327924667107,46.0
-10.35768070727471,49.0
-10.930790135244278,37.0
-9.84866041148278,35.0
-9.930269803951779,34.0
-11.075813361485359,36.0
-9.864270264775588,41.0
-10.086825620524202,41.0
-10.118815257890322,31.0
-11.566454577069837,45.0
-10.466689443320014,43.0
-11.136859509915475,31.0
-9.459457648298207,42.0
-9.677788345418977,47.0
-10.861777899516726,32.0
-9.212301915080578,40.0
-10.511420303821069,41.0
-9.71549403771031,36.0
-9.855594802073844,46.0
-9.439896816482854,41.0
-11.29654805822896,50.0
-11.57929831698021,45.0
-8.838806230673288,30.0
-10.490477551259904,39.0
-11.168037265359924,49.0
-11.37800118760005,45.0
-11.453002821366777,50.0
-9.826338109627645,43.0
-9.65478292145452,42.0
-10.093760697354334,39.0
-10.02476228838827,43.0
-9.261062406507092,44.0
-11.244661394061048,46.0
-10.44402366509178,48.0
-10.863167332470809,33.0
-10.26493648078852,42.0
-11.16230846070793,50.0
-10.10800006913715,38.0
-11.363692429883084,34.0
-9.988223656601207,49.0
-12.594392268543206,36.0
-11.260865923808373,35.0
-9.978218728818339,48.0
-9.539774821768308,35.0
-9.626627990570483,45.0
-9.676067504993448,31.0
-10.982883645213278,30.0
-9.563660046103275,33.0
-9.217828899435666,44.0
-10.498849573203493,48.0
-9.274779794320636,35.0
-10.208081912792103,30.0
-10.260875153541694,42.0
-10.1304486816485,36.0
-9.079799377311886,39.0
-8.602206324332963,47.0
-9.519263573135712,43.0
-9.301707802920136,49.0
-10.742341745649323,31.0
-12.194500904468685,34.0
-11.395916416057302,46.0
-9.836097107531009,47.0
-9.439983901831942,42.0
-9.897209857136763,39.0
-10.47387243994544,50.0
-10.25916792289393,36.0
-9.787038156415274,42.0
-10.010891813594755,44.0
-10.088921453921083,42.0
-10.003488016321501,46.0
-9.886332812089357,34.0
-9.352284060294286,48.0
-9.336877151152114,46.0
-9.506597303166844,37.0
-11.740425832831573,49.0
-9.793752349647182,38.0
-9.155122123609328,40.0
-9.750169927261872,30.0
-9.195555338754254,35.0
-10.065703383209206,47.0
-9.699552586944726,33.0
-9.531141067290392,35.0
-9.708171891571908,41.0
-8.862672297327272,42.0
-9.739413425853995,37.0
-11.626751086975663,33.0
-11.348254421226805,33.0
-10.334382209200008,48.0
-10.880848826720337,49.0
-10.406230418212054,50.0
-8.228479295944462,39.0
-9.167821269936429,41.0
-9.866934471482587,45.0
-9.626593819804752,42.0
-10.45638782286304,32.0
-10.068972136534594,32.0
-10.769130706757771,42.0
-10.822548001633105,39.0
-10.229617842666464,50.0
-9.707543727968956,42.0
-9.666327419615092,47.0
-9.750479182923407,49.0
-9.980203806027419,35.0
-9.055400755920196,30.0
-10.2856294625394,38.0
-9.05715736661341,48.0
-12.724622901336796,33.0
-11.390411437457486,40.0
-10.274072606935642,38.0
-10.221297080739369,49.0
-9.153841452244768,30.0
-9.740795722283528,47.0
-9.275222187561688,34.0
-10.017512384736582,46.0
-9.954132459097105,43.0
-10.584526386360926,50.0
-9.87072544679836,43.0
-11.762373421681662,49.0
-9.623649140591873,45.0
-10.792906356166494,33.0
-9.29631837977181,43.0
-9.284604242575487,31.0
-10.796416913746503,40.0
-10.979828052319036,50.0
-10.872799393117527,31.0
-10.59561570923621,46.0
-10.12507615957171,37.0
-10.308860257809695,50.0
-9.278713394623173,42.0
-10.343891354582853,45.0
-9.072119261795532,50.0
-9.99749818134908,50.0
-9.650472438319449,50.0
-10.186195716804841,37.0
-11.239191081270917,49.0
-10.052550050108115,47.0
-11.319232865416705,46.0
-10.277566862588529,32.0
-9.850861424950569,45.0
-9.529511668558122,38.0
-9.899234444330256,40.0
-9.60729731366569,39.0
-8.210014158216588,31.0
-8.998616184015921,45.0
-10.117086198273814,38.0
-9.892867151518512,39.0
-9.769210733344323,44.0
-11.212466530530243,43.0
-9.821117955320934,42.0
-9.963884493977568,47.0
-10.70773529589591,43.0
-10.713253321617966,40.0
-9.966951164301438,46.0
-9.915732129663564,36.0
-9.979162484858412,46.0
-9.612063959168342,35.0
-10.365405562693457,40.0
-12.214689191039987,32.0
-10.566054947364437,47.0
-9.407838168639335,48.0
-8.957684803005925,46.0
-9.612304881043688,41.0
-9.387331072603118,32.0
-10.646495124844531,47.0
-11.292344516488516,49.0
-9.794923873546377,45.0
-9.24285997907633,46.0
-11.523892890295201,30.0
-12.138388604890356,32.0
-11.171512821280032,41.0
-8.975152375507362,36.0
-9.25877260197686,44.0
-11.913030827496831,46.0
-11.99056437056817,49.0
-11.729905950833915,34.0
-10.112496161433722,33.0
-9.967801471435948,35.0
-12.484300509287127,37.0
-10.163563198446896,43.0
-11.12071517194237,34.0
-9.328434195607151,46.0
-10.242891783414933,45.0
-9.533324311384074,41.0
-9.95458537846962,49.0
-9.061191821674054,36.0
-11.83636120959467,48.0
-11.048037746669623,40.0
-11.347153241684467,33.0
-8.70120848337028,33.0
-9.22087798084018,36.0
-9.285561859168684,44.0
-11.276573656502567,39.0
-9.708783408601477,38.0
-11.601893989222182,46.0
-9.860234948796622,47.0
-9.843835844713084,49.0
-10.572544905287893,32.0
-10.345910066438282,38.0
-9.13944811969491,45.0
-11.567315770288541,49.0
-11.036799649584362,47.0
-10.27976365400421,33.0
-10.224583412182996,42.0
-10.19416693778968,39.0
-12.419353951532415,36.0
-11.26628063240242,48.0
-11.60958771076912,45.0
-10.464519503794646,44.0
-10.24780553595267,46.0
-10.701377884624291,49.0
-12.506409817642517,35.0
-11.759930074080579,35.0
-10.243297447831035,35.0
-9.818791307815214,33.0
-10.186589940733658,35.0
-10.731094784230303,32.0
-9.960626322035056,38.0
-9.737532124114727,30.0
-9.000267522652056,37.0
-10.295186843897898,41.0
-10.983729835227985,48.0
-12.442146287752301,35.0
-10.663187177021632,42.0
-11.03597390248596,45.0
-10.804933779084546,49.0
-10.031642738304136,32.0
-10.029992893739678,34.0
-12.022949477599768,31.0
-11.291018424553352,50.0
-10.024236267478932,49.0
-11.576770931027557,46.0
-9.421725018689576,49.0
-9.244151805981407,41.0
-11.478649612632424,39.0
-9.601273533240455,37.0
-8.721414536830434,37.0
-10.631053688356786,32.0
-9.467723181704793,45.0
-9.75503661473128,47.0
-10.340554835487826,36.0
-11.455707248655298,30.0
-9.52670477368727,41.0
-10.331404813145944,36.0
-9.508857686181331,44.0
-9.558758738322982,32.0
-10.662086612939955,32.0
-8.513714725137358,30.0
-9.669824250690256,32.0
-11.764934291574317,48.0
-9.234338545828312,46.0
-11.316085315760274,30.0
-10.610018529753255,46.0
-9.79185806516216,49.0
-9.822481105489409,47.0
-9.422499423127217,40.0
-9.492296397023836,37.0
-9.107777763791322,38.0
-9.696867619126602,34.0
-10.082666080445987,33.0
-11.832117518131552,47.0
-10.535941497196843,42.0
-12.349939130877807,34.0
-11.89440095452839,43.0
-11.09887164011603,40.0
-9.29048775432777,50.0
-10.239689410337732,41.0
-9.398495156738965,39.0
-9.51985510268806,43.0
-11.362431091506572,44.0
-9.825278080563832,40.0
-9.711456638854283,37.0
-9.457121463090903,34.0
-10.417132375366425,47.0
-11.693423226323425,37.0
-12.638975801623115,37.0
-9.461171334758724,47.0
-10.434778517870932,41.0
-9.58230855965826,44.0
-11.36206200067846,38.0
-9.480562479772685,50.0
-9.240448387340521,48.0
-9.395664468000092,38.0
-9.991024140749099,40.0
-9.430569280271536,45.0
-11.833543304420589,35.0
-10.759163386606888,45.0
-10.90053993550518,48.0
-10.007366653541023,31.0
-11.07096934517013,31.0
-10.248503049680311,48.0
-10.475207760038558,42.0
-9.472617426416843,44.0
-10.725080423523883,47.0
-10.506531142600863,33.0
-11.316292976355054,40.0
-11.090164762086104,46.0
-9.837530497951049,48.0
-10.092473782920962,30.0
-10.227634752658354,31.0
-9.499877636550806,45.0
-10.686243589144102,35.0
-8.656681089746284,35.0
-11.145045034169232,34.0
-9.574280452602178,46.0
-11.669051408797118,34.0
-11.83697813120897,38.0
-9.96941097606684,36.0
-11.514418598935002,38.0
-9.3456210037637,39.0
-9.724046255135164,40.0
-9.246881462862664,44.0
-9.852091740683433,32.0
-10.064522313830789,50.0
-10.244026046302219,31.0
-10.25803825473229,43.0
-10.110200501720259,45.0
-9.783931891747526,38.0
-10.504214094332553,42.0
-10.141602286213136,38.0
-8.768218733047355,36.0
-10.13594463493863,36.0
-8.308395981443638,32.0
-9.347334010664698,36.0
-9.67178011963339,46.0
-10.125196874435467,41.0
-9.067462890651974,36.0
-10.698052156156301,49.0
-10.780781970371839,33.0
-9.566338840892909,47.0
-11.287020626085997,36.0
-9.705643604776414,32.0
-9.858051672354597,44.0
-9.650417658272422,46.0
-9.596980564043257,40.0
-10.018149255992475,40.0
-9.544479766007282,35.0
-10.776387505439082,40.0
-12.259455445310294,46.0
-9.20886865274426,44.0
-10.1099125708964,47.0
-10.14279084052352,42.0
-9.513543830702595,48.0
-8.92543477087839,39.0
-11.286535989048293,50.0
-10.336605236214753,36.0
-10.574036951755113,36.0
-10.158127251145057,39.0
-11.4778397237463,37.0
-9.947673560303718,43.0
-9.944710203782048,39.0
-9.095094030201622,39.0
-9.521586721854614,36.0
-10.53982984200605,48.0
-10.182620294655472,35.0
-10.28934573538581,49.0
-9.542534155201723,33.0
-11.452983844955433,31.0
-10.913401623900691,46.0
-11.776644265178343,41.0
-9.59649601351595,42.0
-8.629679696475211,40.0
-12.1403507645541,42.0
-11.182605011728684,43.0
-11.770611089293505,44.0
-9.86179427411541,39.0
-10.723228352565677,46.0
-10.598166894530099,39.0
-11.141752223323262,33.0
-10.394673545090527,34.0
-9.796157304918495,34.0
-10.196654175548144,46.0
-10.20457878833499,43.0
-9.621218929602048,45.0
-10.629294582118707,42.0
-9.339841664956108,46.0
-10.696309529677224,50.0
-8.582268341995643,31.0
-9.292605038941087,39.0
-12.78790037497549,39.0
-9.253769917042474,37.0
-8.284606624888177,31.0
-10.973418178268616,38.0
-9.735636140390943,32.0
-10.992329758518164,41.0
-10.73230382690097,38.0
-10.006929060107534,38.0
-11.34146903350863,49.0
-9.926139877973252,46.0
-11.592884985293907,45.0
-10.860650812078907,37.0
-9.294450625513909,47.0
-9.53578932539186,40.0
-11.03400014442434,42.0
-9.243411594410654,40.0
-10.041381952128539,34.0
-11.669805530623453,36.0
-9.537144899935214,31.0
-10.428778330561174,50.0
-10.487787362393705,47.0
-10.212332601368015,36.0
-9.145113185484481,47.0
-10.019545341845536,48.0
-9.775999620320356,41.0
-9.463984445990036,45.0
-11.583016628361467,30.0
-10.249176167658284,42.0
-11.030087960506858,47.0
-10.18455619309127,46.0
-9.441878948498942,40.0
-10.018504310382744,38.0
-9.822874664155275,49.0
-9.613718251836763,50.0
-11.342043608851174,40.0
-8.88665575099707,31.0
-9.285120797421548,50.0
-10.636115068296876,41.0
-10.49885722973731,40.0
-9.878289349930663,46.0
-11.69892061013881,38.0
-9.92624999451982,44.0
-9.612471432437909,48.0
-9.51463885886486,36.0
-9.360019428074912,31.0
-11.311689514267638,49.0
-10.140698343664086,38.0
-9.486842378388834,50.0
-9.305661767367361,30.0
-10.822480317175193,42.0
-11.738929014598918,43.0
-11.31889374781294,41.0
-9.491651796154832,43.0
-12.188711946963426,31.0
-9.02475595426335,50.0
-9.336688130208723,39.0
-9.519800820894122,40.0
-10.307713747525932,37.0
-10.224888565744264,41.0
-10.982170799316478,31.0
-11.912576904362258,49.0
-9.817522011884162,44.0
-11.0818612785644,31.0
-11.01959342565756,49.0
-9.813567397355847,35.0
-11.332214918923114,34.0
-9.930870858657478,31.0
-10.169157714168094,48.0
-10.492440688412843,40.0
-10.235420561475541,43.0
-10.429124460314352,41.0
-9.47261115340988,34.0
-9.958408927226598,45.0
-9.216942540894106,47.0
-9.593378043237607,43.0
-10.190927574373145,35.0
-10.61130398916439,35.0
-12.255218375336359,36.0
-9.57664646597349,36.0
-11.74283834672664,35.0
-10.172458005826734,46.0
-9.742013597426968,49.0
-10.148641931694009,48.0
-10.268371421697534,42.0
-9.806660493624106,40.0
-11.069052756499204,39.0
-10.667775120285754,48.0
-11.840391981867867,44.0
-10.748054560323304,43.0
-8.886479640735416,39.0
-9.780587576168049,44.0
-8.69071745076787,48.0
-9.061127366905895,46.0
-8.675637997949487,40.0
-11.260196896090378,39.0
-12.055754536986818,34.0
-9.137894605871523,47.0
-8.957189950288484,44.0
-11.228605982626888,38.0
-11.112397043032146,43.0
-9.78644184248696,31.0
-8.656651116833418,49.0
-9.792808546210082,48.0
-10.33974612813251,39.0
-9.820336972592349,48.0
-11.368652097763466,34.0
-9.814190963101181,37.0
-9.658080640060025,45.0
-9.35266227590375,35.0
-10.42572999435642,48.0
-10.922492113103761,35.0
-9.24656657571964,32.0
-9.563362581216467,33.0
-9.856287708641272,48.0
-10.099052431405031,36.0
-10.814126871807417,34.0
-9.902383660252584,49.0
-11.240280440975043,42.0
-9.527521767017118,41.0
-9.539111513012717,44.0
-11.50169813414724,35.0
-10.202147949774425,33.0
-10.15034302868655,48.0
-10.60171750226175,39.0
-10.201187426437636,50.0
-10.985711805108247,33.0
-9.843455648377809,50.0
-12.872738234889786,38.0
-10.427771257673033,44.0
-10.438178656611589,30.0
-8.89225937271064,41.0
-10.492404972487266,42.0
-10.933680316870438,34.0
-11.30313570886622,40.0
-10.378504862701995,45.0
-11.744180426503563,48.0
-9.673192930004543,49.0
-11.25721133054749,47.0
-10.056814168321896,48.0
-10.002570109832302,41.0
-11.388547432537084,38.0
-9.701964504924641,43.0
-9.342115754879242,41.0
-10.481344483174059,36.0
-11.62989179331705,30.0
-9.518828659809522,38.0
-13.441702420229326,31.0
-11.313016390975642,35.0
-10.37908494435603,33.0
-10.817271521049648,32.0
-11.018971298786958,41.0
-12.16125927763094,34.0
-10.142850712648475,47.0
-8.624330093421898,31.0
-10.478384128452507,34.0
-10.632011010156216,46.0
-10.349322521458815,38.0
-10.676874789177646,40.0
-9.167117032243246,36.0
-10.042504200130374,32.0
-10.610822672358307,46.0
-11.110776703474842,32.0
-10.816250417044923,37.0
-10.783383355849612,50.0
-10.340302046849912,41.0
-10.223293387528875,39.0
-11.406639185759243,49.0
-9.528904222337903,34.0
-11.477486452282125,31.0
-9.997483187868927,45.0
-11.154022290322391,42.0
-11.17812053368739,34.0
-9.923288916560558,41.0
-10.374016904535617,44.0
-11.521397530848914,49.0
-9.970701887984884,39.0
-8.953805163063336,44.0
-10.971302613499466,46.0
-9.894411112297984,41.0
-11.854262451703814,45.0
-10.257442932922618,45.0
-9.99747940218679,37.0
-11.107373065468476,32.0
-9.162323028770311,44.0
-10.578525116206041,37.0
-10.750208856522391,43.0
-9.007711079361297,34.0
-9.68087210569712,35.0
-11.586140998366405,36.0
-11.686485499704318,45.0
-11.540218908567791,35.0
-10.242271981586086,50.0
-12.038247020891703,44.0
-10.587291099735074,31.0
-8.751450093282681,40.0
-9.9009604271566,48.0
-10.469428876260821,49.0
-10.878738945906422,43.0
-10.751906440401353,37.0
-9.316990240523364,49.0
-9.817675811288801,33.0
-10.496875461400517,35.0
-11.246804058968706,48.0
-11.018289430117054,44.0
-9.580498898120243,33.0
-10.808012419138183,44.0
-12.779196046340378,35.0
-10.456275286741576,41.0
-11.027134169902304,32.0
-10.85387923063416,49.0
-8.549155341487035,35.0
-10.435295020536746,39.0
-10.249101044033443,31.0
-11.584139272691045,34.0
-10.461160108639366,40.0
-9.608489660321762,33.0
-10.235614208956937,32.0
-8.768641652266123,50.0
-8.99054138577705,47.0
-9.390123510302153,44.0
-9.853037960329495,37.0
-9.171556779633875,41.0
-9.153306115738497,38.0
-9.804490675375357,43.0
-9.691843570056495,31.0
-9.635464708458727,41.0
-10.552874767897478,48.0
-9.999610722909305,43.0
-10.138356621059723,44.0
-9.884690330298668,44.0
-9.639244340462891,48.0
-12.788249154340035,34.0
-9.190897254344359,36.0
-10.665786460200989,50.0
-10.754121143792771,32.0
-9.430928378187026,40.0
-10.20487647570347,43.0
-9.659496139819051,49.0
-9.458337722119822,39.0
-11.216514320528262,43.0
-10.28469481710285,34.0
-12.220061607295298,36.0
-10.47822848146247,48.0
-12.049263177263846,34.0
-9.467508342033874,32.0
-9.781593320294144,34.0
-9.99066470765021,40.0
-10.21441576004684,50.0
-10.162623956238859,48.0
-10.377117697282912,31.0
-10.341176333848685,50.0
-9.914598216542572,45.0
-9.210602341166167,41.0
-10.980338189680797,40.0
-9.336110424206453,39.0
-9.258917669161171,30.0
-9.54422547667037,45.0
-10.152558416879913,31.0
-9.566219103502466,50.0
-10.900926992746795,50.0
-9.973838143487423,43.0
-10.351412955820866,42.0
-11.316406260626806,34.0
-10.940603920193283,44.0
-11.977524367500717,32.0
-9.264114444275505,39.0
-9.442252776356915,31.0
-9.974842412365083,49.0
-9.877223491787227,45.0
-8.91849683196386,42.0
-9.556823508097162,48.0
-11.720660562273263,45.0
-12.000499363350233,40.0
-9.823579834693163,45.0
-9.994237546437244,38.0
-10.632988933463778,30.0
-11.039340977956396,44.0
-9.740423898803604,42.0
-9.224260758830582,45.0
-9.086190860478839,40.0
-10.409090754044595,38.0
-10.725253437732597,37.0
-9.729145285995646,33.0
-10.109974853641194,33.0
-10.397391499003689,45.0
-9.722419800726621,39.0
-9.431017053556612,43.0
-9.301758735516351,39.0
-10.301525818804986,47.0
-9.379448239830909,37.0
-11.531952352425526,44.0
-12.100847611272684,37.0
-8.632653840412354,44.0
-9.633778723387522,49.0
-9.021791104141485,30.0
-10.753821859335291,46.0
-9.987409141227033,43.0
-9.743062607223322,43.0
-10.667531826625899,37.0
-9.195623920483374,46.0
-9.287575813947955,31.0
-10.859802754761622,41.0
-10.691177151813179,42.0
-10.618449571743863,33.0
-10.102856928943684,45.0
-11.060970170271602,47.0
-9.981825059486185,46.0
-10.797872505180138,48.0
-11.1919417849245,50.0
-10.05429037069968,45.0
-9.79556349015397,43.0
-9.709884240781387,36.0
-9.087213401035262,45.0
-11.234045802718818,49.0
-10.1093367095208,42.0
-8.667626420449775,35.0
-8.939951380047317,46.0
-9.675925708200737,46.0
-9.435373551393079,35.0
-9.49968768012738,43.0
-9.093441729561118,45.0
-10.924176694012191,36.0
-9.57043971893387,47.0
-9.386849983506705,49.0
-11.71318501069157,47.0
-9.48730418227354,35.0
-11.886816887537275,32.0
-9.826080719265478,31.0
-9.746468066298297,31.0
-9.406864232256293,37.0
-11.248815082207399,35.0
-10.320723178074475,42.0
-9.600703472893219,33.0
-9.817357099865188,50.0
-13.297140974905012,36.0
-11.521375914252255,32.0
-10.66338970385337,32.0
-9.912862041398087,44.0
-9.69035512463374,34.0
-10.974476540987913,47.0
-10.848389215383838,32.0
-9.148192009857638,42.0
-8.961329202055168,30.0
-9.361816416332902,35.0
