sal_avg_lc2vs0_iate,earnx1
-15864.205970432165,994.6296221045262
-23079.448995073464,1300.4341348500961
-29980.72853019381,0.0
-24688.088857980354,492.3538817265027
-31388.18594660317,2596.67381526939
-20256.99488073739,1743.3766496691196
-22349.181533099723,1039.4234270616687
-26320.581606197768,1419.020133168046
-20451.587675426443,308.4632670927226
-29148.24776182525,2554.7601949945533
-38144.07840543258,2765.2373708602654
-34420.334339477435,1786.5038800825016
-34014.21011732534,4123.048044576214
-25751.84132013822,1395.1766837062169
-19017.880398452955,420.0107521787132
-37529.31505820887,4376.964995151424
-19002.55824331015,1184.945230744679
-35221.078551990446,3715.7380208798586
-22080.246827442385,378.0834741638525
-40477.26435406655,3108.316098318286
-32631.5652657117,769.9988660048341
-19029.63783670187,910.239285757953
-25133.888638097596,2629.4232436294387
-35685.88729597314,2238.7570409712052
-32132.18134569824,709.4347828549727
-35658.35592889748,873.995710204487
-32906.85495893863,1690.0940197030131
-20027.126965255997,1226.2186615134185
-16803.6558044561,652.8030681832854
-37532.45800406932,2937.58194917987
-22628.97620752618,2933.2900913523317
-34450.50266845961,1989.3244952047917
-23602.634960387208,1307.7446573057587
-30033.768250542795,646.2121959290417
-22920.06735976659,0.0
-31118.17147493957,3511.8582761996868
-28262.537217533867,1569.1363630581277
-31267.820384304137,3450.7952958329715
-27346.607552115333,2248.629193036797
-27840.617332642338,1490.2089667020414
-21286.91925297545,406.920043469496
-35554.09421811897,2034.7310956304932
-25175.513159132886,1410.0891997538715
-29945.455455607786,3750.5435069296996
-39743.946746744026,2230.4758566951286
-28561.97126563842,3511.577444488947
-37970.696472985794,1023.6929418040424
-20797.493768935376,2252.5949929505014
-16587.56025767616,267.7472318830555
-32467.551917727505,920.309880102695
-16797.45793660828,509.41359623887024
-36442.701887527655,905.626167649221
-22117.836148699236,1239.6646884008817
-31444.208516263105,3896.952074690589
-26732.55288146377,3020.9048532883157
-22716.212583011722,1770.433009746093
-40530.335543376525,4439.016976393531
-22488.57718502459,1106.9566236985715
-24790.52119555723,2143.1652462243183
-30140.4015366195,0.0
-22918.038176249705,377.3089922005976
-19354.2682377322,216.7868816428233
-36142.39037368832,3644.500333135782
-20393.140922095776,2185.9098637779325
-22293.437439738034,1193.643901914762
-31295.082571578605,3724.4087790946874
-20101.573967742443,730.1109358289319
-19162.33903962958,1590.5991722408305
-19787.295356166607,1532.5232360976688
-22906.174107165858,1216.9844187595627
-21052.519176178295,859.0392251769102
-38808.083536728314,3142.994292176163
-29810.166558622735,3797.5893637938043
-22473.918470213837,1555.2976861453074
-33507.6777368417,1547.748552673466
-31829.88030844733,882.5059022403984
-25237.679579268894,1829.0698868061627
-23104.06811251522,402.43950306456145
-22081.196016998805,317.9757201062457
-37979.59917015615,3865.406348016244
-34995.76349042947,2894.03642180361
-35589.450862121645,845.923201710562
-20697.770723661884,1650.205873539704
-32505.44856494393,1825.4446931141981
-21932.254878575313,1626.0212949641452
-23593.643836757004,1208.7697053764982
-16964.10650257844,566.9900906170922
-40543.480172651165,4682.290441887248
-19312.65024649369,240.7149933096506
-27796.377875473594,664.2237846495149
-27500.613598387805,2867.53144755519
-24554.776336625437,442.8385125205293
-32520.850206108233,2807.971395043837
-16824.3416484617,1256.3626574195055
-32587.980088671226,741.724720768645
-33517.881293729515,3584.26512505135
-26051.360891609707,3010.611175433708
-23858.333984706318,2587.518122154427
-18213.954066905673,687.2798371207239
-25018.620571827207,3325.3846116490586
-31973.254868333148,3885.5165319657294
-35597.448588357314,3118.5094691884606
-30801.491600067886,0.0
-18517.996399299016,1610.7965528499467
-19336.99995829519,264.3620012173714
-35771.97619704387,4390.757956561702
-28047.425979227002,3380.3116101393994
-26816.526757330066,1470.816911242664
-23052.68690393554,987.8505609529896
-41541.860191256535,4423.153950565993
-21184.673942052552,453.1240323812552
-31321.409019219554,1603.3845352473768
-21758.202718630913,812.25284176691
-28290.439951831282,2338.380544304794
-31379.829617112973,3702.113668595031
-17740.47816109449,1845.613788518637
-25219.908194808297,2278.5928093437556
-22698.61776282266,1116.7100898874148
-23497.426577564478,1976.718486798094
-36416.25610045083,2231.6965290476446
-28089.385360127686,0.0
-32292.973612899194,3866.8370323292775
-39394.277618404754,2786.9547836456713
-27800.134995212575,2737.726228122845
-24117.97214953949,1210.3887612929552
-24164.365092577507,2935.0728491090777
-41387.434144411345,5098.50802474683
-22229.331040858433,1852.009870391848
-30129.40381875647,2403.482914224001
-23602.031188310528,2912.1876937018733
-19842.367498940555,349.9102956762794
-29278.500201664618,1451.6389287363331
-32732.504505267432,2968.241775512749
-19273.658504711166,848.9642863203137
-18726.105606477242,1481.5593096410134
-27787.11607748128,2287.6647925387065
-31757.031939499524,3631.9355356134656
-36728.32676921325,3782.4596800225363
-44654.11089912647,6362.737570356154
-18697.986172396817,762.1782834752955
-31167.304647128407,2483.636468948697
-19442.441566890477,323.10971172688
-39858.75207249119,3501.0444075125847
-25402.610900195985,2899.807413048714
-29231.153979537186,2808.9262860911217
-28908.491158480218,1670.6519623891286
-40519.35153550848,2008.4562101978286
-19653.81535104702,824.6381678632073
-25598.366306086395,2271.652792940131
-18027.883660542495,965.0818207133022
-37025.31401092086,3260.6181967652697
-18331.479572558477,1601.9966033277824
-19665.17203717016,1552.4779077354196
-42559.25047957989,5401.506085271435
-17812.705321016252,1768.3211875139689
-24253.105110095825,1132.450330298676
-24088.141060390702,1295.7139776466354
-29746.65807414698,2049.0429534886102
-20911.549837833976,369.9836114847665
-21205.737461221564,1016.5442111006439
-38413.41338272876,5762.950825687305
-30563.87614973414,2819.6263751200436
-17554.9509269246,1927.3873908231017
-34304.46579176466,1707.6516158269728
-23598.646877815092,547.9668643344776
-37357.06098449345,2037.8588702496995
-23786.07286480303,3120.4363176035786
-37441.53275477267,2121.7126508007327
-29253.647334505702,716.0403143150915
-25974.53942217343,1431.8153357684591
-32316.80527833054,0.0
-21683.764758254474,385.4807261373969
-37214.43664300066,3779.4091105159764
-34602.88070396159,2727.4852430071255
-23168.017431625478,2870.1822341511916
-21328.45391613416,2356.4295769814844
-25073.88161590329,2738.95480606595
-30601.33798280394,1627.593744438242
-22358.930546578857,949.3940812283056
-34188.16782354881,692.8488494225033
-17291.565221853918,331.8696869126604
-25834.29674494286,3029.616204338545
-24794.07852226837,2982.616064481837
-18195.181592934823,1315.286206979426
-17328.86997338515,1482.1490031728272
-36748.74001598495,939.2268944027182
-28816.127718355285,603.4308483137222
-19039.28032535408,1334.0850565112876
-36592.665378802856,3167.71738518014
-37130.54561675689,1959.6076006652474
-35748.54504375991,820.661284374195
-32501.54779703864,3084.2656743397692
-31887.030123000695,3420.293098650708
-25226.93569279217,461.8176619933457
-23638.719747154588,2910.804111904956
-38832.4282085867,2461.034054043623
-22084.45835536208,1617.4818030686042
-21570.77928100913,449.0799680451471
-31469.93285184954,0.0
-16926.357318548322,568.6223157680399
-23083.903104272493,1823.1502725425617
-37431.29219190116,1993.5508431523601
-24142.751975698626,2023.3301690686221
-16690.67322528664,687.6503583590205
-21969.360259825906,1679.2839986239997
-28995.06476366699,3428.343883918677
-23057.162443222216,1932.7332065951532
-26329.648204505524,423.95669865876806
-25869.66374554422,2908.754207381827
-22542.011865353765,372.65067705106804
-30503.054467971695,2360.6772111983055
-26203.10556731477,1498.9699204089275
-40877.11510656677,4600.988245868159
-27355.037119983746,2279.524947393438
-32674.86237774603,1685.1931769574321
-33217.92480987256,3865.713367085638
-34690.53356317798,3037.689136324786
-31756.193663896724,790.4595653371924
-34319.58507517743,864.7076490673016
-34699.65862414087,2581.373133243757
-17477.2776996999,1140.922181961937
-31696.072052589036,0.0
-21364.054902770997,1494.0735526552053
-21955.069615738226,2022.5755915130192
-27557.185066960483,2651.3926509424473
-28729.39909233735,2401.451578152223
-19361.135644009864,686.8306313240284
-32020.018217384135,2434.3039880750066
-23840.055069581882,1711.4295059497197
-20989.6723995314,1802.045212591241
-24357.04434394459,3092.972447147685
-26315.156063357783,3264.424091312966
-32904.38262366894,2270.0385586999773
-28327.448307467395,2374.7266221524214
-16741.062737124732,1847.741753931573
-34913.4243953576,4474.891732966826
-31324.465814273106,1507.5644802896536
-24643.352065466468,1149.1303892239218
-34167.82833060961,2804.0385503712096
-26266.789805814446,2547.1069426087215
-40553.43342052563,1023.8649898554056
-39023.01614091758,3812.927812817642
-36567.2246080028,4376.119205345862
-23045.762129317056,1122.1296026313669
-27610.43509671006,1918.6080047391436
-25269.50389083322,1464.2516842426799
-33901.52563773919,1267.6639052309945
-35525.0903915421,3985.557489340855
-19869.85913209709,679.4952669726948
-43880.42596083478,4535.7985825126225
-17493.64347227204,1734.509501379833
-26581.108679632496,2370.410525034095
-22466.613510130293,1571.86821725501
-35441.21780563553,3586.589018401565
-32655.39258897854,2593.1801873952504
-37242.50323138517,4971.594185376921
-38585.44062505931,4088.3913430587727
-19131.326591545007,0.0
-43380.470754980095,5033.589450513247
-32880.425182940824,2726.040056840817
-40802.24674226691,4299.394076046059
-38771.48167544647,3089.861664298832
