sal_5_lc2vs0_iate,empl_x0
-28715.249686179264,41.0
-41565.501973125996,19.0
-45772.818142885895,65.0
-38092.49604391926,58.0
-51264.53570445512,60.0
-31427.586397243245,72.0
-36321.626581250726,35.0
-42925.453129004156,48.0
-31801.108059058468,86.0
-48508.64573304874,68.0
-55624.60451616281,95.0
-55007.17634090209,28.0
-54994.699906349895,72.0
-42397.75749511925,54.0
-33971.06470117067,35.0
-57449.96176534514,89.0
-30471.792955020854,46.0
-53774.37312790059,100.0
-34413.43164460671,90.0
-56979.30476848637,77.0
-54862.498398136726,44.0
-32576.349227631345,56.0
-38390.6195125575,98.0
-58376.53989406924,42.0
-54424.272960833405,63.0
-56812.901297699864,50.0
-49155.88018186944,92.0
-31572.91769448224,38.0
-29560.64817528914,36.0
-55984.47487845683,103.0
-40860.47167776922,58.0
-56830.632379196046,70.0
-41598.787718314146,65.0
-48573.57234004096,53.0
-38769.7440509272,70.0
-46115.905968485546,78.0
-47968.37160784687,61.0
-50631.544597811204,94.0
-40771.60620038542,71.0
-47538.03513272312,79.0
-35389.99247527305,45.0
-57539.13597286692,80.0
-42903.002437973424,60.0
-52052.518781298415,78.0
-62298.25660100421,64.0
-47785.32682037818,91.0
-60560.801472904,106.0
-35776.19187495491,41.0
-28610.462477439338,71.0
-55915.250933526826,70.0
-30129.517317308568,32.0
-62057.930504667485,62.0
-36999.9345642201,68.0
-52017.118172786984,47.0
-41302.55900192101,105.0
-38780.59998374518,25.0
-58994.0473697041,47.0
-36280.97437566454,67.0
-41931.338440805936,62.0
-47371.27750761547,28.0
-35760.5629610708,53.0
-30304.7843919838,66.0
-59684.60426132793,97.0
-32283.378069454506,79.0
-37197.107334372784,105.0
-51444.74602776311,17.0
-30302.800736185134,65.0
-32305.166432921542,81.0
-32455.52418078969,78.0
-39599.358166024,66.0
-33856.77366023425,91.0
-57827.23328703434,71.0
-51422.9465144251,56.0
-33738.8754441185,61.0
-54932.46906915153,37.0
-54766.726933848535,57.0
-41413.195456283865,72.0
-34091.34259616437,97.0
-32469.271067910955,98.0
-54927.490690077604,109.0
-57389.9204764816,48.0
-55877.35000863322,82.0
-36792.01156735611,50.0
-55398.932277917804,49.0
-38943.12351971055,92.0
-39864.1106716816,54.0
-28596.413759058592,51.0
-60550.80640833221,87.0
-31374.760551440566,77.0
-50126.200210622774,85.0
-41096.69278549947,71.0
-37432.63442104671,51.0
-52491.99341423507,84.0
-29221.398805773173,53.0
-51986.86123558467,46.0
-50665.76135500007,93.0
-43611.50446925066,37.0
-38960.76703097949,89.0
-30182.19197143699,47.0
-44002.68352953189,61.0
-52296.89761674215,83.0
-56545.452278572375,61.0
-51659.57263205855,63.0
-34912.845481867014,54.0
-30394.99154671422,49.0
-55210.79585532325,36.0
-45314.943382418394,50.0
-45701.52394466547,42.0
-34701.91175948195,70.0
-60672.94457311327,84.0
-37952.1105548299,62.0
-50374.743327411474,64.0
-31704.672284749588,97.0
-42327.19908077008,73.0
-50366.3321242972,85.0
-31251.270175556772,40.0
-42793.2846417296,51.0
-38974.24598413349,35.0
-40406.4167087445,56.0
-59001.31917561738,28.0
-48211.94549755275,65.0
-53256.96902039189,79.0
-55153.56546992408,95.0
-40238.99570437491,75.0
-37624.2904469934,61.0
-42274.67087459547,39.0
-62164.259194059734,65.0
-39667.33855062847,72.0
-52014.77129809445,41.0
-42663.7279547773,59.0
-32640.73627842037,43.0
-43238.18087518902,76.0
-54252.24993675223,55.0
-33334.59829274801,34.0
-31823.39801214051,32.0
-43780.51205337726,70.0
-52248.53102550645,63.0
-55057.42840722152,42.0
-62651.83054914286,69.0
-30761.444930302412,55.0
-51274.14789678805,92.0
-28788.66817941276,94.0
-60119.619066311585,90.0
-41640.102321285536,91.0
-53467.22610338757,88.0
-50730.84308675654,94.0
-60527.72596346497,76.0
-31904.362523116746,102.0
-41503.91135932377,76.0
-32551.883297933127,76.0
-58923.56160052892,53.0
-31215.84115139151,46.0
-34697.748225772535,99.0
-62323.205092380085,70.0
-31216.21464160476,78.0
-39129.47066695505,61.0
-40820.98250950207,89.0
-46323.33266134393,77.0
-32417.749412483645,93.0
-36459.745936535925,15.0
-59821.21013647442,54.0
-52378.09714171653,40.0
-30694.714537425953,40.0
-54697.9185427256,87.0
-41171.5748840202,80.0
-57986.42254048781,44.0
-42980.22223180061,81.0
-59316.621832837845,96.0
-50086.66028685759,48.0
-43659.32483401623,24.0
-52447.27530406219,50.0
-34224.785418814914,91.0
-59490.235588855765,49.0
-54685.61951294278,56.0
-42209.24786724504,98.0
-36439.21384011111,53.0
-38420.18315601151,69.0
-50287.10396309862,65.0
-33538.64605089207,42.0
-54922.14816032328,91.0
-28771.83868331985,51.0
-41566.31556162753,54.0
-41729.36190838968,45.0
-30303.19001635342,36.0
-30971.535278098527,39.0
-61640.082234842936,76.0
-43706.60639052616,62.0
-31312.143512975563,30.0
-58777.999383823204,111.0
-59396.82876592381,74.0
-58605.386121267016,52.0
-54173.93622781098,100.0
-48203.087990308086,55.0
-36706.41293495585,89.0
-41252.97428597145,58.0
-59607.627381410275,43.0
-34228.46577858093,78.0
-36090.85972234757,38.0
-51286.32346384805,76.0
-29133.95607240176,70.0
-35772.79230682518,36.0
-58661.88934686985,42.0
-37835.46915149411,91.0
-28589.386403471286,60.0
-34945.52606602938,65.0
-45919.37433973939,70.0
-36935.29135171294,52.0
-36554.641972582176,75.0
-41802.934438511395,63.0
-35318.392965279134,87.0
-45999.32955195254,116.0
-42435.530973341825,80.0
-59748.96309965047,85.0
-45665.31358212522,73.0
-52460.170736522996,55.0
-51859.328809365135,81.0
-55584.94084572646,71.0
-53132.5203526928,100.0
-56358.439667228195,44.0
-51135.052190049486,55.0
-28482.677985806436,80.0
-50821.59223354857,90.0
-35380.60770382152,92.0
-33013.08221780132,110.0
-50183.74091684386,103.0
-43205.57509736745,87.0
-31612.74166475369,79.0
-46704.817711159296,78.0
-41128.92407936568,46.0
-37531.557321233915,45.0
-42429.73100793613,79.0
-43691.548086423696,63.0
-50601.82931032199,49.0
-45935.04049140933,55.0
-29397.008904208185,44.0
-57343.20286396248,79.0
-51738.066968725136,25.0
-40702.56896795514,71.0
-53151.73381818073,103.0
-39053.330592124854,91.0
-60802.72070355086,62.0
-54263.14238906717,65.0
-57446.85014037153,42.0
-37373.10408515264,69.0
-44766.04315102435,61.0
-43017.294075881364,64.0
-51423.391964083894,61.0
-55091.652510234344,33.0
-32015.384040561094,92.0
-63067.97220150839,65.0
-30165.021752562974,24.0
-45912.93807434887,60.0
-37297.45991755476,36.0
-59644.76009299832,64.0
-48355.985403433966,82.0
-59991.604978890835,48.0
-57282.54457584223,49.0
-30181.415629577557,89.0
-60647.179740427324,58.0
-50684.91417180546,54.0
-58311.41424339509,85.0
-55829.14887766866,86.0
-52540.70581406061,98.0
-49873.17072216084,64.0
-55452.761735022206,59.0
-53720.306714589475,44.0
-46053.34056726598,83.0
-33465.08709001107,61.0
-28640.639015597193,63.0
-40979.839103662074,66.0
-58761.55175783551,73.0
-37635.01504533409,80.0
-40445.14199574791,74.0
-56010.16579163025,91.0
-31371.930982226473,69.0
-39124.43705699159,58.0
-47561.61514914324,86.0
-30805.77045990318,50.0
-55044.671722635874,86.0
-40328.820057502526,12.0
-42607.31823389546,37.0
-39224.513650440786,85.0
-35137.02375118504,61.0
-36393.2565500581,96.0
-54237.66706017105,61.0
-49732.246937498494,72.0
-52571.790250361984,107.0
-34133.02854636857,74.0
-38342.94759502422,74.0
-39793.675739769,52.0
-54171.79131030961,50.0
-35186.123182125484,75.0
