sal_4_lc2vs0_iate,empl_x0
-28535.172231885124,41.0
-40917.13740829805,19.0
-44591.066538154744,65.0
-37923.12325229703,58.0
-51122.46640613159,60.0
-31548.459746523833,72.0
-35663.34597895253,35.0
-41972.841910345756,48.0
-31427.028690725285,86.0
-47156.29780902894,68.0
-54747.63659342422,95.0
-55038.99336016357,28.0
-54676.773585503404,72.0
-41367.01032443427,54.0
-34213.711539315605,35.0
-61488.227276058344,89.0
-29835.02617894834,46.0
-52789.09592102513,100.0
-34254.5289345223,90.0
-57814.8754599909,77.0
-54910.79622200837,44.0
-31963.19833393193,56.0
-37411.57875055263,98.0
-57925.49012985357,42.0
-54445.00756092029,63.0
-56474.11990844553,50.0
-49035.35483489944,92.0
-30829.68078277779,38.0
-29248.39098124716,36.0
-56089.873288503746,103.0
-40173.4286178182,58.0
-56430.909560445056,70.0
-40281.273832859704,65.0
-47538.301047931134,53.0
-37994.677269861175,70.0
-44579.27798464421,78.0
-47370.97961319996,61.0
-49756.54464235258,94.0
-40560.257978838854,71.0
-46776.61427297699,79.0
-35096.53042632254,45.0
-58279.07053511053,80.0
-41475.553856966886,60.0
-51821.782680530145,78.0
-63527.46621359194,64.0
-47050.90368055856,91.0
-62965.798903149,106.0
-35743.08555459799,41.0
-27933.039364145487,71.0
-55568.480484376945,70.0
-29626.25440066765,32.0
-61826.126812041504,62.0
-36678.13369771808,68.0
-51612.365846686036,47.0
-41050.47917236137,105.0
-38133.06453706531,25.0
-58446.575793066884,47.0
-36131.054846936604,67.0
-41079.624503326355,62.0
-46824.461613743304,28.0
-35125.53409752616,53.0
-30016.070425212944,66.0
-60934.601831358275,97.0
-32243.323666887605,79.0
-36876.48912131248,105.0
-51599.339548852164,17.0
-29916.092198996696,65.0
-31970.34772429963,81.0
-32521.265106282655,78.0
-38920.67581527283,66.0
-33593.03679674781,91.0
-57369.13056636481,71.0
-51254.08875562181,56.0
-33874.16264491021,61.0
-54466.702262307095,37.0
-54601.56889291966,57.0
-40427.252974417665,72.0
-33988.67115430745,97.0
-32363.92825775478,98.0
-53189.278347801366,109.0
-57505.9649915076,48.0
-55961.07438819202,82.0
-36353.19063530809,50.0
-55594.107470133655,49.0
-38160.66499509002,92.0
-39092.374468980226,54.0
-28534.603771417736,51.0
-60926.40695925029,87.0
-30738.42412338712,77.0
-48997.06673777303,85.0
-40713.32395594462,71.0
-37210.78627016464,51.0
-52433.29962782524,84.0
-29320.038910881693,53.0
-51791.5460728734,46.0
-50230.975775071565,93.0
-42693.88824078468,37.0
-38615.83513788745,89.0
-30022.800948624666,47.0
-42956.62765621567,61.0
-52069.05993804087,83.0
-56333.08041192281,61.0
-50973.19001020843,63.0
-34403.00363538356,54.0
-30147.256336978742,49.0
-55105.99917987408,36.0
-44740.03760529991,50.0
-44405.796231023225,42.0
-34495.09343315278,70.0
-60510.80691041208,84.0
-37244.6329700426,62.0
-50608.64811265613,64.0
-31278.50302803552,97.0
-42846.378521179475,73.0
-49900.26956038434,85.0
-30605.389100503497,40.0
-42267.64861220922,51.0
-38293.84723407638,35.0
-39567.00256931692,56.0
-59132.953086621885,28.0
-47652.302453896904,65.0
-52737.90910842185,79.0
-54539.748600258696,95.0
-39592.86305086875,75.0
-36679.84396837143,61.0
-41479.18819514195,39.0
-62363.97154500743,65.0
-38963.50305885414,72.0
-51307.31477944532,41.0
-41741.937320104815,59.0
-32127.69152689042,43.0
-42862.79872587646,76.0
-53523.43898259451,55.0
-33155.63837534923,34.0
-31502.316635537383,32.0
-43116.268793757656,70.0
-51894.69658671366,63.0
-54066.25659779493,42.0
-66169.62615278058,69.0
-30571.587325682936,55.0
-50221.05911029658,92.0
-28886.299628872915,94.0
-60593.527525074605,90.0
-40460.13686175663,91.0
-52726.84573317277,88.0
-50187.986304867234,94.0
-59895.47052639881,76.0
-31738.523201671156,102.0
-41094.45103142685,76.0
-32118.25124426702,76.0
-59085.26770958087,53.0
-30956.04418235428,46.0
-34100.03941729772,99.0
-64887.58002938191,70.0
-30960.380689244383,78.0
-38485.33502545621,61.0
-39573.032669027736,89.0
-45288.03513481606,77.0
-32232.355950032194,93.0
-36328.99415484973,15.0
-60482.99602936612,54.0
-51486.07576989959,40.0
-30331.52966882947,40.0
-54369.75193280236,87.0
-40118.62707780929,80.0
-57523.83718289361,44.0
-41848.92973092002,81.0
-59711.87582219261,96.0
-49893.99182852618,48.0
-42797.16262538865,24.0
-52060.89388195357,50.0
-33710.85623278428,91.0
-59816.85404447254,49.0
-53757.32936499022,56.0
-41816.05622310469,98.0
-35816.87992944504,53.0
-39266.79251192016,69.0
-49297.21476884415,65.0
-33641.50217870868,42.0
-55827.31762543899,91.0
-28605.831991951687,51.0
-40710.180563701055,54.0
-41110.2597004748,45.0
-30012.819068776967,36.0
-30276.391073048435,39.0
-61483.686583960836,76.0
-42760.02570570512,62.0
-31309.141736012356,30.0
-59549.15731334065,111.0
-60118.35862073146,74.0
-58876.76906393777,52.0
-53988.98561552647,100.0
-47223.128177076724,55.0
-36485.41602627235,89.0
-40646.42647417623,58.0
-59990.14643566707,43.0
-33869.78497207764,78.0
-35627.261242961875,38.0
-50811.54223499362,76.0
-29070.073781446234,70.0
-35622.94630124509,36.0
-58950.81596646356,42.0
-38086.13955222813,91.0
-28425.532809097658,60.0
-34706.59910768832,65.0
-44869.062670988205,70.0
-37210.38638192392,52.0
-36587.99859285549,75.0
-41361.31359069426,63.0
-34288.630532931005,87.0
-45679.355916130495,116.0
-41851.02808862491,80.0
-59658.88013916985,85.0
-45152.72716114298,73.0
-52063.3899929525,55.0
-51331.60963144906,81.0
-55181.45432125153,71.0
-52864.65167117927,100.0
-56091.993109613584,44.0
-51835.59054714459,55.0
-28235.960698799245,80.0
-50987.21153247397,90.0
-34975.40352107449,92.0
-32478.123862206565,110.0
-49798.300409143194,103.0
-42710.22468257176,87.0
-31294.40648494302,79.0
-46434.48020741414,78.0
-40413.84751722927,46.0
-36942.14067456237,45.0
-41363.2227326766,79.0
-42536.79634076993,63.0
-50409.60418314176,49.0
-45183.105572911736,55.0
-29132.814913842572,44.0
-57990.8356464785,79.0
-51624.70993922517,25.0
-39937.58946447844,71.0
-53232.498875165635,103.0
-39261.42256739462,91.0
-63150.16858501912,62.0
-55834.077908552936,65.0
-57874.15158136292,42.0
-37214.22383429842,69.0
-43517.02713668889,61.0
-41698.53357755949,64.0
-50335.132412806925,61.0
-55071.67319994114,33.0
-31585.738840208418,92.0
-66421.01963403425,65.0
-29634.115386412253,24.0
-44568.68537159427,60.0
-37055.35915852231,36.0
-59756.36272764155,64.0
-49473.346040696895,82.0
-59766.212767496516,48.0
-55948.31425099386,49.0
-30002.97379113662,89.0
-61911.70429718904,58.0
-50933.40689802843,54.0
-57946.632170094366,85.0
-57509.82221693675,86.0
-52507.563013300765,98.0
-49035.54197742554,64.0
-55723.4553019367,59.0
-53300.26926503271,44.0
-45096.297017909696,83.0
-33708.98897800076,61.0
-28688.511832080207,63.0
-40887.94732272588,66.0
-60919.67033478833,73.0
-37089.70601456078,80.0
-39754.83840451921,74.0
-56333.811017564105,91.0
-31425.563067690102,69.0
-38561.77565239916,58.0
-46484.80524746062,86.0
-30496.6794022759,50.0
-54295.448122589805,86.0
-39243.204952692424,12.0
-41912.40075051287,37.0
-39578.63390694774,85.0
-34542.50138378643,61.0
-36098.47568701264,96.0
-54083.13725661805,61.0
-48437.009320098434,72.0
-52594.97066535624,107.0
-34118.9047829395,74.0
-38115.68375394152,74.0
-39836.95263878905,52.0
-53617.0298572395,50.0
-35244.05384292837,75.0
-59035.94976436113,68.0
-36787.852733326756,100.0
-37143.222089195624,83.0
-42928.82016891398,82.0
-29752.821338650567,69.0
-51327.93634802129,55.0
-28810.37134689627,36.0
-43047.7064484915,43.0
-32030.400174812254,111.0
-40670.613201389,22.0
-40899.49827943066,90.0
-60394.500516387445,66.0
-41369.79787205122,27.0
-35911.248042547,42.0
-35322.95214743943,64.0
-56050.76600575438,48.0
-40805.93838859428,52.0
-48341.07457495759,70.0
-36179.22730856229,47.0
-29059.059687249868,84.0
-60095.422450001366,69.0
-39100.15430451167,83.0
-35657.137009334925,68.0
-62146.74502085656,73.0
-55952.34349971492,90.0
-29751.501087818582,53.0
-58744.40953537137,97.0
-38738.931012872694,67.0
-52580.86217211095,56.0
-28879.049845184825,61.0
-59043.75172870707,52.0
-30116.762767217246,96.0
-43853.57175281983,63.0
-43708.92196592066,100.0
-38616.771451599874,24.0
-30853.173260118077,47.0
-40478.72052190179,69.0
-33782.40756190102,75.0
-28630.13626033401,59.0
-48209.89870082562,58.0
-60120.692053628925,109.0
-52853.67406294877,83.0
-42608.548460627295,43.0
-40132.15396453894,74.0
-33260.76639463841,87.0
-37111.684888297874,59.0
-29273.629251860257,77.0
-55667.51416082788,69.0
-38332.422265876434,114.0
-35681.313923131,87.0
-53287.88588846786,48.0
-57475.77139868676,69.0
-57015.52803808499,95.0
-49055.349933538775,77.0
-41385.69875800921,105.0
-53772.62222248055,43.0
-36820.07464685822,81.0
-40940.79612836364,87.0
-55960.07578136187,41.0
-32683.239722810562,55.0
-27948.76085311513,76.0
-53070.61288267889,71.0
-34309.63540569359,112.0
-41181.72661141938,78.0
-32950.63555006507,71.0
-40245.13889530317,51.0
-31192.418132771832,78.0
-41616.64765040414,72.0
-41377.991059488195,37.0
-62848.08221257478,75.0
-47564.35614752073,70.0
-53037.76222915432,55.0
-29221.379892955112,74.0
-39724.22087896541,69.0
-38898.11163767874,59.0
-58562.52168560731,61.0
-58941.70125389714,61.0
-42284.06263325778,57.0
-35668.67947284247,55.0
-31041.814877568584,50.0
-58991.124468811264,77.0
-58792.37008313186,85.0
-41631.87234752899,62.0
-35842.24458258529,100.0
-41891.20881339818,55.0
-55053.82243716665,79.0
-60856.310409157864,81.0
-42444.646914026285,79.0
-30858.999614536886,91.0
-40318.98443840466,49.0
-30427.41492617264,88.0
-28362.601981205757,60.0
-38221.106611493684,93.0
-58809.651445625794,51.0
-50902.60561134422,86.0
-42357.84281070084,76.0
-55941.81876476228,97.0
-31997.45378963175,74.0
-64717.775798823306,83.0
-58418.27833236144,58.0
-60186.80733633152,94.0
-44153.13753509203,54.0
-41493.17158879239,91.0
-31536.572089153633,88.0
-40207.02432968165,92.0
-35152.5747837781,99.0
-47104.32441971736,94.0
-30034.751165496906,44.0
-55211.196384902374,76.0
-46095.368004237214,97.0
-28670.01015339695,60.0
-53183.122377655105,90.0
-48298.51038375472,56.0
-34384.298121460015,68.0
-35822.524511895936,50.0
-28274.041867765485,40.0
-39312.273377397505,39.0
-32147.284935649455,41.0
-51719.6901932483,104.0
-52291.506564701886,107.0
-47045.10772020415,83.0
-41500.18906537585,31.0
-30449.616737931377,70.0
-40790.737782247284,52.0
-55372.401530079704,56.0
-47897.81614284977,89.0
-40196.692081173256,48.0
-58199.186892409685,55.0
