ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
0.43220810193849335,-10.273591393653215,-10.705799495591707,0.37595650665307917,0.4627160131722638,0.4682780880714774,1.1496226140257266,22.20280064054856,22.862055193916284,0.2502996148644485,3.4299597566772895e-109,1.1875138418733441e-115
