sal_6_lc2vs0_iate,empl_x0
-24175.49952887165,41.0
-37644.306245692795,19.0
-41774.24885514537,65.0
-33907.70380927214,58.0
-42734.5016392938,60.0
-28256.048735470613,72.0
-33525.43909255674,35.0
-38386.15852157819,48.0
-28922.21267130518,86.0
-42930.72263612295,68.0
-49889.004325146045,95.0
-49697.368101668486,28.0
-48631.796164722735,72.0
-38963.88178028837,54.0
-30453.211026623034,35.0
-45703.173919374734,89.0
-27526.60382064696,46.0
-48369.575924528755,100.0
-30994.778630340537,90.0
-48887.46672207018,77.0
-45485.61834542888,44.0
-29956.69873805999,56.0
-35958.05474157458,98.0
-47727.25408362625,42.0
-45547.68203741657,63.0
-49336.160620156275,50.0
-44006.96607443006,92.0
-28746.232083108007,38.0
-26725.36900565235,36.0
-49844.62249313058,103.0
-34993.810378004586,58.0
-46933.609250371825,70.0
-38238.125144517304,65.0
-43118.61631691102,53.0
-34715.69681904313,70.0
-43306.858702936275,78.0
-42932.2512256228,61.0
-43760.05935382309,94.0
-36456.04356933512,71.0
-43460.075069463026,79.0
-32804.577091062376,45.0
-50095.18654631159,80.0
-40227.7906430085,60.0
-47496.92463854348,78.0
-50793.36457817829,64.0
-39838.197843851354,91.0
-48736.61675234159,106.0
-30380.601656884406,41.0
-25765.44589624832,71.0
-44451.463547010135,70.0
-27071.744359408982,32.0
-52616.62268830852,62.0
-32766.281007559654,68.0
-43637.05108317953,47.0
-37385.71304727884,105.0
-34893.187587386914,25.0
-54168.18276761321,47.0
-32226.48807958665,67.0
-37546.74613259119,62.0
-42173.35564754839,28.0
-32231.02645220509,53.0
-27745.50501997089,66.0
-44816.62856405995,97.0
-28552.125681694313,79.0
-34321.14290346238,105.0
-46466.44725565084,17.0
-26610.308041934426,65.0
-28978.79579667786,81.0
-30801.312837164383,78.0
-35727.48637397886,66.0
-30472.448577481337,91.0
-52496.91604240361,71.0
-44413.075345613484,56.0
-30634.99313903517,61.0
-45868.11240390013,37.0
-47756.72323454429,57.0
-37086.55974600767,72.0
-31441.539008799526,97.0
-28948.368448043933,98.0
-50926.39927797951,109.0
-49471.26665671471,48.0
-47430.628552300725,82.0
-30083.067410572563,50.0
-48478.117179467736,49.0
-35871.94100089845,92.0
-37563.28034263325,54.0
-23707.892965082465,51.0
-55013.9607892666,87.0
-26933.380652613858,77.0
-42432.77442821894,85.0
-36693.285560292585,71.0
-34466.385349774486,51.0
-44786.25271410722,84.0
-25079.710568834922,53.0
-46624.17207177593,46.0
-46233.45156641846,93.0
-35299.52875955108,37.0
-35808.700071558545,89.0
-26464.620291275576,47.0
-36561.3832011536,61.0
-46942.1852264604,83.0
-46674.430417963464,61.0
-44876.277831677835,63.0
-30663.01927852461,54.0
-27835.297745203658,49.0
-47036.156686293805,36.0
-41252.58504182754,50.0
-41706.08515700768,42.0
-30917.916080956824,70.0
-56756.140800150424,84.0
-33523.49029144741,62.0
-44064.05244497225,64.0
-28572.100246978916,97.0
-38838.61299412964,73.0
-45844.427912838466,85.0
-25459.206196933254,40.0
-35954.32114680067,51.0
-35254.42142447274,35.0
-36705.31006188789,56.0
-49044.7162852619,28.0
-44074.92769858142,65.0
-46598.44418384483,79.0
-51041.56023124317,95.0
-36334.030893235424,75.0
-33730.45394348713,61.0
-35663.69404776575,39.0
-55256.355434022145,65.0
-33959.41011419097,72.0
-45131.711262820245,41.0
-36383.00137175684,59.0
-30431.63508481698,43.0
-40053.09437501714,76.0
-48537.00407197849,55.0
-29042.935537440335,34.0
-29748.818174300355,32.0
-37583.180674232506,70.0
-45988.29620504167,63.0
-50384.0979499197,42.0
-52298.37787601455,69.0
-27322.253794218806,55.0
-42404.428585398484,92.0
-25714.127125417253,94.0
-52129.72138470427,90.0
-37304.716939091944,91.0
-42863.735731969544,88.0
-41616.10155153617,94.0
-54397.02143367274,76.0
-28901.283680590088,102.0
-37581.8403955241,76.0
-28445.553355556403,76.0
-50894.5371310801,53.0
-28073.291036995714,46.0
-30813.74342648845,99.0
-51903.2024151293,70.0
-28084.10543842707,78.0
-32640.12836811746,61.0
-37837.75123007351,89.0
-42179.717086609235,77.0
-29229.47968735139,93.0
-33671.09380258271,15.0
-48366.69803060971,54.0
-46392.2553918681,40.0
-26317.350223363497,40.0
-48966.126796031036,87.0
-37944.14053324261,80.0
-49612.61240443101,44.0
-38780.541991671715,81.0
-50084.41572928107,96.0
-44187.79812516427,48.0
-40178.35128288511,24.0
-44837.222780680626,50.0
-32846.812725209675,91.0
-47147.437706873214,49.0
-49010.286102464524,56.0
-33849.75392397779,98.0
-33787.208492118414,53.0
-34119.15296952366,69.0
-44452.10339274181,65.0
-30406.226199304285,42.0
-46718.64338478271,91.0
-24661.863252022256,51.0
-38670.63323031997,54.0
-37653.1560824022,45.0
-26194.51138158276,36.0
-27855.763699169158,39.0
-52066.3997061515,76.0
-40562.96797928263,62.0
-27279.11120659933,30.0
-46798.96552854667,111.0
-50990.670063998856,74.0
-49154.00253862896,52.0
-47001.5917562338,100.0
-44276.33899082257,55.0
-33226.15976730837,89.0
-35430.64183751465,58.0
-49370.738800467836,43.0
-32043.759534852517,78.0
-33164.82168862068,38.0
-42852.58856869157,76.0
-25702.899815960132,70.0
-31685.29175226426,36.0
-49720.96129593101,42.0
-34882.68883714876,91.0
-23130.806153935693,60.0
-31071.82535200734,65.0
-42845.80014854521,70.0
-32389.58610553824,52.0
-33608.27163528458,75.0
-35426.18806798038,63.0
-32551.15316876689,87.0
-39658.24487438926,116.0
-39137.584072946054,80.0
-54561.98387353968,85.0
-39692.52747213382,73.0
-46372.64033348293,55.0
-45284.77501932431,81.0
-47561.423713176235,71.0
-44755.85060599477,100.0
-47059.47583536981,44.0
-44503.038036337035,55.0
-26337.691388949705,80.0
-45124.36846979223,90.0
-31508.711068409382,92.0
-30471.831416521323,110.0
-42820.69317018011,103.0
-39649.781075826446,87.0
-28641.29196691148,79.0
-43174.29090690908,78.0
-36313.81568596906,46.0
-31896.166669858238,45.0
-35637.90685174129,79.0
-39866.52324747047,63.0
-44286.83912513306,49.0
-43002.79578159495,55.0
-23958.375733552468,44.0
-45075.056494932185,79.0
-43624.12773968763,25.0
-37255.28862221139,71.0
-46927.5399159864,103.0
-34243.072032943266,91.0
-49909.67540152364,62.0
-48683.396504299555,65.0
-50544.12989737038,42.0
-32941.02048583542,69.0
-41266.55685761036,61.0
-40305.31663983075,64.0
-46240.25540654539,61.0
-46227.44200365698,33.0
-27844.38356430082,92.0
-54354.39564261031,65.0
-26296.382843958374,24.0
-41316.704792568155,60.0
-33013.77223978343,36.0
-45019.60636000881,64.0
-40307.012700293795,82.0
-52745.73070123617,48.0
-52006.69036284891,49.0
-27282.339625152534,89.0
-52468.031236841,58.0
-46400.970252092746,54.0
-54716.38749532859,85.0
-46910.241809892395,86.0
-47914.59985629497,98.0
-44591.942810204426,64.0
-47889.178090641755,59.0
-47632.42655685669,44.0
-40204.61604244255,83.0
-29789.766786459713,61.0
-23934.30460838868,63.0
-36577.573353013024,66.0
-49971.36408309324,73.0
-31617.09027944596,80.0
-33955.10973473129,74.0
-47533.708016397235,91.0
-27801.283816255338,69.0
-34889.4583772369,58.0
-40254.84363072548,86.0
-27223.429755439178,50.0
-47707.86563718168,86.0
-34193.69687051019,12.0
-39310.72092384777,37.0
-36153.64292050224,85.0
-32399.937586835556,61.0
-32562.965793788273,96.0
-47376.71156062995,61.0
-44002.428545077244,72.0
-46794.81199969901,107.0
-30819.50490085396,74.0
-33242.69465524836,74.0
-35598.34306207267,52.0
-48329.30584471915,50.0
-31543.33370737668,75.0
-47833.50358165754,68.0
-34145.08038771694,100.0
-33261.72672680814,83.0
-39201.8698663265,82.0
-25118.328312684676,69.0
-44895.6902931269,55.0
-24642.298291116153,36.0
-40658.597948496725,43.0
-28957.74563415273,111.0
-37600.48823163631,22.0
-37985.19382545577,90.0
-47759.27198237795,66.0
-37043.305825434916,27.0
-32041.166608814794,42.0
-31728.674087043408,64.0
-48938.60359005348,48.0
-39833.956958535025,52.0
-41173.44760521484,70.0
-34249.1421277858,47.0
-26914.187359528343,84.0
-51200.85916868744,69.0
-39025.85976440249,83.0
-29882.47783980203,68.0
-53611.886427566686,73.0
-48054.281500847195,90.0
-25279.998972432557,53.0
-48287.42038208395,97.0
-32589.118041697166,67.0
-47052.0928684686,56.0
-24749.645269217515,61.0
-47827.09554672735,52.0
-25848.029357245356,96.0
-40264.19645577475,63.0
-41315.18978074352,100.0
-34931.7203111267,24.0
-27124.395921313855,47.0
-38136.34110317719,69.0
-29180.461544292735,75.0
-23986.65523113242,59.0
-42266.86178131721,58.0
-50814.06909769123,109.0
-47265.91814947383,83.0
-39829.26971527048,43.0
-36452.927506851294,74.0
-29916.85779425411,87.0
-32371.8347705572,59.0
-25801.594041590022,77.0
-47934.54248691158,69.0
-34662.82252756043,114.0
-32295.364535903907,87.0
-46482.16792004257,48.0
-49299.57685265779,69.0
-45610.724021565096,95.0
-43895.61537852317,77.0
-38796.47329375275,105.0
-45227.98435559077,43.0
-34788.78717902182,81.0
