empl_chge_lc1vs0_iate,empl_x0
0.19348226718683503,41.0
-0.6561314834979083,19.0
-0.84494281868543,65.0
0.945692841418351,58.0
-1.0064907230465774,60.0
0.5348488850662148,72.0
-0.17750663801513133,35.0
-0.5012945001812743,48.0
0.5140829216959502,86.0
0.28396070907677595,68.0
1.3832264855414242,95.0
-0.8769711535691751,28.0
-0.20315471068873964,72.0
-0.30900037196505603,54.0
-0.6885925620519506,35.0
-1.2742951940684368,89.0
-0.013785470693807866,46.0
0.7669310625337044,100.0
0.6112494780097184,90.0
0.6735771192693415,77.0
1.0389574174377803,44.0
-0.13201401606238844,56.0
1.759654190162267,98.0
-1.1551552381266537,42.0
-1.2779368405702924,63.0
-1.2282012228479373,50.0
1.1030083464080185,92.0
2.2366299789057447,38.0
-0.19474240830381317,36.0
0.7004783076462677,103.0
-0.5795729727442487,58.0
-0.7740850018451025,70.0
0.2556931532509614,65.0
-0.7456553522870846,53.0
-0.37347974753997915,70.0
0.7769388974168199,78.0
-0.7652187664344375,61.0
-0.07621465039704661,94.0
1.5318977829809315,71.0
-0.4464310376354319,79.0
-0.5853448782456725,45.0
-1.28401740963856,80.0
-0.21566380838760535,60.0
-0.4340267573781114,78.0
-0.31346775306921404,64.0
-0.44239693323754126,91.0
-0.20932286758749127,106.0
-0.6587384725625713,41.0
-0.07349412323191945,71.0
-0.9997574944937051,70.0
-0.254379047303225,32.0
0.2857753351560003,62.0
0.9832261792628562,68.0
-0.8006883604148183,47.0
1.646412659587566,105.0
0.020150261832001526,25.0
1.322590485712704,47.0
-0.16830086380884582,67.0
-0.5839209503821947,62.0
-0.8265403245508942,28.0
1.7509948299627835,53.0
0.16046801893791363,66.0
-1.187653762339714,97.0
-0.24389060410859928,79.0
1.1272153546722774,105.0
-0.02258445740998727,17.0
1.2120198316363247,65.0
0.3463006888629179,81.0
-0.11837925775810193,78.0
-0.5247772229501366,66.0
2.079864172086026,91.0
0.39544014428129354,71.0
-0.4196759849535544,56.0
1.1524337334662893,61.0
-1.1521166745290445,37.0
-0.9634167948022159,57.0
-0.5453422981201134,72.0
0.6666494513194443,97.0
0.5096580440423704,98.0
1.4517159452015946,109.0
-0.7428061191956841,48.0
-0.9324086589977639,82.0
-0.0708192196109973,50.0
-1.1342814806760286,49.0
-0.24015640346631162,92.0
-0.4281509720397187,54.0
-0.017549189285268996,51.0
0.08314187591059807,87.0
1.9700375599991249,77.0
-0.26604671348066145,85.0
1.4431274486522965,71.0
1.0253038315072935,51.0
-0.9335430663136792,84.0
-0.3383814866922218,53.0
-0.6863659672846407,46.0
1.4563309729326495,93.0
-0.5012921884964866,37.0
1.2244150014060864,89.0
0.10325358397794482,47.0
0.167782965639094,61.0
-0.06522088831465278,83.0
-0.7387763401160594,61.0
0.39889371790338285,63.0
-0.22620092924556698,54.0
0.27973286551168286,49.0
-0.6813837673007856,36.0
1.042715275942969,50.0
-0.6102665915996517,42.0
1.6547640212993209,70.0
0.06710447210823561,84.0
1.261506079449823,62.0
-0.12452002668364232,64.0
1.1981694137222523,97.0
1.6480667532783304,73.0
0.4723977096511649,85.0
0.5764040837909852,40.0
0.020034179529311358,51.0
-0.9016373642386782,35.0
-0.15112230893682,56.0
-1.1126734393718425,28.0
-0.8117893988746361,65.0
-0.12859496040714946,79.0
1.1457490981889908,95.0
1.63680142012793,75.0
1.8363203343579357,61.0
-0.19694942423269074,39.0
0.43030078084021356,65.0
-0.7990705614977177,72.0
-0.5148589590097756,41.0
-0.11736448261705099,59.0
0.31612780724826584,43.0
1.0323661874412438,76.0
-0.30143405623396685,55.0
-0.07583006583612778,34.0
-0.4020993588794355,32.0
-0.4956229535645935,70.0
-0.24584878810364721,63.0
1.1443442737082392,42.0
-0.5792170374671181,69.0
1.1185622456268927,55.0
-0.37968106589607786,92.0
-0.20596170594076893,94.0
0.8458362451584277,90.0
-0.06852917512813511,91.0
-0.4794923788640046,88.0
-0.4139784740465601,94.0
1.2846120180458254,76.0
2.213154106676043,102.0
1.1691090957142825,76.0
-0.059416253187400625,76.0
0.6866369254480924,53.0
1.8550118144210082,46.0
0.4086139545449891,99.0
-0.3265132929023289,70.0
1.2655477209888675,78.0
-0.41708982225665525,61.0
-0.3694795696032014,89.0
-0.6112833783025833,77.0
0.6713983887754189,93.0
-0.3557326605351567,15.0
-1.0548318988013126,54.0
-0.3382453586252589,40.0
0.17362599073451823,40.0
0.2627595589949704,87.0
-0.17525815291986152,80.0
-0.8351048940856525,44.0
0.053919042064154765,81.0
1.188040281935225,96.0
-0.5899738269541508,48.0
-0.3300977369326793,24.0
-1.1611768272210239,50.0
0.13485727190327318,91.0
-0.9908396711873769,49.0
-0.22362743265405316,56.0
-0.49971106677545185,98.0
-0.07640406077893286,53.0
1.2980150783484128,69.0
-0.6749952017873703,65.0
0.9948274358378627,42.0
-0.6325029125316368,91.0
-0.3421230745870592,51.0
1.1635353610171466,54.0
-0.5598374283989749,45.0
0.12001373485580047,36.0
-0.028461016288629515,39.0
0.24144532783802145,76.0
-0.47641380344042217,62.0
-0.2962262381678943,30.0
-1.0857090509042953,111.0
0.7483645888171206,74.0
0.13624918887458604,52.0
-0.38010474440721476,100.0
0.3283197378268938,55.0
0.5475278677026801,89.0
-0.5154480268395065,58.0
-1.0192832953317996,43.0
1.6089312321865774,78.0
0.022552726959217284,38.0
-1.0852608718381964,76.0
0.16592349465410455,70.0
1.2119411297043705,36.0
-0.5385320199559834,42.0
1.6021858597899237,91.0
0.5871079785662138,60.0
0.9317316718556532,65.0
1.8214598340820336,70.0
1.2201890103358917,52.0
1.1754158694816734,75.0
-0.5755908405703942,63.0
2.28557735885733,87.0
1.1243515345897643,116.0
1.2939298727902735,80.0
1.2334627501471103,85.0
-0.2507840242565751,73.0
-1.3095010983001845,55.0
-0.4970212227043061,81.0
-0.469945711954763,71.0
-0.6232534837189898,100.0
-1.2283022747321612,44.0
-0.3314777714201562,55.0
-0.24586107706160748,80.0
-0.5048948388995059,90.0
-0.310789094181207,92.0
1.7778707271191847,110.0
-0.23232199540153217,103.0
1.6873808069270135,87.0
2.351548843310189,79.0
2.029339612565404,78.0
-0.47866682773781416,46.0
-0.342689354686431,45.0
0.5831588589156157,79.0
0.2498735218532288,63.0
-0.7162638637473553,49.0
-0.21016075844182774,55.0
0.12988083641383985,44.0
