sal_8_lc2vs0_iate,reg_pro
-5247.612371911619,25.442805384741487
-5936.081268004899,24.48031723822925
-18919.44103723965,38.30479248816428
-14707.782499432617,27.23029492891736
-16469.150647081267,35.43969589984596
-12774.949402169917,36.021807982956105
-12053.51819014192,35.48794104479353
-14026.353314398892,35.48794104479353
-13983.383125352026,37.424879126959546
-13134.478561131986,23.634277318491872
-29884.652334278326,20.98878429639096
-17681.150924771904,26.28022836679576
-16609.6116737232,23.634277318491872
-11969.49722271879,39.70178544635895
-5950.023047619556,29.0419683726385
-21467.992990178907,33.9596994808174
-11945.720340139294,36.18644355251131
-23984.30313998409,33.190710519682085
-14270.983694386445,37.31673442662566
-31714.984435430928,22.876594638877435
-16666.270956639855,39.70178544635895
-9190.94516760037,36.3573875871551
-16119.659878602994,20.146641489655405
-17563.439508625903,38.77222685532345
-12709.421738549394,25.46180534860576
-17881.349442808176,25.442805384741487
-21270.396143409,36.18644355251131
-10635.591001845487,30.518765731198098
-6349.551233765739,27.11781509568906
-25672.877520447037,35.48794104479353
-6822.170593997487,37.31673442662566
-15317.612865724008,24.48031723822925
-7312.442213867468,27.20170607688317
-16567.308543593586,36.59621121258517
-10771.937303749975,32.02921160100115
-23206.795175427622,38.061462197476885
-11427.513352134134,25.91532590252785
-16042.078033573867,27.66410460043495
-17658.06812471561,34.59482682258063
-11169.2081233098,24.75709700399736
-11499.894941943663,34.0840234334754
-13532.379106039434,24.82275449516596
-10474.096448959794,33.190710519682085
-7399.01541726392,24.82275449516596
-21831.303184256172,20.98878429639096
-12068.484378545405,25.442805384741487
-16817.388918640918,34.87097908415335
-8416.273475017142,25.9568290114522
-9300.107912582045,36.895008747355305
-12865.209168249245,38.061462197476885
-7081.880304338444,36.36929448528463
-15828.948926235356,23.84441056974409
-10728.199476209447,37.21455824969987
-13929.317983234097,38.296041677123725
-13986.61467723364,30.93066410111383
-8806.614629841293,30.93066410111383
-31091.26887296683,30.88527758713494
-12631.794461756977,22.876594638877435
-10562.048830745493,33.9596994808174
-19426.966405927375,38.77222685532345
-13447.300516964122,24.48031723822925
-12487.27617789897,37.12391018969001
-16920.067990057403,23.634277318491872
-12532.962823379246,24.043591501893573
-9913.747962433376,39.689354456040704
-13732.531740885566,24.377349804657285
-13666.649579562232,36.66915348581493
-8937.991690188243,38.061462197476885
-11118.370337633276,30.93066410111383
-9831.196112755115,33.190710519682085
-10573.756448907981,33.2979334027342
-28880.51804557306,36.66915348581493
-10686.250735088259,33.465850046515826
-13103.616710817834,36.18644355251131
-17959.010249250507,38.59436571998607
-10071.496266680995,34.87097908415335
-13782.46557292678,33.9596994808174
-16474.894839209068,24.82275449516596
-15764.240231078948,36.66915348581493
-28745.982583084144,34.0840234334754
-17947.46642392244,39.70178544635895
-21472.93628477188,38.30479248816428
-6541.9600657612355,25.975826758331387
-11658.795107039547,25.6381268714252
-7148.046106287591,29.199819087564737
-10323.714508672372,26.55757221818568
-9269.578573458642,34.78150641425992
-29115.644692828868,34.24810373671474
-9615.11726571023,39.16550782865332
-8861.114745064175,36.36929448528463
-17716.601925630006,38.14609730811835
-16340.103061847669,28.60821615898056
-14684.070456690177,32.14515376327497
-7644.129012913624,25.91532590252785
-17645.626288756564,26.28022836679576
-21284.617047466774,34.78150641425992
-13330.57537141005,38.14609730811835
-12540.192397054574,25.46180534860576
-9402.807187600749,37.01842441720488
-9795.936310623621,36.59621121258517
-15211.710614927828,36.021807982956105
-18920.787376180393,25.91532590252785
-14363.490183207621,30.221990924441656
-3632.2607362219505,24.48031723822925
-11975.5970092164,34.24810373671474
-20815.780510225697,20.12142523431465
-14272.336117167273,38.30479248816428
-10667.30321611362,32.14515376327497
-14295.430723840462,24.48031723822925
-30380.561068380197,33.2979334027342
-7401.089893542666,29.199819087564737
-16763.298111027994,35.43969589984596
-16441.26604018639,38.296041677123725
-18094.53069026472,24.75709700399736
-16122.99698257296,38.59436571998607
-8268.88502805628,34.78150641425992
-10978.461832212246,30.93066410111383
-9573.33285126083,32.03486507724899
-9182.378284501126,32.02921160100115
-16127.620849373463,30.221990924441656
-9191.211403168274,25.46180534860576
-14354.187389724195,25.91532590252785
-31812.54720474514,23.634277318491872
-19965.426218763736,24.043591501893573
-13745.607386248455,36.895008747355305
-9055.757976269144,37.31673442662566
-29427.236427341748,30.93066410111383
-8861.75391695425,34.87097908415335
-11431.90073405658,25.91532590252785
-6804.923687760396,21.445839558321627
-10640.602832549692,39.63041727705111
-19197.80689807979,29.0419683726385
-13239.538872666702,26.716134404846965
-7698.705860482627,28.179167977526696
-8403.83715808361,37.21455824969987
-16925.87742997753,39.16550782865332
-15443.853765018846,20.98878429639096
-26489.770039860967,25.6381268714252
-32439.393099778827,33.465850046515826
-9836.641841166444,29.199819087564737
-17787.756900753462,39.53053733424087
-17199.62035261083,38.14609730811835
-28787.39871147152,36.18644355251131
-13611.636933011727,36.895008747355305
-8788.609005349892,36.36929448528463
-11707.752520868711,37.79198604260468
-28420.892329321316,20.63169958684676
-9017.434527057592,27.23029492891736
-12893.257218505933,35.46200090328086
-7726.069504399049,34.59482682258063
-21685.039040158692,33.465850046515826
-7890.740356703597,20.63169958684676
-7962.825771936777,34.78150641425992
-27077.964692732858,26.716134404846965
-7457.032934422473,25.442805384741487
-14298.479671744846,38.30479248816428
-10487.060358118482,25.6381268714252
-17149.425189867263,26.716134404846965
-13012.514226093313,39.16550782865332
-8866.169842147421,30.93066410111383
-21995.1583421644,24.043591501893573
-11290.039315053964,38.77222685532345
-7097.706494466834,26.55757221818568
-18993.60723190813,20.146641489655405
-8388.517453040646,33.465850046515826
-22343.058481445547,30.518765731198098
-6146.817396132014,35.46200090328086
-21872.976938886775,34.78150641425992
-11145.459436193058,27.682115880587865
-10301.771338755812,23.634277318491872
-16830.292048571337,36.021807982956105
-12785.061973985477,32.14515376327497
-19173.380694941086,29.98075197420983
-19362.225473852606,36.021807982956105
-6088.104218178561,25.9568290114522
-9421.5776810159,20.12142523431465
-15276.869349586428,26.111065750636296
-14599.63079187974,32.03486507724899
-14156.7336299947,24.75709700399736
-14877.666594340306,32.14515376327497
-10112.26199757374,24.75709700399736
-13807.378141663181,33.2979334027342
-10901.512399812742,30.019946390682776
-10117.611447563946,20.98878429639096
-6599.896309034923,24.043591501893573
-16542.21625910188,24.48031723822925
-20199.750505257514,37.01842441720488
-10267.981567493429,36.021807982956105
-19153.81749064121,24.75709700399736
-20288.308055710193,35.48794104479353
-18895.149096620367,36.59621121258517
-15272.051621049512,38.14609730811835
-21392.667758497722,37.21455824969987
-17938.086812944384,33.9596994808174
-8430.203278028921,37.21455824969987
-23031.391593886434,28.60821615898056
-12745.25270896825,24.043591501893573
-10165.819450001156,27.66410460043495
-15900.62731147343,36.36929448528463
-8645.217809161128,25.9568290114522
-12984.76721418381,39.63041727705111
-22678.644256130698,20.63169958684676
-12553.461600753013,37.21455824969987
-7870.456317975893,27.23029492891736
-12354.101538333132,38.35574790404051
-15447.242214867218,22.876594638877435
-13091.270947482402,24.48031723822925
-20604.331757102813,30.518765731198098
-14024.604376438143,31.436060620423927
-13260.948915050807,30.518765731198098
-21352.241260470848,24.043591501893573
-14395.630409975367,23.84441056974409
-30349.750470750543,36.18644355251131
-12881.34391852099,28.179167977526696
-16578.238141267084,35.30285648719705
-19154.371446922938,38.14609730811835
