sal_avg_lc1vs0_iate,unem_x0
-4270.438668968398,6.0
-5388.595103984487,3.0
-17338.561453190447,7.0
-8050.913766130763,22.0
-3428.049271649321,8.0
-5141.046663683172,14.0
-9916.177181186193,11.0
-4320.656988476181,3.0
-4407.52220781325,4.0
-2230.193323135474,13.0
-2217.3322666341087,15.0
-2434.19661564096,24.0
-1330.1147751756966,24.0
-5202.01330874447,6.0
-5142.564051903997,6.0
-51.97855476979544,2.0
-16293.842130432648,0.0
-6083.449440380388,24.0
-1697.2534334729405,1.0
-5329.038740216331,8.0
-10995.475890302167,1.0
-1936.931191217962,8.0
-7147.902861578556,21.0
-5789.560563698851,7.0
-3384.6712028387556,6.0
-4309.145429733903,23.0
-18055.148318792264,22.0
-12295.465366261202,5.0
-3357.1911505723406,2.0
-96.74307384329472,20.0
-55.19507577970285,23.0
-3596.129811822642,3.0
-4652.364577773324,4.0
-11656.60853093363,5.0
-6822.059793696726,12.0
-3062.074819978552,13.0
-14704.139968614989,5.0
-22613.33495117436,13.0
-11681.714306483216,0.0
-2690.328832907179,13.0
-145.76452319616578,11.0
-9534.153239810177,13.0
-8783.251104575225,10.0
-11848.243754399997,2.0
-6825.626377529976,1.0
-5914.429739644209,4.0
-18599.305977015687,11.0
-11797.69704427751,4.0
-11779.35005201239,2.0
-1228.1446893008192,9.0
-5070.627808423444,20.0
-2013.7771281006735,22.0
-4184.4503824347885,10.0
-4429.686481721788,0.0
-15704.460182145112,3.0
-17538.79280218833,4.0
-15469.449232276142,3.0
-6605.852942761048,24.0
-6822.9162540114085,13.0
-2804.1733946980517,14.0
-14581.692431403182,9.0
-2898.8212567829814,12.0
-12532.89631891469,8.0
-9409.879074009154,24.0
-811.9519780444316,21.0
-6835.832320843381,15.0
-7881.8853749831005,18.0
-4014.51886706782,6.0
-8848.296479403358,1.0
-4922.656449051397,23.0
-7944.978288549212,18.0
-3316.8892568799674,3.0
-15515.629607841507,13.0
-20928.29356987196,17.0
-10876.75302727928,3.0
-15384.926845707749,23.0
-2208.539319741447,10.0
-4678.384697793139,8.0
-5325.263822532752,9.0
-20550.250884253855,10.0
-13565.75219235308,11.0
-13920.475668151385,20.0
-3002.248181688479,2.0
-4031.3602429117104,19.0
-8808.473852875817,3.0
-10102.307806520617,18.0
-5954.354116014114,17.0
-834.0120585124304,2.0
-8727.131418268325,9.0
-6971.425860202113,3.0
-18402.801206939468,23.0
-17242.613398071873,3.0
-14923.882998099944,21.0
-5249.849177096245,16.0
-6792.929377688578,6.0
-6525.790521230949,13.0
-15448.370582953501,22.0
-8992.764398352398,13.0
-7627.783594654475,16.0
-8520.930671184016,17.0
-563.6565441697799,3.0
-11149.090747767623,13.0
-17383.332063567013,14.0
-7822.022903112244,6.0
-2240.4664548704004,14.0
-6999.345498604252,16.0
854.0491751777731,11.0
-4172.757175669631,15.0
-4827.962497706103,15.0
-20328.306283338872,9.0
179.93305316258056,5.0
-7097.035159534632,6.0
-5106.777566478967,6.0
-4588.0388657254025,3.0
-11884.863261997161,2.0
-6265.209999379704,21.0
-6140.083691610974,22.0
-9357.132773341014,18.0
-1077.8265363316357,8.0
-10621.559893547777,12.0
-5028.928482106963,6.0
-7075.662948813217,2.0
-8751.812149945432,5.0
-3099.5721256343168,3.0
-725.2681902015562,24.0
-4552.885596581118,18.0
-9775.89109350858,21.0
-8843.300149767409,1.0
-14507.234004725076,18.0
-5470.599287948856,3.0
-20249.100494719503,21.0
-7580.671063053526,8.0
-5677.719525156943,5.0
-2985.978210146868,19.0
-4134.7772083505815,3.0
-10102.496198394962,17.0
-4030.74292594944,9.0
-12751.77322724172,15.0
-3534.2888404419546,11.0
-6909.004513306611,18.0
-1383.0933088536688,5.0
-4719.557733115279,18.0
-20228.16106050703,15.0
-20154.069960062836,18.0
-5407.687868960819,19.0
-9282.95195743583,5.0
-1685.250217339346,19.0
-8002.189413050945,3.0
-1505.193270204898,11.0
-163.16732536677875,5.0
-3364.229114852493,17.0
-12382.37361101248,19.0
-785.2656016715882,14.0
-11640.281172512745,5.0
-11242.977710466546,20.0
-9273.244449386284,5.0
-3677.4248579031428,22.0
-6716.901219636151,20.0
-10287.624947000357,23.0
-11098.278693646747,2.0
-2152.330337299468,11.0
-12967.934148519558,1.0
-7838.683888259631,13.0
-10298.123622814575,15.0
-3768.7738584967774,6.0
-5105.7135675230165,1.0
-5395.137279406863,19.0
-5842.417922098266,7.0
-3478.2529983768654,6.0
-16469.919254384848,15.0
-5090.736711851043,1.0
-6412.188938437743,9.0
-2126.643690354349,17.0
-18716.298248804593,4.0
-18466.448424001952,14.0
-12797.577331980196,6.0
-13327.799092772619,14.0
-4226.485652105521,0.0
-4804.748310744682,10.0
1194.0434589090612,10.0
-5720.66564614251,1.0
-3357.9227056011414,11.0
-13508.648013609101,20.0
-1349.9491240807702,10.0
-5661.023288830348,1.0
-3564.047233901862,11.0
-5505.914221874666,1.0
-2140.77813731048,5.0
-3790.634799141693,8.0
-6906.446417577068,1.0
-4191.590706482881,2.0
-217.50414105855668,19.0
-324.41535350222534,10.0
-13033.596202381645,21.0
-2802.5191073761166,12.0
-11595.110095012256,10.0
-7061.107339875247,6.0
-4335.72016988378,17.0
-9068.693718997742,11.0
-6376.660076046249,2.0
-5077.695211014554,4.0
-1851.369301939516,1.0
-5424.469188358402,24.0
-7440.315465169033,16.0
-466.8693287251159,22.0
-6076.861719903969,0.0
-15158.082681296473,19.0
-345.9548637861243,13.0
-4566.201747230994,3.0
-4279.348258360931,24.0
259.81809726155734,19.0
-1072.0231667021517,9.0
-5737.331406914178,21.0
-6026.481655128591,9.0
-3107.4482519535086,8.0
-3074.110684320556,1.0
-11671.155414348235,17.0
-5123.6872082464115,7.0
-3733.6349694058554,15.0
-5090.046314249407,11.0
-5203.400546725425,9.0
-3704.2742463124423,20.0
-6210.365746286258,6.0
-966.6440061212478,6.0
-9224.913670956228,15.0
-18670.561969752747,7.0
-13722.053139772594,11.0
-14444.355520263085,4.0
-8999.65545879015,24.0
-3843.3368207330846,20.0
-17227.205533772292,19.0
-10321.073220665108,12.0
-6285.268557401749,5.0
-13660.553946703414,14.0
-3921.764367328491,12.0
-12904.248237718624,16.0
-15071.090992090803,19.0
-6644.23158732362,2.0
-1951.48791622434,6.0
-1958.8129126163522,0.0
-1954.431860891431,19.0
-956.7519150471436,17.0
-4764.9171441476265,3.0
-3156.678973509527,5.0
-13636.844949685137,22.0
-5089.585021288244,6.0
-381.75481818053504,19.0
-16280.718068287491,4.0
-4190.076540213204,2.0
-4515.327060372216,3.0
-16278.17339812976,15.0
-6629.478277144477,6.0
-3943.0299898050594,3.0
-9866.980877122072,7.0
-5617.872243598026,17.0
-15395.508036094403,21.0
-5511.373599534315,12.0
-11911.481664903358,16.0
-16546.239748728054,10.0
-9389.747995401634,3.0
-2490.5231286882863,24.0
-5290.953250762272,4.0
-1789.832532866988,11.0
-8350.629791368507,6.0
-12565.851097279396,16.0
-3611.368895360156,10.0
-3160.427308333879,1.0
-4092.3266513059534,11.0
-14305.763846117105,17.0
-329.22132879383366,13.0
-3641.7268438915235,0.0
-8604.512730170918,1.0
-1812.4775095178613,2.0
-18515.041897015977,20.0
-4339.6517363621315,21.0
-14006.05656187819,24.0
-8249.95598623819,17.0
-3936.6379086954003,4.0
-3724.731200506799,23.0
-4839.155920789719,9.0
-8941.26733328997,7.0
-10027.808965388951,8.0
-1116.7150087366213,5.0
-3096.215555974777,10.0
-2746.0566670300395,8.0
-10720.364400572635,19.0
-4473.279735240898,16.0
-14705.37501420905,18.0
-9730.080563925556,13.0
-6880.833047391676,0.0
-2419.682310028838,9.0
-5873.95748904927,20.0
-5730.993447162775,23.0
-7084.483078169513,19.0
-1069.3471572078304,15.0
-2345.675361204915,16.0
-3319.6144811151644,14.0
-15521.48440904756,11.0
-16406.390510099987,2.0
-2767.2507136746462,8.0
-18705.528106170586,19.0
783.8205406733841,14.0
-2382.6443541126832,15.0
-4313.4433853111605,19.0
-1563.4847888858576,8.0
-2858.1618198331325,16.0
-6762.9230437351725,6.0
-12463.632193904386,7.0
-7638.508927584451,9.0
-17188.782326051616,21.0
-11369.334139864823,2.0
-4119.110626717642,4.0
-18992.844319271117,24.0
-4578.749643905232,17.0
-2579.96198903777,4.0
-2965.9535570124835,22.0
-3855.250583084958,3.0
-14958.292058565728,21.0
-4054.2127688174514,22.0
-8067.13580148413,23.0
-1006.2162749109602,1.0
-3836.366361642671,2.0
-5634.116962650969,15.0
-18348.01718697778,21.0
-9342.519633761463,4.0
-5079.603196041396,8.0
-9184.157053538038,1.0
-6495.098039064708,12.0
-11251.926781849656,24.0
-3260.026322308975,3.0
-12543.555167161434,19.0
-2844.349662256396,21.0
-15563.392937498338,16.0
-4088.5696819064224,4.0
-13841.827821018856,9.0
-1109.3245971653341,12.0
-5299.953273290589,1.0
-3448.945088410306,18.0
-945.2162192501019,2.0
-1258.2975223978392,4.0
-254.7807699873881,16.0
-11649.573455353053,11.0
-20649.850181952814,22.0
420.3932770595849,16.0
-3164.6208812525792,8.0
-8574.631855224216,19.0
-14767.521795574252,16.0
-5021.566986475804,1.0
-799.9948775184612,5.0
-5698.792051681789,0.0
-3565.114789417295,5.0
-1901.6343314241014,20.0
-16762.887442337127,4.0
-12868.90106118521,4.0
-635.8986662509294,24.0
-6140.49064027278,21.0
-2127.544085373662,23.0
-6572.773337574741,14.0
-5295.141076184427,9.0
-3377.5145524417076,19.0
-2407.924195593372,11.0
-6588.662780477197,7.0
-3455.426665905641,7.0
-371.26488676510814,2.0
-8556.520639013872,2.0
-2754.7909325634027,19.0
-2682.162488975036,7.0
-11796.55250178056,16.0
-13969.842588507101,14.0
-3927.7333350060285,21.0
-5255.988148959439,16.0
-2584.1351879408503,23.0
-6311.568973418754,1.0
-7912.39904323538,10.0
-17552.85976344372,13.0
-3418.994828319377,1.0
-6454.937226118989,6.0
-2172.338286939956,20.0
-2416.0421988835387,14.0
-19453.168489302567,19.0
-15638.424688628533,10.0
-14245.456100122718,6.0
-9626.084246129867,16.0
-5763.039077636551,3.0
-8674.384727513097,21.0
-3102.233721785924,6.0
-11405.421282696268,23.0
-14384.035086786564,9.0
-6487.98913446295,8.0
-4102.771674107287,23.0
-15275.907712442811,12.0
-14077.531880849772,23.0
-5949.318314520016,6.0
-19805.347139054753,8.0
-17846.138204066796,22.0
-15233.524305527217,5.0
-4811.7300531795245,21.0
-10359.605493926145,23.0
-17919.72205093953,19.0
-7937.676237930586,13.0
-6009.106275202473,8.0
-15472.750588417177,12.0
-5945.986877815683,17.0
-3360.829527886394,23.0
-6956.902628359108,15.0
-2046.7535187907235,14.0
-5368.296531277278,16.0
-3437.7596246061926,21.0
-10732.584867147874,13.0
-11359.55357283763,13.0
-3825.975209076194,9.0
-1336.9841323998608,17.0
-5615.322207070289,0.0
-13205.616897701198,5.0
-5290.836014980232,3.0
-15153.633203338135,18.0
-3655.175989096482,17.0
-16169.361967732739,18.0
-15135.510108805785,24.0
-4771.949467961926,1.0
-3028.4918655445317,6.0
-12971.791516916337,20.0
-3309.571277842747,21.0
-3918.672717957141,19.0
-11583.46980423159,22.0
-1922.5718819330832,14.0
-14188.265867126858,6.0
-2652.057164398164,16.0
-7379.305587682102,23.0
-6981.4435278078545,9.0
-1247.4708126816731,14.0
-2872.317553903127,5.0
-3414.2761412685395,15.0
-1695.5036930652732,22.0
-5679.082997104732,7.0
-14698.484170428215,21.0
-13660.97192894674,1.0
-21740.211177806133,22.0
-7266.301832188131,16.0
-16573.189335640953,15.0
-15184.43825120868,13.0
-1924.4791151258275,0.0
-3799.196442903732,23.0
-4820.368538620209,23.0
-4441.810448074276,13.0
-7166.968812804069,17.0
-1386.950209484729,22.0
-8019.9972090893025,2.0
-6678.868957928272,22.0
-5086.248013597291,16.0
-12302.107758479098,5.0
-6190.457907944236,15.0
-1554.9492896951342,5.0
-19549.702743126127,15.0
-5213.83429529597,7.0
-12520.036304014451,16.0
-10279.804662293855,22.0
-6404.712089674541,7.0
-5811.9528774994415,12.0
-6622.333483545703,4.0
-19803.051719232488,10.0
-3486.068541679798,20.0
-4205.00917984708,22.0
-6620.442156486017,4.0
-1496.876203066192,22.0
-428.1619432814505,4.0
-2973.5224194168295,16.0
-8721.083702069336,3.0
-5757.828312046537,22.0
-4691.8572191364065,12.0
-9513.222637004255,0.0
-9349.293195736624,11.0
-4058.447331938355,20.0
-13327.397358745782,9.0
-2795.4446538236116,6.0
-5122.333873568321,21.0
-3119.0027046328146,1.0
-4332.069156000229,1.0
-21262.861672225048,18.0
-984.8781735162913,14.0
-8493.509881976224,9.0
-6938.31676590469,22.0
-4883.709584754601,13.0
-5253.480508985378,10.0
-374.0206653624866,20.0
-6483.455364128824,12.0
-10549.221728318047,18.0
-6563.175372267879,6.0
-19789.52383785443,17.0
-3457.5589492878685,10.0
-14709.857492581239,9.0
-5772.762763671866,6.0
-4331.578456666606,18.0
-4248.588113030772,14.0
-11074.029993724705,18.0
-1601.9803741750675,16.0
-13849.025072454424,4.0
-5107.611310350419,23.0
-4087.3210545438833,3.0
544.8374280693373,22.0
-5372.222446589054,6.0
-3426.965964454421,15.0
-4715.4912379149755,17.0
-10281.784853299781,11.0
-3650.6164803315987,21.0
-1340.6023296253923,13.0
-2297.381267799101,15.0
-5916.031685397796,15.0
-3677.0326745399543,8.0
-17085.34743070876,10.0
-4081.144603681625,23.0
-21849.70478534106,19.0
-4670.244612803565,17.0
-7265.630455902802,7.0
-4136.103038934868,7.0
-4665.7732830021705,4.0
-772.1119051960134,18.0
-1280.23048904677,23.0
-11458.962607555373,6.0
-13999.491212898167,1.0
-5560.484453035747,8.0
-7241.466399271394,23.0
-7798.153064510588,10.0
-11983.92838439481,1.0
-4137.918357821408,10.0
-4020.286763993512,19.0
-1283.058867091244,21.0
-6500.485513826186,4.0
-13246.312250346666,3.0
-1681.490338437515,12.0
-7000.4256582805,10.0
-12300.186585652627,1.0
-4765.791340128107,24.0
-1553.7581559798246,18.0
-3539.604820868977,12.0
-2111.837731004417,13.0
-4339.091480324526,11.0
-16565.223725541273,1.0
-20538.381279543974,11.0
883.7483588400604,13.0
14.915914707860566,11.0
-5621.015483127902,10.0
-11649.46302305309,11.0
-11822.249357163855,23.0
-4922.013556863052,19.0
-5826.535394452258,3.0
-4136.539848117785,24.0
-6169.259721941998,22.0
-8121.707399347008,4.0
-4456.009565439324,10.0
-2659.835028649275,8.0
-2405.3079907805295,15.0
-8869.027991217246,6.0
-7089.700935000614,12.0
-10401.340893501716,9.0
-12897.961781745998,20.0
-9694.219732915037,21.0
-4039.243893456669,16.0
-2816.8444504344266,17.0
-3234.0539972448287,19.0
-10816.22528245481,14.0
-12625.06022994174,16.0
-2756.765736514082,12.0
-1359.6645540776717,6.0
-1628.9007030021235,21.0
-6332.009762289664,15.0
-9751.881814556324,10.0
48.85369645740218,23.0
-10127.950611042363,1.0
-8445.012694981944,8.0
-7587.817802123413,20.0
-13974.630081638497,23.0
-2597.88370253436,11.0
