empl_chge_lc1vs0_iate,age
1.4563309729326495,32.0
-0.5012921884964866,32.0
1.2244150014060864,46.0
0.10325358397794482,40.0
0.167782965639094,31.0
-0.06522088831465278,36.0
-0.7387763401160594,34.0
0.39889371790338285,50.0
-0.22620092924556698,41.0
0.27973286551168286,36.0
-0.6813837673007856,35.0
1.042715275942969,45.0
-0.6102665915996517,40.0
1.6547640212993209,30.0
0.06710447210823561,47.0
1.261506079449823,48.0
-0.12452002668364232,46.0
1.1981694137222523,31.0
1.6480667532783304,40.0
0.4723977096511649,48.0
0.5764040837909852,31.0
0.020034179529311358,36.0
-0.9016373642386782,39.0
-0.15112230893682,43.0
-1.1126734393718425,36.0
-0.8117893988746361,43.0
-0.12859496040714946,36.0
1.1457490981889908,32.0
1.63680142012793,30.0
1.8363203343579357,35.0
-0.19694942423269074,34.0
0.43030078084021356,44.0
-0.7990705614977177,49.0
-0.5148589590097756,48.0
-0.11736448261705099,46.0
0.31612780724826584,37.0
1.0323661874412438,37.0
-0.30143405623396685,49.0
-0.07583006583612778,34.0
-0.4020993588794355,43.0
-0.4956229535645935,35.0
-0.24584878810364721,45.0
1.1443442737082392,42.0
-0.5792170374671181,47.0
1.1185622456268927,43.0
-0.37968106589607786,47.0
-0.20596170594076893,42.0
0.8458362451584277,37.0
-0.06852917512813511,35.0
-0.4794923788640046,38.0
-0.4139784740465601,39.0
1.2846120180458254,34.0
2.213154106676043,31.0
1.1691090957142825,45.0
-0.059416253187400625,46.0
0.6866369254480924,42.0
1.8550118144210082,41.0
0.4086139545449891,30.0
-0.3265132929023289,49.0
1.2655477209888675,50.0
-0.41708982225665525,33.0
-0.3694795696032014,48.0
-0.6112833783025833,45.0
0.6713983887754189,46.0
-0.3557326605351567,47.0
-1.0548318988013126,50.0
-0.3382453586252589,36.0
0.17362599073451823,31.0
0.2627595589949704,43.0
-0.17525815291986152,48.0
-0.8351048940856525,33.0
0.053919042064154765,39.0
1.188040281935225,31.0
-0.5899738269541508,46.0
-0.3300977369326793,44.0
-1.1611768272210239,48.0
0.13485727190327318,35.0
-0.9908396711873769,42.0
-0.22362743265405316,45.0
-0.49971106677545185,36.0
-0.07640406077893286,50.0
1.2980150783484128,38.0
-0.6749952017873703,35.0
0.9948274358378627,38.0
-0.6325029125316368,48.0
-0.3421230745870592,40.0
1.1635353610171466,46.0
-0.5598374283989749,46.0
0.12001373485580047,32.0
-0.028461016288629515,40.0
0.24144532783802145,44.0
-0.47641380344042217,40.0
-0.2962262381678943,50.0
-1.0857090509042953,47.0
0.7483645888171206,39.0
0.13624918887458604,40.0
-0.38010474440721476,35.0
0.3283197378268938,47.0
0.5475278677026801,40.0
-0.5154480268395065,45.0
-1.0192832953317996,50.0
1.6089312321865774,43.0
0.022552726959217284,38.0
-1.0852608718381964,40.0
0.16592349465410455,44.0
1.2119411297043705,41.0
-0.5385320199559834,50.0
1.6021858597899237,38.0
0.5871079785662138,32.0
0.9317316718556532,44.0
1.8214598340820336,43.0
1.2201890103358917,46.0
1.1754158694816734,30.0
-0.5755908405703942,41.0
2.28557735885733,36.0
1.1243515345897643,48.0
1.2939298727902735,50.0
1.2334627501471103,30.0
-0.2507840242565751,39.0
-1.3095010983001845,50.0
-0.4970212227043061,34.0
-0.469945711954763,44.0
-0.6232534837189898,40.0
-1.2283022747321612,48.0
-0.3314777714201562,47.0
-0.24586107706160748,43.0
-0.5048948388995059,47.0
-0.310789094181207,37.0
1.7778707271191847,34.0
-0.23232199540153217,42.0
1.6873808069270135,33.0
2.351548843310189,34.0
2.029339612565404,37.0
-0.47866682773781416,42.0
-0.342689354686431,38.0
0.5831588589156157,31.0
0.2498735218532288,35.0
-0.7162638637473553,42.0
-0.21016075844182774,48.0
0.12988083641383985,32.0
-1.2058568308887472,47.0
-1.0923251611922,47.0
-0.8759514353355213,49.0
1.0131837910513348,41.0
0.16256143147032298,41.0
0.14775629262065218,32.0
-0.38765098287685174,44.0
-0.556412453844022,45.0
-0.7211557068409242,42.0
-0.5925363722011875,47.0
0.28342038752115845,34.0
1.2343906739454145,33.0
-0.8132922276638016,46.0
1.8467921621771064,30.0
-0.6490389249928259,50.0
0.4311525907064374,32.0
0.16578174774497645,34.0
-0.8586578371627345,48.0
-1.089939317536575,42.0
0.09620464249901778,39.0
-0.13422869342558696,48.0
0.6172462396027238,37.0
-0.21290585497616804,44.0
0.23822129478338994,38.0
0.7483163355495199,47.0
1.1626680439687598,30.0
0.05221097427824628,31.0
0.7954536717207568,37.0
-0.2326397716849321,43.0
-0.12671976412367414,48.0
-0.057425568383002557,35.0
-0.48739399339919454,39.0
-0.7791062707617453,49.0
0.14640645417702053,33.0
0.5279851760867604,50.0
-0.38640381494758347,43.0
-0.4121249710024224,39.0
-0.7496808647653933,40.0
-0.4793656647850843,41.0
1.1002300580298985,33.0
1.4042182506261214,42.0
-0.8524369461661578,47.0
1.548822113718355,36.0
-0.3630961563784083,50.0
0.14237058389507495,32.0
-0.06856985490466455,41.0
1.6059517830492327,42.0
-0.1299815696203137,42.0
2.304833803680964,31.0
-1.2578879948052002,44.0
-0.13119635279863218,38.0
0.576936782222822,38.0
0.6063416074054438,33.0
-0.7864816992585447,45.0
-0.7882399704791857,50.0
-0.8959863945993203,48.0
0.9073499918569088,45.0
-0.9554625120750612,41.0
0.00997085656665253,40.0
1.8109979598264232,37.0
1.1004581214325337,43.0
-0.20338062933222334,43.0
-0.9505106855401613,42.0
-0.41447460264059194,46.0
-0.4693417592733887,40.0
2.014141480921896,32.0
0.014084816693330393,39.0
1.6609691172257781,39.0
-1.1874474493326101,49.0
-0.5804183644762436,45.0
1.3038889713820339,43.0
1.531568343524345,32.0
-1.269792652256086,50.0
-0.18101233674068518,43.0
-0.8437917678840452,44.0
0.0030824047517136743,34.0
-0.20071121694957578,47.0
0.3565560411790459,47.0
-0.011006635989662672,40.0
0.02275909353077038,31.0
0.12316073612121259,43.0
0.5683725363591317,43.0
-0.4772839167607881,42.0
-0.7406377626213657,46.0
-0.05009949591598689,34.0
-0.48640742062938547,40.0
0.29747410202710917,31.0
-0.43079833007027285,42.0
-0.39634078182530835,41.0
-0.15239752266432338,30.0
0.9227151092838431,48.0
0.09417064140207343,33.0
1.3991608597993594,40.0
1.0899234595500398,50.0
0.04963676852759347,31.0
0.26963388781668945,40.0
0.9810379492401721,44.0
0.44357155509944907,44.0
0.6551264118353802,35.0
-0.07017090942380133,33.0
0.4030019770628898,32.0
1.4049295835374025,35.0
-0.9698400505344451,50.0
-0.01058048549833368,41.0
0.2839000478506415,42.0
0.9852281261171985,45.0
1.4570570925036852,49.0
-0.11885629604783238,35.0
-0.9740863739890973,48.0
-0.8633715655852123,50.0
-0.13652583652611855,40.0
1.55308543683083,44.0
-1.0136879498029208,45.0
1.224268818012617,39.0
-0.04930966133728992,35.0
-0.7568416110762373,43.0
-0.26489396226721507,45.0
-0.4138010531539234,46.0
-0.2705169100699272,49.0
0.8704968466720518,37.0
0.21834134782011982,35.0
1.8568498809378586,34.0
1.7518673069529649,36.0
0.13493151281959914,41.0
-0.13336618793454408,41.0
-0.028080603908829938,31.0
0.32827883696115023,45.0
-0.8217694268923149,43.0
-0.09082639139043297,31.0
-0.35669101707119844,42.0
-0.31658822778335394,47.0
1.595548854926378,32.0
-0.9651141501506768,40.0
-0.7687857382222777,41.0
-0.4454292460125654,36.0
1.0573255339495442,46.0
1.0236874363908204,41.0
0.5747612227410086,50.0
-0.6197726593739497,45.0
0.2765117150849633,30.0
2.1143030743628,39.0
0.022408825881058136,49.0
-0.17055120904257112,45.0
0.19437401828682904,50.0
-0.1530069636677015,43.0
-0.19896140458569933,42.0
-0.2138656893555415,39.0
-0.22713275104145425,43.0
-0.03712976329231324,44.0
1.1786263953340053,46.0
0.17584432208321493,48.0
0.09657485650132669,33.0
-0.4014516635895068,42.0
-1.048040808823425,50.0
2.1465458883704223,38.0
-0.07095379962650548,34.0
-0.5143741415132022,49.0
0.9206001039587048,36.0
1.6436748782669743,35.0
-0.766645499074406,48.0
1.9741441600643843,35.0
-0.8106224793551364,45.0
-0.09906658710287863,31.0
1.2789658389123568,30.0
0.5134609374411488,33.0
-0.7518400425492139,44.0
-0.4237369973996098,48.0
0.5736175090502118,35.0
-0.5578009706631811,30.0
-0.38309279947980707,42.0
0.3716605812855516,36.0
-0.5961923099396981,39.0
-0.10553987004858495,47.0
-0.21099170735163633,43.0
-0.3563565900196177,49.0
1.3016146754106195,31.0
0.8849785844763421,34.0
-0.06565299988685591,46.0
-0.7051134384838462,47.0
1.3158918914482276,42.0
-0.13008277196577012,39.0
0.015127648642702773,50.0
-0.3841259467723968,36.0
-0.27751305316180036,42.0
-0.7062829516326847,44.0
-0.005542499125697153,42.0
-0.8528785576958,46.0
0.2935917412554222,34.0
-0.010944649829708608,48.0
-0.6686793961556499,46.0
0.2641117466090226,37.0
-0.11116278908328242,49.0
-0.5708725786199833,38.0
-0.10811366908599698,40.0
0.17049798629697177,30.0
0.020263595126679523,35.0
-0.5291191689914834,47.0
2.3020800413610645,33.0
-0.4003292091782346,35.0
0.9691758439126232,41.0
-0.6422315910703945,42.0
-0.9957924762223234,37.0
2.0691262705291895,33.0
1.4916862526217647,33.0
1.200564988105522,48.0
-0.25252602188293954,49.0
-0.513178703163545,50.0
-1.2763997385251429,39.0
1.715507654083009,41.0
-0.740377684262796,45.0
-0.19536216567680867,42.0
-0.5531037334820798,32.0
0.37084575549857357,32.0
-0.7560437009167638,42.0
0.09859463796251544,39.0
-0.46746495986988035,50.0
-0.4841959766193621,42.0
-0.44174224507161997,47.0
-0.22928763968670327,49.0
0.5726615699889728,35.0
-0.14532665661089156,30.0
1.7394771850321393,38.0
-0.6691517677579297,48.0
1.7173724582150478,33.0
1.873372924493971,40.0
1.0708606211295062,38.0
0.5147099373219797,49.0
0.245100617901289,30.0
-1.1946786256295363,47.0
-0.4576190162517755,34.0
-0.409126018950853,46.0
-0.055950423459310894,43.0
0.42491117172671633,50.0
-0.018979431328124907,43.0
0.4460880866208458,49.0
0.9656668174165871,45.0
-0.6538601158644618,33.0
-0.40731562240435937,43.0
-0.702107212238042,31.0
1.0510401358725285,40.0
0.9391489371761625,50.0
1.4842085814621637,31.0
-0.7297274093427916,46.0
-0.17698753509411375,37.0
-0.6494853521967684,50.0
-0.49697180878936703,42.0
0.579779157236435,45.0
-0.34012482742224337,50.0
-0.06900128627017249,50.0
0.4596523299276889,50.0
1.016346143458439,37.0
1.1202698212045947,49.0
-1.1968267266489452,47.0
-0.19419575004155626,46.0
1.6205306938232957,32.0
-0.6771010807024906,45.0
-0.4684552605428029,38.0
-0.7338456050355576,40.0
-0.5750774147186918,39.0
-0.41659173557418827,31.0
-0.5323213652362289,45.0
0.7478608096339434,38.0
-0.7273579307787555,39.0
-0.1712736906968156,44.0
1.1445829333267126,43.0
-0.5704467160249447,42.0
-0.14987709403128613,47.0
-0.2642558171403059,43.0
0.3889320791046681,40.0
-0.21752413101214188,46.0
0.24740729400053052,36.0
-0.7664450323124162,46.0
0.21648234397624072,35.0
-0.27905237871702837,40.0
1.5502422866223189,32.0
1.0580436259180637,47.0
-0.2711480754446987,48.0
-0.20605253908809323,46.0
-0.6310448157282371,41.0
-0.305817497479672,32.0
-0.6708575376419847,47.0
0.13087227028157178,49.0
0.6161851318922889,45.0
-0.9969238930200087,46.0
1.90283315057173,30.0
1.275317451595,32.0
0.5762631284469479,41.0
-0.11095239714142502,36.0
-0.34217179392875596,44.0
1.1214572135744185,46.0
1.0454282275996551,49.0
1.4241942750925998,34.0
-0.18469972568064721,33.0
1.0769369224345364,35.0
0.7295457570538699,37.0
1.004463443335644,43.0
-0.03680177899113768,34.0
-0.1701085693369102,46.0
-0.5105270759049922,45.0
-1.0237789707311284,41.0
-0.13871576527109325,49.0
-0.3203527618562373,36.0
0.6538542974961521,48.0
1.5495609527018117,40.0
1.891230937082862,33.0
0.17268060102734195,33.0
-0.33287205943910136,36.0
-0.5686587727719197,44.0
0.189335059739423,39.0
0.2785141549483857,38.0
0.09068218138581807,46.0
0.9216553766404922,47.0
-0.8620415821753645,49.0
0.4332140446500507,32.0
1.1478966827705466,38.0
-1.0423260837494195,45.0
1.0689055581392495,49.0
-0.2784354261428702,47.0
0.17595429432951915,33.0
-0.5639284878088442,42.0
1.9543066398457358,39.0
0.6688189355133312,36.0
0.4293289372469432,48.0
0.48579591356304436,45.0
-0.04918182062029147,44.0
-0.9405597604861258,46.0
-0.5646031339434906,49.0
1.4209914838989803,35.0
0.44567655635139036,35.0
2.2546462138956507,35.0
0.16335071069630214,33.0
-0.009344424150518948,35.0
0.2393379752563678,32.0
1.1755735954590447,38.0
0.13484854992488904,30.0
-0.05246848381989677,37.0
1.41427436770609,41.0
-0.02883205647085124,48.0
1.0429126236825585,35.0
0.9331482773073906,42.0
0.1952217540057864,45.0
0.17182968750458472,49.0
0.6993655828732366,32.0
-0.8350528899824249,34.0
1.9889742514703137,31.0
0.6831638570717469,50.0
-0.8639323689862086,49.0
-0.33625381512989627,46.0
-0.3434191726148802,49.0
1.316435160865492,41.0
0.38161691625938504,39.0
0.1227728891606652,37.0
-0.1992280324654109,37.0
0.11858921365326114,32.0
-0.4107551667529261,45.0
-0.0184219377850231,47.0
-0.3628436837228186,36.0
1.2395163748707334,30.0
-0.01279497218458503,41.0
0.06638867631915035,36.0
-0.19332715669302586,44.0
0.7516639896362116,32.0
1.5496645093333792,32.0
0.28706706249904407,30.0
0.30175275240686955,32.0
-0.23797272837553168,48.0
-0.33885928440363355,46.0
0.5571561096725671,30.0
-0.8797050889080882,46.0
0.5434130012040703,49.0
0.8579406036173496,47.0
-1.1141609939370176,40.0
-0.053058984758924954,37.0
-0.26733344789146996,38.0
1.549542492516618,34.0
1.457014531683924,33.0
0.2835473694323791,47.0
-0.27549582294346897,42.0
1.650732093203303,34.0
0.23641097346919782,43.0
0.5273528616515797,40.0
-1.4387638887583796,50.0
-0.2626627481450391,41.0
1.66506408680828,39.0
-1.170895664423139,43.0
0.09472929334651992,44.0
-0.5933125631967334,40.0
1.0846113437148344,37.0
0.0885842537566432,34.0
-0.2105627465478765,47.0
0.885773476086803,37.0
1.2803060954190975,37.0
0.4717293003619231,47.0
1.3574640340976183,41.0
-0.7032174712208583,44.0
0.641440977807156,38.0
-0.6740294329722115,50.0
-0.015757721977174566,48.0
-0.8492791127786843,38.0
1.9785198717885215,40.0
-0.8412688683197864,45.0
-0.30286185604195487,35.0
1.7324141225389156,45.0
0.7714289422630631,48.0
-0.47542590819972325,31.0
-0.5151455143668977,31.0
1.1281520931564604,48.0
1.1069906778946303,42.0
-0.7041233019472596,44.0
-0.09701999583238391,47.0
0.6660238071658335,33.0
1.0508384053396376,40.0
-0.1572803477407631,46.0
-0.695954417306171,48.0
0.07551960421318704,30.0
-0.06368108518197246,31.0
-0.935078105004769,45.0
1.5577298603803664,35.0
-1.048100144693381,35.0
0.017181939160589355,34.0
-1.0669789416143902,46.0
0.9433220987620254,34.0
0.6557490133717441,38.0
2.090027509657272,36.0
1.3885593276866495,38.0
-0.18447298236605342,39.0
-0.18815225123669285,40.0
-0.42185583548884326,44.0
-0.5861567628909958,32.0
-0.01637026820423304,50.0
2.172767815096826,31.0
-0.753469411627164,43.0
-0.4847816867959238,45.0
-0.31291859038010383,38.0
-0.2597260439968817,42.0
-0.2616417075666331,38.0
0.10040781743236937,36.0
-0.6610355572574144,36.0
-0.08506245970560378,32.0
-0.4761069697776448,36.0
-0.3450449504786596,46.0
0.4797197848179222,41.0
0.17977069065927054,36.0
0.3884337338933337,49.0
0.32025541286329234,33.0
-1.1640609550795795,47.0
0.621455976280279,36.0
-0.039809566102673444,32.0
-0.3088891298815652,44.0
-0.715041539055155,46.0
-0.7364228534310673,40.0
1.385333774447108,40.0
-0.007878675347586628,35.0
0.03989078163314552,40.0
0.3423556568779543,46.0
0.10137163466248555,44.0
-0.3821529227620153,47.0
-1.2279872810225232,42.0
-0.25028207875666053,48.0
-0.33078406888219614,39.0
-0.04174792888875262,50.0
-0.3745826153821198,36.0
-0.6058606026782414,36.0
-0.050851149626865655,39.0
-0.2721321000051051,37.0
-0.17300355655862176,43.0
-0.7835742841348774,39.0
-0.7604092465012386,39.0
-0.11185547637945126,36.0
-0.31030951448473726,48.0
-0.042001161281879584,35.0
-0.2564727230277318,49.0
1.2798626492313971,33.0
1.3744033406828897,31.0
0.4393253145675858,46.0
0.2520760556505752,41.0
1.2813133095014002,42.0
-0.17830970800196355,40.0
0.488354305899961,42.0
0.8977481276732371,43.0
0.42771816986111305,44.0
1.7818203811513023,39.0
-0.43032295697805634,46.0
2.0672599694067495,39.0
1.7124992317112833,33.0
0.0598140448832285,34.0
0.39680963774856937,34.0
-0.5083194015332816,46.0
-0.7908218522395627,43.0
-0.35831852545098014,45.0
-0.5697174669686298,42.0
-0.5226305415699308,46.0
0.02373220752979499,50.0
0.1358519562316618,31.0
-0.6106306395216484,39.0
0.4043434392193355,39.0
-1.2455444806369937,37.0
-0.26876514122903833,31.0
1.240311221825382,38.0
0.1255046188774543,32.0
-0.2521910363766201,41.0
-0.34518168750943024,38.0
0.13956607038999402,38.0
0.21100342082287815,49.0
0.03491596124432872,46.0
0.027495616379895282,45.0
1.7140279048056835,37.0
1.277350463659136,47.0
-0.4566508521213885,40.0
-0.25279686435394455,42.0
-0.626865246299077,40.0
1.603655344310208,34.0
-0.5087206443978228,36.0
0.3025563712808667,31.0
-0.3438109252263478,50.0
-0.30545083254527733,47.0
2.131881082921487,36.0
-0.2519671152829971,47.0
-1.0977997976493292,48.0
1.1702257891832324,41.0
-0.3754593492249419,45.0
1.190816306807966,30.0
-0.8657199146701047,42.0
0.2713829186208226,47.0
-1.0099472975093653,46.0
-0.6295862482136583,40.0
-0.15842686084599006,38.0
-0.4410162132078039,49.0
1.3743544562381744,50.0
1.6433490873805907,40.0
-0.12087316795298747,31.0
-1.1700032825582216,50.0
-0.7550180842145164,41.0
-0.38950276685155627,40.0
-1.0813897672565602,46.0
1.5716872440717904,38.0
0.9860972654495334,44.0
0.7140477535892208,48.0
-0.3395281951416309,36.0
0.34449877140205665,31.0
0.5957320708873255,49.0
1.3028785092529644,38.0
-0.39723119827491754,50.0
0.259748888726495,30.0
-0.4692303604458663,42.0
0.4513759390388428,43.0
0.3262057573040552,41.0
-1.0845418890169711,43.0
1.2947125103430663,31.0
-0.3323272182457376,50.0
0.04498593692539621,39.0
-1.023484448134907,40.0
-0.15009094383707777,37.0
-0.6427679802460358,41.0
-0.16737558960421306,31.0
0.9017421090809764,49.0
1.4968202945142615,44.0
1.7994453647843491,31.0
-0.29110577969271695,49.0
-0.34024018410253665,35.0
1.0023138117320833,34.0
0.7395906215081762,31.0
-0.5128750389269361,48.0
-0.03374251136278961,40.0
0.01740140887718411,43.0
1.382707857750219,41.0
-1.0133278974936415,34.0
1.024205927614933,45.0
-0.7051208852201047,47.0
-1.2396719685238242,43.0
-0.585424359095751,35.0
1.036534711165145,35.0
-0.08866448038943701,36.0
0.11425042252749662,36.0
0.5794996054965906,35.0
-0.44004872742109435,46.0
0.011844933353621467,49.0
-0.7618445436032777,48.0
1.6537811364735115,42.0
-0.03415654709873561,40.0
1.5641921753861316,39.0
-0.7224493330794559,48.0
0.05256728923829712,44.0
-0.7304896604914602,43.0
0.1331390757612051,39.0
-0.13348329504394174,44.0
-1.0244195011470354,48.0
-0.8730748347252979,46.0
-0.0038592661800176953,40.0
0.26540873848994556,39.0
1.5190599949738257,34.0
-0.5258546074754699,47.0
-0.11099038529064537,44.0
0.47726227905400037,38.0
0.5290129961850412,43.0
0.568077147088732,31.0
-0.6758676223482689,49.0
-0.39065818328059393,48.0
-0.4449406289371305,39.0
-0.2681903753347157,48.0
1.1077713810891443,34.0
1.848069171292285,37.0
-0.38676154219869185,45.0
0.12976574087917397,35.0
-0.9880238151279169,48.0
0.13031498617081805,35.0
-0.3414086258002908,32.0
0.04428279341965358,33.0
-0.7966009112827925,48.0
0.10686618153152827,36.0
-0.6718604216267983,34.0
-0.6818920508089554,49.0
-0.3446520637359298,42.0
-1.1042042837335346,41.0
0.07079594417083251,44.0
0.15225750433530413,35.0
1.9272018417460508,33.0
-0.07945153002515687,48.0
-0.6338337331310283,39.0
-0.3584738295193875,50.0
0.1681986106647151,33.0
1.2919032160263904,50.0
0.5433076389101172,38.0
-0.18412500200275633,44.0
-0.10488295242735057,30.0
-0.21982391867723705,41.0
-0.44475213113466966,42.0
1.3817420556172548,34.0
0.7233184533524302,40.0
1.041374875242932,45.0
1.0920531723970026,48.0
-0.3945721814949858,49.0
0.15615335288422763,47.0
-1.1458034989999826,48.0
1.7965917013640342,41.0
0.5808578254593543,38.0
0.808507048611125,43.0
-0.3524831471103217,41.0
1.4132133399455884,36.0
1.570585848420228,30.0
-0.5956688967781423,38.0
0.9077003567149422,31.0
1.0008942517698183,35.0
2.0672148157484895,33.0
-0.6262072828175609,32.0
1.1425110127537046,41.0
0.675209774556847,34.0
-0.807872612632007,47.0
0.2652270923134252,31.0
1.8752316257220132,34.0
0.5480169365959645,46.0
-0.13342537364527995,38.0
0.5045507041401939,40.0
0.19391118703620464,36.0
-0.5438030721412672,32.0
-0.4148802672436287,46.0
0.31268486137766494,32.0
-0.4272478793050328,37.0
-0.7180540620823768,50.0
-0.6100632744921836,41.0
0.7758381537248291,39.0
0.21514968029502923,49.0
0.14222585896966322,34.0
1.448028220623564,31.0
-1.1494964200622921,45.0
0.7944801254702242,42.0
0.5666290665358628,34.0
-1.029684520431262,41.0
-0.33927224726155614,44.0
-0.146416953035564,49.0
-0.3022777237441951,39.0
-1.0423349598935119,44.0
-0.0061801694399651885,46.0
-0.054389694128190724,41.0
0.28586566701091853,45.0
-1.1148908092098757,45.0
1.6001512405210414,37.0
0.21388602632180487,32.0
-0.2338981853748693,44.0
-0.6025007294683045,37.0
-0.35073924539335377,43.0
-0.015930780193887606,34.0
-0.024611961250388503,35.0
1.1612367141283704,36.0
0.1044282539826264,45.0
1.1700987956519842,35.0
1.2349196478411677,50.0
0.5322008060352856,44.0
1.5614211239423597,31.0
-0.3384606543179849,40.0
0.4294680086822304,48.0
-0.38307320373460285,49.0
-0.20798901208818993,43.0
0.11958876047658817,37.0
-0.3256492323936835,49.0
-0.3372910321589112,33.0
1.2046045918105255,35.0
-0.3077146528210265,48.0
1.4505812092912278,44.0
0.35981784803524647,33.0
-0.6559826333115906,44.0
1.1114214648935357,35.0
-0.12127719528585995,41.0
1.294423956645876,32.0
-0.38277862508393434,49.0
0.25651027113115205,35.0
-0.5830601600770752,39.0
0.17072620419714435,31.0
1.685851061080828,34.0
-0.3662987726635355,40.0
-0.18348802567786765,33.0
-0.6694081269138948,32.0
-0.8089370481090818,50.0
-0.45345285515579403,47.0
-1.0671016228252683,44.0
1.2824608318782174,37.0
-0.5177205490882325,41.0
-0.049607068155985756,38.0
0.8946082303960711,43.0
1.631225889332028,31.0
-0.7762628974431619,41.0
0.23951296302540614,48.0
-0.3276729885712165,43.0
-0.8086628401703682,44.0
-0.4162391375524498,44.0
-0.8773883632027039,48.0
0.6653389424417251,34.0
-0.061031740226965336,36.0
1.0097394411213338,50.0
0.09112718208258785,32.0
-0.44128451886217473,40.0
-0.9587726339948343,43.0
-0.22932238334472393,49.0
-0.26136674024000073,39.0
0.8677914706538414,43.0
0.2560610654206859,34.0
1.0041284878792902,36.0
-0.23108463904065618,48.0
1.3556869312152995,34.0
0.10625487800331168,32.0
0.5225334203191869,34.0
-0.4016317155141991,40.0
0.11539302086230058,50.0
-0.5823333898621093,48.0
1.606825556561881,31.0
-0.7104817339605678,50.0
0.43612674882101893,45.0
-0.061931859912770115,41.0
-0.5863987511406991,40.0
-1.2445816526823732,39.0
-0.16187314898329158,30.0
1.3458745810352148,45.0
0.5395109168137517,31.0
-0.15716970293275423,50.0
-0.4821672062580466,50.0
-0.3607420395947347,43.0
-1.1425997406070507,42.0
1.909793458198755,34.0
-0.30969928935927193,44.0
1.040585515711801,32.0
-0.27372114681575327,39.0
0.4291581943996291,31.0
-0.29390761655663744,49.0
-0.5122072135493624,45.0
-0.40384381507842226,42.0
-0.6543890364935783,48.0
0.7728447907797761,45.0
1.607759987491313,40.0
0.015668914280557222,45.0
1.5089178783221526,38.0
0.3177223748903491,30.0
0.1190545714299685,44.0
-0.5159856771750363,42.0
-1.3260529095785376,45.0
-0.22471100607491085,40.0
-0.4164632195337129,38.0
1.2825333699233994,37.0
0.18224997872069487,33.0
0.6196800183040125,33.0
0.7337238638980796,45.0
-0.012444402217457906,39.0
-0.7529141109453197,43.0
-0.9849573105787514,39.0
-0.5134246334207081,47.0
0.199658026317433,37.0
0.567440883985987,44.0
0.5659409756377507,37.0
-0.3412983311525868,44.0
-0.10576178937928447,49.0
0.12950452549243346,30.0
0.39553736513584703,46.0
1.5290199506509776,43.0
-0.7569514124425076,43.0
-0.4942925197697785,37.0
-1.0817845263730823,46.0
0.3706591064925237,31.0
-0.49120982549395764,41.0
-0.39294662091037286,42.0
0.4590140142172,33.0
-0.7205640101459702,45.0
-0.25334268436016727,47.0
0.758086358943951,46.0
0.22940057745165437,48.0
0.8230852223607479,50.0
