sal_avg_lc1vs0_iate,prof_al
-463.5134964850088,5.199828473677943
-1847.6121512813597,9.972500710882604
-3666.724739464621,15.3398888031624
-8612.123074431589,4.202088819305654
-2932.6937992341063,6.634496340496886
-5665.001479048335,4.774020377092698
-3441.4558967006283,15.28429555509485
-2838.081801430033,11.93528310010809
-5190.987333464111,16.2401455468251
-6679.015808655397,13.528772408744375
-21088.555720797514,4.558770137425667
-5050.337640104914,17.25371450774734
-4330.400558687104,13.477180792474709
-4328.147398870947,5.844777126963486
-227.33104485349918,7.601526697287597
-3114.376081052067,14.0776378051572
-2435.8406409209147,14.857835296222223
-16801.22053844198,17.949696992028777
-6820.4183102675015,16.727012275144972
-13760.996006129913,11.713334595702674
-18046.204079078823,12.776524669721166
-2321.914675021204,17.013925080035023
-13241.46132851449,8.666842109846822
-3071.19154952596,15.11366605291241
-3206.1550970958797,15.783582755202806
-4154.286240049654,4.4822920087565405
-15006.888634045417,8.807148343048238
-12021.335593992317,10.856385245915352
-2070.320258066651,5.068244989985891
-18397.95356272177,14.957066506343072
-1889.9598735848076,10.71612012586223
-6092.692729795937,15.172429968889086
-7701.838036392345,10.817314626104004
-4284.474753541316,16.004217193077253
-3070.9207159497073,12.19167338268177
-10186.839265724966,5.778198923238849
-4058.726305080523,7.677540104410807
-4234.555661910751,15.172962256158666
-14841.704162924554,9.192573852018228
-4721.648946031491,9.153353147604026
-146.3326538080487,12.645720268156488
-4296.263003798102,5.389155891860705
-3968.027247398874,17.794495433776333
-5487.076290863112,13.84187704621014
-10821.706583671672,10.248717798493946
-3549.093366001329,12.604926070500095
-11176.520391528746,17.531750531914025
-396.6216945757337,12.14500536114396
-1308.7933614894825,10.129719679509446
-4321.738163391496,13.37446026677708
-1679.3250543333636,11.954153957643742
-13825.385441420818,13.884474580134546
-9705.903919529801,16.9882955389471
-1941.5600032764123,16.772582396058425
-17026.261987989732,12.851085094944375
-5681.7423330438905,12.381906472780384
-20707.033050715305,14.292152258717186
-2715.2386861927334,10.262430713167742
-2681.990104702361,7.810027123458474
-2220.630708743636,12.64975448622513
-8836.78346681875,15.350115924058713
-4080.6812910874987,15.355151032563809
-3567.7506740129465,12.82012091140108
-61.335691092783804,18.39196656034227
-11229.120037878332,10.464441985110302
-5514.657729756771,12.251114743177151
-8119.786103787981,7.871148225823708
-5653.52315359179,9.156795386091188
-3021.041312560856,8.809114913979647
-2202.385252410416,15.520657526881095
-13711.866136237812,18.446746317946246
-18989.895255672345,4.563001207730723
-3881.439129697739,13.53764428322824
-8124.260113193132,10.177996385227257
-3051.0709837098966,18.27967031457033
-4554.147313564172,11.176771846730755
-2590.347434450458,10.015698583614524
-6908.662810779984,5.372236861658555
-6718.468603575586,8.401776702279598
-20004.117829970786,7.913606763763119
-4994.176749152037,9.272629485295424
-5496.559239267674,5.995737467203908
-4302.962053225012,5.77557631519888
-5998.531895427335,13.751636004962364
-4408.9201187223625,8.678050735931455
-3362.9678428353914,15.80033488792717
-1128.817719861244,15.014704994338096
-12334.234629367968,8.121364194918598
-12821.893128497693,4.7195546145621154
-8054.5514265533075,15.13530313313607
-14090.634343899204,17.496355373355208
-7617.009346591939,13.193079316043622
-2796.7528572068677,5.937265846128759
-924.3493473975336,16.01097453772138
-6411.8680722224635,18.93672503468628
-20986.80467616933,16.848849053736792
-3079.8646357343596,9.94678043353354
-11235.677003808367,6.950486302819106
-3300.177699021645,7.765976173923645
-6319.144300785714,12.374641903823068
-7220.067168747151,11.131305894680246
-3752.450922899925,18.167455364190264
-10122.392623717966,14.451927237061268
-2059.022433649013,11.43911395523176
-4420.459952515183,7.560984279109718
-3657.8649613027137,14.068313548558551
-14497.581488513386,11.504050073355828
-3280.9726191401787,10.32310657270989
-10016.71235935498,9.152136891219708
-14130.109560966343,15.504195306721424
-11526.239612007645,18.69518883237335
-9627.575265321335,9.470177806763186
-10242.502781571557,4.389921628708727
-12375.299110150592,12.482285493797662
-12775.02227274911,5.226541861943557
-2962.4747961838993,14.939620611459844
-5733.944012197651,9.834972975669494
-412.16662863333204,4.276809779299971
-4173.93491283315,8.528590720151444
-4446.523276926744,7.371502988285614
-5546.2877969632045,16.404496492236763
-6644.11394764167,4.471148093112562
-20463.510461793707,9.294358146771316
-11421.985827900828,11.053229518579675
-14588.283114557971,4.245458156893623
-4296.9341605022455,6.14279023346996
-15308.381580177347,17.70273580030973
-1918.6337455126795,17.300986797780467
-4904.122555143582,12.246514135581975
-3782.712618864375,17.95008998783929
-4336.14058556478,10.702485739064963
-13019.588975640676,7.733317655462957
-4701.720109369657,5.677196856222465
-1862.277747824261,9.468047429404104
-1651.7998929613916,15.765031791246612
-2245.911388287712,7.609828931598733
-5098.816434561998,16.894572006134304
-16139.68690174827,14.817591107849209
-7755.282672002702,13.048528092233129
-5407.085982839509,11.889166569404782
-4648.452389895047,10.0853317014329
-520.2555182121828,13.306806510562506
-19495.373864824534,9.90531261969328
-4733.99346998361,9.071872712799324
-5677.70938076372,17.366843694821448
-5579.93128887941,10.000563739526326
-21197.190502766305,15.331697367700642
-14020.929154737749,6.007282984849114
-12981.516844003236,8.880630269907684
-2648.987215829233,13.172800747124624
-16753.22068041909,16.230311008581047
-8524.629155095867,7.216576754613643
-5975.7220879643555,6.7906637238434335
-9125.532586995549,12.044802188525583
-7619.04630300943,6.735253509788335
-2855.5861638259353,4.752189491430186
-3025.8097797928294,8.765342427964075
-2497.1665053223387,16.01498666465924
-7184.19320209138,9.588818997734156
-2807.5231955634727,12.231436802083978
-3080.2095312836827,7.467424878810854
-5494.654000863124,18.95313591966758
-1819.1616023078786,11.199522020728494
-13599.512198976117,4.454979881940828
-4661.803029523229,15.225421730700358
-4762.071432685163,9.414972385630309
-5145.830343580285,10.187235589954328
-21717.092405464806,16.849438013439077
-3919.96400501072,7.838742859990753
-4024.1951723153097,13.196513592561177
-2932.832439347376,18.41306214340181
-4971.014798354618,12.315171195414791
-2767.8809390932092,14.309271974890388
-5493.866697337421,9.09412703318768
-3395.332213811673,12.251594925012904
-2909.1529854074092,15.338803803303662
-9920.038541856888,18.299495587022378
-4852.3562446135065,16.453240289889763
-5584.9269500414875,9.764954412061572
-7964.870549707955,6.471743047079202
1188.2644897576397,5.178274367322069
-10620.148151167941,14.392365873981769
-1895.3452563455157,15.277656926613856
-797.06589753085,17.954728913264113
-2664.530717755541,5.589959288171311
-14399.804235434925,17.908341713733776
-2840.982919313622,16.559148985671968
-294.8238616650581,14.597063876449203
-3326.1624383451854,10.153482770651646
-17341.001304706522,14.201634851629086
-13342.80482657838,4.72116249770637
-6679.770675387863,10.965658430585394
-10378.034609233022,6.40677297191449
-7586.03226646916,5.327932737308768
-2138.384379267468,7.301955119340665
-2962.947797366005,13.142581652767928
-9445.061591712047,11.835891754331223
-4628.850483957178,17.90008674586668
-2371.9455295516855,6.178634263399004
-2504.6642034591005,4.791181862945805
-7650.088853001282,6.234372716864945
-10049.36453443841,11.575912113063994
-16409.512754677424,7.148008033864027
-2227.154469453475,7.124793999905748
-7726.152897312457,14.575493913448993
-14604.015872915012,11.588652311305742
-6757.192295640221,17.54025484348809
-7165.033228111048,13.547344877463871
-996.4244833159028,14.526573241425508
-13969.073750347063,13.377613291520715
-11130.593381398494,9.108218258564872
-11059.005339752528,18.84208967623061
-20418.00601613143,17.154616101667933
-4505.262376376648,4.642707746906125
-2650.541807093163,5.584859321448299
-4300.282986492606,4.992829174498336
-4476.765153839633,12.35218310567474
-5152.243767786587,17.074535217444414
-2561.1345126462747,10.93301761651945
-7682.127741808819,5.391354581163251
-1111.2948748196632,6.085700646626026
-4978.012447428833,5.144113994607364
-2407.823753415889,7.892475072352557
-12672.240773153248,4.5686949784271045
-6232.158946257012,13.437985380253632
-18260.90858014894,6.438495405021029
-12529.227917837858,15.62655764027038
-14267.555802736057,18.934514436479954
-3386.438737468137,7.364258805506024
-2321.1134628481973,12.65331221269859
-6625.325877134189,9.740656223753202
-6255.207636035608,10.003459868531008
-2312.351440555054,11.832901899119417
-4528.121104003871,12.568774658874265
-2136.0244960092914,10.679973301004416
-3797.0493195759154,13.470416725042735
-2549.2444773433417,16.77418357156685
-1035.8719310758015,15.327112296388524
-16020.440062487536,18.95980310049816
-7332.0449117115495,10.458751398202455
-12498.667019472756,5.591782457837601
-7674.683263877323,6.8358933502799655
-5373.937467221864,14.267668446027049
-686.1375662136179,5.13212294514115
-2780.8541563879207,12.61971890283222
-7917.312018926487,11.826942772613007
-15153.016100497083,11.38868991405428
-2322.729195925518,12.040759137636142
-13659.446268026306,7.460071812998681
-6929.0112001090565,5.226535039276014
-4178.24318679288,8.434653457566617
-6760.580360149945,7.443107665084795
129.02587047169982,10.850795120178542
-3188.345695458882,12.257343336257682
-9516.46720148789,18.21744913186076
-12148.931194371156,5.051975126649741
-17467.40414672208,7.990545060600133
-99.55215731127976,4.881658735814414
-9954.110087712748,16.1400797481567
-12340.99183954476,10.501027483846745
-22115.340534184288,12.502680910646736
-13646.644695816773,10.944203929289142
-19331.30150918461,12.126569682102408
-5221.632317001349,16.59416398386916
-9035.514445965619,10.733994982819825
-5633.825468059045,14.554419539653908
-3150.3597379570056,13.181130574927527
61.603499859006206,5.100154055157538
-809.3600076635778,11.405006362886873
-5088.28188985917,8.818119976440538
-9845.0089091722,9.21104908122971
-2325.176446851033,10.537348384198454
-1401.3863216818309,13.102599618832118
-5462.314517675972,12.885362085524392
-9208.440692572245,13.847898268265885
-12060.361812287852,14.832269237593753
-1877.1333062559243,12.825111009332767
-7939.82181647421,11.998336644294568
-4289.047389677111,15.446635580752824
-4329.475988185807,18.19047380677773
-6057.285302540812,12.757728472848797
-12858.643002236695,12.026478229207491
-3233.468108602967,14.41220175903732
-15721.164024572412,6.366996419029617
-4019.193578120885,5.945713389006803
-4551.624874001087,4.211759948194231
-12667.71094009893,5.980987261038576
-7407.42116595402,13.153732715312469
-791.8595690477728,8.208482453930236
-516.7286420895089,16.101642496085187
-4374.179819366853,15.250245885054188
-9612.92341891613,7.253048202331236
-3124.1194900100454,6.203982360896256
-4393.087762808689,7.098960410361947
-9281.123888493765,16.687953382087723
-13369.916645841364,15.46103447357422
-332.62472876400125,16.6136222891152
-4420.848347727804,8.743297110680805
843.476423104798,7.088108636924922
-4501.652017824425,18.58258163204788
-14574.756331154887,10.629439850896874
-5898.811925904287,16.66066717686903
-10915.629957207562,7.789656965334054
-3393.5474613805563,9.37589649348338
-1790.2938023615307,8.197833083829517
-6779.62190486842,15.586782383889966
-11186.295105876994,15.882237686142322
-2072.3387249033312,13.137594455887688
-4728.134292884336,8.478733131556789
-2464.544454967062,7.555419743401887
-4890.754711351303,9.373296511744318
-1975.443689161384,4.666278145196585
-14353.168442913957,16.504002447024813
-5248.791732272066,4.482073934551154
-3258.6598438061505,12.314765314497636
-14484.53520635545,17.446016494838318
-13719.42061313944,14.519929272570463
418.7795160312017,7.503964693240381
-5820.403460492718,9.017108991128916
-3923.8094815536824,9.812580328691842
-6012.458123978594,14.198637500759077
-1908.3100156375795,13.915882174717748
-9083.872791494341,4.30628717139429
-998.0694382643399,8.986484593708417
-6671.742299915239,10.695035752821294
-12379.881014613526,7.727918050836132
-4216.219277321648,9.95991942358016
-6693.013615916121,10.055620236791372
-11071.208568010901,7.052523499818731
-2478.5437541492456,15.017971305541874
-488.41337405113387,7.161264004766735
-13691.720528061978,18.869291466764896
-14128.533776318436,6.862424176729565
-15912.337258743926,5.836484175662677
-6756.45890750644,12.813276961197737
-8183.009400915585,6.17449444305037
-9451.040630731291,15.14404113356646
93.47101372796851,5.954060855950933
-915.5316926913902,16.577595654166004
-13203.22852541862,4.465825574177038
-8542.443471992334,16.161615623276735
-11755.0004357309,5.696602722343531
-10728.017803723189,12.959633439911464
-4820.271094648851,15.875136228577274
-5014.965581160821,16.858919286828893
-5736.636853917385,6.6665856930655085
-12197.97238310924,17.83463997219552
-4411.5913038615545,18.528966025066005
-8965.257763357768,5.382899742250873
-4581.807766112252,15.092453790986042
-5883.638922952283,8.800585684370374
-1220.4746276351084,12.693064479299036
785.589066543915,6.791701835735781
-4930.2394592706505,12.90495830939534
-7355.310471452321,11.203848554460455
-6842.912065521709,4.145793328291763
-8311.348487358666,6.592925256401042
-15470.406179081358,6.999687735360546
-1384.8947845838265,10.95715633426989
-5625.061268035524,16.27621311677369
-5395.674851029242,11.985051787573507
-15147.025265905453,16.697898377056326
-2822.5401888264732,12.55466976557803
-6903.310919547794,12.938089554969713
-423.3990086408403,13.109248837106335
-3055.200210756786,16.488750935075906
-13555.96118554968,16.011161560034473
-3565.720696760329,11.067970822788617
-2868.2662463800334,12.305842345853822
-4596.493203592747,10.944557788785223
-6738.540313802256,11.822058251767691
-6028.078368799316,15.79364917867836
-14046.276332787982,18.419239431170613
-5652.72043934389,8.762485694911136
-6392.651848260659,13.70288743668602
-11651.224493031139,15.63764457274286
-5094.066725552313,6.822770064922053
-3774.5193787867865,7.725808830999636
-11254.285114087923,9.444694650360464
-4794.233587543226,4.518090741653867
-2693.174591155996,7.905319651581923
-5392.059907346633,12.80242555907294
