sal_7_lc2vs0_iate,earn_x0
-14966.329336529681,1193.332697145667
-22973.602023819152,3244.6781523613786
-31733.93188014781,3719.2213222458727
-23784.020122548165,3085.6925448433512
-29944.323968146433,4004.131002137021
-20681.806688880657,1755.8269456412604
-23681.351490448036,2584.370630726857
-28546.654518830936,3413.5281476890164
-20567.674996668593,1933.0884472848177
-29338.50146850353,3968.939722213053
-37211.550804234736,4292.975371818628
-35369.19554149172,4686.399666895838
-34309.532825619885,4759.08314777485
-27423.338946637326,3485.7685658506025
-18961.885957543196,2430.071681191421
-39463.14024115179,6995.563964901388
-20679.679856243343,1800.598031556699
-36166.90878704943,4116.599833906231
-22080.32337065613,2272.22316109235
-39338.87674069799,4645.666832185667
-29044.748833477326,4911.659106698894
-19700.84510706944,2285.6646826609804
-24795.94758937326,2845.918390197516
-34194.25163903,5615.714002697792
-28948.978051128724,4666.231885699818
-33628.75533818538,5196.638068029913
-33294.852698752,4076.92783250837
-20025.783157884176,1749.6442113020514
-17856.08070918322,1342.3696338424595
-38585.88319015798,4490.609342053655
-22370.934548846293,3043.1471959793835
-32039.2368437174,5155.20693112442
-24069.211810925477,3362.485159182663
-29842.934248331112,4016.4146395269454
-22161.38284003367,2790.325407162434
-33219.19196148271,3760.962602912711
-27760.289556460644,3844.823230717023
-31177.093761748212,3925.744144977282
-27350.894723285004,3494.914466391914
-28034.107661718932,3914.4693519501134
-20359.972304553197,2504.4669564633064
-34541.64112295194,5127.58637675137
-26754.036650084316,3562.886665982977
-30874.663846205203,4346.035705503462
-34585.75660814259,5810.071824153135
-26927.58953247995,3785.74193468117
-36652.213425502196,6312.9529453602845
-18285.372275478203,2434.186954334409
-17442.544103720593,1479.981545887037
-30463.191571068164,5557.065867351301
-16657.90181681644,1104.7599895524174
-32040.6074986109,5894.174450994807
-21197.906450893322,2843.929690002449
-32588.12277359507,4204.431798818756
-26578.006107730056,3367.087933725305
-23218.005625506295,2758.136380043928
-39704.43348292499,4848.983973726757
-21271.17073435334,2644.3239547182543
-25465.912919121572,3348.914555933196
-28596.26025118721,3839.682281385358
-22665.93137924984,2467.059948003984
-21066.55732084836,1236.9125442854886
-35013.121792810496,5868.199214033304
-20064.88736712063,2123.3307829249434
-20857.614476816023,2944.7052830965613
-33108.92692225515,4086.564922510373
-20517.03108645285,1236.4920310371217
-19197.08046076174,2203.298269765708
-20729.766060986592,2242.9010708714964
-23107.121601894825,2976.345607665452
-19453.21552995719,2272.331181046973
-38084.04054120039,4828.744599623171
-29529.329986213503,4165.808696028897
-22484.351455840544,2500.315969941594
-30675.55461081333,4574.99517557822
-33363.28145670936,5258.3726816026565
-25448.749172298056,3270.529189816006
-22894.359495292672,2434.5966870970765
-22553.387281012347,1786.5048007083049
-37491.15928986399,4163.551036313568
-36149.867270031405,5599.091023144334
-34209.304842846796,5274.488011403746
-19436.212252643218,2588.3768914809834
-32619.86597012952,4984.429703094995
-21750.97084995176,2905.0417548316573
-25916.046887157143,3032.276959379162
