ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
5662.065802776256,-15072.195589905368,-20734.261392681623,1137.998172601418,2025.0616267715268,2256.4756352230092,4.97546124334541,7.442833043029093,9.18878142047053,6.510322432141244e-07,9.86269470709923e-14,3.9804205332813015e-20
