empl_chge_lc2vs0_iate,prof_al
-1.9376496207548197,5.199828473677943
-2.238960356800459,9.972500710882604
-1.8585970665202245,15.3398888031624
-1.410617367783847,4.202088819305654
-1.3836025531647245,6.634496340496886
-2.052424475709446,4.774020377092698
-2.065700065711724,15.28429555509485
-2.0620953962890276,11.93528310010809
-1.8259478400722136,16.2401455468251
-2.0366692107262065,13.528772408744375
-1.1314351738716761,4.558770137425667
-2.0293050506635963,17.25371450774734
-1.8413723261506325,13.477180792474709
-2.0074398579806503,5.844777126963486
-2.4153632431323193,7.601526697287597
-1.5658822012922855,14.0776378051572
-2.4325452666157776,14.857835296222223
-1.6502813734014006,17.949696992028777
-1.6797697940982528,16.727012275144972
-1.0406366745532112,11.713334595702674
-1.1145505971045704,12.776524669721166
-2.262544255721852,17.013925080035023
-1.554666642353807,8.666842109846822
-1.376268746056748,15.11366605291241
-1.8113572275301342,15.783582755202806
-1.581501086672156,4.4822920087565405
-0.6408259925741845,8.807148343048238
-1.3374769793853838,10.856385245915352
-2.237900305453701,5.068244989985891
-1.2825541338960904,14.957066506343072
-2.0348101491532136,10.71612012586223
-1.6459665259415144,15.172429968889086
-2.121881014624725,10.817314626104004
-1.6808991920914487,16.004217193077253
-2.061767815162848,12.19167338268177
-1.6117188850588486,5.778198923238849
-1.8737097584909477,7.677540104410807
-1.5959364354087606,15.172962256158666
-0.8507978145837756,9.192573852018228
-1.9135449977946033,9.153353147604026
-1.9129149557318414,12.645720268156488
-1.7106883914395463,5.389155891860705
-1.8468575616695153,17.794495433776333
-1.9945782009518185,13.84187704621014
-1.0251735052807986,10.248717798493946
-1.7672017184575124,12.604926070500095
-1.1519851152125784,17.531750531914025
-1.7408799977510574,12.14500536114396
-2.253994033450608,10.129719679509446
-1.3687491155658338,13.37446026677708
-2.277920524900105,11.954153957643742
-1.0191933357095952,13.884474580134546
-1.450149391332401,16.9882955389471
-1.5643637043905876,16.772582396058425
-0.8405310189723075,12.851085094944375
-2.1706116044989394,12.381906472780384
-1.3329324771486222,14.292152258717186
-2.204664209712405,10.262430713167742
-1.9286433938952237,7.810027123458474
-1.5000179160083675,12.64975448622513
-1.5308085697942326,15.350115924058713
-2.333426190305067,15.355151032563809
-1.5782936100076532,12.82012091140108
-1.8451354636893933,18.39196656034227
-1.605040105173947,10.464441985110302
-1.9148739783014328,12.251114743177151
-1.2893269968006988,7.871148225823708
-2.2047242125017923,9.156795386091188
-2.4001684279765207,8.809114913979647
-1.6525794664768756,15.520657526881095
-1.1502744492133226,18.446746317946246
-1.4922317990635463,4.563001207730723
