sal_3_lc2vs0_iate,earn_x0
-16923.173348648626,1193.332697145667
-24425.473765904528,3244.6781523613786
-26813.287085257885,3719.2213222458727
-22971.782494882864,3085.6925448433512
-30434.83555095693,4004.131002137021
-19014.31388860634,1755.8269456412604
-21135.67245243467,2584.370630726857
-25064.60173021705,3413.5281476890164
-18954.104150514177,1933.0884472848177
-28194.13986779473,3968.939722213053
-32883.70415135079,4292.975371818628
-33020.416928181774,4686.399666895838
-32525.98568145831,4759.08314777485
-24633.58062771205,3485.7685658506025
-20572.52381512164,2430.071681191421
-36636.6903340174,6995.563964901388
-17555.501491280273,1800.598031556699
-31485.7504858642,4116.599833906231
-20536.656198922283,2272.22316109235
-34848.43624643609,4645.666832185667
-33140.767210530285,4911.659106698894
-18915.670724752323,2285.6646826609804
-22444.743926233212,2845.918390197516
-34698.07604360116,5615.714002697792
-32747.73627490861,4666.231885699818
-33888.49367149004,5196.638068029913
-29580.82900453663,4076.92783250837
-18323.126237372606,1749.6442113020514
-17354.599964247187,1342.3696338424595
-33587.9778927639,4490.609342053655
-23930.004876421015,3043.1471959793835
-33918.897065245284,5155.20693112442
-24064.91024048072,3362.485159182663
-28599.879285158982,4016.4146395269454
-22617.403866011686,2790.325407162434
-26760.31266227669,3760.962602912711
-28523.977503210084,3844.823230717023
-29689.342175152316,3925.744144977282
-24333.95942132083,3494.914466391914
-28051.683729842276,3914.4693519501134
-20966.314051829286,2504.4669564633064
-35107.403027387605,5127.58637675137
-24718.746705674734,3562.886665982977
-31007.018614486842,4346.035705503462
-38360.34580953767,5810.071824153135
-28311.669884017916,3785.74193468117
-37669.5838600071,6312.9529453602845
-21405.66834304331,2434.186954334409
-16592.666413531122,1479.981545887037
-33450.55204961363,5557.065867351301
-17471.262165722364,1104.7599895524174
-37137.583973092296,5894.174450994807
-21923.28151397136,2843.929690002449
-30828.70622482546,4204.431798818756
-24667.25379337976,3367.087933725305
-22678.739160996673,2758.136380043928
-35174.5575322707,4848.983973726757
-21545.540465532617,2644.3239547182543
-24649.531248491527,3348.914555933196
-28022.864246839476,3839.682281385358
-20967.776552454525,2467.059948003984
-17746.153195591804,1236.9125442854886
-36497.637017913316,5868.199214033304
-19097.233467196864,2123.3307829249434
-21976.8759579138,2944.7052830965613
-30872.56225774072,4086.564922510373
-18090.64426215939,1236.4920310371217
-18841.164299183558,2203.298269765708
-19190.06217292416,2242.9010708714964
-23247.02813776976,2976.345607665452
-20057.75509093124,2272.331181046973
-34324.00352331811,4828.744599623171
-30511.08580526404,4165.808696028897
-20522.35608372644,2500.315969941594
-32702.98119694244,4574.99517557822
-32789.47459294545,5258.3726816026565
-24186.536804600986,3270.529189816006
-20651.164790592382,2434.5966870970765
-19574.44515829937,1786.5048007083049
-32075.655113101515,4163.551036313568
-34314.58282534281,5599.091023144334
-33689.62955848127,5274.488011403746
-21713.102529466618,2588.3768914809834
-33391.29639365125,4984.429703094995
-22682.842654112552,2905.0417548316573
-23359.659945902673,3032.276959379162
-17068.21834018603,1435.250251714145
-36442.229534095844,5350.084099674365
-18486.329863221203,1416.433288731004
-29583.80895821537,4316.491897663433
-24546.72731624168,3159.514622200561
-22186.848326690073,2857.256750136862
-31323.29892592713,4187.695951252252
-17505.222360101052,1942.731746497484
-31281.448169565963,4363.1648051243
-30257.350231226083,4102.243463528355
-25417.13148371489,3192.489464462401
-23066.809739908032,2960.379801999077
-17799.084678867166,1821.6106586686767
-25778.00329100289,3525.110567871369
-31088.555894776062,4273.646766912285
-33800.56112386,5005.150621529395
-30599.72179447142,4166.827593997135
-20439.390652365517,2466.037967760853
