sal_3_lc1vs0_iate,voc_deg
-17415.1031705239,0.0
-25305.746235323335,0.0
-27814.00738551387,1.0
-23939.49517816627,1.0
-32443.46979372244,0.0
-19252.828301220972,0.0
-21754.414397683897,1.0
-26132.066732960135,1.0
-19583.607062069976,1.0
-29068.56497138829,1.0
-33507.81939066237,1.0
-34557.90536122679,1.0
-33206.990960703944,1.0
-25771.020703622424,1.0
-21224.217152578247,1.0
-40443.119240977925,1.0
-17639.679563740265,1.0
-32622.856521167567,0.0
-20722.610646580728,0.0
-35297.5177895776,1.0
-32741.071619922895,1.0
-19326.05310331602,1.0
-23070.99496129854,1.0
-36175.13211878299,1.0
-34617.33914352088,1.0
-36608.90174036606,1.0
-30837.182013579783,1.0
-17907.461941494585,0.0
-17942.076634149467,1.0
-34530.80556441923,1.0
-25160.126131207566,1.0
-35437.800816585375,1.0
-25256.23755639718,1.0
-30421.807644231587,1.0
-23428.232273581387,1.0
-27813.945823005313,1.0
-29688.119503097078,1.0
-30693.88810294368,0.0
-24291.688135672623,1.0
-28981.839002558616,1.0
-21607.353406322574,0.0
-37396.64686358426,1.0
-25870.09424285257,1.0
-32055.39241277901,1.0
-39685.59554082267,0.0
-29489.562612563448,0.0
-38482.96106569735,1.0
-22189.204744630057,0.0
-17004.71819721548,1.0
-35409.17293620383,1.0
-17823.56200956145,0.0
-37766.418724977644,1.0
-22640.68299875898,0.0
-32253.05936951845,1.0
-24654.80903645283,1.0
-23186.14561288096,1.0
-34743.95167606504,1.0
-22366.00685744034,1.0
-25836.235321440174,1.0
-29608.902779363212,0.0
-20837.19399697987,1.0
-17833.9782615763,1.0
-38674.99777111044,1.0
-19625.56066145896,0.0
-22575.15831563789,1.0
-31723.314857090405,1.0
-17990.528686408485,0.0
-19073.293046008315,1.0
-19171.713840372962,1.0
-24268.749474896184,1.0
-19316.23011260044,0.0
-35173.125778535265,1.0
-31740.68098378273,0.0
-21134.055669029673,1.0
-34694.17471644448,1.0
-34348.869748631536,1.0
-25489.38137249599,1.0
-21774.562287047534,1.0
-19630.555238780216,0.0
-32619.98634424249,1.0
-35605.72143464559,1.0
-35823.39271572521,1.0
-22163.002399586272,1.0
-34187.682101731305,1.0
-23796.584831791082,1.0
-24214.05996981355,1.0
-17390.836837062387,1.0
-37759.11185731662,1.0
-18055.12477987335,0.0
-30961.690124440465,1.0
-24125.136919558492,1.0
-23011.671901068315,0.0
-33437.35512490579,1.0
-17881.030393876736,1.0
-33106.05405113527,1.0
-30425.67651579465,1.0
-26532.194720630883,1.0
-23626.347544077973,1.0
-18047.51390479693,1.0
-27043.770758876657,1.0
-32383.90009721407,1.0
-34954.310522100954,1.0
-31535.080746157266,0.0
-21015.40937176602,1.0
-18038.882593094793,1.0
-34640.7001171462,0.0
-26915.01669979139,1.0
-27943.7573729496,0.0
-20478.673149900646,1.0
-37711.79195343254,1.0
-22276.114463611186,1.0
-31904.784204790005,1.0
-18602.566068983055,1.0
-25814.948807009358,0.0
-31223.664670909686,1.0
-18305.374613839165,1.0
-26326.29011465775,0.0
-23689.648935541714,0.0
-24599.362730920788,1.0
-37362.51892383423,1.0
-29962.803315762525,1.0
-32883.7248388344,1.0
-33750.42579383972,1.0
-23542.073494345506,1.0
-22152.7263848211,1.0
-25700.3328088512,0.0
-38308.33369388414,1.0
-24145.212758002905,1.0
-31793.43696941984,1.0
-25837.430523570038,1.0
-19157.002879969605,1.0
-26913.576223822907,1.0
-32877.94626428665,1.0
-20395.158244914095,1.0
-19362.525189160748,1.0
-27032.53802735584,0.0
-31681.00948524809,0.0
-32235.371393209927,1.0
-42791.6128859482,1.0
-18501.39014862413,1.0
-30991.77902560891,1.0
-17652.5697037227,0.0
-36721.276921074284,1.0
-25378.109334741133,1.0
-32692.207215944676,1.0
-31598.474629261982,1.0
-36237.45893387396,1.0
-18742.31240744461,1.0
-25619.711908691752,1.0
-19394.592974872787,1.0
-35703.267594153556,1.0
-18053.73147741477,0.0
-20366.641420268832,1.0
-41357.548724049746,1.0
-18358.731303464236,1.0
-23880.995560196454,1.0
-24958.688637512,1.0
-28464.25604633324,1.0
-20069.36254371567,1.0
-21971.942004177487,1.0
-38808.101895724176,1.0
-31684.665617708954,1.0
-18288.575203826484,1.0
-33715.663576600346,1.0
-24936.10338155419,1.0
-36147.30358287094,1.0
-26410.344521257408,1.0
-35034.05002580755,1.0
-31527.197632357173,0.0
-26163.732071928607,1.0
-33219.95842659875,1.0
-20955.366372953846,1.0
-37938.010837578244,1.0
-33506.875871770804,1.0
-26479.083158861453,1.0
-21536.58275337253,1.0
-23039.52112579772,0.0
-31140.779844910947,1.0
-20886.246621692375,0.0
-34789.333305024615,1.0
-17905.57796631088,1.0
-24899.320571254677,1.0
-25605.123899853203,1.0
-18114.958241335808,1.0
-17945.11111744317,1.0
-37662.71694330331,1.0
-26603.50293952319,0.0
-19098.781476578642,1.0
-37536.91973377703,1.0
-35960.159716556576,1.0
-34711.66000130544,1.0
-33599.739695265234,1.0
-29771.676948421467,1.0
-23143.426351239494,0.0
-25614.930742157314,0.0
-37973.67742381954,1.0
-20713.13054374513,0.0
-21424.43064549985,0.0
-33145.08491102028,0.0
-17592.622186101325,0.0
-22146.44539303411,1.0
-36278.20321887508,0.0
-23065.3060871968,1.0
-17446.66461033421,1.0
-21747.22060631561,1.0
-26633.990215076585,1.0
-22226.66830293779,0.0
-22077.032249184253,0.0
-25841.22435380471,1.0
-20339.35695157101,1.0
-28755.499363330186,1.0
-25262.01905205636,0.0
-35698.686757842195,1.0
-28235.322496173976,0.0
-33334.85922356422,1.0
-32456.451228349615,1.0
-34064.748379280805,1.0
-32911.42428773715,1.0
-35847.99981472389,1.0
-32479.731377553697,1.0
-17039.382665687368,0.0
-32333.458308285568,1.0
-21824.512703207067,0.0
-19284.07445022453,1.0
-30634.449808336394,1.0
-25411.01935720171,1.0
-18101.332843040444,0.0
-27768.756397002544,0.0
-25175.870400562475,0.0
-22847.276586498643,0.0
-25777.26246093487,0.0
-26562.991418311387,1.0
-32149.48510655452,0.0
-28071.003761016742,1.0
-17891.61093105658,1.0
-36968.07846133459,0.0
-32664.875634676664,1.0
-24919.423056300082,0.0
-32682.538634184843,0.0
-24849.0875427803,1.0
-39608.52793380992,1.0
-34984.97851883473,1.0
-36237.68102962763,1.0
-23241.93851241688,1.0
-27444.40963755038,1.0
-25938.6965319838,0.0
-31199.801290097446,1.0
-34723.26465777555,1.0
-18471.570013838013,1.0
-42280.470093898366,1.0
-17913.594069061954,1.0
-27493.47062633097,1.0
-23192.58399966367,0.0
-37752.26779892478,1.0
-30693.74114693883,1.0
-36892.4013447574,1.0
-33696.52767408475,1.0
-18442.609872250054,0.0
-38418.22387978765,1.0
-31963.483468160914,1.0
-34877.516060706585,1.0
-35290.17062706159,1.0
-32476.74290729066,1.0
-30616.374450928357,1.0
-34647.28891888666,0.0
-33061.213107897085,1.0
-29057.37400406581,1.0
-21068.84535140366,0.0
-17575.812682008152,0.0
-25212.15298406355,1.0
-38080.5035134261,0.0
-22942.693226509717,0.0
-24760.2346057791,1.0
-34709.36843492355,1.0
-17915.76375081833,1.0
-23427.35649846709,1.0
-29070.11522799089,1.0
-17886.315416282283,1.0
-33275.626041094816,1.0
-24006.829376251815,1.0
-25554.574955855285,0.0
-24224.415489344843,1.0
-21333.198457211998,1.0
-22009.954081092168,0.0
-34754.24767713183,1.0
-30649.285695407012,1.0
-32986.835201477974,1.0
-20256.7749476355,1.0
-23623.065799753058,0.0
-24689.740143444935,0.0
-33936.338523897815,1.0
-21269.220986163986,0.0
-37336.14375178324,0.0
-22526.200121738504,1.0
-22051.342599426498,1.0
-26243.864325358816,1.0
-18562.648331024502,0.0
-32913.62112949886,1.0
-17674.869043880237,1.0
-26601.30009505263,1.0
-18514.4970995372,1.0
-25259.082420840226,1.0
-25068.122544005317,1.0
-38977.444741600506,1.0
-25820.021141527985,1.0
-22013.402940970456,1.0
-20822.390409869608,1.0
-35378.94307401112,1.0
-25329.02139945986,0.0
-30313.7534128695,0.0
-22226.462815991228,1.0
-17444.87180740919,1.0
-37110.56363985046,1.0
-24493.355656682455,1.0
-21869.369507172276,0.0
-38945.781851142834,1.0
-34987.37555714977,1.0
-18773.220144242237,1.0
-36238.94815111169,1.0
-24266.063596666965,1.0
-32451.996380350734,1.0
-17334.95812699714,0.0
-35496.41058386402,0.0
-18462.876762015218,1.0
-27451.76774657752,0.0
-27079.627339022416,1.0
-23802.95836043591,0.0
-18491.7308667046,0.0
-25132.743881390958,1.0
-20701.58260677899,0.0
-17789.905174184576,1.0
-29276.219377578644,1.0
-36961.5106236513,1.0
-32805.599476486736,1.0
-26439.972838756,1.0
-24753.86074783334,1.0
-20227.706802155597,0.0
-23127.90179543617,1.0
-17701.08664868333,1.0
-34416.02832771565,1.0
-23478.312170131496,0.0
-21691.286935117936,1.0
-32698.059692142608,0.0
-35706.34005665175,1.0
-35149.46380136164,1.0
-30448.638058849236,1.0
-25119.487472463334,1.0
-34237.1604997412,1.0
-23148.320034080767,1.0
-25761.346937382936,1.0
-34805.71697828488,1.0
-20107.99219900868,1.0
-17202.44134722533,1.0
-32874.86320840819,1.0
-21744.532908116515,1.0
-25273.696978401334,1.0
-19242.199049796043,0.0
-24128.892853202924,1.0
-19283.219211541338,1.0
-26066.680832125876,1.0
-25507.147946030986,1.0
-39399.36405759977,1.0
-30360.27372117505,0.0
-32898.2975828053,1.0
-17537.70214589737,1.0
-24900.25386992314,1.0
-22392.133888048484,0.0
-36718.11214457244,1.0
-37678.47782772429,0.0
-26690.28092355222,1.0
-21874.785450525436,1.0
-18067.22320989865,1.0
-34866.54505056031,1.0
-36307.314854217606,1.0
-25812.37642133978,1.0
-22144.8905134423,1.0
-25843.690485039326,0.0
-33913.00038019742,1.0
-36926.498184728014,1.0
-26305.689626863154,1.0
-18792.031828192296,1.0
-24905.563975407375,1.0
-18886.715862897196,1.0
-17521.852886655863,1.0
-24116.842464143752,1.0
-36341.244431400926,1.0
-31683.626805239124,1.0
-26466.56054938744,1.0
-34894.110940826584,1.0
-18353.060944136185,1.0
-41441.66548486245,1.0
-36518.54059165359,1.0
-35983.31885410655,1.0
-26816.02226007514,1.0
-26132.35590717543,0.0
-18316.004572817703,0.0
-25335.56607605842,0.0
-21356.61465732049,1.0
-29374.048794754457,1.0
-17980.248719454623,0.0
-34716.600026082204,1.0
-28705.873849508476,1.0
-17163.960131867065,1.0
-33764.539089290556,0.0
-30230.148981134575,1.0
-20644.39286795048,1.0
-22575.229053067054,0.0
-17631.706560950955,0.0
-24147.61727699176,1.0
-19761.355095019688,1.0
-31544.55330072662,1.0
-32361.32328538914,1.0
-29274.168929720545,0.0
-25935.36642839972,0.0
-18136.28493208431,1.0
-25492.894747654223,1.0
-33936.573621889176,1.0
-30415.713194033462,1.0
-25003.71628657911,1.0
-36035.29389754518,1.0
-27242.561561761817,1.0
-41479.08226835527,1.0
-27187.18589503308,1.0
-18452.82461211901,0.0
-24751.94282283999,1.0
-26130.510779230066,1.0
-33822.29369096772,1.0
-18073.115127038865,0.0
-19463.94079721804,0.0
-28329.390757315214,1.0
-26580.837091609206,1.0
-32904.84396943875,1.0
-19029.08586459958,1.0
-24675.15583652343,1.0
-29484.03580639181,1.0
-25461.665289216773,0.0
-36898.61615597461,1.0
-26301.88479942886,0.0
-25010.618523132947,0.0
-23570.80402604332,0.0
-30778.59093845683,1.0
-30214.232316020796,0.0
-34317.8335452274,0.0
-17949.11597805058,0.0
-35502.804290272405,1.0
-22564.218240994596,1.0
-35931.88495352515,1.0
-31378.446975434606,1.0
-42286.63748797544,1.0
-28788.631550486294,1.0
-25396.206481477275,1.0
-23225.1514791795,0.0
-17299.636408146398,1.0
-21573.656678768923,1.0
-17530.094928422885,1.0
-19778.85119318972,1.0
-21624.630437479886,1.0
-24522.84423781214,0.0
-32198.915432441056,1.0
-24635.26711609766,1.0
-18555.092400355723,0.0
-30571.083561528096,1.0
-19033.008106406367,1.0
-36494.97615830254,0.0
-29770.51108120612,0.0
-23835.504730948192,1.0
-17818.693815910534,1.0
-26525.57712517694,1.0
-18084.703073421068,1.0
-38872.13658918099,1.0
-19802.25899605776,1.0
-33365.769409657994,1.0
-17731.30447458861,1.0
-32630.960925794374,0.0
-23084.82382318005,0.0
-23787.130639900257,1.0
-28696.97597234614,0.0
-32935.41539692089,1.0
-33751.15715841043,1.0
-36119.09699775557,1.0
-25124.41823794411,1.0
-34013.52078562308,1.0
-19594.028386331964,1.0
-25455.94659066482,1.0
-22854.775492687666,1.0
-33032.71822711694,1.0
-24572.634618148066,1.0
-37687.24745728156,1.0
-33998.90177186264,1.0
-20884.831315002935,1.0
-33178.22024994253,1.0
-32137.492088565334,1.0
-29880.04192414856,0.0
-24412.60705751428,0.0
-22609.455302892267,1.0
-21484.58934029586,1.0
-20062.50514532026,1.0
-32825.202434740015,1.0
-17609.67146824926,1.0
-32959.536362545885,1.0
-34106.015386877145,1.0
-17579.058562945535,0.0
-34715.52990178959,1.0
-31252.77683493078,1.0
-17618.620948089723,1.0
-26761.280329084286,1.0
-34387.215873399815,1.0
-20459.62187704407,1.0
-29944.062365282258,1.0
-30743.102935364223,1.0
-25461.193396125534,1.0
-22665.641345228672,0.0
-17473.0203045806,0.0
-18616.642639030746,0.0
-24313.36159596997,1.0
-35589.95788552379,1.0
-36046.14156860221,0.0
-18863.121302795458,1.0
-40507.853149903516,1.0
-27711.93686198013,0.0
-35126.665999422214,1.0
-27266.257262209358,1.0
-20116.768748497903,1.0
-17387.37716238408,1.0
-24897.009839548242,1.0
-24655.785052188246,0.0
-24101.97108824407,1.0
-29986.44957987072,1.0
-19332.196003944628,1.0
-37307.94447752933,1.0
-23404.571049925966,0.0
-39809.504887387215,1.0
-17677.659977122465,0.0
-34732.66796817338,1.0
-33708.9261707615,1.0
-24139.64286436341,1.0
-23921.319329181035,1.0
-36109.4955108742,1.0
-28596.546451473914,1.0
-24707.57311066392,1.0
-22650.75181510007,1.0
-31885.012558933588,1.0
-23581.45642824859,1.0
-36919.71518055411,1.0
-17618.22990900975,0.0
-34210.54299761556,0.0
-19801.568810211662,0.0
-22466.036399154356,1.0
-27172.759944399346,1.0
-18819.67417818951,0.0
-39706.760581886694,1.0
-25286.133677130725,1.0
-35942.10281450919,1.0
-30914.35968658357,1.0
-27527.76095554225,1.0
-21829.411010731877,1.0
-36847.81384865327,1.0
-34520.72765232827,0.0
-34241.209561541036,1.0
-17604.725220364104,1.0
-35634.78098143684,1.0
-34988.63431742631,1.0
-37448.220849940844,1.0
-35050.7286445209,1.0
-18472.162804837026,1.0
-20175.838665188057,1.0
-25088.97700855347,1.0
-28501.482457040365,1.0
-21215.892219495254,1.0
-25307.39263014254,1.0
-17395.08944927926,1.0
-23648.334065412535,1.0
-26699.043120893686,1.0
-34650.22762528502,1.0
-37081.776918817784,1.0
-35008.69336333813,1.0
-21494.98045874723,0.0
-19707.0383657536,1.0
-32946.039767149225,1.0
-26811.246120324802,1.0
-25939.834362483387,1.0
-43293.55331134655,1.0
-38746.531586906785,0.0
-19712.44892829462,1.0
-20708.17669256772,0.0
-34796.94150919408,0.0
-24029.526675970104,1.0
-24424.690401769578,0.0
-30815.33397849798,1.0
-18721.427673525868,0.0
-26679.859139002736,1.0
-27010.367696171263,1.0
-33294.10264814916,1.0
-16981.276607883054,1.0
-26433.84005231808,1.0
-29531.491299710946,0.0
-17383.662134733167,1.0
-21958.368807681385,1.0
-25599.815853821692,1.0
-27999.832586311906,0.0
-40385.823395904124,1.0
-21690.98233011909,1.0
-25548.958423460965,1.0
-34997.68873704212,1.0
-22145.16663345766,1.0
-19758.422732085714,1.0
-38252.83046261956,1.0
-19300.73773175248,0.0
-26436.57552633443,1.0
-20673.263692339995,1.0
-19951.06345013339,1.0
-35362.97086273062,1.0
-31740.683361678253,1.0
-33128.80720064634,1.0
-29686.37644737171,1.0
-25623.612935460318,0.0
-35106.82915890115,0.0
-29011.043682968913,1.0
-18396.1326928758,1.0
-38080.16961396391,1.0
-35180.542790453954,0.0
-28194.779739025333,1.0
-17549.665956852616,1.0
-20163.239848865014,1.0
-25686.386523996604,1.0
-35012.659343043655,1.0
-36442.35832349646,1.0
-18765.446169913987,1.0
-23862.652591469254,1.0
-27325.43369958845,0.0
-26213.207944316884,1.0
-26010.738821441613,0.0
-17745.509084510326,0.0
-35098.298343057475,1.0
-19978.33955494459,1.0
-25415.01338650564,0.0
-37909.15725708405,0.0
-24054.007275900207,1.0
-28602.796728645735,1.0
-32174.157229375447,0.0
-32251.873581455144,1.0
-22958.16402967317,1.0
-24068.974542487194,1.0
-22954.227346275737,1.0
-35613.846454469945,1.0
-28487.090765424946,1.0
-26336.199817526114,1.0
-28344.99271002582,0.0
-36307.70481912358,1.0
-28175.61775982705,1.0
-26384.49296410296,1.0
-36864.944170117014,1.0
-22676.26148481606,1.0
-38787.787423290414,1.0
-33521.69688178958,1.0
-34749.777185374216,0.0
-31103.140693889956,1.0
-36104.318743561525,1.0
-18389.90730903792,1.0
-27786.575745369955,1.0
-24417.79910580995,1.0
-27723.731249867036,1.0
-18457.1582553556,1.0
-27660.009839060793,1.0
-19944.43167668893,1.0
-19140.06317663067,0.0
-25219.928818753782,1.0
-33582.90594391509,1.0
-24251.928524319337,0.0
-26944.198079423233,1.0
-22614.97611419047,1.0
-20941.37934222492,1.0
-33123.70420981537,1.0
-21611.943238763797,1.0
-18888.700368399866,0.0
-18105.90124052671,1.0
-33143.25643072874,1.0
-21103.291934927922,1.0
-33918.926062096565,1.0
-29942.187934270478,1.0
-37872.29656412477,1.0
-27385.19770832562,1.0
-24848.804290824868,1.0
-29066.024469622476,0.0
-24216.689216258572,1.0
-31107.1527278501,1.0
-18969.209070141707,1.0
-17790.916132332262,0.0
-32444.421302603074,1.0
-36195.69875443536,1.0
-18835.805097211305,0.0
-36100.573607526254,1.0
-34668.27698094523,1.0
-17436.18166579213,0.0
-19181.478264755628,1.0
-26803.74823037356,0.0
-28067.67565833294,1.0
-29525.438813137112,1.0
-19918.57941362593,1.0
-35931.116300247006,0.0
-25724.1655294737,1.0
-38314.80774335323,1.0
-32371.13321357262,1.0
-23105.31333678645,1.0
-24113.30660581074,1.0
-33200.44128734111,1.0
-17658.285832647958,1.0
-17704.32678900217,1.0
-27425.68466344793,1.0
-31677.617627607066,0.0
-34669.57531613232,1.0
-18435.50528496958,1.0
-23356.8340546504,0.0
-38935.686132351795,1.0
-24118.257876837517,1.0
-26767.137930573284,1.0
