sal_6_lc1vs0_iate,emplx2_3
4786.872201996116,2.0
4937.87493474165,2.0
4491.152950496435,2.0
-2632.9534004147304,2.0
6295.935285934218,2.0
-2279.549880175713,2.0
1765.0500781177952,2.0
4688.274478264749,2.0
-638.9576443182386,2.0
960.989637131499,2.0
-18236.031441064093,2.0
5589.539260932188,2.0
5523.929928554506,2.0
3044.660019174614,2.0
5738.071236309973,2.0
9723.306466737911,2.0
1567.0815830057518,2.0
-12953.701944487842,2.0
-2652.6528730746454,2.0
-7147.628432542682,1.0
-13012.106493399755,2.0
2818.206907170864,2.0
-10446.080726259752,2.0
7484.336287808139,2.0
7563.90439067216,1.0
6552.785888706549,2.0
-10088.094938680853,2.0
-9757.948007938512,2.0
2674.715036440949,2.0
-13536.185591746458,2.0
5272.717361686052,2.0
3624.9324330982417,2.0
-1790.5499210627913,2.0
4450.627062331365,2.0
3305.5147837330787,2.0
-4952.949111954732,2.0
3856.2134153104726,2.0
4582.272173993855,2.0
-13022.853196914615,2.0
3274.938842368807,2.0
6440.2186368125,2.0
6379.169444053605,2.0
3022.208913924109,2.0
3647.860432091442,2.0
1213.3476412751916,2.0
4472.067582299367,2.0
-625.4468351277974,1.0
5087.55012538905,2.0
3653.5182546119486,2.0
5794.630189021962,2.0
2954.959111921852,2.0
-3515.210084987979,2.0
-5258.80000862891,2.0
7920.117367699964,2.0
-16237.205064735479,3.0
-1484.8822309506895,2.0
-17442.095032407662,2.0
2721.402078410986,2.0
4197.474641707151,2.0
6680.968443067644,2.0
-4404.343353272665,1.0
-100.2618312631447,2.0
8645.319146987422,2.0
5775.252323229994,2.0
-7801.850264728622,2.0
3311.4756508859937,2.0
-5269.406740862252,2.0
-2103.4651590999624,2.0
1423.4083593945163,2.0
4441.066818808058,2.0
-12212.603364041406,2.0
-14710.221032450838,2.0
5124.652344713599,2.0
-5095.864270302011,2.0
6891.059756759703,2.0
5808.817652304406,1.0
4665.3706454781295,2.0
-1910.6901316000244,2.0
-2736.76683948264,2.0
-16919.38506887057,2.0
6132.771242077291,2.0
4588.34052176317,2.0
-151.83825053689088,2.0
4569.512182941555,2.0
1688.386174043887,2.0
3296.741969333233,2.0
3392.7007231362218,2.0
-2851.7181784269014,2.0
-11597.630430945093,2.0
-768.0156106042305,2.0
-12207.421863217567,2.0
-1153.9752578158327,2.0
6904.169317361218,2.0
4069.2872177568606,2.0
3090.1067243680336,2.0
-19985.985395021125,2.0
3112.8006005545667,2.0
-8072.731749132867,2.0
656.594506353171,2.0
-1372.943665715262,2.0
1792.7363295847736,2.0
6065.6464192528765,2.0
-2464.6853861532927,2.0
3195.0308217386355,2.0
-665.6062343062122,2.0
6736.237288929911,2.0
-11077.762338218361,2.0
3716.3082070790533,2.0
-6644.117470081756,2.0
-5866.20075913652,2.0
-7181.167611531335,1.0
-2199.796967185377,2.0
-8887.181049766526,1.0
-9770.4546985524,2.0
-6294.066371884858,2.0
159.15938019624332,2.0
-363.8276380789266,2.0
5281.9335272748585,2.0
2420.6234099556286,2.0
6051.087569260875,2.0
3188.0270365525103,2.0
1827.904080350465,3.0
-17381.645628536415,2.0
-8371.24762027593,2.0
-12521.679696084033,2.0
1436.7539807482935,2.0
-7563.259859603859,2.0
4426.744283714172,2.0
4197.543312816206,2.0
2291.8686581650527,2.0
-334.6403208692832,2.0
-9193.829262261133,2.0
3901.672833191993,2.0
2290.6801996781783,2.0
3601.542608847514,2.0
4889.968415061783,2.0
4776.317397319315,2.0
-11383.71273018909,2.0
5345.62554010157,2.0
-369.9709447580434,2.0
5014.716319193913,2.0
4244.829693499269,2.0
-13335.411666802129,2.0
568.2271462547942,2.0
2873.590565807859,2.0
3744.9667557556404,1.0
-17472.93568699047,2.0
-12522.449827529665,2.0
-9022.093225154547,2.0
1927.061160150337,1.0
-9927.082041628995,1.0
-5262.839785365225,2.0
-2620.9276462018597,2.0
3004.2085255513157,1.0
-4252.394767611784,2.0
2549.3645043564493,2.0
4224.078236457488,2.0
6065.821833518337,2.0
-3822.3889386733076,1.0
2254.841259492477,2.0
9083.390159588915,2.0
2730.101535667811,2.0
2522.8744711917225,2.0
-6675.619571720854,2.0
1516.7544096736456,2.0
3678.9038510865357,2.0
1636.3531959820139,2.0
-17603.85478488695,2.0
6151.87160310871,1.0
3326.5239687697267,2.0
6994.551797317554,2.0
-515.1958000604714,1.0
8205.681604173911,1.0
3847.0158588221548,2.0
2880.5922872683896,2.0
2531.638877421542,2.0
-7029.300356241163,2.0
3739.7013458415277,2.0
-591.1920712217352,2.0
1107.863491168333,1.0
7296.11659145723,2.0
-6189.807873404586,2.0
4663.13318952824,2.0
4786.003601693124,2.0
1429.8211195725046,2.0
-5748.666451559573,2.0
5356.535101539681,2.0
4415.268886380887,1.0
8130.494540700656,2.0
-11122.954612065638,2.0
-4241.32823274867,2.0
3187.649546913588,1.0
-4141.795261008748,2.0
-2621.6192655842515,2.0
4365.166947262896,2.0
8698.744827095044,2.0
-5334.406731151375,2.0
-260.98879897110237,2.0
6647.206036553052,2.0
2252.8275506670607,2.0
-4101.508913815705,2.0
381.1246878691418,2.0
-15154.125817164386,2.0
2419.2046412574855,2.0
-4060.245335046893,2.0
-11673.040708969167,2.0
-1629.8672975381996,2.0
-1567.2542411784943,2.0
6101.803355624063,2.0
-11966.965147023226,2.0
-5342.541155168378,2.0
-5384.303087546326,2.0
-16887.711353344508,2.0
3133.766407843599,2.0
6608.916453974502,2.0
5184.23756235321,2.0
5201.960509911594,2.0
4731.424824940088,2.0
8311.407197218276,2.0
1184.3384911089797,2.0
3874.1851635127728,2.0
4057.6098555415174,2.0
2583.18691242345,2.0
-10811.912931046485,2.0
2194.4280361850506,2.0
-17319.973881970356,2.0
-10457.892499847612,2.0
-11099.727726192052,2.0
2934.9449254423953,2.0
2749.865303762317,2.0
-2237.9403874696845,2.0
-347.94805468055347,2.0
7107.994844752226,2.0
3110.3455543789205,1.0
2603.4798951606685,2.0
7436.239571151513,2.0
6564.155569498549,2.0
6167.853831993345,2.0
-12021.05380310725,2.0
-1870.6899822523228,2.0
-2780.266982099325,2.0
1772.6201752707093,2.0
5532.955060905204,2.0
5508.133704405025,2.0
5105.8954477020125,2.0
-1798.1393805027074,2.0
-10860.648817228162,2.0
8631.467352405489,2.0
-12806.660460614177,2.0
7102.061510764146,2.0
-265.40181943253134,2.0
-81.69848374507637,2.0
6044.402500225822,2.0
8074.139643442013,2.0
-3001.6195256786777,2.0
-2048.592562107746,2.0
-11856.698723373633,2.0
5894.624914222184,2.0
-5.085651551933552,2.0
-6141.060980929531,2.0
-19272.827620400534,2.0
-6949.838128245801,1.0
-15612.859118918803,2.0
4285.848854504327,2.0
655.2716428863896,2.0
3760.341089993344,2.0
4283.214085279973,2.0
5619.5478768924395,2.0
4552.384738735853,2.0
2353.210558686762,2.0
1401.118810335709,2.0
3429.4298754468546,2.0
5129.62695173982,2.0
4676.573049475928,2.0
-6760.0857347120855,2.0
-7171.203911545617,2.0
6594.532160655486,2.0
-4761.31161457036,2.0
6693.416611374678,2.0
-254.48379411486349,2.0
495.5428368256926,2.0
-9758.80268029229,2.0
1940.7128859375002,2.0
-14162.08267384527,2.0
6367.449454517566,2.0
3291.1190290802824,2.0
-5757.369121908705,2.0
-3475.6956978137514,2.0
6311.398425408401,2.0
6795.150559221626,2.0
5491.012459245303,2.0
-6928.137639476432,2.0
7810.3426339923935,2.0
877.4470985485214,2.0
-6429.119834922723,2.0
-9365.666636748461,2.0
5029.762974652613,2.0
5896.67822315852,2.0
6401.75819590775,2.0
2834.6110936121113,2.0
-13687.771356158231,2.0
-29.59818950837871,2.0
-6778.15864079364,2.0
8863.11454047425,2.0
4839.255786143232,2.0
-2887.735361674345,2.0
-8940.313052376137,2.0
8589.024873065453,2.0
1656.677722682617,2.0
6728.047120705833,2.0
94.7857979712453,2.0
2386.3305780219057,2.0
-7004.510680372066,2.0
785.3715208955327,2.0
1498.7144748796463,2.0
-5818.9930890923715,1.0
-7680.057979637808,1.0
6515.122287181057,2.0
5597.341452402474,2.0
406.5235984691899,2.0
3196.4270519354686,2.0
2595.9471997664723,2.0
1057.8380791792843,2.0
4054.247875921702,2.0
-645.0634899940342,2.0
-7873.526083782096,2.0
551.0605804383786,2.0
-2790.6895302959956,2.0
-7031.36458972301,1.0
2518.725700813268,2.0
4417.880856133491,2.0
-8826.870779730934,2.0
-5009.580988110809,2.0
-11977.363180559796,2.0
-1264.690465707794,2.0
-3467.322702921422,2.0
-7342.635775944928,2.0
6486.369073481896,2.0
3498.2042366395226,2.0
-5975.960030779601,2.0
-5012.923673357878,2.0
-8608.928323084592,2.0
-3970.3160182061074,2.0
5948.758970589821,2.0
7312.58647248253,2.0
2750.8131026001465,2.0
-7558.283906616567,2.0
5331.987208217002,2.0
-4873.085886007544,2.0
1118.3686800231862,1.0
5002.5532354993775,2.0
4110.893435616563,2.0
6287.913041877804,2.0
5290.32702174947,2.0
-2619.0807302707635,2.0
-1301.916589727749,2.0
-5470.043962279926,2.0
-11510.697090387861,2.0
3923.91411798804,2.0
1255.5034912666024,2.0
-255.44032613397576,2.0
-6051.129131763208,2.0
6538.715053926695,2.0
2500.7391414014965,2.0
4796.65436773506,2.0
2271.3695070416397,2.0
-11836.211717222659,2.0
7317.241531493521,2.0
8249.458466440261,2.0
1323.4123188068934,2.0
-1320.3183532156322,2.0
-2414.7650064789077,2.0
-4859.752148877753,1.0
6012.912860423778,2.0
-1386.153505382441,2.0
-8142.0591666110095,2.0
2173.723509692408,2.0
6266.298526644927,2.0
-60.69341287560019,2.0
2229.51782663063,2.0
2132.1106457741776,2.0
225.62857246078875,2.0
4292.663784078366,2.0
4809.8116596653745,2.0
-4686.818580937017,2.0
-4767.769549657338,1.0
-93.29199271321886,2.0
3881.401649423481,2.0
6574.864368161929,2.0
-12726.675572867574,2.0
-1150.9658665795323,2.0
7416.936810716756,2.0
-16300.270443165591,2.0
-10837.243808159443,2.0
5472.86812367522,1.0
-11086.67909695675,2.0
4533.0085148420585,1.0
1513.3965901129786,2.0
-12165.665650720779,2.0
-542.3291909773752,2.0
4948.315513417299,2.0
3974.275622901925,2.0
906.9370557884041,2.0
4809.618029596797,2.0
4913.611039933359,2.0
-1868.0088020094572,2.0
4636.444374560891,2.0
5901.003302156834,2.0
2717.073774978284,2.0
3506.6215050094343,2.0
-14392.034629810138,2.0
-14822.503666458684,2.0
-1026.7374593213863,2.0
6279.524190894744,1.0
-5556.408577409028,2.0
879.0610233733432,2.0
-3872.400107989064,1.0
640.2709685383525,2.0
3138.2734272450753,2.0
5146.509145425316,2.0
1240.541322422734,2.0
6281.77619891617,2.0
-953.5787761480933,2.0
4714.719473976994,2.0
5128.238617109217,2.0
-919.6163791698928,2.0
5471.2497028960315,2.0
5447.42932708901,2.0
4457.082651155047,2.0
1186.460083237038,2.0
239.3548297902853,2.0
3832.4889752032486,2.0
-10702.456989492799,2.0
3057.4578121524373,2.0
-8107.553889193926,2.0
5230.094445247241,2.0
6607.802205497799,2.0
-12395.777558060465,2.0
-7711.451439684865,2.0
-7981.761950095743,2.0
5408.740923463836,2.0
7079.6624995279035,2.0
6278.475096123348,2.0
-4985.033361218529,2.0
6653.937145226329,2.0
2422.61985445527,2.0
5413.242731647177,2.0
-508.5746743302316,2.0
5499.669535821249,2.0
2719.020378553918,2.0
4284.645657374933,1.0
3986.420718535146,2.0
5161.472367259863,2.0
5204.33078452086,2.0
73.58923825009697,2.0
2204.1865385332485,2.0
-10009.087735285297,2.0
3603.918242131831,2.0
-18739.09049143483,2.0
-13039.834529479322,3.0
-4635.044003152558,2.0
-5934.636959188967,1.0
1431.3492552961209,2.0
7348.178633036881,2.0
3494.221950367486,2.0
2835.0541316900217,2.0
2371.939593033254,2.0
-3527.566647230564,2.0
2330.7164521952886,3.0
-7721.73902330481,2.0
-6585.14003228815,2.0
2727.328697257253,2.0
3841.528233514393,2.0
5584.462138092364,2.0
-7211.877449123925,2.0
-1673.5242403190532,2.0
-8669.992191252562,2.0
5829.393861219611,2.0
1972.0316076007712,2.0
6396.301967899672,1.0
4993.722764046905,2.0
-5116.076843919185,2.0
3925.654093240428,2.0
2000.8590013946532,2.0
1324.2322623454538,2.0
-11330.318104131256,2.0
-3062.7536335552622,2.0
7281.474466977703,2.0
4981.091287170277,2.0
-7086.501429453412,2.0
5641.893948049552,2.0
4854.634441738584,2.0
6148.577882031046,2.0
4148.309513043771,2.0
2540.14893469622,2.0
4052.3693031123526,2.0
168.5264679353768,2.0
5021.119740126975,2.0
5346.252945459993,2.0
-11231.20893194824,1.0
3719.016560106951,2.0
2920.9146658535587,1.0
6198.978295782335,2.0
-3777.751809557987,2.0
2938.551501303198,1.0
-1223.516555055423,1.0
5200.38300212168,2.0
1135.2561475470102,2.0
4554.258448442866,2.0
-15452.740302185435,2.0
-7646.441925488675,2.0
2006.3400823815937,2.0
5245.394986434484,2.0
5868.295945575197,1.0
2478.2198247116066,2.0
7388.707439450758,1.0
-1830.7679817494463,2.0
-3456.445752087593,2.0
9222.820591107684,2.0
-10260.026825363248,2.0
-19287.258026808893,2.0
-6901.347693267999,2.0
1228.2065401551954,2.0
4649.415305538375,2.0
-4690.124412946055,2.0
-2827.0633130983074,2.0
-8623.51774661504,2.0
-35.86331854204036,2.0
-346.18791779584444,2.0
-12127.202463110003,2.0
-8604.540707796927,2.0
-1028.1136622270606,2.0
3489.869535241926,2.0
5494.995630444231,2.0
8249.241414816042,2.0
2031.842985142709,2.0
1558.8812804552526,2.0
-9061.989607683,2.0
-15028.620962509385,2.0
-12168.25199781698,1.0
-2254.888163894323,2.0
346.55667629854906,2.0
3651.8404607712273,2.0
-6034.879144984334,2.0
1602.0286353460087,3.0
-5012.87694036838,2.0
-6733.975036117919,2.0
5323.700892578319,2.0
-850.9913391618775,2.0
-5286.285730510139,2.0
8632.877980120742,2.0
-3737.0711448692728,2.0
6695.3804867795025,2.0
-352.6310592328264,2.0
4661.425314710596,2.0
-13850.475212646585,2.0
