upper,effects,lower,ate,ate_l,ate_u
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
-2568.9624042543737,-9679.032519219603,-16789.102634184834,8945.505493892462,11248.836577261063,6642.174410523861
