sal_8_lc2vs0_iate,emplx1_2
-5247.612371911615,1.0
-5936.081268004896,1.0
-18919.441037239645,2.0
-14707.782499432618,2.0
-16469.15064708127,1.0
-12774.949402169912,1.0
-12053.51819014192,1.0
-14026.353314398888,1.0
-13983.383125352026,2.0
-13134.478561131988,1.0
-29884.652334278326,1.0
-17681.150924771908,1.0
-16609.611673723204,1.0
-11969.49722271879,1.0
-5950.023047619555,2.0
-21467.992990178907,1.0
-11945.720340139294,1.0
-23984.30313998409,1.0
-14270.983694386447,2.0
-31714.98443543093,1.0
-16666.270956639855,2.0
-9190.945167600374,1.0
-16119.659878602994,1.0
-17563.439508625903,1.0
-12709.421738549398,2.0
-17881.349442808176,3.0
-21270.396143409,1.0
-10635.591001845487,1.0
-6349.551233765742,1.0
-25672.877520447037,1.0
-6822.170593997485,1.0
-15317.612865724008,1.0
-7312.44221386747,1.0
-16567.308543593586,2.0
-10771.937303749975,2.0
-23206.795175427615,1.0
-11427.513352134136,1.0
-16042.078033573867,1.0
-17658.06812471561,1.0
-11169.2081233098,1.0
-11499.894941943663,2.0
-13532.379106039434,1.0
-10474.096448959792,1.0
-7399.015417263921,1.0
-21831.303184256176,1.0
-12068.484378545403,1.0
-16817.388918640918,2.0
-8416.27347501714,1.0
-9300.107912582052,2.0
-12865.209168249246,2.0
-7081.880304338444,1.0
-15828.948926235358,2.0
-10728.199476209445,1.0
-13929.317983234097,1.0
-13986.61467723364,1.0
-8806.614629841293,1.0
-31091.26887296683,1.0
-12631.794461756977,1.0
-10562.048830745493,1.0
-19426.966405927375,3.0
-13447.30051696412,2.0
-12487.276177898975,2.0
-16920.067990057407,1.0
-12532.962823379248,1.0
-9913.747962433377,1.0
-13732.531740885566,1.0
-13666.649579562232,1.0
-8937.991690188243,1.0
-11118.370337633276,1.0
-9831.196112755113,1.0
-10573.756448907983,1.0
-28880.51804557306,1.0
-10686.25073508826,1.0
-13103.616710817836,1.0
-17959.01024925051,3.0
-10071.496266680995,2.0
-13782.46557292678,1.0
-16474.89483920907,2.0
-15764.240231078948,2.0
-28745.982583084144,1.0
-17947.46642392244,2.0
-21472.93628477188,3.0
-6541.960065761239,1.0
-11658.795107039547,1.0
-7148.046106287589,1.0
-10323.71450867237,1.0
-9269.57857345864,1.0
-29115.64469282887,1.0
-9615.117265710232,3.0
-8861.114745064173,2.0
-17716.601925630002,1.0
-16340.103061847669,2.0
-14684.070456690177,1.0
-7644.1290129136205,1.0
-17645.626288756564,2.0
-21284.617047466774,1.0
-13330.575371410048,1.0
-12540.192397054574,1.0
-9402.80718760075,1.0
-9795.936310623623,1.0
-15211.71061492783,1.0
-18920.7873761804,1.0
-14363.490183207621,2.0
-3632.2607362219505,1.0
-11975.5970092164,2.0
-20815.78051022569,1.0
-14272.336117167273,1.0
-10667.303216113622,1.0
-14295.430723840464,1.0
-30380.561068380193,1.0
-7401.089893542667,2.0
-16763.29811102799,1.0
-16441.26604018639,1.0
-18094.53069026472,1.0
-16122.99698257296,1.0
-8268.88502805628,1.0
-10978.461832212244,1.0
-9573.332851260828,1.0
-9182.378284501126,1.0
-16127.620849373467,1.0
-9191.211403168276,3.0
-14354.187389724199,1.0
-31812.547204745133,1.0
-19965.426218763736,1.0
-13745.607386248455,1.0
-9055.757976269146,1.0
-29427.236427341748,1.0
-8861.753916954247,1.0
-11431.900734056579,2.0
-6804.923687760396,1.0
-10640.602832549694,3.0
-19197.80689807979,1.0
-13239.538872666702,1.0
-7698.705860482622,1.0
-8403.837158083614,1.0
-16925.87742997753,1.0
-15443.853765018846,1.0
-26489.770039860963,1.0
-32439.39309977882,1.0
-9836.641841166442,1.0
-17787.756900753462,1.0
-17199.62035261083,2.0
-28787.398711471516,1.0
-13611.636933011725,1.0
-8788.609005349892,1.0
-11707.752520868713,1.0
-28420.892329321316,2.0
-9017.434527057592,1.0
-12893.25721850593,1.0
-7726.069504399047,1.0
-21685.039040158696,1.0
-7890.7403567035935,1.0
-7962.825771936778,1.0
-27077.964692732858,1.0
-7457.032934422473,1.0
-14298.479671744844,1.0
-10487.060358118482,1.0
-17149.425189867266,2.0
-13012.51422609331,2.0
-8866.169842147421,1.0
-21995.158342164403,1.0
-11290.039315053964,1.0
-7097.706494466834,1.0
-18993.607231908132,1.0
-8388.517453040644,2.0
-22343.05848144555,1.0
-6146.817396132014,1.0
-21872.97693888677,1.0
-11145.459436193058,2.0
-10301.77133875581,1.0
-16830.292048571337,2.0
-12785.061973985476,2.0
-19173.380694941086,1.0
-19362.225473852606,1.0
-6088.104218178559,1.0
-9421.5776810159,1.0
-15276.869349586428,1.0
-14599.63079187974,1.0
-14156.733629994702,1.0
-14877.666594340306,1.0
-10112.261997573736,2.0
-13807.378141663183,1.0
-10901.51239981274,1.0
-10117.611447563948,1.0
-6599.896309034922,1.0
-16542.216259101882,2.0
-20199.750505257514,2.0
-10267.981567493429,1.0
-19153.81749064121,1.0
-20288.308055710193,1.0
-18895.14909662037,2.0
-15272.051621049512,1.0
-21392.667758497726,1.0
-17938.086812944384,2.0
-8430.20327802892,1.0
-23031.39159388643,1.0
-12745.25270896825,1.0
