sal_4_lc2vs0_iate,earn_x0
-28535.172231885124,1193.332697145667
-40917.13740829805,3244.6781523613786
-44591.066538154744,3719.2213222458727
-37923.123252297024,3085.6925448433512
-51122.46640613159,4004.131002137021
-31548.459746523833,1755.8269456412604
-35663.34597895253,2584.370630726857
-41972.841910345756,3413.5281476890164
-31427.02869072528,1933.0884472848177
-47156.29780902894,3968.939722213053
-54747.63659342422,4292.975371818628
-55038.99336016357,4686.399666895838
-54676.773585503404,4759.08314777485
-41367.010324434275,3485.7685658506025
-34213.711539315605,2430.071681191421
-61488.227276058344,6995.563964901388
-29835.02617894834,1800.598031556699
-52789.09592102513,4116.599833906231
-34254.52893452231,2272.22316109235
-57814.8754599909,4645.666832185667
-54910.79622200837,4911.659106698894
-31963.19833393193,2285.6646826609804
-37411.57875055263,2845.918390197516
-57925.49012985357,5615.714002697792
-54445.00756092029,4666.231885699818
-56474.119908445515,5196.638068029913
-49035.35483489944,4076.92783250837
-30829.68078277779,1749.6442113020514
-29248.39098124716,1342.3696338424595
-56089.87328850374,4490.609342053655
-40173.4286178182,3043.1471959793835
-56430.909560445056,5155.20693112442
-40281.273832859704,3362.485159182663
-47538.301047931134,4016.4146395269454
-37994.677269861175,2790.325407162434
-44579.27798464421,3760.962602912711
-47370.97961319997,3844.823230717023
-49756.54464235258,3925.744144977282
-40560.257978838854,3494.914466391914
-46776.61427297699,3914.4693519501134
-35096.53042632254,2504.4669564633064
-58279.07053511053,5127.58637675137
-41475.553856966886,3562.886665982977
-51821.782680530145,4346.035705503462
-63527.46621359194,5810.071824153135
-47050.903680558564,3785.74193468117
-62965.798903149,6312.9529453602845
-35743.08555459799,2434.186954334409
-27933.039364145487,1479.981545887037
-55568.48048437694,5557.065867351301
-29626.254400667647,1104.7599895524174
-61826.1268120415,5894.174450994807
-36678.13369771808,2843.929690002449
-51612.365846686036,4204.431798818756
-41050.47917236136,3367.087933725305
-38133.064537065315,2758.136380043928
-58446.575793066884,4848.983973726757
-36131.054846936604,2644.3239547182543
-41079.624503326355,3348.914555933196
-46824.461613743304,3839.682281385358
-35125.53409752616,2467.059948003984
-30016.070425212944,1236.9125442854886
-60934.601831358275,5868.199214033304
-32243.323666887605,2123.3307829249434
-36876.48912131248,2944.7052830965613
-51599.339548852164,4086.564922510373
-29916.0921989967,1236.4920310371217
-31970.34772429963,2203.298269765708
-32521.265106282655,2242.9010708714964
-38920.67581527283,2976.345607665452
-33593.03679674781,2272.331181046973
-57369.13056636481,4828.744599623171
-51254.08875562181,4165.808696028897
-33874.16264491021,2500.315969941594
-54466.702262307095,4574.99517557822
-54601.56889291966,5258.3726816026565
-40427.252974417665,3270.529189816006
-33988.67115430745,2434.5966870970765
-32363.92825775478,1786.5048007083049
-53189.278347801366,4163.551036313568
-57505.9649915076,5599.091023144334
-55961.07438819202,5274.488011403746
-36353.1906353081,2588.3768914809834
-55594.107470133655,4984.429703094995
-38160.66499509002,2905.0417548316573
-39092.374468980226,3032.276959379162
-28534.603771417736,1435.250251714145
-60926.40695925029,5350.084099674365
-30738.42412338712,1416.433288731004
-48997.06673777303,4316.491897663433
-40713.32395594462,3159.514622200561
-37210.78627016464,2857.256750136862
-52433.29962782524,4187.695951252252
-29320.038910881693,1942.731746497484
-51791.5460728734,4363.1648051243
-50230.975775071565,4102.243463528355
-42693.88824078468,3192.489464462401
-38615.83513788745,2960.379801999077
-30022.800948624663,1821.6106586686767
-42956.62765621567,3525.110567871369
-52069.059938040875,4273.646766912285
-56333.08041192281,5005.150621529395
-50973.19001020843,4166.827593997135
-34403.00363538357,2466.037967760853
-30147.256336978742,1392.4133414491428
-55105.99917987408,4794.484188827246
-44740.03760529991,3751.7426100040575
-44405.796231023225,3733.3803090074
-34495.09343315278,2463.1960026471934
-60510.80691041208,4941.75256753342
-37244.6329700426,2959.1602158750347
-50608.64811265613,4176.901486798269
-31278.50302803552,1970.7023382414168
-42846.378521179475,3607.59350893063
-49900.26956038434,3980.372097176493
-30605.389100503493,2005.871285241926
-42267.64861220922,3473.3885679187806
-38293.84723407637,2801.278027465041
-39567.00256931692,3180.064792589384
-59132.953086621885,5955.268136243457
-47652.302453896904,4029.063675124101
-52737.909108421845,4251.443448339634
-54539.74860025869,4376.287514555002
-39592.86305086875,2914.4940641390226
-36679.84396837143,3007.191003591542
-41479.18819514195,3171.015817943025
-62363.97154500743,5723.4384249604
-38963.50305885414,2869.2253710300465
-51307.31477944531,4296.829243576472
-41741.937320104815,3155.162002986955
-32127.691526890416,2189.401971175196
-42862.798725876455,3764.2748020453705
-53523.43898259451,4701.282450358163
-33155.63837534923,2338.9285731119826
-31502.316635537383,2203.096480877128
-43116.268793757656,3525.529953768866
-51894.69658671366,4041.3365993475
-54066.25659779493,4137.11279849873
-66169.62615278058,7140.324224398464
-30571.587325682936,1888.5507874313764
-50221.059110296585,3978.142203617335
-28886.299628872915,1615.7314115125334
-60593.5275250746,5713.4417634892
-40460.13686175663,3086.749538023775
-52726.84573317277,4385.364117998522
-50187.98630486724,4377.644339969802
-59895.47052639881,5378.628361660634
-31738.523201671156,1931.0782440644648
-41094.45103142685,3555.0888770035867
-32118.25124426702,2288.560613092506
-59085.26770958087,5310.097974352306
-30956.04418235428,1581.78916347634
-34100.03941729772,2354.727117399696
-64887.58002938191,5918.104208776785
-30960.380689244383,1796.579736764528
-38485.33502545621,2802.223139718544
-39573.03266902774,3295.4554934628763
-45288.03513481606,3722.339124487471
-32232.355950032194,2138.2240765651104
-36328.99415484973,2601.928364168456
-60482.99602936611,6323.573096570325
-51486.07576989959,4338.226220740814
-30331.52966882947,2040.3741533227096
-54369.751932802355,4471.393377297148
-40118.62707780929,3329.7790955631845
-57523.83718289361,5336.830195138055
-41848.92973092002,3443.4292234999743
-59711.87582219261,5468.090696668703
-49893.991828526174,4121.935428767277
-42797.16262538865,3476.709266023497
-52060.89388195357,4348.132331540891
-33710.85623278428,2421.5381742493128
-59816.85404447254,5836.328468882115
-53757.32936499022,4447.062698665194
-41816.05622310469,3102.841731317086
-35816.87992944504,2468.074948640741
-39266.79251192016,2826.4073615878106
-49297.21476884415,4030.121512328451
-33641.50217870867,2233.316892300849
-55827.31762543899,4488.992329483356
-28605.831991951687,1799.1312460844028
-40710.180563701055,3344.532240136754
-41110.2597004748,3171.728825790159
-30012.819068776967,1732.4346918845558
-30276.391073048435,1385.2972817249608
-61483.686583960836,5776.512629351454
-42760.02570570512,3544.538988758148
-31309.14173601236,2112.146559783313
-59549.15731334065,5145.180783131548
-60118.35862073146,5097.243335181243
-58876.76906393777,5426.0752291613
-53988.98561552647,4894.706522457524
-47223.12817707672,3861.0471569373294
-36485.41602627235,2698.784413288972
-40646.42647417623,3013.629550984904
-59990.14643566706,6382.177927898954
-33869.78497207764,2403.0838435498385
-35627.261242961875,2482.1997869676475
-50811.54223499363,4276.496145311158
-29070.073781446234,1454.506432689
-35622.94630124509,2714.933118758521
-58950.81596646356,4914.307897645444
-38086.13955222813,3126.3134159404417
-28425.532809097658,1619.3065509972791
-34706.59910768832,2527.784509468013
-44869.062670988205,3771.7859168083537
-37210.386381923934,2801.6215599245006
-36587.99859285549,2623.0446577251205
-41361.31359069426,2978.601011678399
-34288.630532931005,2467.6711803404537
-45679.3559161305,3830.3825104348575
-41851.02808862491,3653.944223358132
-59658.88013916985,5165.984056671632
-45152.727161142975,3668.846712783567
-52063.3899929525,4197.2032693262
-51331.60963144906,4119.146808841497
-55181.45432125153,4808.331879334657
-52864.65167117927,4924.730435581283
-56091.993109613584,5484.717660448678
-51835.59054714459,4148.473288289153
-28235.960698799245,1606.1147844477057
-50987.21153247397,4467.088637684439
-34975.40352107449,2569.359907167069
-32478.12386220656,2123.234946887559
-49798.300409143194,4096.23341909503
-42710.22468257176,3640.7433975626655
-31294.40648494302,1503.696198122301
-46434.48020741414,3837.818161742435
-40413.84751722927,3211.2343253916074
-36942.14067456237,2680.867361264716
-41363.2227326766,3388.4628070053545
-42536.79634076993,3472.1371672790897
-50409.60418314176,4032.918742548976
-45183.105572911736,3743.445491839093
-29132.814913842572,2021.4275954292896
-57990.8356464785,5027.096147286086
-51624.70993922518,4138.790223026816
-39937.58946447844,2976.7510811775605
-53232.498875165635,4230.856145406076
-39261.42256739462,2639.3325484822367
-63150.16858501912,6395.766599036037
-55834.077908552936,4325.880865350576
-57874.15158136292,4945.593607146445
-37214.22383429842,2681.0544517537974
-43517.02713668889,3644.329421057144
-41698.53357755949,3578.338011785222
-50335.13241280692,4149.713017436649
-55071.67319994114,4415.613048401213
-31585.73884020841,1601.23685270193
-66421.01963403425,7344.155862815863
-29634.11538641225,1749.8680771010422
-44568.68537159427,3717.6271465220457
-37055.35915852231,2675.427876970608
-59756.36272764155,5694.560637039672
-49473.346040696895,3929.545770025674
-59766.2127674965,5600.964882255158
-55948.31425099386,4317.687849879147
-30002.97379113662,1877.6096410846887
-61911.70429718904,5603.655026878279
-50933.40689802842,4090.269455960972
-57946.632170094366,4839.295697285171
-57509.82221693675,4732.561724408808
-52507.563013300765,4325.724163879226
-49035.54197742554,4106.151619280391
-55723.4553019367,4361.470025204451
-53300.26926503271,4401.974094292035
-45096.297017909696,3582.986235138961
-33708.98897800076,2396.8216599158263
-28688.511832080207,1545.5361721913766
-40887.94732272587,2924.3115114992097
-60919.67033478833,5251.487895026775
-37089.70601456078,2702.920525576427
-39754.83840451921,2779.9177988280103
-56333.811017564105,4773.25577055998
-31425.5630676901,1580.0183101562484
