sal_7_lc1vs0_iate,earn_x0
5953.581473813945,1193.332697145667
8464.159484895521,3244.6781523613786
6955.3430478117225,3719.2213222458727
-2020.5311061799873,3085.6925448433512
10542.252531732003,4004.131002137021
586.1306613070965,1755.8269456412604
4807.944093878533,2584.370630726857
7682.542326626746,3413.5281476890164
1447.4128988806015,1933.0884472848177
3889.160303714728,3968.939722213053
-13394.278717608087,4292.975371818628
8937.64384238371,4686.399666895838
9798.967674830703,4759.08314777485
5767.038233563755,3485.7685658506025
9222.468931014644,2430.071681191421
12962.039103616275,6995.563964901388
4298.5463141792625,1800.598031556699
-6621.01969764985,4116.599833906231
133.68620445255692,2272.22316109235
-3060.6652236598984,4645.666832185667
-10470.3889259688,4911.659106698894
5694.045952312683,2285.6646826609804
-7517.611412784085,2845.918390197516
11040.95930020456,5615.714002697792
11872.05034125171,4666.231885699818
10152.859535544061,5196.638068029913
-7127.51135072515,4076.92783250837
-11020.034325460148,1749.6442113020514
5034.745716134101,1342.3696338424595
-10578.027809877756,4490.609342053655
9021.633432821927,3043.1471959793835
8406.27612886288,5155.20693112442
278.7666532655521,3362.485159182663
8026.213406079298,4016.4146395269454
6758.007200695987,2790.325407162434
-1742.209419884819,3760.962602912711
8594.16756648007,3844.823230717023
8082.334098990294,3925.744144977282
-10557.429991132149,3494.914466391914
6943.199170499402,3914.4693519501134
9244.221824454076,2504.4669564633064
11191.362756678775,5127.58637675137
6735.66239515811,3562.886665982977
7358.825751417266,4346.035705503462
5162.883729185534,5810.071824153135
8336.795607308963,3785.74193468117
2286.2286628231595,6312.9529453602845
9865.436773882439,2434.186954334409
5945.2864227698765,1479.981545887037
9483.486279094846,5557.065867351301
5602.926294863125,1104.7599895524174
278.7240398223548,5894.174450994807
-3430.044723143349,2843.929690002449
11411.257030759025,4204.431798818756
-13931.24622653872,3367.087933725305
2317.3674088288208,2758.136380043928
-13012.4128266551,4848.983973726757
6456.48340913016,2644.3239547182543
8592.023239682683,3348.914555933196
9119.19420782378,3839.682281385358
-3219.749723097361,2467.059948003984
2397.4886960786353,1236.9125442854886
12706.676142674845,5868.199214033304
8538.243984216904,2123.3307829249434
-5304.003869083626,2944.7052830965613
6508.104397677311,4086.564922510373
-3988.5053650855625,1236.4920310371217
1615.2895637602614,2203.298269765708
4415.370816577562,2242.9010708714964
8835.536156199285,2976.345607665452
-12044.882760781253,2272.331181046973
-10803.475381155049,4828.744599623171
9145.399011089045,4165.808696028897
-2099.758615756405,2500.315969941594
10908.435183384005,4574.99517557822
9230.276218078732,5258.3726816026565
8265.641815684608,3270.529189816006
305.37753266011555,2434.5966870970765
-1121.5174551133,1786.5048007083049
-14952.841476965114,4163.551036313568
8888.239247329333,5599.091023144334
7487.523067365497,5274.488011403746
4515.458127579725,2588.3768914809834
8050.305828954639,4984.429703094995
5618.289139556842,2905.0417548316573
6956.717943621494,3032.276959379162
6583.677596505942,1435.250251714145
-620.8995594502085,5350.084099674365
-11346.419775309852,1416.433288731004
3724.396124565168,4316.491897663433
-9060.6659610383,3159.514622200561
-46.94769175680676,2857.256750136862
11725.263092941304,4187.695951252252
6737.31052158207,1942.731746497484
5973.998567087954,4363.1648051243
-16592.641741688924,4102.243463528355
7158.139647361583,3192.489464462401
-4138.537774801964,2960.379801999077
3321.4132220949245,1821.6106586686767
3018.1404070826884,3525.110567871369
4475.890759536207,4273.646766912285
11147.871202982486,5005.150621529395
1441.98206890047,4166.827593997135
6551.4836993799645,2466.037967760853
1620.2932177768225,1392.4133414491428
10490.31907460737,4794.484188827246
-7935.279643743059,3751.7426100040575
7556.401979645113,3733.3803090074
-5977.45940844781,2463.1960026471934
-1740.9561587619555,4941.75256753342
-5542.375007229213,2959.1602158750347
1121.4808871324676,4176.901486798269
-6385.016124903303,1970.7023382414168
-6364.392670408337,3607.59350893063
-3489.5754877433646,3980.372097176493
3742.4638845146133,2005.871285241926
3074.8483730289317,3473.3885679187806
9979.366507432816,2801.278027465041
5533.11074465571,3180.064792589384
9823.657636166306,5955.268136243457
6577.993484535513,4029.063675124101
5862.389109399179,4251.443448339634
-12961.286293817775,4376.287514555002
-5472.733050946317,2914.4940641390226
-11683.999950984786,3007.191003591542
5717.610708694822,3171.015817943025
-3715.9043121376835,5723.4384249604
9022.56971309625,2869.2253710300465
7454.575807808332,4296.829243576472
7252.301254713008,3155.162002986955
1852.4210790244094,2189.401971175196
-6870.356304760774,3764.2748020453705
8391.760362137902,4701.282450358163
6847.527707469279,2338.9285731119826
6412.894216880857,2203.096480877128
8870.21366263874,3525.529953768866
7670.2517583433,4041.3365993475
-5976.995920697225,4137.11279849873
9822.331382048487,7140.324224398464
251.9720410739011,1888.5507874313764
7838.198811300016,3978.142203617335
7607.586528126606,1615.7314115125334
-10442.10728991999,5713.4417634892
5973.114483294847,3086.749538023775
8059.315437646961,4385.364117998522
7434.233084097896,4377.644339969802
-11164.433449379261,5378.628361660634
-13643.476062710739,1931.0782440644648
-6236.080887995201,3555.0888770035867
4556.775943447266,2288.560613092506
-5082.410795351803,5310.097974352306
-4846.802279973035,1581.78916347634
1733.261524874453,2354.727117399696
7794.59885867859,5918.104208776785
-2882.2559700648753,1796.579736764528
7618.494851945775,2802.223139718544
7989.862394188704,3295.4554934628763
10467.058148143095,3722.339124487471
-665.6656395489824,2138.2240765651104
5703.648481241108,2601.928364168456
12897.941861335292,6323.573096570325
6198.907156404186,4338.226220740814
4765.629443735441,2040.3741533227096
-417.3079182288584,4471.393377297148
4698.790899526368,3329.7790955631845
8866.644724267704,5336.830195138055
4319.054381165929,3443.4292234999743
-12724.567034007583,5468.090696668703
9073.126065666132,4121.935428767277
6161.213741594822,3476.709266023497
10039.369923039816,4348.132331540891
2388.75590463408,2421.5381742493128
12590.101266164142,5836.328468882115
7915.789277838119,4447.062698665194
7586.45869251623,3102.841731317086
6112.7044568915135,2468.074948640741
-3246.8731967855374,2826.4073615878106
7436.86198245816,4030.121512328451
703.6219076785469,2233.316892300849
4942.809989075655,4488.992329483356
9312.856971723111,1799.1312460844028
-1877.3440380538282,3344.532240136754
9269.48347427973,3171.728825790159
5488.295282540343,1732.4346918845558
3368.141989782863,1385.2972817249608
-157.8551157930233,5776.512629351454
7678.554938120667,3544.538988758148
7987.997339932556,2112.146559783313
12150.243029309457,5145.180783131548
-5377.862479842153,5097.243335181243
-2666.2370164057847,5426.0752291613
5897.910726446902,4894.706522457524
-983.7813141476354,3861.0471569373294
-435.6543169783081,2698.784413288972
9032.780831628705,3013.629550984904
12690.010366076172,6382.177927898954
-3161.1328778401294,2403.0838435498385
2792.1357979298477,2482.1997869676475
11474.40249163262,4276.496145311158
3849.087348686294,1454.506432689
-33.299333194162045,2714.933118758521
5033.471644933825,4914.307897645444
-12814.203620430586,3126.3134159404417
4952.291984991382,1619.3065509972791
-975.4984867252477,2527.784509468013
-7818.983440139924,3771.7859168083537
1073.732155643981,2801.6215599245006
-1627.0950645948492,2623.0446577251205
10549.055300465101,2978.601011678399
-11671.049231093992,2467.6711803404537
-1513.3038836349533,3830.3825104348575
-3711.0832642873147,3653.944223358132
-11486.903560378163,5165.984056671632
6820.446495544703,3668.846712783567
11085.172442372812,4197.2032693262
8102.193124863863,4119.146808841497
9983.078550149323,4808.331879334657
8145.272323393514,4924.730435581283
11237.604917969897,5484.717660448678
3784.977105697075,4148.473288289153
6164.182327364423,1606.1147844477057
7664.9834266762355,4467.088637684439
7339.289991977111,2569.359907167069
-10032.29172982161,2123.234946887559
6046.107702014535,4096.23341909503
-15136.905156899262,3640.7433975626655
-12016.715519705765,1503.696198122301
-6819.262764723643,3837.818161742435
6443.291826161219,3211.2343253916074
7297.683559920689,2680.867361264716
2972.6534686504574,3388.4628070053545
2707.9224738553194,3472.1371672790897
11016.340880034393,4032.918742548976
5337.788655526584,3743.445491839093
5569.763627990016,2021.4275954292896
11251.32533230241,5027.096147286086
10744.0820844651,4138.790223026816
10414.39946993928,2976.7510811775605
-6719.743370047516,4230.856145406076
1970.1945264657452,2639.3325484822367
912.1482763291133,6395.766599036037
5504.275060134467,4325.880865350576
8426.125526120211,4945.593607146445
10392.72672205516,2681.0544517537974
8704.415982554914,3644.329421057144
786.161489690383,3578.338011785222
-7691.86871951512,4149.713017436649
11704.251946453947,4415.613048401213
-12849.708659802853,1601.23685270193
9269.828534457021,7344.155862815863
2024.9659557840002,1749.8680771010422
2072.167295663786,3717.6271465220457
10546.87479560508,2675.427876970608
11502.906357962334,5694.560637039672
1182.6891944627168,3929.545770025674
283.23127446729814,5600.964882255158
-8183.5060846956785,4317.687849879147
8028.8907312081155,1877.6096410846887
4526.997643823543,5603.655026878279
-869.8815799882086,4090.269455960972
-16030.129981733884,4839.295697285171
-3826.492554447841,4732.561724408808
-11739.449667170475,4325.724163879226
7379.321059343618,4106.151619280391
4872.15181521804,4361.470025204451
6847.7108968224475,4401.974094292035
8706.286975694995,3582.986235138961
9923.156444803362,2396.8216599158263
6158.259852146217,1545.5361721913766
5681.697387498235,2924.3115114992097
2868.4418930407774,5251.487895026775
8160.412279592249,2702.920525576427
10468.972199131205,2779.9177988280103
8634.542335349619,4773.25577055998
-6108.6256396437275,1580.0183101562484
-5767.328030864785,3233.4004413836265
11447.335993607234,3671.814012414072
-3796.9803250047457,1682.1542984864168
9126.051724486493,4334.9066569034985
5454.962423220577,2675.562095034877
3117.4662325782506,3455.3698717180587
-7105.009475693956,3349.360290052079
5264.810563307545,2358.593893386679
-13878.046467968361,2843.614949911287
11184.756921115892,4475.585073367943
7499.452296136685,3964.938592382787
-4102.373916305107,4351.170191832786
-2074.594719764449,2265.743373180881
9980.535837653058,2771.5722882504115
9956.314090222637,2840.6761015771926
9748.253901439943,4510.020611392953
-4336.4650772067225,2383.101873835544
12857.118131783633,5281.458383583068
5186.25203538283,2740.174751903613
-3588.8363997321226,2538.0321217606747
-6869.794605623849,3706.67304924324
7809.923781150765,2009.6085419498827
8017.779915694089,4291.770222497403
8928.582403871806,1863.8456945563528
5384.098792192548,3538.710331361924
-14328.816302822517,1352.6012884120844
3395.745816288901,3274.830892397048
-4054.5216777388464,3499.685219244584
11972.392203988145,6077.322935931496
8824.226705858786,3296.054125853884
1392.1131525845024,2764.907385378634
-6836.625385076043,2501.5096641316745
12815.62636268281,4994.505609377051
4603.759652614162,3522.5940590049067
11137.46851062927,3815.2142896743344
3347.0020642082313,2679.505093299584
5597.761187032156,1439.1453292663118
-976.5103330180045,5173.880188324628
4321.624036601272,3318.043515559716
4896.717958899621,2477.3306624772454
-1780.9312227885312,5909.943684941671
-1011.4006608170821,4991.221792357429
9710.127368571297,1945.2972425361472
9255.19874508427,5611.451270163821
6407.381990148421,2784.3278084847807
6844.057936545081,4633.852762579146
4868.902183356397,1783.3340957230396
2989.1614884572155,5247.8412130416
7166.46557862119,1954.067945909768
2105.5584005296178,3717.762762764028
-3640.560262506872,3730.628913915546
4110.0297278124335,2850.358859236115
-2376.375805480342,1962.3359456044548
-3115.5955267945537,3191.9844382771344
5578.840216913664,2356.677937832977
6810.831629478014,1927.312818530065
-4596.955273639778,4078.8466129156727
-2441.3417808268914,5570.604652873919
-6069.508257592666,4303.230519991682
1356.3061970848084,3551.425460526461
500.071582490059,3161.242877039385
-5431.907723663573,2246.229367808749
11448.829171371435,2665.341748330304
6536.3552719635845,1694.2666555083847
-1361.4360626108828,4882.270050546917
-164.00344430023506,2666.414538199012
-7592.681172660799,2535.700202709849
24.205985887405404,4204.321609033007
9752.408698378704,5482.539193747483
10753.23889447874,5554.281552964938
5226.126128873806,3957.189338597216
-5128.623641084736,3657.58910917282
9531.353422204696,4525.330675296616
-2443.63740159563,2998.843156769769
5340.736615360539,3349.8767164775386
7319.827003349006,4998.582237027666
7861.675753707019,2287.2340088983306
8427.322789394486,1732.1305685095042
8203.58596549322,4565.111832836696
-1015.4063636880328,2355.3331725744583
1581.8968883639845,3335.818100411458
-4340.810347167544,2090.538944189469
-11720.550368353735,3576.239420399156
6836.574699158558,2290.0885041457955
4166.520571579708,3580.978336064954
3344.775228672135,3328.9348431807844
-3749.1579941756772,5886.548366004454
9596.30245790356,3841.0264312231934
4938.2216442632525,4526.096339006029
7338.35181208943,1870.989041296116
7713.987531317546,2841.8780195251275
-9147.860000161883,2981.5398159523443
11459.501117231164,5143.418605607182
13381.03237490387,5283.558065696736
6037.505750223846,3496.5223325279394
971.7863163340282,2673.796180394193
-1213.321593240319,1578.7905448720578
-2343.0254141853657,4919.708976780888
7823.165123724004,5453.493988815752
3307.6416067129667,3295.121249496337
-6292.802965384386,2884.5774762211736
5087.69395659316,3125.9590895114
9922.73338617681,4824.38760926056
202.27813877585504,5799.78722546146
5484.265828853126,3575.133855919857
5064.394458458521,2140.3731976782374
3136.0579618175248,3142.6406122475087
7677.606656025297,2152.048125324025
7161.21156778222,1813.0082063885563
-449.81803428541525,2821.9461745332987
-1195.9143883793604,5025.367827949204
3814.136789810318,4386.973704511427
7558.104752524951,3415.5380692843787
9425.617598515151,5195.980659642239
-13598.08014072685,1259.678397980015
1896.8561551063867,6686.216113428339
9666.024086142712,5077.511257549892
-12115.363852435872,5519.636627504174
-9579.490983329346,3796.05038439556
9757.314495150065,3249.2358013011
-11775.081839716575,1538.9442508966167
10001.951536104858,2688.8928557256445
6500.717148306065,2296.112860970646
-9290.985958243607,3966.569216300575
1757.4617490583419,1583.9828108849397
10110.334468027908,4915.751566337
8223.902573778034,3750.9412377903896
2254.123629096889,1530.9268696746594
8800.635271180701,4464.384861577962
8195.077681833262,3858.452636930076
1645.8497866159296,2296.676563208467
9065.374920899108,2604.7728329049028
7177.210968355064,1565.583678732255
7025.344145700842,3038.548892632572
6080.138037486526,2275.4457373252235
-11489.17506291425,4368.846373671762
-11932.770156060276,4234.032847167048
2007.2268815921798,3830.268092703714
9439.287159856052,3299.510771472298
-4381.93887096014,1520.7622341803935
3745.62750011122,3478.575695157348
-394.9591296078197,4811.89035109648
4660.2853182375,4114.27146980576
6209.569193924795,3116.9485300451265
9077.473620784902,5119.999388567482
5478.435775733077,3790.000019904447
6450.208462246574,7158.385106741009
1389.7841149680553,3589.7432306578016
6585.053236598685,2139.896997109067
9556.497182688378,2908.029325621346
1984.8494265150512,3461.8849029077364
8575.304594968093,4677.457828167936
8656.897305745926,1713.216884693304
7609.197509194666,2224.841820679109
4416.108448818033,3775.5565750261817
4939.336708696733,3530.0621150941547
6372.636184056302,4766.474621985613
-11670.190155578955,2247.6965079140823
5629.244010340753,2913.379679156417
-3910.8874179979903,3990.0552725585903
9563.332322261322,3150.180210192486
10389.071550683115,5926.043442751324
-8614.342959654487,3757.90641335836
-6499.68107723874,3606.163103217209
-5676.001048518855,3219.999964868307
9437.398074061159,3989.29439018373
11106.250564773409,3843.5260729714137
10810.439823767092,4586.318901060982
-4453.807533282638,1709.2481321060989
9077.620593632228,5261.235315013504
5989.336738202516,2714.189468515769
9384.042448698574,5145.138239037911
4093.650124461632,4394.239509061204
8578.523244271437,7130.3894192439975
5487.687905103841,3820.086283272653
7363.201418667479,3262.54581604275
7589.808415195635,2703.015208253114
8427.406427672235,1740.3309433555823
7482.644867516818,2481.4696173805696
2115.0796398169523,1707.0234910306249
6375.971284100281,2269.4955096698563
-8322.077687520174,2961.847311151507
7125.602757180499,2903.9894606895086
-12838.217143690032,4241.018978009243
-11149.325664163985,3340.927144288812
-2409.5803159742236,1327.371832824722
-1523.6597454729917,4179.925259788434
5209.8827989682695,2179.6858033524068
12223.0433153363,5187.150362812888
9270.66582329598,3787.868899773505
6120.880509993959,2937.1935399849103
5153.977296752286,1627.2878941810266
-2495.339789641464,3749.854736061554
4387.811979059861,1295.7224801236755
-1970.8935954551616,5761.535722251205
-5095.954503783697,1718.231878957023
5671.753559006853,4845.689864882145
6745.220074137815,1552.103041000307
9290.622879399107,4350.653757085938
-2549.5384642948175,2713.719138612854
2426.5414127084,2796.465847900944
-5747.90526126155,3912.08408972091
10050.201226885687,4479.487836918295
6577.772474233712,4452.352798436132
8161.401508916402,4807.791390257953
8691.75303005907,3127.2395746181987
-2487.086340011503,5320.753468473539
7150.517924412504,2287.06228170242
5802.485792123918,3288.459821603086
3050.8128467259266,2666.646670018606
-8089.165046396464,4549.4122068276365
520.136706852109,2970.082423322825
10677.134084695555,5764.902282657213
8376.127332268114,4502.02412734875
-4590.256218141363,2571.060292784651
9508.44489197491,4671.530763286086
7794.859437016183,4459.106030266229
9806.163140984514,3768.3920633031626
8244.540609645577,2847.6682725886626
7633.499235135847,2583.045246137085
