sal_4_lc2vs0_iate,reg_al
-28535.172231885124,10.050615537983502
-40917.13740829805,13.741563324684204
-44591.06653815474,8.825482962327687
-37923.12325229703,10.959246550795884
-51122.46640613159,14.804185875909267
-31548.459746523833,6.677699816615499
-35663.34597895253,7.51243705615898
-41972.841910345756,7.51243705615898
-31427.02869072528,8.466574711031729
-47156.29780902894,8.489792942049156
-54747.63659342423,6.2022476666536495
-55038.99336016357,5.715020948158258
-54676.77358550341,8.489792942049156
-41367.01032443426,14.40186392129919
-34213.711539315605,16.55187586437651
-61488.227276058344,15.642798481867777
-29835.02617894834,5.783144560228929
-52789.09592102513,13.57303201294301
-34254.52893452231,14.49019113834319
-57814.8754599909,5.86067097313722
-54910.79622200837,14.40186392129919
-31963.198333931934,6.8852325544836805
-37411.57875055263,11.03190922138772
-57925.49012985357,6.129921717099373
-54445.00756092029,17.826556324068328
-56474.119908445515,10.050615537983502
-49035.35483489944,5.783144560228929
-30829.68078277779,10.812397531915511
-29248.390981247157,15.4126894841696
-56089.87328850374,7.51243705615898
-40173.428617818194,14.49019113834319
-56430.909560445056,13.741563324684204
-40281.273832859704,19.45958127571632
-47538.301047931134,11.031587821201295
-37994.677269861175,6.824294917274682
-44579.277984644206,12.627328492201132
-47370.979613199976,15.9029059034019
-49756.54464235258,9.636531068070866
-40560.257978838854,10.603827650086728
-46776.61427297699,12.316557609793488
-35096.53042632254,10.08192028414992
-58279.07053511053,14.36506945499525
-41475.553856966886,13.57303201294301
-51821.782680530145,14.36506945499525
-63527.46621359195,6.2022476666536495
-47050.90368055856,10.050615537983502
-62965.798903149,19.07062212473508
-35743.08555459799,11.296729393764217
-27933.039364145487,12.546763015475303
-55568.480484376945,12.627328492201132
-29626.25440066765,13.589459515373113
-61826.126812041504,15.077459475794244
-36678.13369771808,16.065847450474042
-51612.365846686036,18.46806689735796
-41050.47917236137,5.6673130249313965
-38133.06453706531,5.6673130249313965
-58446.575793066884,6.240418498934321
-36131.054846936604,5.86067097313722
-41079.624503326355,15.642798481867777
-46824.461613743304,6.129921717099373
