empl_ttl_lc1vs0_iate,unem_x0
-4.948054261668859,23.0
-4.578111859088714,16.0
-3.230183773696281,4.0
1.3276327758599846,8.0
-5.504426802571932,22.0
0.19740218502416718,20.0
-3.7681734953965305,2.0
-4.058591155271899,20.0
-0.6127430727358064,22.0
-1.3866245580209615,13.0
5.684290253260674,11.0
-3.9245604592515027,21.0
-4.249977880810943,7.0
-2.7508514322438367,15.0
-5.343410681848838,23.0
-5.859476615922035,14.0
-3.560316948943589,7.0
3.9605823782354577,19.0
-0.2781985129849933,14.0
1.2274432011773224,12.0
3.8812397465118122,22.0
-3.3427260873530398,24.0
4.9152560967964956,16.0
-4.71026634939384,22.0
-4.215989504466777,13.0
-5.861797327600664,23.0
3.195668435079152,2.0
5.222338304708721,23.0
-2.9020687387710535,21.0
4.280266659497552,2.0
-3.7225476618861912,3.0
-3.486853278044228,12.0
-1.3057265460516698,23.0
-3.2785683578171336,10.0
-3.342427794012711,23.0
1.3763720464244351,9.0
-4.010554469233904,2.0
-2.6537893485242208,5.0
4.728494152405938,7.0
-2.9711600162350447,23.0
-5.293375960119727,7.0
-5.378046175097144,10.0
-2.9478466195738484,19.0
-2.616589569519482,12.0
-1.1791202450774634,19.0
-4.311464470350409,3.0
-0.12053856032070254,12.0
-5.553943871730289,4.0
-2.5097217097954987,16.0
-2.955066446938946,10.0
-3.129404636961479,13.0
1.1985676546152861,21.0
1.93558641024354,18.0
-4.196079625440849,2.0
6.449172312966962,3.0
-3.0829091482839517,20.0
4.891619174263027,24.0
-4.391780743250741,20.0
-3.4463184400290006,1.0
-4.47581358746775,21.0
1.3776060924220008,13.0
-1.9133030567665479,19.0
-6.274316227690827,14.0
-4.837873860188848,17.0
3.386321604051256,1.0
-3.4899290176169884,22.0
1.63337041131164,8.0
-1.4524888182921771,8.0
-3.4897655460277974,4.0
-3.8998745555076644,10.0
5.436816063188527,6.0
3.7496934542546665,23.0
-4.248230258791732,1.0
0.31380723920020004,18.0
-4.149337294975304,14.0
-2.4455956673903776,8.0
-3.5938970168129813,19.0
0.12389493903963,16.0
1.0171740108050566,19.0
6.390183591814025,2.0
-3.450569901201286,10.0
-3.8400120684612906,0.0
-4.406178341738958,16.0
-2.9490994516832165,2.0
-1.9759975006251942,23.0
-3.1223764769021933,12.0
-3.9963374702913472,20.0
1.3313914137511298,5.0
5.8144092617826555,14.0
-0.6622089022793183,2.0
3.849187277029741,14.0
0.09658460201370933,12.0
-4.6117175715266345,11.0
-4.449272870511718,20.0
-2.736970506720067,10.0
7.193584233035986,13.0
-3.8302579895709554,17.0
3.20544308579557,7.0
-2.5526540996384313,10.0
-2.186318953991026,2.0
-1.2875165043921646,17.0
-4.0054989881365115,2.0
-0.09933864261648351,9.0
-4.973522661912383,12.0
-1.5365758327191974,12.0
-3.9842499680379637,13.0
3.976228403146549,12.0
-3.481802111213266,13.0
2.0519123979685157,12.0
1.209600134149532,22.0
3.686375956199354,11.0
-0.7506920493004086,18.0
2.7223543517259374,9.0
3.47577607850244,19.0
2.347982875400124,17.0
-3.835688449799336,11.0
-2.294756710314047,12.0
-5.388084664678197,10.0
-2.5804622695616173,23.0
-5.825823605192124,10.0
-2.945849181596061,21.0
-3.3863182264720795,14.0
5.302877003082863,10.0
1.9493689406136316,11.0
4.7848177038834745,2.0
-3.422833772512836,23.0
2.0196300685915873,10.0
-4.789290297255821,20.0
-3.1225787908962204,4.0
-2.7542017409301556,18.0
-2.1347439539077815,10.0
3.0914216505186207,21.0
-4.795990592082758,18.0
-4.998245575217604,11.0
-4.278209409956684,12.0
-4.092050333249997,3.0
-3.2722100341891887,14.0
2.4438923980872174,20.0
-2.5676675061993346,15.0
-0.39525542153435855,23.0
-2.2361339405144123,17.0
-3.3962974403455943,11.0
4.671032224318577,4.0
-2.583898500732019,24.0
-2.990697211185264,2.0
-2.0414398987498465,3.0
4.806125932089195,23.0
6.748201447424043,7.0
3.7894679019779454,21.0
-3.3856079351713264,1.0
2.075202057958157,19.0
2.5151356119067643,20.0
-1.7045473165222553,19.0
-1.736027195568866,15.0
1.9544020158678403,13.0
-4.195100790939596,14.0
-2.9251161280755014,10.0
-3.9771125514851056,17.0
0.7804339915306638,15.0
-4.196207775703746,22.0
-5.963996222178753,1.0
-2.9154894476629343,18.0
-4.819217837848504,8.0
0.6434907489571391,19.0
-2.2451766695921673,20.0
-5.40333234578869,13.0
-1.8240732902348062,6.0
5.839423864447731,17.0
-3.8809808342433607,8.0
-2.935752513403604,14.0
-3.4082253853417237,20.0
-1.9240905170665115,7.0
-6.525376664134832,6.0
-2.8982356651317174,18.0
-3.768901305765833,7.0
-3.657351657002427,14.0
1.1054301236187065,17.0
-3.9635794062600826,15.0
-0.6575358761725973,21.0
-1.0549530169501642,23.0
-4.859357644660357,6.0
2.695967769142177,20.0
-3.789473198961394,0.0
-5.312958761372919,14.0
-3.001068757194064,17.0
1.8580197523462871,21.0
-3.3267697586820573,15.0
-4.710930827280663,14.0
-5.672662178698555,0.0
3.119279809118429,19.0
1.2334641111728715,12.0
-1.5464767859255493,3.0
0.8846024877090359,23.0
