sal_6_lc1vs0_iate,emplx1_2
4786.872201996116,1.0
4937.87493474165,1.0
4491.152950496435,2.0
-2632.9534004147304,2.0
6295.935285934218,1.0
-2279.549880175713,1.0
1765.0500781177952,1.0
4688.274478264749,1.0
-638.9576443182386,2.0
960.989637131499,1.0
-18236.031441064093,1.0
5589.539260932188,1.0
5523.929928554506,1.0
3044.660019174614,1.0
5738.071236309973,2.0
9723.306466737911,1.0
1567.0815830057518,1.0
-12953.701944487842,1.0
-2652.6528730746454,2.0
-7147.628432542682,1.0
-13012.106493399755,2.0
2818.206907170864,1.0
-10446.080726259752,1.0
7484.336287808139,1.0
7563.90439067216,2.0
6552.785888706549,3.0
-10088.094938680853,1.0
-9757.948007938512,1.0
2674.715036440949,1.0
-13536.185591746458,1.0
5272.717361686052,1.0
3624.9324330982417,1.0
-1790.5499210627913,1.0
4450.627062331365,2.0
3305.5147837330787,2.0
-4952.949111954732,1.0
3856.2134153104726,1.0
4582.272173993855,1.0
-13022.853196914615,1.0
3274.938842368807,1.0
6440.2186368125,2.0
6379.169444053605,1.0
3022.208913924109,1.0
3647.860432091442,1.0
1213.3476412751916,1.0
4472.067582299367,1.0
-625.4468351277974,2.0
5087.55012538905,1.0
3653.5182546119486,2.0
5794.630189021962,2.0
2954.959111921852,1.0
-3515.210084987979,2.0
-5258.80000862891,1.0
7920.117367699964,1.0
-16237.205064735479,1.0
-1484.8822309506895,1.0
-17442.095032407662,1.0
2721.402078410986,1.0
4197.474641707151,1.0
6680.968443067644,3.0
-4404.343353272665,2.0
-100.2618312631447,2.0
8645.319146987422,1.0
5775.252323229994,1.0
-7801.850264728622,1.0
3311.4756508859937,1.0
-5269.406740862252,1.0
-2103.4651590999624,1.0
1423.4083593945163,1.0
4441.066818808058,1.0
-12212.603364041406,1.0
-14710.221032450838,1.0
5124.652344713599,1.0
-5095.864270302011,1.0
6891.059756759703,3.0
5808.817652304406,2.0
4665.3706454781295,1.0
-1910.6901316000244,2.0
-2736.76683948264,2.0
-16919.38506887057,1.0
6132.771242077291,2.0
4588.34052176317,3.0
-151.83825053689088,1.0
4569.512182941555,1.0
1688.386174043887,1.0
3296.741969333233,1.0
3392.7007231362218,1.0
-2851.7181784269014,1.0
-11597.630430945093,3.0
-768.0156106042305,2.0
-12207.421863217567,1.0
-1153.9752578158327,2.0
6904.169317361218,1.0
4069.2872177568606,1.0
