empl_chge_lc2vs0_iate,olf_x0
-1.4757238249945743,11.0
-2.095927679456805,15.0
-0.9356814736135391,26.0
-2.0859558595460315,5.0
-1.559803850116122,30.0
-1.6696151270953825,23.0
-0.9856310988224151,21.0
-0.9148640448776186,11.0
-1.1547727778743195,23.0
-2.29965041896707,43.0
-1.5040194723715539,48.0
-1.7240616956269588,54.0
-2.2090395462215318,2.0
-1.0375135572217302,35.0
-2.0434889759863815,29.0
-2.026511726216121,45.0
-2.118068596382268,21.0
-1.6673339420335545,26.0
-1.7566818500547565,12.0
-2.4311432188337587,83.0
-1.497231338810331,65.0
-1.8870456467195205,62.0
-1.898541245674249,72.0
-1.3664745446854516,14.0
-2.180695770249561,20.0
-1.4420543363720482,63.0
-2.044941096883483,33.0
-0.9710975424192096,7.0
-1.7300564215420606,64.0
-2.399414601819295,82.0
-1.6481971918517442,50.0
-2.1711502292712517,22.0
-1.3851007125475934,65.0
-1.4293665704069922,46.0
-1.9368628890618593,15.0
-2.258396529302789,53.0
-1.6215575419848698,34.0
-1.792991439224768,40.0
-1.133944704924943,57.0
-1.404653641085209,6.0
-1.6888101892215868,63.0
-1.6147213260125803,46.0
-2.197626932236674,75.0
-1.9274823540044317,70.0
-2.4848864318212844,64.0
-1.0681081596743378,23.0
-1.7626438393296842,43.0
-1.8523698177961272,76.0
-1.7575616629497055,9.0
-1.051978477876285,27.0
-1.152170137851724,56.0
-1.7720407785398127,17.0
-1.5384216543876306,42.0
-1.2878816073757784,15.0
-2.2452916738281172,62.0
-1.3416465925525896,62.0
-1.7992142791571561,21.0
-2.208180835016699,58.0
-1.407681047650857,24.0
-2.4388342042703686,49.0
-1.328526163097933,60.0
-1.337915096391378,57.0
-1.0421314650148399,13.0
-1.983178207823149,38.0
-1.41421386150893,32.0
-1.578513004844013,31.0
-1.8300238514574232,46.0
-1.576738185127006,22.0
-1.9691144953897095,42.0
-1.2899237658416867,11.0
-1.317590999692997,4.0
-1.566959766438813,32.0
-0.9455299875648704,22.0
-1.9853835410787348,27.0
-1.5995684347921832,44.0
-1.504506868351506,22.0
-1.9383322910159941,34.0
-1.8140648899219287,4.0
-1.3723136365978523,69.0
-1.125681043080124,60.0
-2.5072364626251837,23.0
-1.8141304412089756,20.0
-2.2155698304198475,16.0
-1.1313372780952025,5.0
-1.8219459360657928,17.0
-0.8743084641580783,14.0
-1.1097844588850756,35.0
-1.4049834785478785,22.0
-2.1357445523958107,71.0
-1.9143059469238488,52.0
-2.2520888305132387,32.0
-2.0582896000044637,46.0
-1.5452550610407552,59.0
-2.084339649262578,42.0
-1.953716148638056,56.0
-1.7208700033337587,23.0
-1.5948379445221654,72.0
-1.823322310846123,43.0
-1.48969323829673,11.0
-1.5593816334911095,14.0
-0.8222725955311995,44.0
-1.5373266942557104,33.0
-1.8117932607767862,58.0
-2.1769113696148743,40.0
-2.0035157558624452,35.0
-1.956279375506804,39.0
-0.8870303872140639,43.0
-1.7182698368269436,71.0
-0.7417703967477062,19.0
-0.8848271808591212,54.0
-2.1681964287747286,74.0
-2.061211155075579,37.0
-1.9180653723408838,79.0
-1.3230586348255433,33.0
-1.0818061223938433,19.0
-1.2448635574441114,54.0
-1.461898997913041,53.0
-2.236557954301725,21.0
-0.8461102562889479,58.0
-1.625992571699166,45.0
-1.2498901563567077,26.0
-1.0543377224028578,21.0
-1.5540798343881348,12.0
-1.8751731572747596,37.0
-1.5076750282245464,38.0
-1.7493270150015245,67.0
-1.798203512319212,28.0
-2.1485629296296356,54.0
-1.9517551419163701,41.0
-1.6803437254927505,39.0
-1.271962102661564,45.0
-1.801455733815789,21.0
-1.9677872063483273,31.0
-1.8286689873193023,24.0
-1.6616829963679711,28.0
-1.5381961268118574,45.0
-1.7702299834849917,28.0
-1.257721743424815,56.0
-1.693611108975392,29.0
-1.7311972017513015,84.0
-2.2854163860647634,60.0
-1.3087740736836317,20.0
-2.288401507186695,42.0
-0.6319547708096833,10.0
-1.5821847443847392,52.0
-1.5997430319143224,36.0
-1.1661948977896084,11.0
-1.4768508195566437,28.0
-1.9606640214322026,39.0
-1.7771561772958875,49.0
-1.8092187072542476,59.0
-1.2504815588118883,43.0
-1.7305969769768703,39.0
-2.2351223988511206,16.0
-1.3997971464737131,19.0
-1.2111266801726537,30.0
-1.6142966456769798,46.0
-1.7972229473999266,45.0
-2.0846321582605016,62.0
-2.0571582672235316,60.0
-1.1214362760649677,6.0
-2.2436502127809783,78.0
-1.3284460590015548,26.0
-1.5262894941172158,39.0
-2.097583526483132,85.0
-1.5272157607440418,60.0
-0.48742176204449367,54.0
-1.6645889429825194,67.0
-2.100027234137924,54.0
-1.8378651213605859,26.0
-1.9392205420336088,64.0
-2.619765730615466,16.0
-1.178160750264434,28.0
-2.281078477939255,26.0
-1.8046709346153145,48.0
-1.2581767351019553,30.0
-1.317675521875963,15.0
-1.8589494748997428,43.0
-1.6614577025112698,12.0
-2.18268580730243,50.0
-2.0140806393532174,40.0
-1.9199304611560661,45.0
-1.1702365136004442,53.0
-2.1371421129021053,9.0
-2.019364000136243,51.0
-1.5549541820003687,8.0
-2.0534931625457755,80.0
-1.3078696362334254,58.0
-1.5787799485070357,33.0
-1.7849112011029604,39.0
-2.0288082808132835,47.0
-1.3386642415910792,51.0
-1.2163452421136833,7.0
-1.110631798307559,24.0
-2.2153102072075983,67.0
-2.335222558878168,29.0
-0.9698231923753136,27.0
-1.9719294928527256,40.0
-2.097880931736635,23.0
-1.4982849449382694,41.0
-1.6196513830723125,5.0
-1.7255416608025438,11.0
-1.4418657511342416,53.0
-1.625156795332189,29.0
-1.7224114157409676,17.0
-1.7026039238917328,24.0
-1.588253838844246,3.0
-1.7049518668052899,53.0
-1.2369931330635486,38.0
-1.812926286177524,22.0
-1.9544865624433572,62.0
-2.0506779387437475,55.0
-2.2456994165136166,27.0
-1.7298993637050004,47.0
-1.141960416190214,6.0
-2.169006477124101,22.0
-1.6104922638923613,42.0
-1.2914673334336686,57.0
-2.1688632315166534,25.0
-1.944114102833927,26.0
-1.8155238502012179,60.0
-1.3965757013329723,43.0
-1.5512448105431091,44.0
-1.6497447422028955,50.0
-2.3017282981386793,26.0
-1.916904434220311,39.0
-1.1660010783104724,50.0
-1.3918848843054326,41.0
-1.6172643429286873,45.0
-1.8788814295049432,61.0
-1.7107181971844871,51.0
-1.556522903647536,59.0
-1.429410371864238,37.0
-1.8185955989993134,17.0
-2.1073803171367826,38.0
-1.3260045235398332,15.0
-1.827342756402849,44.0
-1.6907272518918937,41.0
-1.0430286163754792,35.0
-2.105849601779431,26.0
-2.3110433127198267,17.0
-2.3382832969402303,56.0
-2.0788296610880757,27.0
-1.8860487184886048,53.0
-1.9481187812593415,13.0
-1.4450756383525478,48.0
-1.873006023333561,28.0
-2.0427685911501166,40.0
-1.8622321532167414,3.0
-1.3937163238023282,36.0
-0.8769530624377565,16.0
-1.6051986112037868,53.0
-1.2220023227562984,18.0
-0.95753141876078,59.0
-1.9894828106804738,21.0
-1.2637769197767574,31.0
-2.005527210222023,10.0
-1.9125325530458643,7.0
-0.901488525698528,7.0
-2.217110593689288,59.0
-1.6111171108283953,38.0
-1.8449707128952104,17.0
-2.2905592989061367,52.0
-1.6529813309001975,19.0
-1.6786015847546816,53.0
-2.460534759266828,38.0
-2.1303663808630238,66.0
-1.872507244286413,69.0
-1.8759726651608544,61.0
-2.198214076973768,58.0
-0.9280386423807049,14.0
-1.1709676862237393,12.0
-0.9522786987149987,18.0
-1.999125881982105,84.0
-1.7225649904165536,32.0
-1.9666288194429167,58.0
-1.5419634289918949,42.0
-1.9342082740676763,23.0
-2.182331170183868,62.0
-1.6745154906407085,55.0
-1.8618791003482382,24.0
-1.1990138398751138,1.0
-1.946900866961661,11.0
-1.8566125397772066,73.0
-2.2832719746377763,79.0
-2.302119366926383,50.0
-1.5235024444397418,50.0
-2.0700640620528326,21.0
-1.9232168702236379,60.0
-1.7635652632190235,58.0
-2.2095610395823284,49.0
-2.1083166712884758,49.0
-1.2296853562313346,30.0
-2.0324811572003063,46.0
-0.9938921628410214,2.0
-1.9137974995092635,38.0
-1.4910094760097627,44.0
-1.1738150935598517,35.0
-1.1944152488957447,56.0
-1.467572030244852,60.0
-1.4630332442639167,48.0
-1.4805742102650128,40.0
-1.645248373536307,49.0
-1.580779124192111,58.0
-1.6790205418846988,73.0
-2.322114755500572,57.0
-1.4970598263692054,25.0
-1.772472004057292,31.0
-1.2564364001035475,24.0
-1.7362150422308285,23.0
-1.9962901854421908,18.0
-2.180772553813939,75.0
-2.3684230880223676,30.0
-1.790013528310355,50.0
-2.2566207398555553,58.0
-1.9448013928932584,38.0
-1.384634440744275,26.0
-2.334827599218224,30.0
-1.20821968431172,16.0
-1.1827161102210895,34.0
-1.5679835854754693,13.0
-1.5925165507688477,42.0
-2.038912207497896,50.0
-1.4989225083895987,70.0
-1.7995724412155072,34.0
-2.1547165588533885,67.0
-2.4204757909850363,47.0
-1.378077056299163,58.0
-2.1318763476817217,65.0
-1.3607954156114082,33.0
-1.4173033543601192,44.0
-1.9243771558265212,44.0
-2.0126366965981326,64.0
-1.4736391323220697,36.0
-1.374821221301019,31.0
-1.8762454931959638,44.0
-1.0940125616971814,36.0
-1.7351224346406562,25.0
-1.76830542749433,32.0
-1.5973914986671804,78.0
-1.8157980244768739,47.0
-1.2537256486380595,50.0
-1.991610634213659,52.0
-2.285873247133699,38.0
-1.7943554340246726,55.0
-1.0063457138309093,60.0
-1.5544295242991766,43.0
-1.421004546219788,71.0
-1.667581511602367,44.0
-1.452426040725868,59.0
-1.7396430669336387,39.0
-1.632952855023508,63.0
-1.6537106259363692,56.0
-1.7106519344939901,21.0
-1.9625524964671723,24.0
-2.115571527798366,22.0
-1.4026508200814407,47.0
-1.983342020502056,32.0
-1.9052365500080972,29.0
-1.3186696451494881,26.0
-1.614493704507895,54.0
-2.48082127966433,30.0
-1.8964991102333681,5.0
-1.0424585845300043,57.0
-2.362758619084626,71.0
-2.0312804150161576,42.0
-1.8096150857852416,34.0
-1.898547957854838,19.0
-1.9300613422552768,53.0
-1.318383709003376,58.0
-1.3701442053027693,48.0
-2.511140551913969,66.0
-2.087714458948569,50.0
-2.0738061355461226,14.0
-2.155927909197686,69.0
-1.5559193652120797,63.0
-1.3987058414574147,7.0
-1.686214969519058,32.0
-1.592931179137549,41.0
-0.9388010617851065,60.0
-1.1773983279625764,39.0
-1.231884876102354,48.0
-2.110246495617588,25.0
-2.1639225513386093,60.0
-1.449743983521554,6.0
-1.8186789904775287,24.0
-1.1128105327932216,14.0
-1.7389154703545358,56.0
-1.610214010011411,59.0
-1.4608299111246192,50.0
-1.0244402371535237,36.0
-1.1614297242567235,18.0
-2.208835858234664,75.0
-1.8280747900797965,19.0
-1.576705028398245,33.0
-2.1805813049925273,29.0
-1.9231585923017407,21.0
-1.3678046705015476,16.0
-1.4000926244585754,20.0
-1.0156669366078384,29.0
-2.126404025621507,49.0
-1.9486218084012155,55.0
-2.216446968848576,73.0
-1.2664737653876867,26.0
-2.38244315305501,54.0
-1.5985168181043337,30.0
-1.6395147257890537,5.0
-1.9739255570809553,8.0
-1.7140517687417538,34.0
-1.2477762504024974,57.0
-1.4389687623684604,24.0
-1.4837114061170853,38.0
-1.591969769606608,41.0
-1.8119046508837249,15.0
-2.105357490499484,57.0
-1.0181543448264518,25.0
-1.1708472709655142,11.0
-1.1015580998724912,33.0
-1.5794482721059235,11.0
-2.3705697826914642,46.0
-1.6215713334060968,23.0
-1.697341803980535,75.0
-1.1151075885077146,44.0
-1.1212344278356228,12.0
-1.1189885390573489,22.0
-1.9155700451737268,17.0
-2.285563311679255,49.0
-1.8746056948019518,60.0
-1.585874848245422,22.0
-1.6918322665100904,2.0
-1.7648690194690146,70.0
-1.468586964048829,55.0
-1.5253845167325033,2.0
-1.16785792839191,35.0
-0.9353349364280757,59.0
-1.6615350201559582,30.0
-1.8480196694422497,9.0
-2.2988025730207116,61.0
-2.025277089540188,39.0
-1.3158489497112265,21.0
-1.7958900513407283,46.0
-1.3056031713423168,24.0
-1.1348749425550122,35.0
-2.2807876095364454,70.0
-1.3195586969328752,32.0
-1.5037103208866924,32.0
-2.098045961834563,61.0
-1.9605258580483649,55.0
-1.804015539481735,29.0
-1.7636019517425159,63.0
-2.2122805771385066,22.0
-2.105587256542087,42.0
-1.3688879525198343,48.0
-2.083255596178585,27.0
-2.3064092383400814,71.0
-1.7876082306665158,45.0
-2.085533741401534,56.0
-0.774294746930373,4.0
-2.0653477002498697,33.0
-1.9496769869605688,47.0
-1.0102121897916385,26.0
-2.1393905099317982,64.0
-1.0169656185900546,34.0
-1.8288673241731486,52.0
-1.8727914448249277,28.0
-1.3882192666394864,5.0
-1.676039187551525,48.0
-1.587829505189094,46.0
-2.2146636741883747,40.0
-1.2505451541811885,54.0
-1.2577197852266626,6.0
-1.756539342199729,42.0
-1.771604264002745,40.0
-1.2275478406842548,54.0
-1.1840920402523945,45.0
-1.5250856903396048,47.0
-1.7494473880008852,15.0
-1.6973783595995553,35.0
-1.5197577068768031,17.0
-1.5420209956087683,25.0
-1.7982229316713014,39.0
-2.0233764732043573,62.0
-1.5297599673678048,24.0
-1.782747343053188,81.0
-2.393719827751412,69.0
-1.6090600698498256,28.0
-1.4550889694907663,34.0
-1.8778856301923383,56.0
-1.3237935504977538,51.0
-1.836751733086705,59.0
-1.318776842842711,60.0
-1.7228830217702527,40.0
-1.8445244780478645,80.0
-1.7076709987291008,32.0
-1.7066082471223474,26.0
-2.0304825728838773,58.0
-1.2269582920318785,17.0
-1.6270576448719043,43.0
-1.4261326288540974,32.0
-1.4596934311759409,56.0
-1.6318548371175532,10.0
-1.309152676975498,52.0
-1.060123701085686,4.0
-2.154098164526274,28.0
-1.5134176901843928,57.0
-2.050932120374607,23.0
-0.9933450230902201,14.0
-1.9898253545932953,19.0
-1.8557603990241207,5.0
-1.8251381373287985,47.0
-1.8101617755999349,35.0
-1.5494572651919172,40.0
-0.937241724432567,13.0
-1.566645196163201,24.0
-1.8167022244559596,37.0
-1.851044545048755,54.0
-1.107343955041137,21.0
-1.325912895562817,58.0
-1.037795887312281,6.0
-1.0959668564258,57.0
-1.826768936552888,19.0
-2.0996044548167347,53.0
-1.6655725288335148,72.0
-1.6972389469805604,66.0
-2.373489314559755,34.0
-1.2106135321336478,1.0
-2.0402926182233676,71.0
-1.979836298866118,62.0
-1.8816279796688749,17.0
-2.2438528696473403,70.0
-2.349022950992278,31.0
-2.086540363787715,51.0
-1.9138443279712138,18.0
-1.8711557775370649,41.0
-2.0779378171839853,84.0
-2.006781575962015,17.0
-1.1161575189843735,19.0
-1.9801707314646,51.0
-1.413484423551466,17.0
-1.7837867401956848,37.0
-1.4694785435151378,64.0
-0.7723521977920736,47.0
-1.8362298132253132,59.0
-1.8056738976821318,26.0
-2.2882837595894805,87.0
-2.100116967285931,76.0
-1.8417313607913028,4.0
-1.8248565622270778,59.0
-1.7952667335807337,18.0
-1.5678195489179259,17.0
-1.9770419978304508,43.0
-1.5344056373754145,46.0
-1.980671386657675,41.0
-2.3318306893080747,20.0
-1.930521741198195,52.0
-1.7338053794015167,50.0
-2.117199889910832,52.0
-1.5639144234712026,32.0
-2.1674914910522993,27.0
-1.255809573614555,49.0
-2.2317250528208152,71.0
-1.422091461469615,42.0
-1.7117292607621568,28.0
-1.988405505510482,48.0
-2.3847243499601194,21.0
-1.5520784971022226,46.0
-2.4224537285760035,49.0
-1.2640847883500006,43.0
-1.020514818895463,2.0
-1.5488907618555021,42.0
-1.2476129715979258,12.0
-1.8324879011116897,7.0
-2.2898327031397505,48.0
-1.6874691957247723,4.0
-1.2611316072470116,17.0
-1.4748915986699467,54.0
-1.4082779354336346,14.0
-1.8466730184384037,13.0
-1.4962182395021348,10.0
-0.9446378746788857,57.0
-1.6555306724804861,28.0
-1.9119273739492282,62.0
-2.1742602897803867,57.0
-1.3606876152917247,52.0
-2.0904517547321446,52.0
-1.7299206429720644,62.0
-2.200186879609685,39.0
-1.796011263213456,33.0
-1.7675478248844811,30.0
-2.014625318157953,50.0
-1.566867277250304,4.0
-1.705887838993784,38.0
-1.6197468867739915,18.0
-1.2668677558658736,32.0
-1.8196887758670868,65.0
-1.9277384337843366,45.0
-0.8578410903629737,44.0
-2.1381214902901453,11.0
-1.3365358915233116,5.0
-2.2009054104531764,14.0
-1.3487994346612688,30.0
-0.42485722250024927,48.0
-1.3826796450390495,57.0
-1.9834244043552798,22.0
-1.6075937601876897,20.0
-1.750283792809756,68.0
-1.5358644406590471,34.0
-1.3796670260085726,10.0
-2.035848928352252,33.0
-2.2436994709569342,47.0
-1.925141143504242,43.0
-0.9338213159428728,3.0
-2.0990118140487466,56.0
-1.8016509168952268,57.0
-1.5732128954579234,38.0
-2.4321205598950635,29.0
-1.0006479673210542,37.0
-1.7660880255207667,50.0
-1.7024418070234815,38.0
-1.583546743184336,5.0
-1.6301021840126197,64.0
-1.7542672150992236,46.0
-1.7880944310799176,7.0
-1.8281334111909446,57.0
-1.127670722544181,16.0
-1.7092429324653549,46.0
-1.6864593191006894,14.0
-1.5627683881462104,46.0
-0.9548771810205072,26.0
-1.9117726987587804,60.0
-0.8465149601771271,8.0
-1.7662277100767123,55.0
-1.6095787664020873,54.0
-2.05577442557364,65.0
-2.2010861814143565,54.0
-1.749733612418652,21.0
-1.4918873388332516,27.0
-2.1669747646193414,57.0
-1.7949526153014526,62.0
-2.021067480469902,16.0
-1.2872572246666671,53.0
-1.5093220508505651,28.0
-1.6895035307070962,34.0
-1.0819377628541011,4.0
-1.9580286326574474,34.0
-2.258159930560563,58.0
-1.7555724755292599,64.0
-2.1143117475268607,23.0
-1.7704302942929784,41.0
-1.7503131191908134,33.0
-1.4450600082112335,1.0
-1.6319832047137968,55.0
-1.158474334298486,26.0
-0.881860976389595,33.0
-1.8617070784154954,5.0
-1.1364556557302645,34.0
-2.053725419417862,49.0
-2.143637443233046,47.0
-2.3997372135602175,58.0
-2.2742071935780785,69.0
-1.4467270372998327,55.0
-1.5595845135191726,63.0
-1.8556664099534361,10.0
-2.1908032171020517,48.0
-1.4172816510439261,49.0
-1.607954954203005,42.0
-0.9733698488499934,4.0
-1.145561020450614,26.0
-2.0896254707525097,56.0
-0.9229838115942374,35.0
-2.2214259537887866,69.0
-1.5723217135333445,46.0
-1.456358976453358,62.0
-1.5216470290611315,46.0
-2.2740374068261158,73.0
-1.1300790112345642,56.0
-1.6940924813809097,41.0
-1.514187233564955,57.0
-1.5202329010665494,54.0
-2.1834463848749204,40.0
-2.2311195532123995,51.0
-2.156680189958118,65.0
-1.6754618435544248,60.0
-2.0646224718754547,77.0
-1.290894769802318,26.0
-1.4869390679227208,38.0
-2.092553114526588,46.0
-2.213679851193705,47.0
-1.0449785083494103,12.0
-1.6331362092793367,47.0
-2.370060087582269,57.0
-2.2216246994077236,56.0
-1.5474522416597825,75.0
-1.771326589632746,22.0
-2.4769643439160305,45.0
-0.9738261261722918,9.0
-1.0675896730511103,13.0
-2.2567268159124665,27.0
-2.081456599704861,43.0
-1.5453469223721625,31.0
-1.962518997233079,21.0
-1.852846542388646,65.0
-2.2632196695498794,65.0
-1.7386638217111576,30.0
-2.098762074874913,66.0
-1.6853880796505298,61.0
-2.1436649804475576,13.0
-0.9680800912928486,59.0
-1.688154491774346,46.0
-2.4589845152704606,39.0
-0.7516220875675274,34.0
-1.0380029713087688,10.0
-2.1064024037537648,29.0
-1.8053203173353216,56.0
-2.0294425813444787,24.0
-1.6973804539035382,46.0
-1.7444789062677308,6.0
-1.6147339452901135,4.0
-1.8395222868875685,45.0
-1.8344044200788705,87.0
-2.2935602266993627,44.0
-1.6632457360031345,25.0
-1.0517152081976953,23.0
-1.504255291337288,47.0
-1.298993411276679,19.0
-1.9202683880284006,11.0
-1.680034739098012,38.0
-1.5022724930448899,2.0
-1.5909204737475338,77.0
-1.5675475447219112,43.0
-1.3293319115194504,39.0
-1.5283545376829941,21.0
-1.926450450041179,22.0
-1.1043325656202605,37.0
-1.064404048677824,55.0
-1.719519960209753,68.0
-1.2391777099871342,4.0
-1.217229889024826,52.0
-0.8785781779504422,47.0
-1.6504584624041136,55.0
-1.5243877239370678,29.0
-1.5101124947597937,29.0
-1.1311225185849927,31.0
-1.8932298579093514,25.0
-0.5962452785689363,41.0
-1.6521416150144799,55.0
-2.4017281015052703,53.0
-1.4136570853014634,11.0
-1.8284469694866865,84.0
-1.7622090284758554,52.0
-2.315285483894464,12.0
-1.1272537179141033,17.0
-0.8582031742954797,14.0
-1.8406868892896953,63.0
-1.4529820190238691,69.0
-1.7746753234294272,18.0
-1.6684752577299449,57.0
-2.079374316598281,31.0
-1.239946653626183,25.0
-1.6685699089498587,61.0
-1.7639335393719762,35.0
-1.2131239340291884,28.0
-1.9331755750605892,29.0
-1.6478325450636992,25.0
-1.415260234643315,40.0
-1.9195901041361596,57.0
-1.4732784224411426,38.0
-1.303010263429608,44.0
-2.2512610667668556,35.0
-1.5011070193044418,35.0
-1.4514807149700497,25.0
-1.3154594083296873,55.0
-1.3882278394570513,10.0
-1.8948557942003146,64.0
-2.360553886459239,70.0
-1.8973888410193236,34.0
-1.999562494817983,49.0
-2.3274842273388314,66.0
-1.0155086083491833,4.0
-1.3366580115164424,41.0
-1.5153724391046974,47.0
-1.6771449435503354,55.0
-1.513763577563891,19.0
-0.8529203043524907,40.0
-1.831530293585143,59.0
-1.8586575643381633,51.0
-1.6674094624114368,63.0
-1.7184160692039758,38.0
-1.8772241985106362,15.0
-2.3623813526686765,34.0
-1.8846367700837674,25.0
-1.3098085964427328,39.0
-1.6424250077542033,54.0
-1.5056984577595145,57.0
-2.0950088087597494,21.0
-1.302046714789693,53.0
-1.401283070825325,46.0
-1.5877991773174829,42.0
-1.0527062673364425,14.0
-0.9378418731642405,44.0
-2.041914839698046,34.0
-1.9656314387312253,39.0
-1.5269692355993025,57.0
-1.2630720332664724,41.0
-1.874772792334503,53.0
-1.8944660220359149,50.0
-1.7905715958059636,37.0
-2.104682961900888,35.0
-2.0575417521156165,83.0
-1.6454042374244129,62.0
-0.8611580468874882,39.0
-2.165825804819957,37.0
-1.9011295574677527,30.0
-1.5458027847252163,11.0
-1.4632575901238372,29.0
-1.8871096732456687,35.0
-1.3502989409925665,60.0
-2.272502897789226,35.0
-1.992123714364508,58.0
-2.14650682242981,19.0
-1.9273095614226576,75.0
-1.5161102626843326,12.0
-1.9096181639708851,37.0
-1.7361558714000647,26.0
-1.7712549909403987,57.0
-2.1054805997099306,63.0
-2.0456182100599865,37.0
-2.3731006465759372,39.0
-1.8287290835765735,25.0
-1.196594473129346,5.0
-2.0197681664772253,56.0
-1.4660572859040917,1.0
-2.2012195968085986,65.0
-1.3492910915399272,13.0
-1.961561471409941,54.0
-2.3552524545401896,40.0
-2.275271350152848,71.0
-1.3424747238921502,45.0
-1.9371088356594175,66.0
-0.7284147641555055,44.0
-1.9302804063540238,49.0
-1.7114099932991051,29.0
-1.8180700530228162,45.0
-1.8795084648349585,20.0
-1.8009878364340746,28.0
-2.1530510365037405,68.0
-1.4677911715052794,39.0
-2.0892676386936544,20.0
-2.4735973286441264,50.0
-1.8551657921394944,18.0
-1.8587545516767543,29.0
-1.4702208727462271,50.0
-1.3210726594803255,13.0
-1.6929305129729066,47.0
-1.3286846522403575,13.0
-1.9229792304974773,50.0
-2.019673115036332,57.0
-2.506535032450458,27.0
-1.705751767319109,46.0
-2.1353700092933936,30.0
-2.2520484948492974,71.0
-1.6427449976350759,17.0
-1.2029685918927229,8.0
-2.2216402928549313,23.0
-1.8242227959892887,43.0
-1.8878381951560026,39.0
-0.9123102542566339,45.0
-1.8138149348755488,34.0
-1.5999125738456959,26.0
-2.102946985002249,50.0
-1.7454005256727883,26.0
-0.9580954147733771,48.0
-2.0192481529794164,34.0
-1.5068939456547867,37.0
-1.166513025575097,32.0
-2.2461629375904097,20.0
