empl_chge_lc2vs0_iate,earnx2
-1.9376496207548197,0.0
-2.238960356800459,0.0
-1.8585970665202245,0.0
-1.410617367783847,0.0
-1.3836025531647245,0.0
-2.052424475709446,0.0
-2.065700065711724,0.0
-2.0620953962890276,540.5292221533524
-1.8259478400722136,0.0
-2.0366692107262065,0.0
-1.1314351738716761,0.0
-2.0293050506635963,0.0
-1.8413723261506325,1228.7335340854088
-2.0074398579806503,0.0
-2.4153632431323193,0.0
-1.5658822012922855,0.0
-2.4325452666157776,0.0
-1.6502813734014006,0.0
-1.6797697940982528,965.8503379932461
-1.0406366745532112,1502.7000496557
-1.1145505971045704,743.4988660048341
-2.262544255721852,0.0
-1.554666642353807,1567.4865435882898
-1.376268746056748,0.0
-1.8113572275301342,731.6847828549727
-1.581501086672156,0.0
-0.6408259925741845,0.0
-1.3374769793853838,0.0
-2.237900305453701,0.0
-1.2825541338960904,702.8414013080481
-2.0348101491532136,0.0
-1.6459665259415144,0.0
-2.121881014624725,1337.9946573057587
-1.6808991920914487,0.0
-2.061767815162848,0.0
-1.6117188850588486,1054.856986464721
-1.8737097584909477,0.0
-1.5959364354087606,0.0
-0.8507978145837756,0.0
-1.9135449977946033,0.0
-1.9129149557318414,0.0
-1.7106883914395463,1710.275913025411
-1.8468575616695153,0.0
-1.9945782009518185,1188.2006749697766
-1.0251735052807986,941.0107736229702
-1.7672017184575124,0.0
-1.1519851152125784,955.4429418040424
-1.7408799977510574,0.0
-2.253994033450608,0.0
-1.3687491155658338,881.809880102695
-2.277920524900105,0.0
-1.0191933357095952,0.0
-1.450149391332401,0.0
-1.5643637043905876,1129.902604299713
-0.8405310189723075,870.2730383209896
-2.1706116044989394,0.0
-1.3329324771486222,0.0
-2.204664209712405,1131.9066236985716
-1.9286433938952237,0.0
-1.5000179160083675,0.0
-1.5308085697942326,1590.0336091143665
-2.333426190305067,0.0
-1.5782936100076532,0.0
-1.8451354636893933,0.0
-1.605040105173947,0.0
-1.9148739783014328,1079.2784244259665
-1.2893269968006988,0.0
-2.2047242125017923,0.0
-2.4001684279765207,0.0
-1.6525794664768756,0.0
-1.1502744492133226,0.0
-1.4922317990635463,0.0
-1.7457575394127933,699.3713044043346
-1.1128527948353741,0.0
-1.505255386022944,0.0
-1.7344016022005901,806.2559022403984
-2.0645279200216593,0.0
-1.7889196800039517,0.0
-1.5461513043231399,0.0
