sal_avg_lc1vs0_iate,reg_agri
-463.5134964850074,30.420569431073343
-1847.612151281361,31.72492299534889
-3666.72473946462,5.69363914978576
-8612.12307443159,17.156511257966585
-2932.6937992341045,10.425683441718604
-5665.001479048335,12.336111894138924
-3441.4558967006283,13.272856279921823
-2838.081801430035,13.272856279921823
-5190.98733346411,21.44874346620925
-6679.015808655396,25.447105542939124
-21088.555720797514,38.426488642538814
-5050.337640104912,20.90306101162109
-4330.400558687103,25.447105542939124
-4328.147398870946,1.132160989646131
-227.3310448534994,12.782315118678907
-3114.376081052067,8.332942688788997
-2435.840640920914,12.190795575052846
-16801.22053844198,26.302762831609364
-6820.418310267502,17.05947641370443
-13760.996006129913,30.409884059187547
-18046.204079078823,1.132160989646131
-2321.914675021203,23.218144734904
-13241.461328514491,37.68124385002402
-3071.1915495259636,20.180144970495384
-3206.1550970958815,26.58932955325777
-4154.286240049651,30.420569431073343
-15006.888634045421,12.190795575052846
-12021.335593992317,26.28135983123264
-2070.3202580666493,25.725153340464843
-18397.953562721777,13.272856279921823
-1889.9598735848062,17.05947641370443
-6092.6927297959355,31.72492299534889
-7701.838036392345,17.932562693756196
-4284.4747535413135,3.927831006064245
-3070.920715949705,23.14825227454956
-10186.839265724968,21.81703550251781
-4058.7263050805223,22.092249117524783
-4234.555661910752,16.143774716964504
-14841.704162924552,9.518818038309782
-4721.64894603149,18.79185971370501
-146.33265380804778,25.59892040830825
-4296.263003798098,20.28222278472817
-3968.027247398874,26.302762831609364
-5487.076290863109,20.28222278472817
-10821.70658367167,38.426488642538814
-3549.0933660013307,30.420569431073343
-11176.520391528751,16.766249047417915
-396.6216945757328,16.12384262285483
-1308.7933614894814,18.757994207245872
-4321.738163391497,21.81703550251781
-1679.3250543333627,21.83368081202904
-13825.385441420818,33.36162869752894
-9705.903919529803,11.578951027428012
-1941.5600032764141,11.942906218623804
-17026.261987989732,10.52412367775796
-5681.7423330438905,10.52412367775796
-20707.0330507153,13.608850492731817
-2715.2386861927334,30.409884059187547
-2681.990104702361,8.332942688788997
-2220.630708743636,20.180144970495384
-8836.783466818752,31.72492299534889
-4080.681291087498,13.23318471616647
-3567.7506740129465,25.447105542939124
-61.33569109278301,34.4734454458848
-11229.120037878332,17.114253331641656
-5514.657729756767,19.70368081017321
-8119.786103787981,12.613632740062826
-5653.523153591789,21.81703550251781
-3021.0413125608557,10.52412367775796
-2202.3852524104154,26.302762831609364
-13711.866136237812,19.647957347052547
-18989.895255672345,12.613632740062826
-3881.4391296977383,18.562253210557493
-8124.260113193133,12.190795575052846
-3051.0709837098966,8.320220391373894
-4554.147313564168,16.766249047417915
-2590.3474344504584,8.332942688788997
-6908.662810779986,20.28222278472817
-6718.468603575587,12.613632740062826
-20004.11782997079,25.59892040830825
-4994.176749152037,1.132160989646131
-5496.559239267672,5.69363914978576
-4302.962053225012,21.61563065615585
-5998.53189542733,30.86665725132705
-4408.9201187223625,29.22739596194833
-3362.9678428353914,22.32621505968753
-1128.8177198612436,7.950620098438058
-12334.23462936797,11.642586775623563
-12821.893128497693,12.789203739932198
-8054.551426553307,21.83368081202904
-14090.634343899204,6.687900598978352
-7617.009346591939,27.451018475410937
-2796.7528572068677,13.963866260572992
-924.3493473975323,22.092249117524783
-6411.8680722224635,20.90306101162109
-20986.804676169333,7.950620098438058
-3079.864635734356,6.687900598978352
-11235.67700380837,26.58932955325777
-3300.177699021644,9.647452638974611
-6319.144300785712,3.927831006064245
-7220.0671687471495,12.336111894138924
-3752.450922899925,22.092249117524783
-10122.392623717966,29.32505767081869
-2059.022433649012,31.72492299534889
-4420.459952515184,11.642586775623563
-3657.864961302712,35.40501989106287
-14497.581488513384,5.69363914978576
-3280.9726191401733,13.963866260572992
-10016.712359354979,31.72492299534889
-14130.109560966339,19.647957347052547
-11526.239612007645,29.22739596194833
-9627.575265321331,10.425683441718604
-10242.502781571555,11.942906218623804
-12375.299110150594,18.79185971370501
-12775.022272749107,8.320220391373894
-2962.4747961838984,7.950620098438058
-5733.944012197647,10.52412367775796
-412.16662863333113,16.64323622189432
-4173.93491283315,23.14825227454956
-4446.523276926744,29.32505767081869
-5546.2877969632045,26.58932955325777
-6644.11394764167,22.092249117524783
-20463.510461793707,25.447105542939124
-11421.98582790083,34.4734454458848
-14588.283114557973,18.757994207245872
-4296.934160502245,17.05947641370443
-15308.381580177347,10.52412367775796
-1918.6337455126777,16.766249047417915
-4904.122555143581,22.092249117524783
-3782.7126188643747,36.10508609312406
-4336.14058556478,15.599548132494943
-13019.588975640676,12.782315118678907
-4701.7201093696585,25.25684355246182
-1862.2777478242601,18.117577938721773
-1651.7998929613905,11.578951027428012
-2245.9113882877127,12.789203739932198
-5098.816434561997,38.426488642538814
-16139.686901748266,30.86665725132705
-7755.282672002702,18.562253210557493
-5407.08598283951,29.22739596194833
-4648.452389895051,4.885271868806392
-520.2555182121821,6.687900598978352
-19495.373864824534,12.190795575052846
-4733.99346998361,18.757994207245872
-5677.7093807637175,21.83368081202904
-5579.93128887941,4.38846568617879
-21197.190502766305,36.31581069178857
-14020.929154737747,17.156511257966585
-12981.516844003234,8.795230083567638
-2648.9872158292314,9.518818038309782
-16753.22068041909,18.562253210557493
-8524.629155095867,36.31581069178857
-5975.7220879643555,7.950620098438058
-9125.532586995547,25.25684355246182
-7619.046303009427,30.420569431073343
-2855.586163825934,5.69363914978576
-3025.8097797928285,30.86665725132705
-2497.1665053223387,25.25684355246182
-7184.19320209138,12.789203739932198
-2807.523195563472,10.52412367775796
-3080.2095312836773,34.4734454458848
-5494.65400086312,20.180144970495384
-1819.1616023078777,22.32621505968753
-13599.51219897612,37.68124385002402
-4661.803029523228,18.562253210557493
-4762.071432685158,26.28135983123264
-5145.8303435802845,8.795230083567638
-21717.09240546481,7.950620098438058
-3919.96400501072,31.83741398327524
-4024.1951723153115,25.447105542939124
-2932.832439347372,12.336111894138924
-4971.014798354618,13.963866260572992
-2767.8809390932056,24.09174497286721
-5493.866697337421,12.336111894138924
-3395.332213811673,16.12384262285483
-2909.152985407408,35.40501989106287
-9920.038541856884,21.47494878544683
-4852.356244613506,16.64323622189432
-5584.926950041487,18.79185971370501
-7964.870549707954,13.963866260572992
1188.2644897576415,18.79185971370501
-10620.14815116794,19.647957347052547
-1895.345256345514,14.353464935930552
-797.0658975308489,38.426488642538814
-2664.5307177555396,34.4734454458848
-14399.804235434925,31.72492299534889
-2840.982919313623,9.647452638974611
-294.82386166505677,12.336111894138924
-3326.1624383451854,18.79185971370501
-17341.001304706522,13.272856279921823
-13342.804826578384,3.927831006064245
-6679.770675387861,6.687900598978352
-10378.034609233018,11.578951027428012
-7586.03226646916,8.332942688788997
-2138.384379267469,11.578951027428012
-2962.947797366005,27.451018475410937
-9445.061591712045,34.4734454458848
-4628.850483957176,16.143774716964504
-2371.9455295516873,21.83368081202904
-2504.6642034590996,16.12384262285483
-7650.088853001282,15.599548132494943
-10049.36453443841,36.315810691788556
-16409.512754677427,11.578951027428012
-2227.154469453474,17.156511257966585
-7726.152897312457,4.652936998737928
-14604.015872915012,30.409884059187547
-6757.19229564022,31.72492299534889
-7165.033228111049,26.28135983123264
-996.4244833159037,15.578164380055544
-13969.073750347065,26.28135983123264
-11130.593381398494,34.4734454458848
-11059.005339752528,33.36162869752894
-20418.006016131425,12.190795575052846
-4505.262376376646,18.117577938721773
-2650.541807093161,11.427424278367262
-4300.282986492604,6.687900598978352
-4476.765153839628,21.56487561270493
-5152.243767786587,9.647452638974611
-2561.1345126462675,21.44874346620925
-7682.127741808819,14.353464935930552
-1111.294874819662,30.409884059187547
-4978.012447428833,10.52412367775796
-2407.823753415889,7.950620098438058
-12672.240773153246,26.58932955325777
-6232.158946257014,22.092249117524783
-18260.908580148935,18.562253210557493
-12529.22791783786,22.82469145311972
-14267.555802736057,38.426488642538814
-3386.438737468136,33.36162869752894
-2321.113462848198,29.32505767081869
-6625.325877134189,18.117577938721773
-6255.207636035608,5.69363914978576
-2312.351440555054,19.70368081017321
-4528.121104003871,11.642586775623563
-2136.02449600929,11.944636704804305
-3797.049319575912,17.114253331641656
-2549.24447734334,12.571740219945433
-1035.8719310758015,17.932562693756196
-16020.440062487536,25.25684355246182
-7332.044911711549,11.427424278367262
-12498.66701947276,30.86665725132705
-7674.683263877325,16.143774716964504
-5373.937467221858,16.143774716964504
-686.137566213617,18.117577938721773
-2780.854156387919,18.562253210557493
-7917.312018926485,26.58932955325777
-15153.016100497083,21.81703550251781
-2322.729195925518,10.52412367775796
-13659.446268026306,11.642586775623563
-6929.011200109049,18.757994207245872
-4178.243186792879,24.09174497286721
-6760.580360149944,12.613632740062826
129.02587047169982,8.320220391373894
-3188.345695458882,21.81703550251781
-9516.467201487894,12.782315118678907
-12148.93119437116,4.652936998737928
-17467.40414672208,36.10508609312406
-99.55215731127907,35.40501989106287
-9954.11008771275,35.40501989106287
-12340.991839544762,20.90306101162109
-22115.340534184284,8.332942688788997
-13646.64469581677,3.927831006064245
-19331.30150918461,10.52412367775796
-5221.6323170013475,19.70368081017321
